year,quelques_DET amas_NOUN,quelques_DET gamma_NOUN
1891,6.310477829174488e-08,0.0
1892,7.647585142933622e-08,0.0
1893,7.94435739415178e-08,0.0
1894,4.85218523138542e-08,0.0
1895,5.8982420281239456e-08,0.0
1896,7.48922701632182e-08,0.0
1897,1.0604618516651954e-07,0.0
1898,1.063770707077083e-07,0.0
1899,7.572782045883741e-08,0.0
1900,7.475116703403728e-08,0.0
1901,6.706486832541714e-08,0.0
1902,7.954659597686486e-08,0.0
1903,1.2690517436908522e-07,0.0
1904,9.190609073783662e-08,0.0
1905,7.94756878086389e-08,0.0
1906,1.0442694886592108e-07,0.0
1907,1.2394252379976933e-07,0.0
1908,6.090122450785884e-08,0.0
1909,8.471514512109479e-08,0.0
1910,1.0688301310679549e-07,0.0
1911,1.0161914421047413e-07,0.0
1912,1.2554705453027282e-07,0.0
1913,7.901454335268454e-08,0.0
1914,8.504864457137273e-08,0.0
1915,4.5944972271172446e-08,0.0
1916,7.581348882013117e-08,0.0
1917,6.250861872558744e-08,0.0
1918,8.959373687389416e-08,0.0
1919,6.445493871964914e-08,0.0
1920,7.572231552899211e-08,0.0
1921,9.617389018501399e-08,0.0
1922,6.345024305964841e-08,0.0
1923,6.051090650771584e-08,0.0
1924,7.477142061063091e-08,2.578324886925998e-09
1925,5.9390161011307896e-08,0.0
1926,6.79914429202455e-08,0.0
1927,5.686104742608222e-08,0.0
1928,7.65544745373603e-08,0.0
1929,6.684243691879033e-08,0.0
1930,9.558279545629489e-08,0.0
1931,7.983749394924189e-08,0.0
1932,7.342889318806556e-08,0.0
1933,8.717703137151034e-08,0.0
1934,8.027658715548114e-08,0.0
1935,1.1609235706089294e-07,1.196828414151696e-09
1936,7.638569776702298e-08,3.6374143697059935e-09
1937,5.9178254740999137e-08,2.5182236296217297e-09
1938,5.315737894306949e-08,1.2965214457594243e-09
1939,6.423501464070114e-08,9.176430282309411e-09
1940,9.382396903845347e-08,2.5357829169792012e-09
1941,1.2101160429267566e-07,8.854508237732261e-09
1942,1.244026819335886e-07,0.0
1943,8.129058670647282e-08,0.0
1944,7.390327816381159e-08,0.0
1945,8.714015997668412e-08,0.0
1946,5.0115976257814054e-08,0.0
1947,3.457052599742383e-08,0.0
1948,8.588791411412444e-08,0.0
1949,6.086545134564858e-08,0.0
1950,7.019338887914728e-08,1.0635361480382244e-09
1951,4.477788650980585e-08,3.1984206394497505e-09
1952,5.377850120780181e-08,6.326882129314981e-09
1953,9.157753311228589e-08,0.0
1954,7.133951029913987e-08,0.0
1955,7.320773942609549e-08,0.0
1956,5.7559534027973314e-08,1.744228317335228e-09
1957,6.007825570364389e-08,3.534015080575159e-09
1958,6.700517207747225e-08,0.0
1959,5.425523497137874e-08,0.0
1960,6.643999794775368e-08,1.3841666701708277e-09
1961,5.072156117336135e-08,6.948159270159238e-10
1962,5.96143912012792e-08,0.0
1963,6.272071484403341e-08,0.0
1964,3.7112207973422073e-08,0.0
1965,4.541796005952392e-08,0.0
1966,4.04352467064939e-08,0.0
1967,2.9088979891511713e-08,0.0
1968,3.09907690621003e-08,1.7965663401398047e-09
1969,3.4971535001204757e-08,0.0
1970,2.7592349738370103e-08,0.0
1971,3.802414072495708e-08,0.0
1972,2.6676763187349906e-08,0.0
1973,3.1425261282080896e-08,5.513203782392395e-10
1974,3.544110294129155e-08,0.0
1975,2.9128548462153958e-08,1.1422960355389478e-09
1976,3.0853044452605616e-08,0.0
1977,3.0559265340457387e-08,5.876781838942691e-10
1978,2.7326719997944338e-08,0.0
1979,2.6919077855680484e-08,0.0
1980,3.4110905433593075e-08,0.0
1981,2.5302198669585607e-08,6.325549528618524e-10
1982,2.6692259624816472e-08,0.0
1983,2.3998200315844542e-08,0.0
1984,2.3775934110403796e-08,0.0
1985,1.2632672019563529e-08,0.0
1986,1.019062523255343e-08,0.0
1987,2.3832185669370176e-08,0.0
1988,1.0194141308872418e-08,0.0
1989,1.5366742101008413e-08,0.0
1990,1.7980548217000347e-08,0.0
1991,9.378343990285032e-09,0.0
1992,1.983579878128694e-08,0.0
1993,1.8279384506048046e-08,5.539207426075166e-10
1994,1.0549853324270941e-08,0.0
1995,7.591431483433553e-09,0.0
1996,1.014237493990322e-08,0.0
1997,7.67183128136395e-09,0.0
1998,1.0013071261028017e-08,0.0
1999,1.0511462644746672e-08,0.0
2000,7.068850504943214e-09,0.0
2001,1.6210482900458345e-08,0.0
2002,7.448076377869484e-09,0.0
2003,6.250384210204629e-09,4.1669229178253886e-10
2004,8.369103465799554e-09,0.0
2005,1.30608737158866e-08,0.0
2006,8.235780224463696e-09,0.0
2007,1.0785094817222785e-08,0.0
2008,7.663391338175174e-09,0.0
2009,9.53638501499654e-09,0.0
2010,8.975207077543956e-09,0.0
2011,6.883149578085224e-09,0.0
2012,9.872333284199897e-09,3.404252713057332e-10
2013,1.004085042888292e-08,0.0
2014,6.496335691608124e-09,0.0
2015,8.422986225165019e-09,0.0
2016,1.2428040041534416e-08,0.0
2017,8.804639350934451e-09,2.515611330355938e-10
2018,8.002547013941097e-09,0.0
2019,6.887666881283394e-09,0.0
