year,véritables_ADJ airs_NOUN,véritables_ADJ guerres_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.3652374342143503e-08
1804,0.0,9.887403784603066e-09
1805,0.0,2.55858996212055e-08
1806,3.458002950651462e-08,0.0
1807,0.0,5.693910232196231e-09
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,5.766276700569506e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,4.670620334934483e-09
1818,0.0,4.768470951432846e-09
1819,0.0,5.175524897538253e-09
1820,2.3732962262101864e-09,5.933240565525466e-09
1821,0.0,1.1833785507064931e-08
1822,9.023054303725075e-09,1.303330066093622e-08
1823,0.0,8.894418535021487e-09
1824,0.0,8.421112696055388e-10
1825,0.0,5.283265824829186e-09
1826,8.807984341885344e-10,3.5231937367541377e-09
1827,0.0,8.295545583791863e-09
1828,0.0,1.2841221419535032e-08
1829,0.0,1.0287811491593857e-08
1830,0.0,1.461157062010443e-08
1831,3.1182412207897414e-09,4.053713453799901e-08
1832,2.705993873419743e-09,2.0294953273491956e-08
1833,8.108539617524002e-09,3.4750886612755494e-09
1834,6.534171426153534e-09,4.667265685043276e-09
1835,9.075705520444899e-09,6.050470346963266e-09
1836,5.376600054063374e-09,1.8818100855355624e-08
1837,6.262101948095733e-09,1.1132625488130543e-08
1838,1.2624323808552163e-09,2.209256599883247e-08
1839,3.4957374772659477e-09,1.4682098203877558e-08
1840,3.821813088222825e-09,1.2102408852854296e-08
1841,0.0,1.4125206782011901e-08
1842,2.0124795163667386e-09,1.0062397137744483e-08
1843,2.3627644285539873e-09,1.1223130869097986e-08
1844,0.0,6.586273748609983e-09
1845,0.0,1.6182660544927785e-08
1846,3.5127007969038004e-09,8.196302303531411e-09
1847,0.0,2.3730184040005042e-08
1848,8.045221711050488e-10,1.045878850192139e-08
1849,0.0,5.02764896381791e-09
1850,0.0,2.1045888587423178e-08
1851,0.0,1.9348316282474798e-09
1852,1.9531636308300904e-09,2.799534470909748e-08
1853,4.180352064508952e-09,6.569124799682413e-09
1854,5.195664454227256e-10,1.0910895298366086e-08
1855,0.0,6.8990182455763716e-09
1856,2.5885946719483854e-09,1.7084724746041502e-08
1857,2.4407544874094356e-09,1.2691923956253959e-08
1858,0.0,1.4191660291373864e-08
1859,5.092173349652285e-10,1.6804172275897145e-08
1860,4.119465657481669e-09,8.238931314963338e-09
1861,9.431927461278633e-10,1.6034276129062164e-08
1862,9.035972525772706e-10,2.0782737308877586e-08
1863,4.994620828036034e-10,2.447364266799923e-08
1864,0.0,6.712618905169165e-09
1865,1.882737743486018e-09,1.2708479601997169e-08
1866,0.0,1.3137154475373336e-08
1867,9.7056229719783e-10,8.73506067478047e-09
1868,0.0,1.975949626142892e-09
1869,2.441759683335931e-09,1.4650557211837167e-08
1870,1.1468097582678638e-09,3.4404292748035914e-09
1871,0.0,1.4869648623516696e-08
1872,7.256807155187062e-09,2.660829245826335e-08
1873,0.0,1.0176207432266438e-08
1874,2.9873046258899194e-09,6.572069999322139e-09
1875,0.0,1.4875970677508121e-08
1876,4.232210137899983e-09,1.934724735974669e-08
1877,1.2369631985365004e-09,9.27722432209066e-09
1878,0.0,1.268208649207736e-08
1879,0.0,2.871382953628654e-08
1880,0.0,1.4119262203848848e-08
1881,6.972507571312292e-10,8.367009307619355e-09
1882,6.655385131892899e-09,2.1962771157291172e-08
1883,0.0,5.0554711528150165e-09
1884,6.601696966868076e-10,2.178559910248623e-08
1885,2.5782542767416317e-09,1.4824961702686323e-08
1886,4.5174246565693466e-09,1.936039240035825e-08
1887,5.876032105334161e-09,1.1099172247952538e-08
1888,0.0,1.775372027168487e-08
1889,5.6386229019267375e-09,7.51816386923565e-09
1890,4.5880703680722945e-09,6.554386366985909e-09
1891,1.2748440081367107e-09,9.561330394092238e-09
1892,0.0,3.008885940403161e-08
1893,3.079208221734575e-09,1.7243566574620672e-08
1894,3.150769645188234e-09,7.561847148451761e-09
1895,6.018614495673091e-10,1.6852119699706236e-08
1896,0.0,1.47425724961181e-08
1897,1.1653427112179315e-09,1.6897470089816125e-08
1898,1.6975064687230201e-09,1.810673566637888e-08
1899,6.080336234504102e-09,1.3818945987509323e-08
1900,0.0,1.1939421895590385e-08
1901,5.029864968975062e-09,2.8502569193733507e-08
1902,0.0,9.329538919189417e-09
1903,3.2401321625741275e-09,1.1340462791054051e-08
1904,4.837162670412454e-09,1.1286712897629059e-08
1905,5.160759042333041e-10,1.5998352864698973e-08
1906,2.572092316910357e-09,2.1091157265118454e-08
1907,2.5714217422034835e-09,2.2114226894132116e-08
1908,2.9468334439286537e-09,9.822778146428846e-09
1909,1.6502950117569526e-09,6.0510818578052294e-09
1910,1.068830135508847e-09,1.5498036631811374e-08
1911,3.1922244847493175e-09,1.0640748726586935e-08
1912,7.293189607793238e-09,1.2502610502451716e-08
1913,4.242391771214216e-09,5.302989602995467e-09
1914,2.0090231700464756e-09,1.4732836284281348e-08
1915,0.0,5.890381071793627e-09
1916,0.0,2.966614687238689e-08
1917,0.0,2.631941953268324e-08
1918,0.0,1.033773866510046e-08
1919,1.8415696745321952e-09,2.8544329566670967e-08
1920,3.028892692213958e-09,2.3473917920568965e-08
1921,1.2873671018098776e-08,1.060184651180407e-08
1922,0.0,1.1804696775641332e-08
1923,3.1847844361720945e-09,1.4862327368803108e-08
1924,1.289162443462999e-09,1.5469948877466777e-08
1925,3.299453377181294e-09,1.2097995494286806e-08
1926,2.229227691330493e-09,1.114613823460786e-08
1927,0.0,2.2298449309232637e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,2.785101571589621e-08
1930,5.2518016602221e-09,2.4158287814657342e-08
1931,0.0,9.124285327288817e-09
1932,0.0,3.06867029564728e-08
1933,0.0,1.4911860191091364e-08
1934,0.0,1.7972370258689807e-08
1935,4.787313656606784e-09,2.5133395809007197e-08
1936,0.0,1.8187071404440758e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,1.1668692678767911e-08
1939,0.0,2.2941076593951948e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,2.322588166236983e-08
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,6.535512131478072e-09,2.832055301382752e-08
1946,1.3921104269343232e-09,2.0881657292193267e-08
1947,1.1920870957027319e-09,2.26496545963073e-08
1948,0.0,3.913879709216417e-08
1949,0.0,1.9634017078828947e-08
1950,0.0,1.914365022059883e-08
1951,1.0661401761424827e-09,2.6653504292539765e-08
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,0.0,3.5553629373907825e-08
1954,1.9545072227344917e-09,2.6385848173049453e-08
1955,0.0,1.8771215692936494e-08
1956,0.0,1.1337483840634377e-08
1957,0.0,2.3854601849393475e-08
1958,0.0,3.1434524316864554e-08
1959,0.0,2.40273188012452e-08
1960,3.460416619915918e-09,2.629916728835724e-08
1961,2.779263708063695e-09,3.126671543896009e-08
1962,0.0,2.029426049432459e-08
1963,3.2330267352165265e-09,3.427008365974871e-08
1964,1.8251904432275978e-09,1.8860301764789256e-08
1965,2.188817349590977e-09,2.5718604135249734e-08
1966,1.6617224263271169e-09,1.4401594583546284e-08
1967,9.860671168482327e-10,1.9228309611207806e-08
1968,4.940557296606585e-09,2.380450325745187e-08
1969,0.0,2.1346261647181564e-08
1970,9.197450023812337e-10,2.0694262303777577e-08
1971,4.1107179882260425e-09,2.2608949379332444e-08
1972,2.565073486948677e-09,2.3085661382538092e-08
1973,1.102640756478479e-09,1.4334330167287135e-08
1974,5.625571675160757e-10,2.0814615808717463e-08
1975,0.0,2.1132477101559743e-08
1976,0.0,1.8283285996290033e-08
1977,5.876781838942691e-10,2.5857840313392444e-08
1978,2.3762365408686037e-09,2.970295653881294e-08
1979,0.0,2.3993090181306798e-08
1980,4.548120546843393e-09,2.3309118191150446e-08
1981,1.8976649140967083e-09,2.5302197670384885e-08
1982,0.0,2.855450986771757e-08
1983,1.2630632095778083e-09,2.5261265079734585e-08
1984,3.479405208395292e-09,3.7113654371978555e-08
1985,0.0,3.7296459254321235e-08
1986,1.1988970927134801e-09,3.2370220282018636e-08
1987,1.2221633705067347e-09,2.688759437319277e-08
1988,2.99827696004229e-09,3.358070088665954e-08
1989,1.6464366536794728e-09,2.6342986458871565e-08
1990,2.179460389939436e-09,3.8140555602694803e-08
1991,1.1722930404189924e-09,2.2859714121636898e-08
1992,1.1019888335184191e-09,4.187557678392295e-08
1993,2.2156829704300662e-09,3.877445209354846e-08
1994,5.274926606624319e-10,3.270454485004848e-08
1995,3.253470381991974e-09,4.0126135303353294e-08
1996,1.067618438099771e-09,4.163711864180186e-08
1997,9.58978896292706e-10,3.116681313031222e-08
1998,4.768129224785866e-10,4.625085381348981e-08
1999,2.285100553223174e-09,3.656160885157078e-08
2000,8.836062992401139e-10,3.799507197754792e-08
2001,2.190605918883648e-09,3.855466346180947e-08
2002,4.38122149670761e-10,3.5926017716292336e-08
2003,2.083461403401543e-09,3.7502307037584615e-08
2004,8.809582507929292e-10,3.964312256243829e-08
2005,4.5037495954858286e-10,3.2877373712381086e-08
2006,2.8825228870488218e-09,3.664921877089e-08
2007,7.988958938831558e-10,3.0358044966760644e-08
2008,4.257439678578834e-10,3.15050527888161e-08
2009,3.337734755248789e-09,3.9099177229218185e-08
2010,9.447586046817946e-10,3.070465481869178e-08
2011,1.1471915639660324e-09,3.3650952246944144e-08
2012,3.404252713057332e-10,2.7234021260369445e-08
2013,8.367375126105969e-10,2.7612337305527035e-08
2014,8.661780737106994e-10,2.3386807157521616e-08
2015,8.866301581811342e-10,2.46039864038039e-08
2016,2.0713399884186856e-09,2.2991875070488277e-08
2017,1.509366853724714e-09,2.4652990759932436e-08
2018,2.5814667070633845e-10,1.858655984676716e-08
2019,1.53059265262101e-09,2.0663000199760972e-08
