year,autres_ADJ oeufs_NOUN,autres_ADJ gueux_NOUN
1887,1.3057849246322917e-09,3.9173548849191775e-09
1888,1.9021844099853524e-09,2.53624587998047e-09
1889,0.0,4.385595775424633e-09
1890,1.9663159989136147e-09,4.5880703680722945e-09
1891,3.824531802365527e-09,0.0
1892,0.0,1.0656471260972467e-08
1893,1.4164357686752282e-08,1.4780200174868696e-08
1894,6.301539290376468e-10,6.9316934414587195e-09
1895,1.2037228991346183e-09,1.8055843487019274e-09
1896,2.358811590497112e-09,7.076434549446731e-09
1897,0.0,1.1653427112179315e-09
1898,5.6583546736987955e-09,4.52668391659472e-09
1899,0.0,3.3165470370022376e-09
1900,5.191053142894475e-10,4.671947717582725e-09
1901,2.235495566438317e-09,1.676621730339889e-09
1902,2.455141867585553e-09,6.383369222096036e-09
1903,2.1600881083827517e-09,4.320176216765503e-09
1904,5.374625189347171e-10,3.7622376325430196e-09
1905,6.192911072844254e-09,9.28936660926638e-09
1906,5.144184522798412e-10,5.144184633820714e-09
1907,3.599990305858114e-09,2.5714217422034835e-09
1908,1.4734167219643268e-09,4.911389073214423e-10
1909,4.400786846048277e-09,1.1001967115120692e-09
1910,3.740905363258662e-09,4.275320542035388e-09
1911,7.448523575703803e-09,2.128149656499545e-09
1912,5.209421227725386e-10,1.1460726367928942e-08
1913,5.30298971401777e-10,1.113627856597077e-08
1914,2.0090231700464756e-09,9.375441145653696e-09
1915,0.0,0.0
1916,0.0,3.2962386153911893e-09
1917,2.1932848870420685e-09,1.4256351876795748e-08
1918,0.0,1.1486376294556067e-09
1919,0.0,2.762354567309444e-09
1920,1.514446346106979e-09,3.028892692213958e-09
1921,3.7863738810983705e-09,3.7863738810983705e-09
1922,5.164555005876537e-09,2.951174193910333e-09
1923,2.1231896241147297e-09,3.1847844361720945e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,1.4297631523163545e-08,1.0998177701893042e-08
1926,1.1146138456652466e-09,0.0
1927,1.2264147031260109e-08,3.3447675740205796e-09
1928,0.0,6.8556245125250825e-09
1929,6.684243603061191e-09,1.0026365737658693e-08
1930,1.1553964007759987e-08,4.201441416995522e-09
1931,9.124285327288817e-09,6.843213995466613e-09
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,7.180970484910176e-09
1936,6.0623572828433225e-09,8.487300195980652e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,2.5705489292704442e-08
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,8.697510267552389e-09
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,6.396841278899501e-09,1.3859822622919182e-08
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,1.1851209791302608e-08,2.1547654771580937e-09
1954,6.840775057526116e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,4.360570571293465e-09,6.104799332717903e-09
1957,7.068030161150318e-09,8.835037701437898e-10
1958,8.272243445794913e-10,9.099467845885556e-09
1959,4.650448914844674e-09,9.300897385600138e-09
1960,2.076250060767393e-09,8.305000243069571e-09
1961,3.47407969059077e-09,1.320150300188061e-08
1962,1.9025869768540815e-09,1.2683912586908264e-08
1963,7.759263453976928e-09,1.0992290633282664e-08
1964,2.4335873316516654e-09,1.034274621503073e-08
1965,5.47204326295514e-09,2.73602163147757e-09
1966,3.8773522170743036e-09,5.539074976468328e-09
1967,9.860671168482327e-10,1.2325839238158665e-08
1968,4.9405572410954335e-09,7.186265138514614e-09
1969,3.1792304344691047e-09,4.541757636644661e-09
1970,8.7375777724219e-09,2.2993624781975086e-09
1971,9.24911525146399e-09,3.5968783507200897e-09
1972,4.104117490300041e-09,8.721249500354133e-09
1973,2.205281512956958e-09,6.6158443723374205e-09
1974,4.500457340128605e-09,1.2938814464291681e-08
1975,7.996072248772634e-09,8.567219822452898e-09
1976,2.8567634369203176e-09,0.0
1977,1.1753563677885381e-09,3.526069214387917e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,7.022368020415115e-09,1.7555920051037788e-09
1980,1.3075846627685905e-08,3.97960553399912e-09
1981,1.1385989262535645e-08,1.8976649140967083e-09
1982,1.5518755946963836e-08,4.966001942996456e-09
1983,1.326216336750008e-08,5.052252838311233e-09
1984,1.681712458179163e-08,6.378909400694965e-09
1985,8.421781050316213e-09,2.4062232206745193e-09
1986,1.1988970927134801e-09,1.7983456945813714e-09
1987,6.110816852533674e-10,9.777306964053878e-09
1988,2.99827696004229e-09,1.0194141530917022e-08
1989,1.6464366536794728e-09,7.134558721588746e-09
1990,5.448650863826288e-09,7.083246211792016e-09
1991,6.4476117778156095e-09,5.2753188484189195e-09
1992,8.264916306899295e-09,9.366904696328504e-09
1993,3.323524400133948e-09,8.862731881720265e-09
1994,7.3848970827405935e-09,8.439882459576609e-09
1995,5.964695848348356e-09,9.21816667442954e-09
1996,2.135236876199542e-09,3.736664311304594e-09
1997,2.876936688878118e-09,3.3564261370244708e-09
1998,1.43043876743576e-09,4.7681290027412615e-09
1999,3.199140841125825e-09,6.398281460207045e-09
2000,3.0926220473403987e-09,7.068850504943214e-09
2001,8.762423564512289e-10,1.4019877703219663e-08
2002,2.628732898024566e-09,7.448076377869484e-09
2003,1.6667692226413067e-09,1.041730723905232e-08
2004,8.809582507929292e-10,8.369103104977071e-09
2005,1.3511248786457486e-09,4.053374524914943e-09
2006,1.2353669198716943e-09,6.1768350434476815e-09
2007,7.988958938831558e-10,7.190063211481856e-09
2008,1.7029758714315335e-09,4.6831836186811415e-09
2009,2.860915504498962e-09,9.53638501499654e-09
2010,1.8895172093635892e-09,1.4171378737160012e-08
2011,1.529588788962144e-09,5.353560705856353e-09
2012,0.0,1.2255309655984092e-08
2013,2.789125042035323e-10,8.925200134513034e-09
2014,4.330890368553497e-10,3.897801373331511e-09
2015,6.649726325136385e-10,6.428068660691011e-09
2016,2.278474076078396e-09,8.078226365615393e-09
2017,0.0,5.031222660711876e-09
2018,1.8070267504555204e-09,6.711813327342497e-09
2019,1.53059265262101e-09,2.04079020349468e-09
