year,leurs_DET arts_NOUN,leurs_DET gares_NOUN
1897,8.332200496230513e-08,6.700720689423179e-08
1898,1.1939128796711884e-07,6.393941021087812e-08
1899,1.5145565512852954e-07,4.145683618617113e-08
1900,8.720969102427034e-08,4.7238582823183606e-08
1901,1.190401378581285e-07,5.02986488015722e-08
1902,1.016428754496701e-07,3.83002145554201e-08
1903,9.50438781011087e-08,3.0241231741001684e-08
1904,1.3221578143429724e-07,3.278521276683932e-08
1905,1.2385822306670846e-07,6.192910717572886e-08
1906,1.301478673165768e-07,5.761486576716379e-08
1907,1.1622825968338191e-07,4.217131532868734e-08
1908,1.1050625170483386e-07,2.553922229253658e-08
1909,8.69155369898067e-08,5.0609049395689e-08
1910,9.405705458931379e-08,5.6647998292191915e-08
1911,7.448523731135026e-08,5.7460042057755345e-08
1912,1.0002088524085906e-07,3.750783150735515e-08
1913,1.0659009408442444e-07,1.7499866444836698e-08
1914,1.1585366826993848e-07,4.018046340092951e-08
1915,1.1545146694214026e-07,3.2986132936230206e-08
1916,9.668966782783173e-08,4.724608615447323e-08
1917,8.77313937053259e-08,9.979446247143642e-08
1918,9.303964532136888e-08,4.9391417178412667e-08
1919,8.1949848795837e-08,3.6831394822911534e-08
1920,1.1055458060127421e-07,5.982062845077962e-08
1921,9.693117064557555e-08,2.9533714140939082e-08
1922,1.2468711396707022e-07,2.8036154731125862e-08
1923,1.1252905096625909e-07,4.458698299458774e-08
1924,9.668718092825657e-08,3.609654797287476e-08
1925,1.2427940410120186e-07,4.179307566687385e-08
1926,7.80229711949687e-08,3.566764306128789e-08
1927,1.4939960779614125e-07,2.2298449309232637e-08
1928,1.0854739307397665e-07,4.1133748851507335e-08
1929,8.466708578680482e-08,2.785101571589621e-08
1930,1.4179864449292978e-07,4.621585603103995e-08
1931,1.0606981426519724e-07,3.42160717536899e-08
1932,1.0411560014134125e-07,6.13734059129456e-08
1933,6.767690918785263e-08,3.670611903316967e-08
1934,1.114286956038768e-07,6.11060571031885e-08
1935,9.335261808018913e-08,4.0692164304800826e-08
1936,9.093535879856063e-08,3.6374142808881516e-08
1937,8.561960340713881e-08,3.021868266728234e-08
1938,6.482606929036905e-08,2.074434313215079e-08
1939,1.0399954142314982e-07,1.8352860564618823e-08
1940,1.343965010391912e-07,1.0143131667916805e-08
1941,7.083606590185809e-08,1.4757512545315876e-08
1942,9.406056733496371e-08,1.517105907566929e-08
1943,6.387117701400769e-08,8.709705845433291e-09
1944,1.2210107591670294e-07,6.4263723231761105e-09
1945,1.1328221205531008e-07,1.3071024262956144e-08
1946,1.1415305412043608e-07,1.9489545977080525e-08
1947,6.914105465938292e-08,1.7881307101674793e-08
1948,7.610321572926182e-08,2.0656587551570738e-08
1949,8.4426268642801e-08,4.22131343214005e-08
1950,1.0422653962116613e-07,1.2762433776458693e-08
1951,7.889437370067753e-08,1.3859822622919182e-08
1952,7.27591498161928e-08,9.490323193972472e-09
1953,7.43394120705787e-08,7.54167928107563e-09
1954,7.818028846529046e-08,6.840775057526116e-09
1955,8.25933454962069e-08,1.9709776921672528e-08
1956,9.069987516596711e-08,1.4825940475304833e-08
1957,7.156380599226964e-08,5.301022731885041e-09
1958,7.279574276708445e-08,4.9633461784992505e-09
1959,7.130687862400009e-08,6.975672928177801e-09
1960,7.958958292419993e-08,1.038124963770315e-08
1961,7.78193811612482e-08,1.598076693198891e-08
1962,8.815319607613503e-08,5.0735651235811474e-09
1963,7.112658551022832e-08,1.0345685197421517e-08
1964,8.821754166055129e-08,9.734349326606662e-09
1965,8.153344310812827e-08,1.1491291473930687e-08
1966,7.920876576861247e-08,7.754704434148607e-09
1967,1.1536984922955185e-07,8.381570104631919e-09
1968,1.167768121090873e-07,1.122853987567396e-08
1969,8.538504903121691e-08,1.1354394757745467e-08
1970,7.771845106363529e-08,8.277704743875347e-09
1971,1.1150322665187673e-07,1.5929032315398217e-08
1972,9.798580569153614e-08,6.669190977248718e-09
1973,7.112032562872628e-08,3.3079223804577396e-09
1974,5.62557183059198e-08,1.3501372464475025e-08
1975,6.682431896720686e-08,5.140332159925265e-09
1976,6.056338519577764e-08,3.9994687561772935e-09
1977,5.5829427136888654e-08,7.052138428775834e-09
1978,6.891085702065425e-08,5.346532105932056e-09
1979,6.378650851956991e-08,5.851973128301324e-09
1980,5.5145962907232615e-08,5.6851505725319385e-09
1981,6.009272213169936e-08,7.590659656386833e-09
1982,8.007677954058323e-08,6.2075020679230875e-09
1983,5.999550367619122e-08,6.315316269933646e-09
1984,6.26292886996005e-08,5.219107812592938e-09
1985,6.316336120804067e-08,6.015557829641693e-09
1986,6.773768662649005e-08,9.591176741707841e-09
1987,5.988600415562928e-08,7.332980445085013e-09
1988,5.75669182323324e-08,5.99655392008458e-09
1989,6.421102871634332e-08,1.3171493229435782e-08
1990,7.628111675650473e-08,3.814055737905164e-09
1991,4.747786724879077e-08,8.7921980806982e-09
1992,6.777231020826946e-08,6.61193322315512e-09
1993,5.982344042365639e-08,8.862731881720265e-09
1994,7.80689148327518e-08,1.002236071911966e-08
1995,6.886512282644475e-08,8.133675954979935e-09
1996,5.65837787736001e-08,9.60856638698715e-09
1997,6.185414025416947e-08,9.58978851883785e-09
1998,6.72306215143692e-08,1.0489884516573511e-08
1999,7.358023684789217e-08,9.140402212892695e-09
2000,7.289751802197486e-08,1.0603275590881367e-08
2001,9.419605467853032e-08,6.571817756650944e-09
2002,6.30895898856565e-08,4.81934359086722e-09
2003,6.25038470980499e-08,6.250384210204629e-09
2004,7.796480350208412e-08,9.690540814233373e-09
2005,7.656374578779435e-08,8.106749049829887e-09
2006,8.688748032170679e-08,1.1941880373456115e-08
2007,8.668020123892006e-08,1.0385647009059085e-08
2008,7.961412284984704e-08,7.663391698997657e-09
2009,7.343016772409783e-08,1.0966842545201416e-08
2010,5.5268379206552254e-08,4.723792912386671e-09
2011,4.8564443078102926e-08,5.7359579308524644e-09
2012,6.70637801958307e-08,4.765953853791416e-09
2013,5.0204252033392294e-08,4.462600067256517e-09
2014,6.734534219177135e-08,6.9294245896855955e-09
2015,6.9600469054798e-08,5.984753581600444e-09
2016,8.88604909654589e-08,8.078226088059637e-09
2017,6.263872442957563e-08,4.779661555431858e-09
2018,6.995774493034901e-08,6.195520096952123e-09
2019,5.637682898296248e-08,5.3570743396846865e-09
