year,nouveaux_ADJ âges_NOUN,nouveaux_ADJ gages_NOUN
1923,3.1847844361720945e-09,2.3355084977083607e-08
1924,3.867487219366694e-09,2.9650736976805092e-08
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,1.0031524944054127e-08,3.4553028882555736e-08
1927,3.3447675740205796e-09,4.7941668412931904e-08
1928,0.0,2.5137291359556002e-08
1929,3.342121912552898e-09,1.6710609784809094e-08
1930,1.0503603542488804e-09,1.1553964007759987e-08
1931,0.0,1.0264820993199919e-08
1932,2.1919073223131136e-09,3.7262424257278326e-08
1933,1.1470662197865522e-09,2.2941325283909464e-08
1934,0.0,2.036868629318178e-08
1935,0.0,3.111753699158726e-08
1936,4.849885826274658e-09,1.9399543305098632e-08
1937,1.2591118148108649e-09,1.888667711114067e-08
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,3.193558839598154e-08
1944,6.4263723231761105e-09,1.927911696952833e-08
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,1.3921104269343232e-09,2.645009899993056e-08
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,2.174377566888097e-09,1.7395020535104777e-08
1949,9.817008317369869e-10,7.853606653895895e-09
1950,1.0635361480382244e-09,2.8715476219076663e-08
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,1.8980646387944944e-08
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,4.886268278880834e-09,2.14995790059902e-08
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,2.616342476002842e-09,9.593255967388359e-09
1957,1.7670075402875796e-09,1.501956425897788e-08
1958,6.617794756635931e-09,4.9633461784992505e-09
1959,1.5501495642666896e-09,1.2401196514133517e-08
1960,4.152500121534786e-09,6.920833239831836e-09
1961,2.779263708063695e-09,4.86371165564492e-09
1962,4.43936931660005e-09,1.0147130247162295e-08
1963,3.879631726988464e-09,3.879631726988464e-09
1964,1.2167936658258327e-09,1.034274621503073e-08
1965,4.377634699181954e-09,3.830430195250756e-09
1966,5.539074754423723e-10,1.606331601067268e-08
1967,5.916402479044791e-09,1.7749208325312793e-08
1968,8.982831700699023e-10,7.186265360559219e-09
1969,9.083515606356229e-10,2.0892086283197386e-08
1970,1.8394900047624674e-09,1.4715920038099739e-08
1971,1.541519245584766e-09,1.1818314327172175e-08
1972,1.5390440033513642e-09,1.128632298730281e-08
1973,2.205281512956958e-09,1.3231689521830958e-08
1974,3.3753431161187564e-09,1.1251143128276908e-08
1975,2.2845920710778955e-09,8.567219822452898e-09
1976,1.142705374768127e-09,1.428381679602353e-08
1977,5.876781838942691e-10,1.469195431980097e-08
1978,1.1881182704343018e-09,1.9603952239322098e-08
1979,2.3407893401383717e-09,9.363157360553487e-09
1980,3.411090521154847e-09,1.193881615790815e-08
1981,6.325549528618524e-10,7.590659656386833e-09
1982,4.966001831974154e-09,9.311253101884631e-09
1983,5.68378455412244e-09,6.315316269933646e-09
1984,2.8995041922996734e-09,4.639206796497319e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,2.997242676272549e-09,5.994485352545098e-09
1987,3.6664902225425067e-09,8.555143260480236e-09
1988,1.0793796967334401e-08,8.994830658082265e-09
1989,3.841685636274406e-09,8.232182935330457e-09
1990,4.90378582185258e-09,6.538381391862913e-09
1991,2.344586080837985e-09,1.2895223555631219e-08
1992,8.264915862810085e-09,1.1019888113139586e-08
1993,7.200969598386564e-09,8.862731881720265e-09
1994,3.6924485691258724e-09,6.857404422078162e-09
1995,7.591431483433553e-09,1.4098372247417501e-08
1996,3.736664311304594e-09,6.4057106285986265e-09
1997,2.3974471297094624e-09,1.1507746755512471e-08
1998,3.814503379828693e-09,8.582632382569955e-09
1999,3.656160929565999e-09,9.597422412355172e-09
2000,2.6508188977203417e-09,6.627047355323157e-09
2001,5.257454027685071e-09,5.695575122643959e-09
2002,1.0953053575235572e-08,9.200564754507923e-09
2003,3.7502307925763034e-09,1.2500768420409258e-08
2004,5.726228824443069e-09,1.4535810777260849e-08
2005,3.1526248278623825e-09,7.205999352777326e-09
2006,4.529678854225949e-09,1.1118302722934459e-08
2007,6.391167151065247e-09,5.192823504529542e-09
2008,3.405951742863067e-09,5.960415716543821e-09
2009,6.675469510497578e-09,2.860915504498962e-09
2010,6.140930874920514e-09,1.795041271179798e-08
2011,6.500752380844688e-09,5.7359579308524644e-09
2012,4.425528388196653e-09,9.19148224198807e-09
2013,5.29933741333366e-09,8.646287241731443e-09
2014,4.980523993225461e-09,4.7639794331644225e-09
2015,2.659890530054554e-09,7.979671146074452e-09
2016,3.314144070287739e-09,1.0356700386182638e-08
2017,3.018733707449428e-09,9.30776167251679e-09
2018,1.0325866828253538e-09,6.9699601645822895e-09
2019,3.3162841361900064e-09,4.591778068885333e-09
