year,ces_DET oeufs_NOUN,ces_DET gueux_NOUN
1800,3.615789267996661e-07,2.2952400513531757e-07
1801,6.976865258856435e-07,3.333655707038474e-08
1802,4.788977889802482e-07,8.727576528144709e-08
1803,1.9054813833463413e-06,5.655983770225248e-08
1804,3.781931923185766e-07,5.6852570651244605e-08
1805,2.1321583432154512e-07,7.391482248486625e-08
1806,3.1698359492793315e-08,3.1698359492793315e-08
1807,1.2811298155668283e-07,2.562259560079383e-08
1808,6.571614541428517e-08,1.178358477460506e-07
1809,2.0331274441787173e-08,8.584316191218022e-08
1810,6.084329395861232e-08,7.95643066986429e-08
1811,1.7549537822958428e-08,4.763445815569867e-08
1812,5.867858199337661e-08,4.800974684471271e-08
1813,7.189354267467252e-08,6.326631307729258e-08
1814,1.1013369771717407e-07,5.349351184236184e-08
1815,2.1577788444915313e-08,1.3486117778072071e-08
1816,5.7940095388175905e-08,3.7081662185300956e-08
1817,7.784367150875937e-08,5.4490568945908535e-08
1818,1.2994083675721413e-07,5.483741549738852e-08
1819,1.6354659493345025e-07,7.245734734429021e-08
1820,4.153268395867826e-08,4.746592452420373e-08
1821,2.465372128668264e-08,8.382264993223032e-08
1822,3.208197085768916e-08,1.3334069137727056e-07
1823,1.9765373338032077e-08,1.2649839131739782e-07
1824,3.705289586264371e-08,7.073734398233e-08
1825,3.698285966358128e-08,2.7296873206239525e-08
1826,4.4039921931471326e-08,4.05167286388064e-08
1827,1.0415518292283821e-07,7.55816365050066e-08
1828,6.787503004090922e-08,9.080578422526742e-08
1829,2.4004893184326193e-08,9.601957434712816e-08
1830,5.009681003365074e-08,6.78394345143829e-08
1831,2.962329048727952e-08,7.639690924321485e-08
1832,2.1647950543268735e-08,8.117981842303834e-08
1833,3.011743432423941e-08,8.340212254154267e-08
1834,2.426977996350388e-08,8.307732701773318e-08
1835,4.689114518896531e-08,6.504255622985511e-08
1836,2.8227149950765806e-08,7.258409784327569e-08
1837,3.757261257675282e-08,5.287996973635245e-08
1838,5.996553897880119e-08,8.773904713876846e-08
1839,3.425822836522485e-08,5.3834358082482936e-08
1840,1.2102408630809691e-08,6.242294803282533e-08
1841,1.9903700021473014e-08,8.154096375889708e-08
1842,6.372851713010164e-08,6.574099664646837e-08
1843,2.3036953011867922e-08,5.5524963793462945e-08
1844,3.51267913645259e-08,7.958413666964148e-08
1845,2.622707162558413e-08,8.147133012670338e-08
1846,5.0348711866377016e-08,7.610851970873966e-08
1847,4.96176593145492e-08,8.629157477457738e-08
1848,4.103063222515857e-08,1.078059738146564e-07
1849,4.022118993418644e-08,1.340706410335457e-07
1850,2.647708363667789e-08,8.350465119377759e-08
1851,3.3537080890155835e-08,1.2834382978610392e-07
1852,3.255272740254611e-08,7.096494680780552e-08
1853,1.851298847554972e-08,1.1227231899724188e-07
1854,2.5458756269802763e-08,8.46893318251496e-08
1855,9.552486801567284e-09,7.164365101175463e-08
1856,1.3978410429160704e-08,6.937433738585241e-08
1857,2.4895695727167322e-08,9.763018127273426e-08
1858,1.3702293022443968e-08,1.0815024159560593e-07
1859,2.49516496353408e-08,1.3290572464796924e-07
1860,9.840945319750105e-08,1.1763362559036317e-07
1861,3.536972786877257e-08,1.0988195442429571e-07
1862,1.4005757942303632e-08,1.0572088096627574e-07
1863,1.5982786483181854e-08,1.1537574118314353e-07
1864,4.698833366845179e-08,1.0740190781177716e-07
1865,1.2708479713019472e-08,1.1955384593420604e-07
1866,9.731225880660332e-09,1.1677470768134413e-07
1867,2.0867089389753346e-08,1.7373065297476842e-07
1868,9.87974813071446e-09,7.805000801219819e-08
1869,1.0743742118179966e-08,1.5138909981171622e-07
1870,1.9495765446464475e-08,1.1582778602914345e-07
1871,1.5931765684484844e-08,2.1136143346645042e-07
1872,6.047339295989218e-09,1.904911890449057e-07
1873,1.6760812293625804e-08,1.4007250132008764e-07
1874,2.0313670745508716e-08,1.0276327522262818e-07
1875,3.089624645014055e-08,1.0470394373740533e-07
1876,1.7533442697725832e-08,1.7775283289722665e-07
1877,1.6699003513309663e-08,1.311181012653151e-07
1878,2.8987626299326053e-08,1.2923649972407247e-07
1879,2.382636854481035e-08,1.2707396490618805e-07
1880,1.9253539207397807e-08,1.3862548553511544e-07
1881,6.275256814181063e-09,1.826797006998504e-07
1882,2.8618155623050257e-08,1.2978001073804535e-07
1883,2.274962085380139e-08,1.1185229720211964e-07
1884,1.5183903023796574e-08,1.1288902079797936e-07
1885,1.289127143921931e-08,9.990735083675872e-08
1886,1.936039151217983e-08,1.36168084807764e-07
1887,2.154545120092166e-08,7.442974103710753e-08
1888,1.4583414031932307e-08,1.312507240669447e-07
1889,1.8795410006156033e-08,1.1465199989402208e-07
1890,2.1629475988049762e-08,1.1273544409107217e-07
1891,3.250852198544152e-08,1.0517462989412252e-07
1892,2.5074048615181255e-08,1.0593785848556081e-07
1893,9.976634818276153e-08,8.744951607297935e-08
1894,1.575384822594117e-08,1.0649601578371914e-07
1895,1.083350587016696e-08,1.0111272152890649e-07
1896,1.0024949259612725e-08,1.2206850324991692e-07
1897,2.097616846885586e-08,6.875521840754573e-08
1898,1.9238406756549864e-08,1.1033792324255387e-07
1899,1.1607914629507832e-08,1.0226019853121215e-07
1900,1.557315965072803e-08,8.772880200069721e-08
1901,2.235495610847238e-08,7.936009205344874e-08
1902,2.0623193042190735e-08,7.561836845582093e-08
1903,2.2140903555012414e-08,1.085444241155642e-07
1904,2.2573424907079698e-08,1.0211787593306099e-07
1905,3.0448477628119974e-08,6.760594450927471e-08
1906,9.773950315761226e-09,1.1574415181847542e-07
1907,2.7257069490360664e-08,1.1725682891317035e-07
1908,2.0136694756089923e-08,1.286783906095934e-07
1909,3.575639284658649e-08,1.1001966893076087e-07
1910,2.2979848468551722e-08,1.2772519919490577e-07
1911,5.7460039837309296e-08,1.0534341043921813e-07
1912,1.82329742415277e-08,1.0939784456098778e-07
1913,3.234823831022027e-08,9.810530654519312e-08
1914,4.3528834758888024e-08,9.844213266774204e-08
1915,2.1205370792642952e-08,1.0484878032457345e-07
1916,2.6369908034951095e-08,8.570220444426013e-08
1917,2.6319419199616334e-08,8.334482759497774e-08
1918,1.2635013924011673e-08,1.3783652086374332e-07
1919,1.381177239245801e-08,8.287063324452504e-08
1920,2.953170463726451e-08,6.512119155033247e-08
1921,1.817459427400081e-08,6.285380360626647e-08
1922,2.5084981203349344e-08,9.517536692094097e-08
1923,4.777176787484905e-08,5.8387715551333486e-08
1924,2.836157397823058e-08,8.637388315690941e-08
1925,4.3992711695750586e-08,1.0778214032391986e-07
1926,3.9011484376239025e-08,1.0142985695793527e-07
1927,6.02058146670359e-08,1.7281299102833714e-07
1928,2.2852082448565625e-08,1.1540301447787726e-07
1929,1.0694789942533589e-07,8.57811288668131e-08
1930,7.247486522032887e-08,7.037414706534406e-08
1931,6.044838940510999e-08,6.50105320687544e-08
1932,2.9590748518160126e-08,6.685317410770608e-08
1933,4.932384722877714e-08,7.914756672278145e-08
1934,5.751158482780738e-08,6.11060571031885e-08
1935,4.667630548738089e-08,6.70223876397813e-08
1936,5.45612155455899e-08,8.24480599348476e-08
1937,4.9105360555579125e-08,6.547381259380813e-08
1938,4.019216603978748e-08,4.537825182282518e-08
1939,6.576441702321745e-08,3.8235127064467633e-08
1940,4.817987697691706e-08,5.0715658783673234e-08
1941,5.6078550692006957e-08,6.493305493293633e-08
1942,3.944475457373642e-08,7.888950470658074e-08
1943,1.7419411246777372e-08,9.580676207932015e-08
1944,1.2852744646352221e-08,1.4780656520940738e-07
1945,4.1391576388605245e-08,2.3963544037997053e-08
1946,3.201853981948943e-08,5.986074924635432e-08
1947,2.3841741469965427e-08,8.702235820834403e-08
1948,6.305694988384403e-08,5.870819430597862e-08
1949,4.123143415579733e-08,7.657266287708353e-08
1950,2.658840281277719e-08,4.4668516441248585e-08
1951,3.411648574758175e-08,5.117472756666075e-08
1952,4.007025555807786e-08,5.0615059477010504e-08
1953,4.955960619668076e-08,4.632745786992132e-08
1954,3.615838295445428e-08,4.788542762312886e-08
1955,5.255940527248981e-08,5.068228325910695e-08
1956,2.3547082506070183e-08,5.319896345667985e-08
1957,4.417518850718949e-08,3.710715862359493e-08
1958,4.053399216275011e-08,4.7979013650945035e-08
1959,4.185403779111141e-08,4.8829710497244605e-08
1960,2.6991250623442653e-08,5.744291808884583e-08
1961,4.168895617606694e-08,5.766972233089973e-08
1962,2.2196847582200974e-08,1.4269401377164925e-07
1963,4.138274078968607e-08,5.043521467129608e-08
1964,4.1370985692790185e-08,6.083968262515782e-08
1965,2.462419568249885e-08,6.238129535152126e-08
1966,4.154306143533404e-08,1.2185964093358592e-07
1967,2.5144711202074177e-08,7.642020016795925e-08
1968,2.4253645314331607e-08,7.141351066053403e-08
1969,1.5441976364272136e-08,9.446856008565874e-08
1970,3.173120166621857e-08,6.024329915477189e-08
1971,2.8261185391897925e-08,7.193756568213416e-08
1972,2.9241836674298582e-08,6.720492473633044e-08
1973,2.4809417631388442e-08,5.568335770256283e-08
1974,3.937900050487997e-08,4.106667361725158e-08
1975,4.1693803520814754e-08,5.026102689598133e-08
1976,3.1995751326174826e-08,4.342280263136544e-08
1977,3.584837049430689e-08,6.464460100552571e-08
1978,3.2673252658987906e-08,7.6039572860509e-08
1979,2.574868185334367e-08,6.846808986438191e-08
1980,3.752199351225727e-08,6.196814356096425e-08
1981,3.289285732677172e-08,5.3134615818350994e-08
1982,2.9796010991844923e-08,7.014477443334499e-08
1983,3.220811262139023e-08,4.294414779337785e-08
1984,4.1752861612565084e-08,5.5090580985961424e-08
1985,2.8874678204005022e-08,5.353846477262891e-08
1986,2.8174081290188724e-08,4.3160296780975216e-08
1987,2.0776776743502978e-08,6.59968231175867e-08
1988,3.7778288497491985e-08,4.677311959966346e-08
1989,2.8538236107600312e-08,7.299202575694608e-08
1990,2.0160008162850573e-08,5.5576238833232594e-08
1991,3.458264430378222e-08,4.9822455938652865e-08
1992,2.8651709449434293e-08,5.620142973228326e-08
1993,1.99411469559152e-08,5.982343981303373e-08
1994,3.4287023831236496e-08,3.4287022443457715e-08
1995,1.8978578264494672e-08,5.964695970472889e-08
1996,2.6690460508405067e-08,4.110331142115342e-08
1997,1.8700088588730068e-08,4.219506966052222e-08
1998,1.3827574751879013e-08,4.815810594749337e-08
1999,2.193696624352981e-08,5.027221386399994e-08
2000,9.277865808954289e-09,4.815654375267542e-08
2001,1.0953029372373635e-08,4.600272474064582e-08
2002,7.009954394732176e-09,5.914649037208619e-08
2003,5.416999848684156e-09,5.0419768804488285e-08
2004,7.48814499296202e-09,3.083353866673022e-08
2005,7.205999352777326e-09,5.6747245569255256e-08
2006,7.41220168576362e-09,4.9002890634142204e-08
2007,7.988959105365012e-09,6.950394287885686e-08
2008,6.3861593790903726e-09,7.748540431506967e-08
2009,7.1522885392028e-09,5.0066021328731836e-08
2010,1.8895172648747405e-09,6.89673775866595e-08
2011,5.35356059483405e-09,8.756895475414694e-08
2012,3.744677901096338e-09,1.0587225851566018e-07
2013,2.5102125378317908e-09,1.2634736379357747e-07
2014,6.063246571486047e-09,1.5331351477243516e-07
2015,5.763096111444099e-09,1.4252579241813557e-07
2016,2.2784741315895474e-09,1.462366014948202e-07
2017,3.0187335409159743e-09,7.395897672068941e-08
2018,6.453666490102705e-09,1.1719858888925572e-07
2019,7.397864654201669e-09,1.2474330313150261e-07
