year,vos_DET airs_NOUN,vos_DET guerres_NOUN
1866,5.1575495207956124e-08,2.4814625021463144e-08
1867,5.386620571812273e-08,3.4454963326879806e-08
1868,5.236266353847441e-08,1.531360993567432e-08
1869,7.325278961189952e-08,5.030024752272766e-08
1870,2.8670243512607385e-08,2.6376625328339287e-08
1871,2.549082545044712e-08,5.20437686279962e-08
1872,3.9307707089264454e-08,2.3584623920491765e-08
1873,2.9930021461233025e-08,1.97538145840781e-08
1874,3.5847653734322193e-08,2.1508592240593316e-08
1875,3.37570102426632e-08,2.1741803024610817e-08
1876,5.6832537564943664e-08,1.6324239737741664e-08
1877,6.865146029433333e-08,2.2265338017746217e-08
1878,3.442280499532657e-08,1.9325083755461492e-08
1879,6.048231937505477e-08,3.115755908833506e-08
1880,3.3372801855335865e-08,2.8880309033141316e-08
1881,1.8128519629900808e-08,1.6036766581351003e-08
1882,5.923292589748996e-08,2.3293848405714357e-08
1883,4.613117443597048e-08,1.8958017378167824e-08
1884,3.4328825115892414e-08,3.498899303622238e-08
1885,1.4180398411056672e-08,1.8692343894954888e-08
1886,2.5813855941692054e-08,2.0005738787798322e-08
1887,2.7421483972389638e-08,1.828098877831863e-08
1888,3.4873380627686856e-08,1.4583413587843097e-08
1889,2.7566601445982997e-08,2.0674951528576457e-08
1890,1.8352282582512203e-08,7.209825181320184e-09
1891,4.971891465199718e-08,2.039750413018737e-08
1892,3.635737289009455e-08,1.2537024751679837e-08
1893,2.2170299485146927e-08,7.390100087434348e-09
1894,2.6466465019581165e-08,2.268554077922147e-08
1895,2.407445731655855e-08,7.824198622330414e-09
1896,3.715128332748563e-08,3.066455178668548e-08
1897,3.43776108691074e-08,2.7968225069230357e-08
1898,1.697506502029711e-08,1.810673566637888e-08
1899,2.65323762960179e-08,1.2160672469008205e-08
1900,3.426095018799202e-08,1.1420316803345543e-08
1901,3.409130766574009e-08,1.0618603829559703e-08
1902,2.1114220427609354e-08,2.3078334632220532e-08
1903,1.4580595175672784e-08,1.1340463013098656e-08
1904,2.0961038238453966e-08,7.524475265086039e-09
1905,1.3934049136743454e-08,5.676835002077496e-09
1906,3.806696413644062e-08,3.600929110447737e-09
1907,3.394276593127188e-08,1.2342823652033985e-08
1908,2.7503778587956162e-08,1.4734167219643268e-09
1909,3.13556076103616e-08,4.950885035270858e-09
1910,5.076943265791556e-08,8.01622590529405e-09
1911,3.724261787851901e-08,2.2345571171200618e-08
1912,3.2298411722919695e-08,1.6670147373609723e-08
1913,3.606033122105501e-08,1.4318072061314524e-08
1914,3.616241528447972e-08,2.8126324380650658e-08
1915,2.1205371236732162e-08,1.295883844676382e-08
1916,2.8567401111345703e-08,1.538244731591476e-08
1917,2.8512703309502285e-08,1.315970976634162e-08
1918,6.087779347296873e-08,2.1824114071478107e-08
1919,3.314825391953491e-08,1.749491218561161e-08
1920,2.8017257847068322e-08,9.843901693784574e-09
1921,3.634918815942356e-08,1.8931869405491852e-08
1922,5.976127831486266e-08,1.475587119159627e-08
1923,4.352538862661959e-08,1.1677542488541803e-08
1924,5.0277336072213075e-08,1.2891624656674594e-08
1925,4.2892892793133797e-08,1.9796720707176974e-08
1926,3.78968714187522e-08,2.1177662290483568e-08
1927,5.9090890403012963e-08,2.4528294284564822e-08
1928,3.313552077166548e-08,1.2568645568755699e-08
1929,6.461435875237953e-08,6.684243825105796e-09
1930,3.7812974085227324e-08,1.05036033204442e-08
1931,2.8513392535955973e-08,1.2545892325022123e-08
1932,2.6302887090601246e-08,1.4247397928102146e-08
1933,3.211785326584504e-08,1.7205993074753678e-08
1934,1.677421224144382e-08,1.5576054224197833e-08
1935,2.393656828303392e-08,1.6755597798123745e-08
1936,2.0612015205756506e-08,1.8187070960351548e-08
1937,3.651424218542587e-08,1.7627565185307503e-08
1938,2.2040865133021725e-08,1.1668692678767911e-08
1939,3.6705721129237645e-08,3.058810094103137e-09
1940,4.3108308034334186e-08,2.5357829613881222e-08
1941,2.6563523380929155e-08,2.9515025090631752e-08
1942,2.7307905936524435e-08,1.8205270180260413e-08
1943,5.8064703711835364e-08,2.6129116870166058e-08
1944,3.213186161588055e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,8.714016175304096e-09
1946,6.125285700875338e-08,1.3921104269343232e-08
1947,4.0530959921625254e-08,1.5497132244135514e-08
1948,2.9354097819123126e-08,1.7395020313060172e-08
1949,2.552422073698324e-08,7.853606653895895e-09
1950,3.19060831088791e-08,2.9779012367114888e-08
1951,1.7058242818279723e-08,1.9190522948520083e-08
1952,2.741649041126948e-08,2.741649041126948e-08
1953,2.693456835345387e-08,1.0773827163745864e-08
1954,2.8340354951694735e-08,1.9545072893478732e-08
1955,3.378819002364253e-08,7.508486277174597e-09
1956,2.8779766569897447e-08,9.593255301254544e-09
1957,2.6505112771246786e-08,1.8553579672619946e-08
1958,3.7225095728121715e-08,1.4062814024384807e-08
1959,3.7978666100890734e-08,1.0075972611822692e-08
1960,4.0832916214927906e-08,1.3841666479663672e-08
1961,2.640300600376122e-08,4.724748370321663e-08
1962,3.107558699255719e-08,2.1562652552375994e-08
1963,3.879631949033069e-08,1.8104948651398445e-08
1964,2.9203048756976102e-08,2.8594651757529732e-08
1965,3.994591679656878e-08,2.6265808472647478e-08
1966,4.7636043332133227e-08,7.754704434148607e-09
1967,4.9303355398322424e-08,1.6763140986419955e-08
1968,4.2668450106475575e-08,2.4702787371211343e-08
1969,3.860494268703718e-08,2.4525492747784483e-08
1970,2.3453497643988186e-08,9.657322941336588e-09
1971,2.620582706391872e-08,1.849823094701719e-08
1972,2.4111690422046195e-08,1.4877425846826497e-08
1973,7.718485461882807e-09,1.5436970590698706e-08
1974,1.9689501584707614e-08,1.2376257352286757e-08
1975,1.313640396460869e-08,5.140332159925265e-09
1976,2.1140049488721502e-08,9.712995518995626e-09
1977,1.763034590540613e-08,6.464460078348111e-09
1978,2.316830594040198e-08,1.3663360443061379e-08
1979,2.867466974976196e-08,8.777959692451986e-09
1980,1.5349907178663358e-08,1.6486936760262694e-08
1981,3.099519241267501e-08,8.223214109648325e-09
1982,9.9320033308814e-09,8.069752865935698e-09
1983,3.410270732473464e-08,1.768288515613392e-08
1984,2.899504214504134e-08,9.278413870550395e-09
1985,2.225756545737312e-08,1.3835783740923091e-08
1986,2.2779044428489215e-08,1.0190625066019976e-08
1987,1.8332450224534114e-08,1.1610551631235921e-08
1988,1.1993107784658008e-08,1.0793796967334401e-08
1989,1.2622680567453415e-08,5.488121956886971e-09
1990,1.47113579651581e-08,4.90378582185258e-09
1991,2.0515127652220855e-08,1.0550637696837839e-08
1992,2.1488782808720686e-08,9.366905473484621e-09
1993,1.717154241021035e-08,4.985286683467649e-09
1994,1.7407257746349103e-08,1.2132331361769388e-08
1995,1.626735279813829e-08,1.4640617607142303e-08
1996,1.7615704006601618e-08,1.49466583554414e-08
1997,1.8220598585472203e-08,9.58978851883785e-09
1998,1.2873949017944142e-08,1.573482644179336e-08
1999,9.597422329088445e-09,1.2796563392258875e-08
2000,1.5021306976059634e-08,1.5463109903635086e-08
2001,1.533424159871899e-08,1.401987734239718e-08
2002,2.2782351449812666e-08,1.2267419968736704e-08
2003,1.4584229823810801e-08,1.5417614795953938e-08
2004,2.2904915297772277e-08,1.1452457482352685e-08
2005,1.711424801875694e-08,1.0808999140188291e-08
2006,2.017765970974139e-08,9.882935525507008e-09
2007,2.5165220352008077e-08,1.1583990128238852e-08
2008,2.639612536881053e-08,7.237647536850744e-09
2009,2.288732470212551e-08,1.8119132416671846e-08
2010,4.2986517012622016e-08,1.7950413822021005e-08
2011,3.823972066774317e-08,1.3001504650667073e-08
2012,5.7531869934734914e-08,1.565956322946427e-08
2013,6.387096518345459e-08,2.9564724945974064e-08
2014,7.665676071688665e-08,1.9489006367057193e-08
2015,7.403361701463496e-08,2.526895866161727e-08
2016,7.726098316673813e-08,2.1334802813299802e-08
2017,4.779661522125167e-08,1.8363963349976586e-08
2018,6.815071795784888e-08,2.9945014023979866e-08
2019,5.892781684835313e-08,2.806086479845149e-08
