year,vos_DET âges_NOUN,vos_DET gages_NOUN
1925,5.499089184013428e-09,1.4297631523163545e-08
1926,5.57306911730393e-09,2.6750733184144337e-08
1927,7.804457635707251e-09,1.8953683067479687e-08
1928,1.1426041224282812e-09,2.2852082892654835e-08
1929,3.342121912552898e-09,2.0052731253272782e-08
1930,1.0503603542488804e-09,1.8906485821368335e-08
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,3.287861094491973e-09,2.301502632917618e-08
1933,2.2941324395731044e-09,1.261772819560747e-08
1934,8.38710612072191e-09,2.156684431042777e-08
1935,4.787313656606784e-09,2.2739740757060645e-08
1936,4.849885826274658e-09,1.2124714565686645e-08
1937,1.2591118148108649e-09,2.6441348666139675e-08
1938,1.0372171899142302e-08,1.6854778905894818e-08
1939,0.0,7.647025235257843e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,2.066051862925633e-08
1942,0.0,1.8205270180260413e-08
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,2.3841741914054637e-09,1.907339353124371e-08
1948,6.523132922708896e-09,1.7395020535104777e-08
1949,3.9268033269479474e-09,1.7670615193310368e-08
1950,6.381216888229346e-09,3.084254984742074e-08
1951,1.3859822733941485e-08,1.8124383771578323e-08
1952,1.1599284199803606e-08,1.2653764258629963e-08
1953,9.696444647211422e-09,4.3095309543161875e-09
1954,3.9090144454689835e-09,1.3681550115052232e-08
1955,1.220129064449793e-08,1.1262729415761896e-08
1956,1.744228317335228e-09,1.4825940697349438e-08
1957,1.3252556385623393e-08,1.4136060322300636e-08
1958,4.9633461784992505e-09,1.2408365002158916e-08
1959,2.325224457422337e-09,1.1626121954044777e-08
1960,4.152500121534786e-09,1.591791587429725e-08
1961,5.55852741612739e-09,1.3896318540318475e-08
1962,6.976152100435229e-09,1.52206956482992e-08
1963,8.405868889838075e-09,1.810494842935384e-08
1964,7.909158661334459e-09,2.1902286206909594e-08
1965,5.472043373977442e-10,2.7907421540351862e-08
1966,7.200797291773142e-09,1.883285383197375e-08
1967,5.423369309198733e-09,2.0707409509324037e-08
1968,3.5931326802796093e-09,2.1109654885220763e-08
1969,8.629339909305145e-09,1.2716921737876419e-08
1970,4.598724956395017e-09,1.74751555448438e-08
1971,6.679916730867319e-09,1.9525909777939887e-08
1972,3.5911027485013847e-09,1.4364411160538992e-08
1973,4.9618833486420044e-09,8.269805285010534e-09
1974,2.025205780853412e-08,6.750686232237513e-09
1975,1.4849848462006321e-08,6.8537762132336866e-09
1976,9.712995741040231e-09,1.0855701115808358e-08
1977,7.639816612670103e-09,1.1165885105413054e-08
1978,2.970295565063452e-09,1.0693064211864112e-08
1979,3.5111840102075575e-09,1.287434159280565e-08
1980,6.253665585376211e-09,1.0233271119375331e-08
1981,4.427884725544118e-09,1.2018543993352893e-08
1982,5.586751949948621e-09,1.5518756057986138e-08
1983,6.946847541655643e-09,7.578379146444547e-09
1984,5.219107812592938e-09,8.698512410365566e-09
1985,2.4062232206745193e-09,9.624892882698077e-09
1986,1.1988970927134801e-09,9.591176797218992e-09
1987,2.4443267410134695e-09,7.332980445085013e-09
1988,8.395175221664886e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,1.1525056686778612e-08
1990,2.179460389939436e-09,8.172976073694826e-09
1991,9.964490843561435e-09,7.619904984768056e-09
1992,4.958949695321735e-09,1.3223865669154122e-08
1993,0.0,6.647049133334804e-09
1994,4.747434001473039e-09,1.846224323420742e-08
1995,3.79571546416102e-09,5.4224509327127635e-09
1996,3.736664311304594e-09,5.3380921904988554e-09
1997,4.794894259418925e-09,8.630809844589749e-09
1998,1.0013071261028017e-08,9.059445638115449e-09
1999,6.398281460207045e-09,1.2339542720951613e-08
2000,3.97622823555821e-09,1.0603275590881367e-08
2001,5.257454027685071e-09,8.762423675534592e-09
2002,7.009954394732176e-09,5.257465574004527e-09
2003,1.0000615113803235e-08,1.4584229823810801e-08
2004,5.726228824443069e-09,7.928623979580607e-09
2005,2.251874686720612e-09,8.557123898356167e-09
2006,4.529678854225949e-09,9.882935525507008e-09
2007,3.994479413904628e-09,8.388407135573317e-09
2008,6.3861596011349775e-09,1.1920831433087642e-08
2009,1.0490023072406984e-08,7.629108011997232e-09
2010,1.0864724231396394e-08,2.8342758362498444e-08
2011,1.3001504761689375e-08,1.988465478386381e-08
2012,1.4638286832679981e-08,3.710635343434632e-08
2013,1.2829975304384789e-08,3.151711192028728e-08
2014,1.9922095972901843e-08,3.897801370555953e-08
2015,1.5959342292148904e-08,4.6769742578778306e-08
2016,1.3256576558706712e-08,4.2669605626599605e-08
2017,1.6099912514278003e-08,2.465299131504395e-08
2018,1.7553973608031015e-08,3.9754586955709215e-08
2019,2.2193594240160763e-08,3.41832362416028e-08
