year,gros_ADJ ans_NOUN,gros_ADJ gants_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,0.0,8.951360541686881e-09
1803,0.0,0.0
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,0.0,1.9900143755080535e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.3336041604361526e-08
1813,0.0,0.0
1814,0.0,2.8320094713762956e-08
1815,0.0,0.0
1816,0.0,1.8540831092650478e-08
1817,0.0,3.113746771532533e-08
1818,1.1921177378582115e-09,2.384235475716423e-09
1819,0.0,8.280840013696888e-09
1820,0.0,1.0679833017945839e-08
1821,0.0,2.7612166775270452e-08
1822,0.0,4.010246357211145e-09
1823,0.0,1.3835761869529506e-08
1824,0.0,5.052667617633233e-09
1825,0.0,0.0
1826,0.0,4.403992281964975e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,0.0
1830,0.0,1.2524203008013046e-08
1831,0.0,1.091384405071949e-08
1832,0.0,2.705993873419743e-09
1833,0.0,7.992703388026712e-08
1834,9.334530925997342e-10,4.667265685043276e-09
1835,0.0,1.285724948729694e-08
1836,0.0,2.6210924986003192e-08
1837,0.0,2.0177884252348122e-08
1838,6.312161904276081e-10,1.5149188570262595e-08
1839,0.0,3.4957374772659477e-09
1840,0.0,1.2739377330817092e-09
1841,0.0,3.017657945747487e-08
1842,0.0,9.391571076378114e-09
1843,0.0,2.0674189471492355e-08
1844,0.0,1.811225303072206e-08
1845,0.0,4.464182357111213e-09
1846,0.0,3.5127007969038004e-09
1847,0.0,1.3483059113639229e-08
1848,0.0,2.091757700384278e-08
1849,8.379414939696517e-10,1.005529792763582e-08
1850,0.0,1.425689166723032e-08
1851,0.0,1.805842853030981e-08
1852,0.0,1.7578472011337e-08
1853,0.0,2.508211416341055e-08
1854,0.0,2.1302223984775992e-08
1855,0.0,1.2736649068756378e-08
1856,0.0,1.5531567143511893e-08
1857,0.0,1.0739320099872884e-08
1858,0.0,2.055343972795498e-08
1859,0.0,1.4258085379026397e-08
1860,0.0,2.334363813361051e-08
1861,0.0,1.0375120595984555e-08
1862,0.0,3.4336697041226216e-08
1863,0.0,1.0988165932701577e-08
1864,0.0,1.0548401263577034e-08
1865,0.0,1.8827376990770972e-08
1866,0.0,2.092213513549268e-08
1867,0.0,9.7056229719783e-09
1868,0.0,1.531360993567432e-08
1869,0.0,2.8812763730456936e-08
1870,0.0,2.752343419842873e-08
1871,1.0621177271019633e-09,2.7615060460561835e-08
1872,0.0,1.3304146673220885e-08
1873,0.0,3.5317425428615934e-08
1874,0.0,1.911874991655793e-08
1875,0.0,3.1468399441791917e-08
1876,0.0,2.237025564788553e-08
1877,0.0,2.5976226614154996e-08
1878,0.0,1.4493812372506909e-08
1879,0.0,1.2218650868867087e-08
1880,0.0,2.888030792291829e-08
1881,0.0,2.3009274485730202e-08
1882,0.0,1.7969540522244642e-08
1883,6.319338941018771e-10,9.479008689083912e-09
1884,6.601696966868076e-10,1.3203393933736152e-08
1885,0.0,2.1915161241281567e-08
1886,0.0,1.677900662855336e-08
1887,0.0,1.1099172247952538e-08
1888,0.0,2.2192152115962926e-08
1889,0.0,3.947036120166558e-08
1890,0.0,2.1629475099871343e-08
1891,0.0,1.6572972327821844e-08
1892,6.268512375839919e-10,1.191017329205124e-08
1893,0.0,2.7097032173628577e-08
1894,0.0,2.1425233365235385e-08
1895,0.0,1.9861428057765806e-08
1896,5.89702897624278e-10,2.4177818858106548e-08
1897,0.0,2.9133568446582103e-08
1898,0.0,1.584339415217073e-08
1899,0.0,3.758753308602536e-08
1900,0.0,1.5054054003371675e-08
1901,0.0,2.6267072072982955e-08
1902,0.0,2.897067474805226e-08
1903,0.0,1.1880484818149739e-08
1904,2.1498500757388683e-09,1.0749250378694342e-08
1905,2.0643036169332163e-09,2.0126959654476195e-08
1906,0.0,7.716276506641861e-09
1907,0.0,1.131425531042396e-08
1908,0.0,1.0313916831705683e-08
1909,5.500983557560346e-10,3.355599886845084e-08
1910,5.344150677544235e-10,4.649411167179096e-08
1911,0.0,1.1704822888702893e-08
1912,0.0,1.719108944087111e-08
1913,0.0,2.0681659052002033e-08
1914,6.696743715117748e-10,1.1384464593255927e-08
1915,0.0,1.6493066468115103e-08
1916,0.0,2.0876177231343718e-08
1917,0.0,3.838248474608008e-08
1918,0.0,1.1486376294556067e-08
1919,0.0,1.9336480860943084e-08
1920,0.0,3.407504323149624e-08
1921,0.0,2.877644078580488e-08
1922,7.377935484775833e-10,1.8444838545406128e-08
1923,0.0,9.554353752605493e-09
1924,0.0,1.5469948877466777e-08
1925,0.0,1.6497267552040284e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,2.8987985345452216e-08
1928,0.0,1.9424270192303084e-08
1929,0.0,3.342121956961819e-08
1930,0.0,2.2057568216382606e-08
1931,0.0,2.0529641986399838e-08
1932,0.0,1.753525857850491e-08
1933,0.0,1.4911860191091364e-08
1934,0.0,8.38710612072191e-09
1935,1.196828414151696e-09,2.8723882827819125e-08
1936,0.0,1.8187071404440758e-08
1937,0.0,1.1332006444320086e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,2.9058696782158222e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,1.927911696952833e-08
1945,0.0,2.832055301382752e-08
1946,0.0,1.8097434661967782e-08
1947,0.0,2.8610090296865565e-08
1948,0.0,2.174377655705939e-08
1949,9.817008317369869e-10,2.2579119018928395e-08
1950,1.0635361480382244e-09,2.446133184896837e-08
1951,0.0,1.1727541604500402e-08
1952,0.0,2.9525450528922192e-08
1953,0.0,1.2928593307037772e-08
1954,0.0,1.8567819282111486e-08
1955,0.0,2.2525458831523792e-08
1956,0.0,1.2209598665435806e-08
1957,0.0,2.297109880089465e-08
1958,8.272243445794913e-10,1.0753916868111446e-08
1959,0.0,2.7902691712711203e-08
1960,0.0,1.7302083321624195e-08
1961,0.0,1.945484662257968e-08
1962,0.0,1.7123282347597524e-08
1963,0.0,2.3277792138287623e-08
1964,6.083968329129164e-10,1.3384730657151067e-08
1965,0.0,9.849678406226303e-09
1966,1.6617224263271169e-09,1.6617224929404983e-08
1967,0.0,1.2818872185960117e-08
1968,0.0,1.661823922916028e-08
1969,0.0,8.175163657142548e-09
1970,0.0,1.9314645882673176e-08
1971,0.0,1.6956711590410123e-08
1972,0.0,1.744250005542014e-08
1973,5.513203782392395e-10,1.2129047988196362e-08
1974,0.0,1.012602890426706e-08
1975,0.0,9.138368284311582e-09
1976,5.713526873840635e-10,1.085570122683066e-08
1977,0.0,1.5867311020656416e-08
1978,0.0,1.0693064211864112e-08
1979,0.0,9.948355028654987e-09
1980,0.0,1.193881615790815e-08
1981,0.0,1.2651098835192442e-08
1982,0.0,1.1173503899897241e-08
1983,1.2630632095778083e-09,8.841442245000053e-09
1984,0.0,1.681712546997005e-08
1985,0.0,9.624892882698077e-09
1986,5.994485463567401e-10,1.4386765556650971e-08
1987,0.0,1.0388388815840699e-08
1988,0.0,1.139345240375178e-08
1989,0.0,1.1525056464734007e-08
1990,1.089730194969718e-09,1.3621627381610324e-08
1991,5.861465202094962e-10,1.0550637086215175e-08
1992,1.65298330578878e-09,1.1570882529898796e-08
1993,0.0,1.2186256725943423e-08
1994,0.0,6.857404422078162e-09
1995,0.0,1.138714633697191e-08
1996,0.0,1.0676184380997711e-08
1997,0.0,1.1507746755512471e-08
1998,0.0,8.582632382569955e-09
1999,0.0,6.8553016596695215e-09
2000,0.0,1.1486881668076876e-08
2001,4.3812117822561447e-10,8.762423675534592e-09
2002,4.38122149670761e-10,1.270554239596322e-08
2003,0.0,7.500461418619153e-09
2004,0.0,1.2773894830786503e-08
2005,0.0,1.261049931144953e-08
2006,0.0,9.882935358973555e-09
2007,0.0,1.9173502258107433e-08
2008,0.0,1.9158479247494142e-08
2009,0.0,1.6211854969583328e-08
2010,0.0,2.9759895880943077e-08
2011,0.0,4.512287077318433e-08
2012,0.0,4.595741032176193e-08
2013,0.0,4.7972949668295684e-08
2014,0.0,5.067141728432034e-08
2015,0.0,4.2779905840006904e-08
2016,0.0,4.7226553473445065e-08
2017,0.0,4.301695355479751e-08
2018,0.0,4.724084234908332e-08
2019,0.0,4.438718548271936e-08
