year,trois_DET ans_NOUN,trois_DET gants_NOUN
1932,2.4644709128551767e-05,0.0
1933,2.4466921672683384e-05,0.0
1934,2.255652350413584e-05,0.0
1935,2.3047324020808446e-05,0.0
1936,2.2615017769567203e-05,0.0
1937,2.2642607177658647e-05,0.0
1938,2.1637645772898395e-05,0.0
1939,2.0906966142320016e-05,0.0
1940,2.1067284592390934e-05,0.0
1941,2.1129806668795936e-05,0.0
1942,2.195859110543097e-05,0.0
1943,2.144039217455429e-05,0.0
1944,2.175648410229769e-05,0.0
1945,2.2120530275060446e-05,0.0
1946,2.2322490394799388e-05,4.1763312808029696e-09
1947,2.2332559410642716e-05,0.0
1948,2.2080804683355382e-05,0.0
1949,2.4222486786129593e-05,0.0
1950,2.2786261808960262e-05,0.0
1951,2.2842054136162915e-05,0.0
1952,2.1641100829583593e-05,0.0
1953,2.1768518763565226e-05,0.0
1954,2.1434103132378368e-05,9.772536113672459e-10
1955,2.1927595184934034e-05,0.0
1956,2.211071011970489e-05,0.0
1957,2.1420548364403658e-05,1.7670075402875796e-09
1958,2.2601422870138776e-05,0.0
1959,2.264458544232184e-05,0.0
1960,2.1691275833291e-05,6.920833350854139e-10
1961,2.222299212917278e-05,0.0
1962,2.2427060230256757e-05,0.0
1963,2.2090624383963586e-05,0.0
1964,2.2542928491020575e-05,6.083968329129164e-10
1965,2.1709785301027296e-05,2.188817349590977e-09
1966,2.1010263935750118e-05,0.0
1967,2.188625296639657e-05,4.930335584241163e-10
1968,2.198817458065605e-05,1.3474247273492779e-09
1969,2.206431292961497e-05,0.0
1970,2.254478999930143e-05,9.197450023812337e-10
1971,2.213673053574894e-05,1.0276794970565106e-09
1972,2.2983057874625956e-05,0.0
1973,2.248119187697739e-05,1.102640756478479e-09
1974,2.3857486326051003e-05,0.0
1975,2.4234380816778867e-05,0.0
1976,2.3469454731639416e-05,5.713526873840635e-10
1977,2.24357902425254e-05,1.1753563677885381e-09
1978,2.2778008883506118e-05,1.1881182704343018e-09
1979,2.1723696363551426e-05,5.851973350345929e-10
1980,2.14853218949429e-05,0.0
1981,2.1374032144194643e-05,0.0
1982,2.168156379411812e-05,6.207502289967692e-10
1983,2.2520416564475454e-05,1.89459470334441e-09
1984,2.4002676809686818e-05,5.799008495621649e-10
1985,2.4357596544177795e-05,0.0
1986,2.3507974674430443e-05,1.7983456945813714e-09
1987,2.3487535941058013e-05,0.0
1988,2.3617427359567955e-05,0.0
1989,2.493528404556855e-05,2.7440609784434855e-09
1990,2.4277009401885152e-05,0.0
1991,2.3243054897648108e-05,0.0
1992,2.3078401454768027e-05,0.0
1993,2.323420642369456e-05,5.539207426075166e-10
1994,2.415863696114684e-05,5.274926606624319e-10
1995,2.363537896599155e-05,0.0
1996,2.3839920118007285e-05,5.338092190498855e-10
1997,2.3756305495226115e-05,9.58978896292706e-10
1998,2.488343511686253e-05,4.768129224785866e-10
1999,2.3606003765053174e-05,0.0
2000,2.3897574692455237e-05,0.0
2001,2.34429886631915e-05,8.762423564512289e-10
2002,2.281039201079693e-05,1.3143663935011318e-09
2003,2.3260180682882492e-05,0.0
2004,2.3878372530816705e-05,8.809582507929292e-10
2005,2.3451924221262743e-05,0.0
2006,2.3848759155953303e-05,2.0589450144825605e-09
2007,2.281766421674547e-05,7.988958938831558e-10
2008,2.3765879859638517e-05,1.2772318758180745e-09
2009,2.2844409841127344e-05,4.76819250749827e-10
2010,2.3019516333988577e-05,1.4171379625338432e-09
2011,2.1793580572193605e-05,7.64794394481072e-10
2012,2.2037430767340993e-05,3.744677901096338e-09
2013,2.248676253202575e-05,1.3945624655065103e-09
2014,2.405809539141046e-05,1.2992671383216248e-09
2015,2.3099153622752056e-05,1.329945265027277e-09
2016,2.1769990212305856e-05,2.0713399884186856e-09
2017,2.261559814087377e-05,4.2765391228272165e-09
2018,2.1504907977032417e-05,2.0651733656507076e-09
2019,2.2133900984044885e-05,3.06118530524202e-09
