year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET gages_NOUN
1839,3.523703604457751e-07,9.78806569129631e-09,1.0536152785789454e-06
1840,3.216692761043305e-07,4.45878195476368e-09,8.618188758191536e-07
1841,2.959872906771466e-07,3.852329122366882e-09,1.0439812285767402e-06
1842,2.321059748844334e-07,2.0124795163667386e-09,1.0444769031892065e-06
1843,3.9340026725120936e-07,1.1813822142769936e-09,9.79956553237571e-07
1844,2.5631581213048094e-07,1.0977122766320235e-08,1.1317413282085909e-06
1845,3.242112533996533e-07,7.81231901392232e-09,1.0965147794195218e-06
1846,2.657943625195003e-07,4.0981509297211005e-09,1.0918645330093568e-06
1847,2.944699986073829e-07,2.6966118227278457e-09,1.2355875469438615e-06
1848,3.8938873714311484e-07,1.2872354626658478e-08,1.4738845948158996e-06
1849,4.2399840882723083e-07,8.379414939696517e-09,1.5292432635760633e-06
1850,2.9871581475049425e-07,9.504594444820214e-09,1.069945824383467e-06
1851,3.250517224273608e-07,3.8696632564949596e-09,1.2666697557506268e-06
1852,4.140706788557935e-07,1.9531636308300904e-09,1.0755420589703135e-06
1853,3.6906537914660476e-07,7.166318205520383e-09,9.770080851012608e-07
1854,3.746073944377315e-07,7.793496625829732e-09,9.518457204649167e-07
1855,4.2614705364485417e-07,5.837630823180007e-09,1.1770786159104318e-06
1856,3.240920398717151e-07,6.212627079449362e-09,1.0913514643107192e-06
1857,3.2510851433187327e-07,9.76301828270465e-09,8.77695356393815e-07
1858,3.1025905933290687e-07,3.9149408159744326e-09,9.8118209734821e-07
1859,3.3048206304897576e-07,2.5460866748261424e-09,9.435797210244345e-07
1860,4.2979756376126943e-07,1.098524138321011e-08,9.621240906199091e-07
1861,3.4285055017235777e-07,8.488734604128467e-09,9.512098699815397e-07
1862,3.835770244764447e-07,3.162590467287174e-09,9.117296144722786e-07
1863,3.241508897966483e-07,4.495158911765884e-09,1.207699369842885e-06
1864,4.5406074455911494e-07,8.63051052846231e-09,9.95864979813632e-07
1865,4.2596942773087676e-07,6.589582213223366e-09,1.0929292102446198e-06
1866,3.712462679494877e-07,3.8924903300596725e-09,9.663107221058453e-07
1867,4.624729292856955e-07,5.338092634588065e-09,1.0681037565518636e-06
1868,3.986478418482875e-07,7.409810987013543e-09,9.34624154069752e-07
1869,4.0728549510760104e-07,1.3673853382911716e-08,9.874476063487236e-07
1870,4.4553559774840323e-07,1.4335121978348297e-08,1.0057522104034433e-06
1871,3.621821509369738e-07,1.3807530674370128e-08,1.0217572707915679e-06
1872,4.4871257975920287e-07,7.861540973763681e-09,1.0401423651273944e-06
1873,4.830705586655881e-07,1.0176207598799891e-08,9.110698897529801e-07
1874,3.6385369295288683e-07,8.364452408482492e-09,9.248694823327241e-07
1875,3.432916315659895e-07,9.154443536552037e-09,8.971354645836982e-07
1876,3.9117715733283376e-07,1.3301232559825849e-08,1.044146756612463e-06
1877,3.469681831846927e-07,6.80329748092845e-09,9.908075071507483e-07
1878,2.711550890488468e-07,7.246906463809211e-09,1.0948867839033483e-06
1879,3.683923210928697e-07,1.3440515811424802e-08,1.0257557505610748e-06
1880,2.868777224662722e-07,4.492492378105339e-09,8.82453832673491e-07
1881,3.806989061772015e-07,6.972507737845746e-09,9.803345619729953e-07
1882,3.8601234564339393e-07,1.0648616211028639e-08,9.15781015464745e-07
1883,3.090156823759571e-07,9.479008467039307e-09,1.0294203320881934e-06
1884,2.9245518362586154e-07,9.242375753615306e-09,9.829926739257644e-07
1885,3.551545315616522e-07,4.511944928786704e-09,1.007452851808921e-06
1886,2.9298726733628655e-07,6.453463763378409e-09,1.0977341844409239e-06
1887,3.009834221856522e-07,3.2644623670918804e-09,9.029502621160646e-07
1888,2.929364084636177e-07,6.34061447790657e-09,1.1413106904001324e-06
1889,3.3455829218098643e-07,5.012109283164534e-09,9.472886972616834e-07
1890,2.7659509638233715e-07,3.932631886804927e-09,8.848421657603467e-07
1891,2.9576381299634136e-07,5.099376032546843e-09,9.24261883028521e-07
1892,2.676654853317473e-07,1.1283322276511853e-08,1.0531100542721106e-06
1893,3.362495424319434e-07,9.237624998270633e-09,8.258436423602689e-07
1894,2.659249460634783e-07,6.301539290376468e-09,9.452309086555033e-07
1895,3.189865669384062e-07,7.824199066419624e-09,1.1020083547919057e-06
1896,3.3731006898740645e-07,5.897029087265082e-09,8.951690233516274e-07
1897,2.9716237870403006e-07,9.322741911788057e-09,7.656301477254601e-07
1898,3.4006713267586974e-07,6.790025763869778e-09,8.187639650714118e-07
1899,3.211522976442893e-07,7.738609753005221e-09,9.214473379870469e-07
1900,3.1976888603679754e-07,1.1420316803345543e-08,7.776197890052572e-07
1901,3.302944586724976e-07,8.941982154730965e-09,8.819030199447297e-07
1902,2.2439996483214486e-07,1.0311596132517309e-08,7.753338309157698e-07
1903,3.2671333904943367e-07,1.1880484818149739e-08,8.327139653374616e-07
1904,3.4720078723182723e-07,6.449550227216605e-09,8.448910762126616e-07
1905,3.4731907172513843e-07,9.289366387221776e-09,8.788772447587689e-07
1906,3.786119856519221e-07,1.7490227210981146e-08,7.83459313424828e-07
1907,3.5382762630931097e-07,9.771402353919711e-09,8.4394059740589e-07
1908,3.2120485471409665e-07,7.858222517143076e-09,7.976095730555244e-07
1909,3.7351679410546623e-07,9.901770570142077e-09,8.405502853747748e-07
1910,4.216534925660653e-07,8.550641084070776e-09,7.529908430115029e-07
1911,3.15498193348418e-07,5.852411444351446e-09,9.49154753016046e-07
1912,3.8132964652604073e-07,6.772247651554153e-09,9.277979415855953e-07
1913,2.8901293358529756e-07,9.545381318698531e-09,8.431753713011858e-07
1914,3.7769634042561506e-07,1.1384464482233625e-08,7.808403097442351e-07
1915,2.6035485234388034e-07,1.2958838002674611e-08,1.0991450380970491e-06
1916,2.8347653202587253e-07,6.592477230782379e-09,1.0163402066609706e-06
1917,3.761483471365068e-07,1.3159709322252411e-08,1.0220707054031664e-06
1918,3.411453679547094e-07,9.189101035644853e-09,9.625583743400057e-07
1919,3.5173981416392053e-07,8.287063535394878e-09,1.115991267397476e-06
1920,3.47565449754228e-07,1.2115570768855832e-08,1.159308681053517e-06
1921,3.407736244298576e-07,4.5436484574779e-09,1.1624167655099882e-06
1922,3.1872682515476924e-07,5.902348332309515e-09,1.2749072766382596e-06
1923,3.2378640835162287e-07,3.1847844361720945e-09,1.2537434486148413e-06
1924,3.9319455380493196e-07,1.2891624212585384e-08,1.0816072517627617e-06
1925,3.5304151979609344e-07,5.499088961968823e-09,8.776545996624918e-07
1926,3.6224949173657706e-07,7.802296919656726e-09,8.928057013690704e-07
1927,4.058317810695655e-07,6.689534925996554e-09,8.328470926244336e-07
1928,3.5192205749545735e-07,0.0,7.518335110034968e-07
1929,3.21957735138767e-07,6.684243825105796e-09,8.845482852848363e-07
1930,3.613239645261501e-07,5.2518018822667045e-09,8.182307169590786e-07
1931,3.3759855355697255e-07,1.0264820993199919e-08,7.767047804918548e-07
1932,3.934473569167096e-07,5.479768305782784e-09,8.833386573314783e-07
1933,3.257668148570758e-07,5.735331098932761e-09,6.469453524005075e-07
1934,2.9354871422526685e-07,4.7926320689839486e-09,7.967750548232289e-07
1935,2.7646736544539863e-07,1.196828414151696e-08,7.360494578279031e-07
1936,3.72228728728885e-07,6.0623572828433225e-09,6.850463591945299e-07
1937,3.4877397103727503e-07,6.295559185076627e-09,7.756128752589575e-07
1938,3.202407965474663e-07,1.0372171899142302e-08,7.39017195883207e-07
1939,3.945864932575205e-07,1.5294050470515685e-08,6.545853352690756e-07
1940,4.0826105673907875e-07,1.01431314458722e-08,7.303054871954373e-07
1941,3.3056829140676314e-07,5.9030051957620344e-09,6.434275405808876e-07
1942,4.09618593266714e-07,3.034211770724937e-09,6.523555384774227e-07
1943,4.877435237915506e-07,0.0,7.054861725919181e-07
1944,3.66303225973752e-07,1.6065930807940276e-08,8.193624694285973e-07
1945,3.376681263489445e-07,8.714016175304096e-09,9.759697832123493e-07
1946,4.2877001238394996e-07,4.1763312808029696e-09,7.614843866576848e-07
1947,3.3616855454887684e-07,3.5762612871081956e-09,1.001353211904643e-06
1948,4.18567668525327e-07,6.523132700664291e-09,7.56683391500701e-07
1949,4.0151565072754636e-07,8.83530737461058e-09,7.048611792015436e-07
1950,4.2541446898525237e-07,6.381216888229346e-09,7.157598247431451e-07
1951,4.872260674915196e-07,4.264560704569931e-09,6.5461006215628e-07
1952,4.333914336296374e-07,1.687168627029223e-08,5.43057410595793e-07
1953,4.4172691504584805e-07,3.2321482157371406e-09,6.66899893531081e-07
1954,4.5930919156944583e-07,1.07497895029951e-08,6.713732432217512e-07
1955,4.833587965435981e-07,7.508486277174597e-09,6.156958534120349e-07
1956,4.779185491798899e-07,7.849027205963921e-09,4.77918547403533e-07
1957,4.823930681574495e-07,4.417518850718949e-09,5.680929007212399e-07
1958,4.773084563147734e-07,7.4450192122377246e-09,6.212454763954156e-07
1959,4.789962222417898e-07,7.750748154400355e-09,6.099838287809689e-07
1960,4.75461239712871e-07,7.612916630428401e-09,5.391329409576429e-07
1961,4.988778501413549e-07,5.558527582660844e-09,6.371462291099306e-07
1962,5.511160132698478e-07,3.805173953708163e-09,6.614660605919198e-07
1963,4.784879434893696e-07,1.0992290189193454e-08,5.373290150600951e-07
1964,5.195708929761622e-07,1.216793676928063e-08,6.02921261361189e-07
1965,5.203913504558955e-07,7.66086077907957e-09,5.674509111486259e-07
1966,5.649855978617779e-07,5.5390746434014204e-09,5.998817869112827e-07
1967,4.496466043946157e-07,7.395503209828291e-09,7.528622631980397e-07
1968,5.120214208176321e-07,7.186265277292492e-09,6.629329618590418e-07
1969,4.977766669966854e-07,7.2668123463071055e-09,7.085142215146334e-07
1970,4.3595913856719903e-07,4.1388523719376735e-09,6.847501481388463e-07
1971,6.24315299901923e-07,6.166076871316761e-09,6.572010420313745e-07
1972,6.186957293152773e-07,7.182205385980467e-09,5.632901434182713e-07
1973,5.882588371974862e-07,9.923766808306311e-09,6.18030128407554e-07
1974,5.653699677310442e-07,1.0688586071783135e-08,6.430028633985785e-07
1975,4.6662791675089466e-07,1.1422959911300268e-08,5.665788194164634e-07
1976,6.239171250754794e-07,1.714058084356651e-08,5.936354341429251e-07
1977,6.993370149643852e-07,1.2928920212207373e-08,6.158867336125695e-07
1978,5.661383726263125e-07,7.128709511583509e-09,6.433660360016802e-07
1979,5.266775877643681e-07,6.437170685380522e-09,5.887085308131645e-07
1980,8.482244613361445e-07,1.3644361529507876e-08,6.327572918962687e-07
1981,5.579134603195257e-07,9.488324403950088e-09,6.730384711772786e-07
1982,6.126804512618378e-07,6.828252518964462e-09,6.201294695529214e-07
1983,6.991054863902946e-07,1.0104505787644769e-08,4.957523174198286e-07
1984,6.175944289310564e-07,5.2191077015706355e-09,5.909189439989859e-07
1985,5.738842236979735e-07,2.4062232206745193e-09,5.65462471513456e-07
1986,6.108380539160407e-07,1.3187867908825979e-08,5.886584517611482e-07
1987,5.304188768207041e-07,7.944061963804927e-09,5.86027340432338e-07
1988,5.864629439855662e-07,7.195864681897035e-09,6.500264362330199e-07
1989,5.444216952810166e-07,1.2073868793649467e-08,6.84368842485128e-07
1990,5.290640325839036e-07,1.3621627437121475e-08,6.990618999225262e-07
1991,5.187396574513059e-07,9.378344267840788e-09,6.295213665907795e-07
1992,5.779931546712191e-07,8.815910834680807e-09,6.837840942353068e-07
1993,5.566903613640761e-07,9.416652735350084e-09,6.087589099479374e-07
1994,6.034515811492724e-07,4.747433890450736e-09,7.337422971431806e-07
1995,5.15132850154032e-07,9.218166452384935e-09,6.7672186787604e-07
1996,4.6815069154604316e-07,5.33809241254346e-09,7.270481319210376e-07
1997,4.363353935943337e-07,6.233362603857984e-09,8.3191417843409e-07
1998,5.311696016363499e-07,3.814503379828693e-09,8.220254699153884e-07
1999,5.470530903828319e-07,4.1131810180061734e-09,7.083812079144991e-07
2000,4.3119988113460295e-07,2.2090157481002848e-09,7.510653290410119e-07
2001,4.937625499579212e-07,3.5049694258049158e-09,7.285955234692665e-07
2002,4.7010505888067655e-07,7.448076544402937e-09,7.610181569361885e-07
2003,4.308598207103387e-07,3.333538389771462e-09,6.82958670950029e-07
2004,4.770388866148778e-07,2.6428747801343633e-09,7.703980031692481e-07
2005,5.652205476991412e-07,2.251874686720612e-09,7.485231776627188e-07
2006,4.5832115258548356e-07,4.941468012553685e-09,8.108125371109054e-07
2007,4.31803228728711e-07,1.5977918155218873e-09,7.289925179065904e-07
2008,3.857240251647909e-07,2.9802077194940324e-09,8.059333254095691e-07
2009,3.8765404219986976e-07,4.291373478793048e-09,6.770833351765759e-07
2010,4.138042708490275e-07,0.0,6.362949420690711e-07
2011,3.8430918758436405e-07,7.64794394481072e-10,5.059114869254699e-07
2012,3.577869631676833e-07,2.382976926895708e-09,5.222123604653461e-07
2013,3.168445954493393e-07,1.3945625210176615e-09,5.912945084673993e-07
2014,3.0532776129632566e-07,1.7323561474213989e-09,5.853198103977775e-07
2015,3.1342375672593903e-07,1.1082876977264178e-09,6.12439805536269e-07
2016,3.044869969492936e-07,2.0713400716854125e-09,5.768682171947148e-07
2017,3.041373997092478e-07,1.7609279590047322e-09,4.920535729979747e-07
2018,2.808635861661912e-07,1.8070266949443692e-09,5.064837864665606e-07
2019,2.831596424002214e-07,5.1019755087367e-10,5.362176125345286e-07
