year,des_DET os_NOUN,des_DET gosses_NOUN
1910,1.0624171142836758e-06,3.527139447179195e-08
1911,1.0747155982926415e-06,2.819798239350746e-08
1912,1.0924156601532786e-06,3.542406368239881e-08
1913,9.789318617947629e-07,5.5151093580896315e-08
1914,1.0848725011669558e-06,4.553785570848845e-08
1915,1.3630341637593801e-06,1.8495795472972532e-07
1916,7.987885179971954e-07,1.032821450586141e-07
1917,9.288561457765354e-07,1.8204264407017945e-07
1918,8.810050680096992e-07,1.2405286220484868e-07
1919,8.351518463456387e-07,7.826671222233017e-08
1920,8.435466405387615e-07,6.360674653649312e-08
1921,1.0238354395397664e-06,9.768843867163923e-08
1922,8.580538768399038e-07,7.377935506980293e-08
1923,1.0424860903412991e-06,9.554353042062758e-08
1924,7.348225876668835e-07,7.863891049453287e-08
1925,9.557416422723009e-07,9.678396750700813e-08
1926,1.0789461768467845e-06,7.467912510605856e-08
1927,9.40994571152487e-07,8.250426120071097e-08
1928,9.929229634053627e-07,1.0626218305276325e-07
1929,9.001448297851766e-07,1.2254447234738564e-07
1930,7.384033580137839e-07,1.1133819555197988e-07
1931,8.850556980632973e-07,1.1405356303839653e-07
1932,1.0477317040624712e-06,1.1836299762535418e-07
1933,9.096234894201416e-07,9.405943046658649e-08
1934,8.626737848516086e-07,1.4857159236214557e-07
1935,7.911035808660927e-07,1.7593377776847774e-07
1936,8.28118022155877e-07,1.8187072114983494e-07
1937,8.083497959887609e-07,1.6998009044755236e-07
1938,8.816345840045869e-07,1.6984431105981912e-07
1939,7.983494469954167e-07,1.5141109699357003e-07
1940,9.382396548573979e-07,7.607348706528683e-08
1941,9.739958279908478e-07,3.040047644731203e-07
1942,9.497082849030392e-07,2.882501206613597e-07
1943,1.170003759654037e-06,1.974199967946788e-07
1944,8.836262068712131e-07,2.1207029199388217e-07
1945,8.626875853678939e-07,4.7491389665310635e-07
1946,8.631084753574214e-07,3.396749335138338e-07
1947,7.867774591829857e-07,3.4808942572794876e-07
1948,1.0099983391853584e-06,2.837562789181902e-07
1949,6.97989294806689e-07,2.5426051841748176e-07
1950,7.636189671700322e-07,2.3823209716056226e-07
1951,9.211451406088145e-07,2.9958539826679953e-07
1952,1.25799513384095e-06,2.130050340554135e-07
1953,8.716026140831445e-07,1.7992291390100945e-07
1954,7.915753972298489e-07,3.019713723517725e-07
1955,9.60147687578683e-07,2.3370164115021907e-07
1956,9.113593080201099e-07,2.7297173943452435e-07
1957,8.313770223367101e-07,2.8890573844364553e-07
1958,9.273184886637864e-07,2.8373795757374864e-07
1959,8.239044770874671e-07,2.984037834607989e-07
1960,7.329162627911501e-07,3.363525031829795e-07
1961,7.302515392382247e-07,2.807056347364778e-07
1962,7.223488456276073e-07,3.1836622227388034e-07
1963,7.403630810642881e-07,2.8450635269905433e-07
1964,7.270342070597735e-07,2.8594652334845705e-07
1965,6.927606630569016e-07,2.511667887006297e-07
1966,7.461133684216747e-07,2.847084488166729e-07
1967,7.37085178670327e-07,2.8004306074080887e-07
1968,7.662355585580372e-07,2.708323734168516e-07
1969,9.928282622695406e-07,2.4343821891648076e-07
1970,6.511794801156157e-07,2.607477078697684e-07
1971,6.834068919658876e-07,2.9802704304415784e-07
1972,7.059082118843207e-07,2.354737453913458e-07
1973,5.92118063025282e-07,3.043288394621868e-07
1974,5.884347746842877e-07,2.6890232973642014e-07
1975,6.899468036891676e-07,2.5815890580815903e-07
1976,7.1019137060091e-07,3.113872075743984e-07
1977,6.552611910848327e-07,3.167585340690948e-07
1978,6.659402718156571e-07,3.124751017935523e-07
1979,6.378650887484127e-07,3.177621543670739e-07
1980,6.708477542360924e-07,3.2575912101151516e-07
1981,6.236991847430318e-07,3.447424532510013e-07
1982,5.679864703012072e-07,3.3458437087574566e-07
1983,6.245847306018959e-07,3.126081509208234e-07
1984,6.402105139358127e-07,3.2068516020444804e-07
1985,6.135869412560169e-07,2.743094427160031e-07
1986,7.325261179857989e-07,2.679535064942229e-07
1987,6.453022720620538e-07,3.1226274543882937e-07
1988,6.764112452373183e-07,2.8363700366185185e-07
1989,6.72843786020394e-07,2.897728634820851e-07
1990,6.680046027440767e-07,3.280087916834873e-07
1991,6.676208919031978e-07,3.2882818956636584e-07
1992,6.733151636240109e-07,3.305966487232581e-07
1993,6.458715837709406e-07,3.0964170960601223e-07
1994,6.672782113525955e-07,3.360128282281494e-07
1995,6.664191936067709e-07,3.074529537627768e-07
1996,6.346991678896075e-07,2.717088918302579e-07
1997,5.988823126301668e-07,3.0543477791411533e-07
1998,5.831422011937093e-07,3.266168597804153e-07
1999,7.403725774679515e-07,2.463338475422461e-07
2000,6.909801371079993e-07,3.0749497881288335e-07
2001,6.532386525037737e-07,2.6462518754044595e-07
2002,7.220252946638084e-07,2.641876584164038e-07
2003,7.362953056144761e-07,2.983516758092719e-07
2004,5.823133886195819e-07,3.3035935231851e-07
2005,6.764632018985139e-07,2.8238509841571613e-07
2006,7.301019095962147e-07,3.1954826340552245e-07
2007,7.222018911789974e-07,3.5031586165246154e-07
2008,7.544183375784996e-07,3.870012541540291e-07
2009,7.590962347592267e-07,3.8765403687079925e-07
2010,8.583132142803152e-07,5.677999368458586e-07
2011,9.575225661251352e-07,6.133651311301946e-07
2012,1.1016161280963388e-06,8.268930073995762e-07
2013,1.093615892955313e-06,7.639413226456782e-07
2014,1.1281969349852261e-06,9.302752772555323e-07
2015,1.1255770360207862e-06,7.323565043293456e-07
2016,1.1303302898113543e-06,6.603432183283076e-07
2017,1.0935362126929249e-06,8.324157718675451e-07
2018,1.0904114873255821e-06,8.570469276492076e-07
2019,1.065037409375691e-06,7.578984337897055e-07
