year,longs_ADJ ans_NOUN,longs_ADJ gants_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,1.3427040812530322e-08,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,1.2586708564299443e-08,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,5.175524897538253e-09,0.0
1820,3.322614716694261e-08,2.3732962262101864e-09
1821,0.0,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,1.2631669044083083e-08,1.6842225392110777e-09
1825,7.924898959288385e-09,1.7610886082763955e-09
1826,1.76159691278599e-08,2.8185549894033102e-08
1827,2.1199728195142598e-08,6.452091305675367e-09
1828,0.0,0.0
1829,8.57317605795771e-10,9.430493719264632e-09
1830,0.0,8.349468672008697e-09
1831,0.0,3.1182412207897414e-09
1832,1.3529969367098715e-09,2.705993873419743e-09
1833,0.0,3.4750886612755494e-09
1834,3.733812370398937e-09,2.8003592777992026e-09
1835,1.5126175867408165e-09,9.075705520444899e-09
1836,5.376600054063374e-09,2.688300027031687e-09
1837,9.810626266926192e-08,6.957891152126194e-09
1838,4.418513555037862e-09,6.312161904276081e-10
1839,0.0,4.194885327990505e-09
1840,2.5478754661634184e-09,5.095750932326837e-09
1841,0.0,5.1364388298225094e-09
1842,3.3541325272778977e-09,4.695785538189057e-09
1843,5.31621990873532e-09,5.31621990873532e-09
1844,0.0,7.1351298203126134e-09
1845,0.0,1.0044410636567136e-08
1846,5.269050973311096e-09,3.5127007969038004e-09
1847,0.0,5.393223645455691e-10
1848,0.0,8.045221711050488e-10
1849,8.379414939696517e-10,8.379414939696517e-10
1850,8.82569484161877e-09,2.7155984128057753e-09
1851,5.8044946626978344e-09,7.094382858952031e-09
1852,0.0,5.208436348880241e-09
1853,1.1943863675867306e-09,5.971931837933653e-10
1854,3.63696517347023e-09,2.0782657816909023e-09
1855,1.5920811335945473e-09,3.714855978387277e-09
1856,5.694908100650764e-09,2.0708756931497874e-09
1857,8.78671624349181e-09,6.345961978126979e-09
1858,4.893676019968041e-10,3.4255731584664773e-09
1859,6.110608019582742e-09,8.147477359443656e-09
1860,5.950338888283113e-09,1.8308735638683515e-09
1861,6.13075279431996e-09,2.357981809808507e-09
1862,5.873382225018986e-09,9.487771457372673e-09
1863,5.4441368746438457e-08,9.989241656072068e-10
1864,7.719511785353461e-08,1.9178911792039344e-09
1865,2.0710114512212385e-08,4.23615986733239e-09
1866,9.731225603104576e-09,5.838735717134114e-09
1867,3.396968040192405e-09,1.261730986357179e-08
1868,1.975949626142892e-09,6.915823469455518e-09
1869,2.441759683335931e-09,8.30198221279943e-09
1870,5.734048791339319e-10,1.204150246181257e-08
1871,3.18635318130589e-09,5.3105884134652115e-09
1872,3.628403577593531e-09,1.028047680318167e-08
1873,3.591602570907071e-09,1.1373408881354408e-08
1874,0.0,1.3741600746186577e-08
1875,3.432916173551348e-09,1.1443054503956773e-08
1876,4.232210137899983e-09,1.3905833817773328e-08
1877,1.2369631985365004e-09,8.040260790487253e-09
1878,3.6234530931267273e-09,4.831270938865373e-09
1879,6.109325489944695e-09,1.3440515922447105e-08
1880,1.1552122813895949e-08,2.3104247182104132e-08
1881,6.9725074602899895e-09,2.510102770081346e-08
1882,1.9966155395678697e-09,3.194584974330894e-08
1883,3.791603475633565e-09,3.6020231242162026e-08
1884,2.6406787867472303e-09,3.036780604759315e-08
1885,4.511945039809007e-09,3.480643195885591e-08
1886,5.808117542471791e-09,2.0651083953993066e-08
1887,4.570247291724172e-09,2.7421483750345033e-08
1888,6.340614699951175e-09,3.4873380627686856e-08
1889,1.8795409673089125e-09,2.3807519233809415e-08
1890,1.9663159989136147e-09,2.0318597471202793e-08
1891,5.736798147637501e-09,7.649063604731055e-09
1892,3.1342561879199593e-09,2.4447198043731078e-08
1893,1.2316833108982905e-09,1.4780199342201428e-08
1894,6.301539290376468e-09,3.276800386586842e-08
1895,5.416753268150387e-09,2.76856257919178e-08
1896,4.717623180994224e-09,1.7691087705884456e-08
1897,2.330685422435863e-09,5.4188436848789934e-08
1898,2.8291773368493978e-09,3.22526237939158e-08
1899,1.6582735185011188e-09,2.9296165493519766e-08
1900,4.15284251431558e-09,1.816868588910836e-08
1901,3.912117296778206e-09,2.6267072072982955e-08
1902,4.910283735171106e-09,1.178468167495339e-08
1903,7.020286574288548e-09,1.8900770726304472e-08
1904,5.374625189347171e-09,1.8811189050893518e-08
1905,2.0643036169332163e-09,2.167518786677647e-08
1906,1.5432553013283723e-09,1.2860461140462576e-08
1907,9.771402353919711e-09,2.005708904517789e-08
1908,1.3260750719723546e-08,2.7012640346768535e-08
1909,9.351672325408344e-09,2.3104130164597336e-08
1910,4.275320542035388e-09,2.8323999146095957e-08
1911,3.7242617878519013e-09,1.542908534268861e-08
1912,3.646594803896619e-09,1.9795800554334164e-08
1913,6.363587878865928e-09,1.4318072061314524e-08
1914,6.696743715117748e-10,1.2723813114234872e-08
1915,8.246533234057551e-09,2.9451904026700504e-08
1916,0.0,1.3184954461564757e-08
1917,1.6449636319748606e-08,1.4256351654751143e-08
1918,5.743188147278033e-09,1.033773866510046e-08
1919,5.524709134618888e-09,2.025726608678724e-08
1920,1.0601124422748853e-08,1.2872793497820112e-08
1921,3.7863738810983705e-09,2.0446417892117097e-08
1922,5.164555005876537e-09,3.8365264742878935e-08
1923,1.5923921736771263e-08,2.5478275489376756e-08
1924,1.675911143195208e-08,2.9650736976805092e-08
1925,1.4297631523163545e-08,1.0998178368026856e-08
1926,1.2260752413340015e-08,1.4489979882625903e-08
1927,8.919379901328739e-09,2.3413372574054847e-08
1928,5.713020723163709e-09,3.884854038460617e-08
1929,8.912325100141061e-09,3.0079096546842266e-08
1930,9.453243521306831e-09,1.7856125467119455e-08
1931,0.0,1.3686427990933225e-08
1932,3.287861094491973e-09,1.9727165678773417e-08
1933,6.882397318719313e-09,2.408838994938378e-08
1934,4.7926320689839486e-09,2.036868629318178e-08
1935,9.574627313213568e-09,1.4361940969820353e-08
1936,3.6374142808881516e-08,2.424942868728408e-08
1937,2.2664012888640173e-08,3.021868266728234e-08
1938,1.2965214679638848e-08,1.0372171566075394e-08
1939,1.070583532936098e-08,1.5294050470515685e-08
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,0.0,2.4273693721710288e-08
1943,0.0,1.7419411690866582e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,1.5249527862692958e-08,1.742803235060819e-08
1946,1.6705325123211878e-08,1.9489545977080525e-08
1947,3.5762612871081956e-09,4.291513411303072e-08
1948,2.174377566888097e-09,2.8266908813634473e-08
1949,8.835307596655184e-09,1.9634016079628225e-08
1950,1.3825969702452312e-08,1.808011518278363e-08
1951,1.0661401761424827e-09,2.2388943254902927e-08
1952,5.272402070488624e-09,2.2144087452602434e-08
1953,1.0773827385790469e-09,3.3398865895151175e-08
1954,3.9090144454689835e-09,3.9090146231046674e-08
1955,6.569925492527773e-09,2.1586897158698548e-08
1956,6.104799332717903e-09,3.052399510927728e-08
1957,5.301022731885041e-09,2.297109880089465e-08
1958,4.9633461784992505e-09,2.2335056470978998e-08
1959,5.425523585955716e-09,2.4802393028267034e-08
1960,4.152500121534786e-09,2.629916728835724e-08
1961,6.948159270159238e-10,2.640300600376122e-08
1962,5.0735651235811474e-09,2.980719671086263e-08
1963,5.819448034571906e-09,2.5217607557692645e-08
1964,4.867174663303331e-09,3.467862086381501e-08
1965,2.188817349590977e-09,2.681301225493371e-08
1966,3.3234448526542337e-09,2.7141465963609335e-08
1967,6.902469706915326e-09,2.613077831892241e-08
1968,1.122853987567396e-08,2.8295920689869192e-08
1969,8.175163657142548e-09,2.2708789515490935e-08
1970,4.1388523719376735e-09,2.437324334025881e-08
1971,4.984245549621846e-08,2.0553589163974095e-08
1972,3.5911027485013847e-09,2.1033601527165047e-08
1973,2.7566018356850464e-09,1.3231689521830958e-08
1974,2.2502286700643026e-09,2.025205780853412e-08
1975,2.2845920710778955e-09,1.8847885030481848e-08
1976,0.0,1.7711933253394818e-08
1977,2.938390863960194e-09,2.233177165411604e-08
1978,4.752473081737207e-09,1.7821774278559133e-08
1979,4.096381456264453e-09,2.3993090181306798e-08
1980,7.390696055153967e-09,2.6720208268216084e-08
1981,5.69299452024552e-09,2.783241725978769e-08
1982,2.483000915987077e-09,2.6071509395819703e-08
1983,2.5261264191556165e-09,2.273513821648976e-08
1984,1.1598016991243298e-09,2.7835240778983916e-08
