year,tels_ADJ âges_NOUN,tels_ADJ gages_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,9.887403784603066e-09
1805,0.0,5.685755422035754e-09
1806,0.0,2.881669125542885e-08
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.1577788444915313e-08
1816,0.0,0.0
1817,0.0,7.784366928831332e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,7.24573512300708e-09
1820,0.0,1.6613073583471305e-08
1821,0.0,1.7750679148775816e-08
1822,0.0,2.0051231786055723e-08
1823,0.0,6.127265805844218e-08
1824,0.0,5.052667617633233e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,3.5231937367541377e-09
1827,0.0,5.8068820862899884e-08
1828,3.668920500743411e-09,4.953042775923677e-08
1829,2.571952872898464e-09,1.971830521085849e-08
1830,0.0,6.262101504006523e-09
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,0.0,1.6235963684607668e-08
1833,0.0,1.2741991461950875e-08
1834,0.0,1.5868701908061666e-08
1835,0.0,6.050470346963266e-09
1836,3.36037508930076e-09,1.008112526790228e-08
1837,0.0,2.435261770017405e-08
1838,0.0,1.5780404538645598e-08
1839,1.3982949909063791e-08,1.2584655095793096e-08
1840,0.0,2.5478754661634184e-09
1841,0.0,1.0272877659645019e-08
1842,0.0,1.0733224087289273e-08
1843,0.0,7.088293507706567e-09
1844,0.0,2.7442805805577564e-09
1845,0.0,1.897277535078956e-08
1846,0.0,9.367202125076801e-09
1847,0.0,7.550513103637968e-09
1848,0.0,8.84974404868899e-09
1849,0.0,1.1731181359664333e-08
1850,1.3577992064028876e-09,6.788996032014438e-09
1851,0.0,9.029214709244116e-09
1852,0.0,3.2552727180501506e-09
1853,0.0,1.2541057081705276e-08
1854,0.0,8.313063126763609e-09
1855,0.0,2.388121700391821e-08
1856,0.0,1.5531567143511893e-08
1857,0.0,1.757343248698362e-08
1858,4.893676019968041e-10,1.8106600663259087e-08
1859,0.0,1.9859475841599306e-08
1860,5.492620580582752e-09,6.865775947773045e-09
1861,0.0,8.017138064531082e-09
1862,0.0,2.2138133104476765e-08
1863,0.0,2.1976331865403154e-08
1864,0.0,2.349416661218129e-08
1865,2.3534221238463715e-09,1.2237795665726026e-08
1866,0.0,7.784980660119345e-09
1867,0.0,1.6014277903764196e-08
1868,0.0,1.333765986544222e-08
1869,0.0,2.9301114867763545e-09
1870,0.0,1.1468097582678638e-08
1871,0.0,9.559059321873065e-09
1872,0.0,2.9027228620748247e-08
1873,0.0,3.23244258026989e-08
1874,0.0,1.1351757756017378e-08
1875,0.0,3.432916173551348e-09
1876,0.0,1.4510435519810017e-08
1877,0.0,2.968711676487601e-08
1878,0.0,1.4493812372506909e-08
1879,0.0,9.774920428640144e-09
1880,0.0,1.0910338410496934e-08
1881,0.0,1.6036766581351003e-08
1882,0.0,8.652000893505374e-09
1883,6.319338941018771e-10,1.8326083761621703e-08
1884,1.9805090900604227e-09,1.0562715146988921e-08
1885,1.2891271383708158e-09,1.2891271161663553e-08
1886,0.0,2.6459201052375647e-08
1887,0.0,1.3710741875172516e-08
1888,0.0,7.60873763994141e-09
1889,0.0,7.51816386923565e-09
1890,0.0,3.2771931834929546e-09
1891,0.0,5.736798147637501e-09
1892,2.5074049503359674e-09,3.761107425503951e-09
1893,0.0,1.1085149687062312e-08
1894,0.0,6.301539290376468e-09
1895,0.0,1.5046536461227333e-08
1896,0.0,5.307326134129653e-09
1897,1.1653427112179315e-09,9.905413378419325e-09
1898,4.52668391659472e-09,1.5277558773618694e-08
1899,0.0,5.527578395003729e-09
1900,0.0,3.633737311048435e-09
1901,0.0,5.029864968975062e-09
1902,0.0,3.437198747846537e-09
1903,0.0,1.1880484152015924e-08
1904,0.0,1.3436562973367927e-08
1905,1.5482277682110634e-09,8.257214467732865e-09
1906,1.5432553013283723e-09,3.0865106026567446e-09
1907,3.0857059130084963e-09,3.0857059130084963e-09
1908,2.9468334439286537e-09,7.367083831866239e-09
1909,0.0,4.400786846048277e-09
1910,0.0,9.085056262847502e-09
1911,5.320374141248863e-10,1.1172785363555704e-08
1912,1.0418842455450772e-09,1.7712032729377825e-08
1913,4.772690687104841e-09,1.0075680734189518e-08
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,3.534228465440492e-09,8.246533234057551e-09
1916,1.0987462051303964e-09,9.888715624128963e-09
1917,0.0,8.773139548168274e-09
1918,0.0,1.378365155346728e-08
1919,0.0,7.366278698128781e-09
1920,0.0,1.2872794385998532e-08
1921,0.0,1.060184651180407e-08
1922,0.0,1.2542490601674672e-08
1923,0.0,1.1677542488541803e-08
1924,0.0,2.578324886925998e-09
1925,0.0,1.3197813508725176e-08
1926,0.0,6.687683296036084e-09
1927,0.0,8.919379901328739e-09
1928,0.0,5.713020723163709e-09
1929,0.0,1.0026365515614089e-08
1930,0.0,9.453243521306831e-09
1931,0.0,7.983749661377715e-09
1932,9.863582839386709e-09,3.287861094491973e-09
1933,0.0,1.4911860191091364e-08
1934,0.0,5.990790086229936e-09
1935,3.590485242455088e-09,8.377798899061872e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,0.0,5.0364472592434595e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,4.588215141154706e-09,1.2235240376412548e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,0.0,2.178504043826024e-09
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,0.0,7.152522574216391e-09
1948,0.0,9.784699273041042e-09
1949,4.908504269707237e-09,0.0
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,0.0,7.462981344019681e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,0.0
1955,0.0,9.385607846468247e-10
1956,0.0,1.744228317335228e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,0.0,9.099467845885556e-09
1959,3.100299128533379e-09,2.325224457422337e-09
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,4.16889545107324e-09
1962,0.0,5.7077609305622445e-09
1963,0.0,4.526237162849611e-09
1964,6.083968329129164e-10,6.083968440151466e-09
1965,2.73602163147757e-09,1.0944086747954884e-09
1966,3.3234448526542337e-09,3.3234448526542337e-09
1967,4.930335584241163e-10,1.6763140209263838e-08
1968,4.042274071025531e-09,6.737123747768692e-09
1969,0.0,3.1792304344691047e-09
1970,0.0,3.6789800095249348e-09
1971,2.0553589941130213e-09,7.193756701440179e-09
1972,3.5911027485013847e-09,6.156176013405457e-09
1973,4.410563025913916e-09,3.3079223804577396e-09
1974,2.2502286700643026e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,8.567219822452898e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,3.526069214387917e-09,6.464460078348111e-09
1978,5.940591130126904e-09,2.970295565063452e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,1.8976649140967083e-09,2.5302198114474095e-09
1982,5.586751949948621e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,3.78918940668882e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,3.0077789148208467e-09,3.0077789148208467e-09
1986,0.0,1.1988970927134801e-09
1987,0.0,1.2221633705067347e-09
1988,1.798966087207532e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,1.089730194969718e-09,4.90378582185258e-09
1991,5.861465202094962e-10,2.9307325455363298e-09
1992,1.1019888335184191e-09,3.30596661157756e-09
1993,0.0,3.323524566667402e-09
1994,4.747434001473039e-09,2.637463358823311e-09
1995,5.422450821690461e-10,4.880205572987961e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,4.79489448146353e-10,5.274384040632185e-09
1998,0.0,1.43043876743576e-09
1999,1.3710603763428253e-09,2.7421207526856506e-09
2000,8.836062992401139e-10,8.836062992401139e-10
2001,0.0,9.638665865452367e-09
2002,1.3143663935011318e-09,2.6287327870022636e-09
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,4.404791253964646e-10,3.0833537945085254e-09
2005,9.007499190971657e-10,4.503749373441224e-09
2006,8.235779835885637e-10,6.1768350434476815e-09
2007,3.994479469415779e-10,2.3966877371606188e-09
2008,8.514879357157668e-10,2.1287198670449925e-09
2009,0.0,3.814554005998616e-09
2010,9.447586046817946e-10,1.4171379625338432e-09
2011,7.64794394481072e-10,1.1471915639660324e-09
2012,0.0,1.7021263287730903e-09
2013,8.367375126105969e-10,5.29933741333366e-09
2014,8.661780737106994e-10,4.7639794331644225e-09
2015,0.0,2.881548111233201e-09
2016,2.0713400439298368e-10,3.935546111222266e-09
2017,0.0,1.7609279590047322e-09
2018,2.5814667070633845e-10,2.8396134332808742e-09
2019,7.65296326310505e-10,1.53059265262101e-09
