year,des_DET amas_NOUN,des_DET gamma_NOUN
1876,1.9667685329238793e-06,1.209202959984168e-09
1877,1.7948336008544175e-06,0.0
1878,1.866682353579563e-06,4.831270938865373e-09
1879,1.9940836963883157e-06,0.0
1880,1.8951900386809939e-06,0.0
1881,1.9014027969888048e-06,0.0
1882,1.9140887204116552e-06,0.0
1883,1.9577311718421697e-06,6.319338941018771e-10
1884,2.0452056936903773e-06,0.0
1885,2.123192295755416e-06,9.66845359329227e-09
1886,1.772766573537865e-06,0.0
1887,1.8711897844525538e-06,0.0
1888,1.7893214430131366e-06,0.0
1889,1.8594926380899324e-06,0.0
1890,1.7264253511228844e-06,0.0
1891,1.7892435355548741e-06,0.0
1892,1.8147342899510477e-06,1.8805537127519756e-09
1893,2.14990325986264e-06,0.0
1894,1.8091719624635516e-06,0.0
1895,1.7201199788985377e-06,0.0
1896,1.675345902896197e-06,2.358811590497112e-09
1897,1.958940984536639e-06,2.330685422435863e-09
1898,1.8768762650722692e-06,2.26334195829736e-09
1899,1.7870660684593531e-06,1.6582735185011188e-09
1900,1.8999254098872598e-06,2.07642125715779e-09
1901,1.934821405313869e-06,0.0
1902,1.5108943856034784e-06,0.0
1903,2.022382560085134e-06,0.0
1904,1.9794743444379037e-06,0.0
1905,1.7773654246155957e-06,0.0
1906,2.01343386763142e-06,0.0
1907,1.7881666778407634e-06,0.0
1908,1.7720291616285522e-06,0.0
1909,1.6662479627171933e-06,0.0
1910,1.9249630440754117e-06,0.0
1911,1.5035377884942136e-06,0.0
1912,1.6961875637377943e-06,0.0
1913,1.6709720274121764e-06,0.0
1914,1.3614480103285587e-06,0.0
1915,1.2947057896894876e-06,1.1780761921542648e-09
1916,1.1470910123989597e-06,0.0
1917,1.2710086192413428e-06,0.0
1918,1.2933659636615857e-06,0.0
1919,1.2697622366886208e-06,0.0
1920,1.381175088965847e-06,0.0
1921,1.5615005732882992e-06,0.0
1922,1.4667335861417996e-06,3.6889677978990676e-09
1923,1.4660624643170195e-06,0.0
1924,1.4425728060984966e-06,0.0
1925,1.3098829505509002e-06,0.0
1926,1.280691259708533e-06,0.0
1927,1.458318603653197e-06,0.0
1928,1.6476350950256347e-06,2.2852082448565625e-09
1929,1.245497438517873e-06,0.0
1930,1.2331230827555828e-06,0.0
1931,1.453042472121524e-06,0.0
1932,1.2351397309373624e-06,1.0959536611565568e-09
1933,1.5623041491608092e-06,0.0
1934,1.2964069568965897e-06,0.0
1935,1.4517528690305426e-06,2.393656828303392e-09
1936,1.4210164938077696e-06,0.0
1937,1.2805166917928545e-06,0.0
1938,1.2524396808544225e-06,0.0
1939,1.4559936367675164e-06,0.0
1940,1.1842106175663503e-06,2.5357829169792012e-09
1941,1.5908599202418827e-06,0.0
1942,1.4594558130909263e-06,0.0
1943,1.3354881964744436e-06,0.0
1944,1.2499294541612471e-06,1.2852744646352221e-08
1945,1.0587529430949871e-06,1.742803235060819e-08
1946,1.025985381986061e-06,1.3921104269343232e-09
1947,8.463818383930288e-07,0.0
1948,1.3252830921572922e-06,1.0871887834440486e-09
1949,1.061218544151643e-06,3.9268033269479474e-09
1950,1.0784256492257782e-06,2.2334258886758107e-08
1951,1.076801598998145e-06,5.330700769690111e-09
1952,1.22741520414138e-06,8.435843135146115e-09
1953,1.3531927223198181e-06,4.3095309543161875e-09
1954,1.1570682971751012e-06,9.772536557761669e-09
1955,1.1497370131507978e-06,1.407841132561316e-08
1956,1.127643610487894e-06,8.72114114258693e-09
1957,1.2024486331085882e-06,9.718541527092839e-09
1958,1.2507631552693965e-06,2.3162280982091943e-08
1959,1.171137995470417e-06,1.705164542897819e-08
1960,1.029127878027225e-06,1.1073333361366622e-08
1961,1.1193484681371046e-06,1.598076693198891e-08
1962,1.0565699675169071e-06,8.244543714397423e-09
1963,9.789604789034456e-07,1.681173777967615e-08
1964,7.909158661334459e-07,1.520992043424485e-08
1965,9.03434386856361e-07,4.377634699181954e-09
1966,7.433438362625111e-07,1.3293779410616935e-08
1967,7.918119138139446e-07,8.874604162656397e-09
1968,7.208722205831464e-07,9.431973424511852e-09
1969,7.475733383444094e-07,5.450109252791435e-09
1970,6.107106891306557e-07,4.598724956395017e-09
1971,7.20403313891893e-07,3.083038491169532e-09
1972,6.612759335666851e-07,8.208234980600082e-09
1973,6.516607147233344e-07,4.410563025913916e-09
1974,6.255635902618906e-07,2.2502286700643026e-09
1975,5.854267026705884e-07,3.4268881066168433e-09
1976,6.661972218324763e-07,4.570821499072508e-09
1977,5.741616071475164e-07,2.3507127355770763e-09
1978,5.625740051584671e-07,4.158414057542359e-09
1979,5.465743360133501e-07,4.096381456264453e-09
1980,7.100753443012309e-07,3.411090521154847e-09
1981,5.718296662848843e-07,8.855769451088236e-09
1982,5.735732155898177e-07,3.1037510339615437e-09
1983,5.803775326995719e-07,1.89459470334441e-09
1984,5.416274149183664e-07,5.799008495621649e-10
1985,4.8304930722054e-07,3.0077789148208467e-09
1986,4.783599543145556e-07,1.7983456945813714e-09
1987,5.395851392364648e-07,4.277571630240118e-09
1988,4.4614361449646367e-07,1.1993107618124554e-09
1989,4.346592765713808e-07,2.7440609784434855e-09
1990,4.544174903031717e-07,5.44865097484859e-10
1991,3.80995246018756e-07,2.344586080837985e-09
1992,4.000219444577624e-07,3.30596661157756e-09
1993,4.099013466429824e-07,0.0
1994,3.70827335061108e-07,3.164955852952289e-09
1995,2.7817171588395695e-07,0.0
1996,2.653031732080535e-07,5.338092190498855e-10
1997,3.030373196821756e-07,0.0
1998,2.9610081320186055e-07,4.291316191284977e-09
1999,3.4870635268191563e-07,0.0
2000,2.9600810425023383e-07,8.836062992401139e-10
2001,3.7503172656272454e-07,2.190605918883648e-09
2002,2.7689319281876124e-07,0.0
2003,3.0585214894074397e-07,1.2500769308587678e-09
2004,3.105377839318635e-07,1.3214374039449694e-09
2005,2.8148435760044777e-07,2.702249757291497e-09
2006,2.812518733463776e-07,2.0589450144825605e-09
2007,3.087732727280468e-07,3.994479469415779e-10
2008,2.8609993840689185e-07,8.514879357157668e-10
2009,3.046874947898459e-07,2.860915504498962e-09
2010,3.004332267408927e-07,4.723793023408973e-10
2011,3.296263759722251e-07,1.911985902935953e-09
2012,4.377868840776955e-07,1.7021263287730903e-09
2013,3.782053639156402e-07,0.0
2014,3.7007456832327534e-07,1.0827225782605865e-09
2015,4.1760280744540523e-07,0.0
2016,5.041641841785349e-07,4.1426800878596737e-10
2017,3.94950983917397e-07,1.2578056374223934e-09
2018,3.867037126070727e-07,1.0325866828253538e-09
2019,3.3162841361900064e-07,8.16316081397872e-09
