year,plusieurs_DET ans_NOUN,plusieurs_DET gants_NOUN
1896,1.533227589334274e-08,1.179405795248556e-09
1897,1.5732126712464378e-08,6.992056267307589e-09
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,1.0502398950507086e-08,5.527578395003729e-10
1900,1.661137005726232e-08,0.0
1901,7.265360757457984e-09,2.794369402536745e-09
1902,1.276673788908056e-08,0.0
1903,5.400220270956879e-09,5.400220270956879e-10
1904,9.674325340824907e-09,0.0
1905,9.805442513499685e-09,1.0321518084666081e-09
1906,9.773950537805831e-09,0.0
1907,4.6285588695127444e-09,5.142843373384665e-10
1908,1.6698722404839828e-08,0.0
1909,7.15127862482845e-09,5.500983557560346e-10
1910,6.947395991829808e-09,5.344150677544235e-10
1911,1.0640748726586935e-08,1.0640748282497725e-09
1912,6.251305251225858e-09,5.209421227725386e-10
1913,1.0075680734189518e-08,0.0
1914,1.7411533548283842e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,3.2962386153911893e-09,0.0
1917,1.64496359866817e-08,0.0
1918,9.189101035644853e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,5.300562211374427e-09,0.0
1921,8.330022005509363e-09,7.572747429129834e-10
1922,8.115729421831475e-09,7.377935484775833e-10
1923,3.715581797791856e-08,1.0615948120573648e-09
1924,6.4458122173149945e-09,0.0
1925,7.698724546756353e-09,0.0
1926,1.0031524610987219e-08,0.0
1927,8.919380123373344e-09,0.0
1928,1.3711249025050165e-08,0.0
1929,7.798284684668033e-09,0.0
1930,1.3654684494213143e-08,0.0
1931,9.124285327288817e-09,0.0
1932,1.6439305028370654e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,7.188948103475923e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,8.487300195980652e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,1.6823456405745674e-08,0.0
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,0.0
1942,2.4273694165799498e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,2.3841741914054637e-09,0.0
1948,5.435944139264848e-09,0.0
1949,6.871905600114303e-09,9.817008317369869e-10
1950,1.1698897850465073e-08,0.0
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,1.0544804140977249e-08,0.0
1953,9.69644453618912e-09,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,0.0
1956,5.232684729961079e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,1.1581141046157484e-08,0.0
1959,1.2401196514133517e-08,7.750747821333448e-10
1960,8.305000021024966e-09,0.0
1961,4.86371165564492e-09,0.0
1962,1.0147130080628841e-08,1.2683912808952869e-09
1963,5.1728425987107585e-09,0.0
1964,7.30076216148845e-09,6.083968329129164e-10
1965,9.302473458205895e-09,3.830430195250756e-09
1966,9.416427082520329e-09,0.0
1967,1.3804939413830652e-08,0.0
1968,9.431973424511852e-09,4.4914158503495116e-10
1969,2.0437910364101697e-08,0.0
1970,1.2876429700270364e-08,0.0
1971,1.9012070140433934e-08,0.0
1972,7.182205663536223e-09,0.0
1973,8.269805840122046e-09,0.0
1974,8.438357623763437e-09,5.625571675160757e-10
1975,9.138368284311582e-09,5.711480177694739e-10
1976,5.713526984862938e-09,0.0
1977,5.289103655048422e-09,0.0
1978,9.504946496541322e-09,0.0
1979,5.851973128301324e-09,0.0
1980,2.8425753972882717e-09,5.685150683554241e-10
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,1.0552754226011984e-08,0.0
1983,4.420721011477724e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,3.609334831011779e-09,0.0
1986,5.994485352545098e-09,0.0
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,1.2592763276586538e-08,0.0
1989,1.042743191792539e-08,0.0
1990,1.089730194969718e-09,0.0
1991,5.275318681885466e-09,0.0
1992,7.162927584403178e-09,5.509944167592096e-10
1993,1.2186256725943423e-08,0.0
1994,5.802419322797903e-09,1.0549853213248639e-09
1995,8.133675954979935e-09,1.626735190995987e-09
1996,1.8683323110835204e-08,0.0
1997,4.075660342550691e-08,4.79489448146353e-10
1998,8.582632937681467e-09,0.0
1999,3.6561608462992723e-09,4.570201161957499e-10
2000,6.627047355323157e-09,4.4180314962005696e-10
2001,8.762423675534592e-09,0.0
2002,7.009954283709874e-09,8.76244299341522e-10
2003,5.8336921959778465e-09,0.0
2004,1.1011977996133737e-08,4.404791253964646e-10
2005,6.7556245042510454e-09,9.007499190971657e-10
2006,8.647569216257978e-09,1.2353669198716943e-09
2007,7.1900629894372514e-09,3.994479469415779e-10
2008,2.554463751636149e-09,0.0
2009,3.337734755248789e-09,9.53638501499654e-10
2010,1.4171378737160012e-08,1.4171379625338432e-09
2011,2.6767803529281764e-09,3.82397197240536e-10
2012,3.0638274417515987e-09,1.3617010852229328e-09
2013,3.3469500504423877e-09,2.5102124823206395e-09
2014,2.815078836704288e-09,6.496335691608124e-10
2015,5.54143841924315e-09,1.5516027351836215e-09
2016,3.935546250000144e-09,6.214020409345267e-10
2017,2.0124891197959016e-09,1.509366853724714e-09
2018,1.8070267504555204e-09,2.0651733656507076e-09
2019,2.5509878653906526e-09,0.0
