year,aux_ADP âges_NOUN,aux_ADP ages_NOUN,aux_ADP gages_NOUN
1843,4.6723666224934846e-07,4.7255288571079745e-09,6.727971708642144e-07
1844,3.6444047024630777e-07,1.6465683816413446e-09,7.513840500905644e-07
1845,2.9519405586597713e-07,2.2320912340667576e-09,7.315678658414981e-07
1846,3.7585898526870665e-07,4.6836010625384006e-09,6.352133823384065e-07
1847,3.111890043427934e-07,3.235934187273415e-09,8.337923986800888e-07
1848,3.6525307933743534e-07,4.8271330266302925e-09,7.023478474366129e-07
1849,3.603148508446452e-07,5.027648741773305e-09,6.829222911619581e-07
1850,3.951195681750619e-07,1.1541293254424545e-08,8.486244951200206e-07
1851,3.8696631565748874e-07,4.514607132577453e-09,6.075371175029431e-07
1852,3.834711153061221e-07,3.2552727180501506e-09,5.963659646113229e-07
1853,3.565243185121858e-07,8.360704573107114e-09,6.019707257109985e-07
1854,3.901944118922529e-07,9.871762740587542e-09,5.481426228470809e-07
1855,4.2667774735605235e-07,1.3798036491152743e-08,7.461553650500719e-07
1856,3.9553726494112595e-07,9.836659264905734e-09,8.506121957907453e-07
1857,4.969376092844868e-07,5.369659994425291e-09,5.560038971452741e-07
1858,4.810483464900983e-07,4.893676130990343e-09,8.891809102351544e-07
1859,5.143095309634305e-07,6.110608019582742e-09,7.862315669626696e-07
1860,4.2018548818134605e-07,4.577183854159728e-09,6.536218393193849e-07
1861,4.206639623305364e-07,6.602349389428497e-09,5.456370217871154e-07
1862,4.337266760190417e-07,9.487771346350371e-09,6.239338858904375e-07
1863,4.869755190206604e-07,1.0488703905409125e-08,7.606807344018307e-07
1864,5.485168612651137e-07,1.1027874391444925e-08,6.516035000458942e-07
1865,5.186942644286319e-07,5.177528739075399e-09,7.648621931366506e-07
1866,6.082016126285339e-07,1.4645495438614375e-07,7.15731687250809e-07
1867,5.289564555255311e-07,6.79393608038481e-09,7.905230177129852e-07
1868,5.661095769937674e-07,1.333765986544222e-08,7.879099257479538e-07
1869,7.173889535749822e-07,1.4162205408396744e-08,7.14947191227111e-07
1870,6.536815781998939e-07,3.899153133701816e-08,6.989805569901364e-07
1871,4.004183846717524e-07,4.248470908407853e-09,5.214998282099259e-07
1872,5.986865883045311e-07,6.65207322558814e-09,7.661978997930419e-07
1873,5.584942037728524e-07,1.3767810613796172e-08,7.1891912512001e-07
1874,5.938761358237343e-07,1.0754296564385868e-08,9.248694823327241e-07
1875,5.355349337321513e-07,7.437985116709456e-09,7.111858053576725e-07
1876,6.269717189866242e-07,8.464420719889176e-09,7.636116947651317e-07
1877,6.085859070026345e-07,8.040260790487253e-09,1.2258304877832416e-06
1878,6.685271021211747e-07,7.2469064082980594e-09,1.057444478647085e-06
1879,7.94212306587383e-07,2.565916623620268e-08,8.785209502093494e-07
1880,5.69262962102357e-07,8.343200130767059e-09,8.047979349612433e-07
1881,6.038191777690827e-07,8.36700908557475e-09,8.771414741204353e-07
1882,5.324308265386435e-07,1.0648615988984034e-08,7.26102541648288e-07
1883,4.7458236540620646e-07,7.58320650717792e-09,9.061931791620736e-07
1884,5.109713470119459e-07,1.3203393933736152e-09,8.337943313563301e-07
1885,4.473271086880004e-07,9.66845359329227e-09,8.894976986084657e-07
1886,4.975620457869923e-07,1.419762030163696e-08,9.544672820993583e-07
1887,4.459255436017884e-07,5.876032327378766e-09,7.580081273772521e-07
1888,4.501836485815147e-07,1.141310623786751e-08,8.471061505588295e-07
1889,4.3855956111116257e-07,7.518164202302557e-09,8.977941092780384e-07
1890,4.247242522126271e-07,8.520702476921826e-09,8.179874271263543e-07
1891,4.914523685783934e-07,1.3385862085435463e-08,8.088885010693048e-07
1892,4.626162173337889e-07,2.4447198931909497e-08,1.096989649340685e-06
1893,5.179228459439855e-07,2.3401983073600974e-08,6.903584903739102e-07
1894,4.2157298096867635e-07,8.822155006527055e-09,7.360197855632578e-07
1895,4.7426682847628854e-07,1.2037228991346183e-08,6.861220640530519e-07
1896,4.410977627600232e-07,1.2973463636711813e-08,8.196870453502925e-07
1897,3.9621652803134566e-07,1.6897469312660007e-08,6.071435336707509e-07
1898,4.198499201635286e-07,2.0370077291609334e-08,8.17632269445312e-07
1899,4.51050400585018e-07,6.743645286633182e-08,7.517506901422166e-07
1900,5.11837836114637e-07,1.245852754294674e-08,6.722413559145934e-07
1901,4.437458773765002e-07,1.2295225781944197e-08,7.365957799265743e-07
1902,3.776008252742713e-07,1.325776671778911e-08,6.417740792130644e-07
1903,3.898959004544622e-07,1.0800440541913758e-08,7.203893801488448e-07
1904,4.697422362198722e-07,2.042357571951925e-08,6.239939693841734e-07
1905,5.465243972935241e-07,1.3417973510065906e-08,6.874130917822185e-07
1906,5.072166100461573e-07,1.8519064393096585e-08,6.486816914730298e-07
1907,7.421123005002528e-07,4.062846120644892e-08,6.119983595453959e-07
1908,4.955591652588964e-07,2.1118973014822018e-08,7.460399729097844e-07
1909,4.81886155867528e-07,1.8153246017504898e-08,6.183105369927944e-07
1910,4.120340300062253e-07,1.0153886287334046e-08,6.215247481122788e-07
1911,4.564880971003049e-07,6.916486272601219e-09,8.347666948793631e-07
1912,4.7614109899285495e-07,1.302355329135807e-08,6.339865876725526e-07
1913,4.640116131326977e-07,1.37877732564462e-08,9.609017297407263e-07
1914,4.205554970937442e-07,8.036092680185902e-09,5.91992147747078e-07
1915,5.324904588377422e-07,1.5314990609027745e-08,7.068456966408121e-07
1916,4.2741227002096593e-07,9.888715624128963e-09,5.526693485080614e-07
1917,4.134341953232479e-07,1.6449636319748606e-08,4.6716968427062966e-07
1918,3.0324033417628016e-07,1.4932289182922887e-08,6.087779524932557e-07
1919,4.2816493639463715e-07,1.1970203050992723e-08,4.613131920905289e-07
1920,4.3691777573684476e-07,6.057785384427916e-09,4.3540333649616514e-07
1921,4.490639327059398e-07,6.81547268621685e-09,4.7178215822896163e-07
1922,4.0062189654577196e-07,1.1804696553596727e-08,4.2349350337644864e-07
1923,4.564857700728453e-07,1.2739137744688378e-08,5.870619474990235e-07
1924,4.524960157681335e-07,1.2891624323607687e-08,6.213762731022143e-07
1925,4.0033368087222243e-07,6.818870357250262e-08,4.90518743845314e-07
1926,3.834271566915959e-07,1.0477370127048857e-07,4.882008397544269e-07
1927,3.9356764958142776e-07,1.1149224987683226e-08,4.84991289795289e-07
1928,4.3304696006885024e-07,1.3711249469139375e-08,3.8848540384606167e-07
1929,3.631772429457669e-07,6.684243603061191e-09,6.09380208516086e-07
1930,4.4430243661963686e-07,1.57554050916886e-08,3.80230460450548e-07
1931,4.641980186903538e-07,1.3686427990933225e-08,5.383328129937581e-07
1932,5.140022594218863e-07,7.671675850140502e-09,5.063305934527307e-07
1933,4.6341476434008655e-07,2.1794257509810677e-08,3.418257392695523e-07
1934,4.768668961929734e-07,1.5576054224197833e-08,5.655305699292512e-07
1935,4.380391924740934e-07,1.9149254626427137e-08,4.4881065264235076e-07
1936,5.407622865050143e-07,1.6974600391961303e-08,3.892033362262737e-07
1937,5.099402908825823e-07,2.51822364072396e-08,3.3744197480700677e-07
1938,4.861955282819963e-07,2.5930428360076974e-08,4.758233842494519e-07
1939,4.695273618793294e-07,7.647025235257843e-09,3.594101940507244e-07
1940,4.488335765273632e-07,1.0143131667916805e-08,4.133326285682415e-07
1941,5.578339639100705e-07,2.3612020783048138e-08,4.7224040145010804e-07
1942,3.7624226578714115e-07,1.517105907566929e-08,4.338922963142977e-07
1943,5.341952835635766e-07,1.7419411246777372e-08,4.935499759994855e-07
1944,4.884043001140981e-07,9.639558484764166e-09,2.9239993182272883e-07
1945,3.4202513976566706e-07,6.535512131478072e-09,3.529176524352806e-07
1946,4.96983442843657e-07,9.744772988540262e-09,2.881668592635833e-07
1947,3.409369178086763e-07,4.7683483828109274e-09,3.6120238178227737e-07
1948,4.7292713034607914e-07,8.697510267552389e-09,2.772331413325446e-07
1949,4.888869877817115e-07,7.853606653895895e-09,2.4444349833174783e-07
1950,5.147515196313179e-07,7.444753036267571e-09,2.605663667054614e-07
1951,5.30937782627916e-07,2.3455083209000804e-08,3.294373129847372e-07
1952,4.281190459920481e-07,7.381362632230548e-09,2.1300503760812717e-07
1953,4.061732798987805e-07,4.094054306680306e-08,2.72577835858101e-07
1954,5.570345571470625e-07,2.0522325616667558e-08,2.325863590613153e-07
1955,5.518737697940423e-07,9.385607846468247e-09,2.0554480784085172e-07
1956,4.5960415562262824e-07,1.657016923672927e-08,2.1802854632824165e-07
1957,4.3203335309272006e-07,4.417518795207798e-09,1.8465229345565604e-07
1958,5.137062970561601e-07,1.1581140768601728e-08,2.208688982818785e-07
1959,4.4644308516694764e-07,1.3176271185244559e-08,2.9375334520409524e-07
1960,4.367045747244447e-07,5.536666736194462e-09,2.3184792041774926e-07
1961,5.475149542633062e-07,2.014966149488373e-08,2.4388037900280324e-07
1962,4.528156836158814e-07,1.775747815457862e-08,2.403601513378817e-07
1963,4.351653934975275e-07,1.4225316924409981e-08,2.0368067055187566e-07
1964,4.033671139325179e-07,1.216793676928063e-08,2.8107933758292347e-07
1965,4.3940507765682923e-07,1.7510538796727815e-08,3.1190646154755086e-07
1966,5.040558068714063e-07,2.1048483955787844e-08,2.459349275341083e-07
1967,5.132479419245328e-07,1.1832805402178792e-08,4.082317843767669e-07
1968,4.5542957316513366e-07,2.2457079640325617e-08,2.7577291916713875e-07
1969,6.167706878557055e-07,1.7712854932794286e-08,4.119374352740124e-07
1970,4.6263174802163576e-07,1.3336302562283464e-08,3.1869163308329007e-07
1971,4.871200882661242e-07,2.3122788572749187e-08,2.8826408993154473e-07
1972,5.243009919553288e-07,3.026786643545165e-08,3.421807832637569e-07
1973,5.132792431083999e-07,1.598829157956061e-08,2.8999451728850545e-07
1974,5.473681259360319e-07,3.4315987607058673e-08,2.413370339127141e-07
1975,4.763374370497786e-07,3.198428943917975e-08,2.1360935420489113e-07
1976,5.679245838052793e-07,3.599522002684097e-08,2.49681136210711e-07
1977,4.965880382457044e-07,2.2919448339209225e-08,2.532893006446102e-07
1978,5.08514593988707e-07,3.0297016673230814e-08,2.3762365231050353e-07
1979,5.500854971529634e-07,2.3993090403351403e-08,3.048878056688409e-07
1980,5.457744709502776e-07,1.9329512601640175e-08,1.790822494740496e-07
1981,5.35774059784444e-07,2.9097528664312478e-08,1.669945106641535e-07
1982,6.710309925495039e-07,2.3588508479832626e-08,1.75051567907758e-07
1983,5.49432506602443e-07,6.252162965125763e-08,1.9451172761364433e-07
1984,6.152748266430308e-07,6.262929064249079e-08,1.6643154765461077e-07
1985,5.510251348539441e-07,3.8499570864658494e-08,1.4437338791140064e-07
1986,5.802661888765215e-07,5.215202425468135e-08,1.3547537491831463e-07
1987,5.762500272510351e-07,2.2610022409885744e-08,1.429931160146225e-07
1988,6.026536834013996e-07,5.1570362868957886e-08,1.307248709281339e-07
1989,4.2917114484453123e-07,2.140367616476624e-08,1.9153546304551128e-07
1990,5.584867324159859e-07,4.304434275681501e-08,1.394854649561239e-07
1991,6.107646939312872e-07,3.341035270665316e-08,1.705686401010098e-07
1992,6.997629213856271e-07,2.9202703977215805e-08,1.5538041964191507e-07
1993,6.425480414407048e-07,4.209797754839428e-08,1.9276441776128195e-07
1994,5.99231665177058e-07,1.9517228277976528e-08,1.6721517681617115e-07
1995,5.422450612968532e-07,1.626735285364944e-08,1.3447677815747738e-07
1996,5.103216089707985e-07,2.6156651511399787e-08,1.2437755003702478e-07
1997,5.178486262025217e-07,1.8220599029561413e-08,1.8028802628577978e-07
1998,5.411826524692742e-07,9.53625878263864e-09,2.174266882093434e-07
1999,5.150616875226888e-07,1.508166405650435e-08,1.782378404868723e-07
2000,4.3915232694757833e-07,5.301637906462986e-09,1.237048792290807e-07
2001,6.159983527709301e-07,1.489612019844877e-08,2.0723132365674246e-07
2002,7.031860480566365e-07,1.3581786695304743e-08,1.3275101196086325e-07
2003,5.091979673466085e-07,1.1250691600572793e-08,1.329248391357396e-07
2004,5.043486090983151e-07,7.047666034099009e-09,1.3258421915907093e-07
2005,7.359127067729787e-07,8.557124342445377e-09,1.29257614389644e-07
2006,5.316195732518736e-07,1.4412615101377924e-08,1.548326622469176e-07
2007,5.045027666739088e-07,1.2382886493966794e-08,1.278233412449481e-07
2008,3.3420901957015303e-07,6.386159490112675e-09,1.8988180272572208e-07
2009,3.62382642116188e-07,7.629107789952627e-09,1.1825117240960026e-07
2010,3.240522117309297e-07,3.779034529749481e-09,7.416355174427736e-08
2011,2.5391174496292024e-07,9.559929570190917e-09,7.953861569376386e-08
2012,2.5838277029066603e-07,3.404252713057332e-10,8.27233392897142e-08
2013,1.849189956715236e-07,5.578250084070646e-10,1.124017359188656e-07
2014,2.1091436286369003e-07,8.661780737106994e-10,1.359899641784068e-07
2015,1.946153220799829e-07,1.10828768384863e-09,1.7666106089109235e-07
2016,2.3613276312062226e-07,7.249690014976551e-09,1.915989571443788e-07
2017,1.8087245923226192e-07,7.546833991067814e-10,8.603390710959502e-08
2018,1.809608205505242e-07,2.0651733656507076e-09,1.1151936263331663e-07
2019,1.81375222840785e-07,5.1019755087367e-10,1.62497926226024e-07
