year,nos_DET hommages_NOUN,nos_DET dommages_NOUN
1923,1.465000813993811e-07,4.883336091054957e-08
1924,1.714586117529393e-07,4.2542360745301266e-08
1925,1.869690207101371e-07,3.959344141435395e-08
1926,1.4489979971443745e-07,2.3406890647947876e-08
1927,1.3267577969600097e-07,1.0034302277972529e-08
1928,1.5196634484127003e-07,3.7705934374798744e-08
1929,1.7044821998268844e-07,4.233354289340241e-08
1930,1.207914435141788e-07,2.3107928570631486e-08
1931,1.1291303447791279e-07,1.0264820993199919e-08
1932,1.7425663267900404e-07,1.753525857850491e-08
1933,1.2732434839790585e-07,1.9500125958415992e-08
1934,1.2341027399997984e-07,1.4377896206951846e-08
1935,1.3045429625435645e-07,3.590485242455088e-09
1936,1.2367208324093326e-07,6.0623572828433225e-09
1937,1.2717029296283044e-07,3.777335333410292e-09
1938,1.0242519499215064e-07,1.0372171566075394e-08
1939,1.1623478179956237e-07,9.176430282309411e-09
1940,9.382396459756137e-08,2.5357829169792012e-09
1941,1.0330259136992481e-07,0.0
1942,1.3350532412914617e-07,3.034211770724937e-09
1943,1.2193587739517397e-07,1.4516175816936538e-08
1944,9.960877278558655e-08,1.2852744646352221e-08
1945,1.154607156550469e-07,1.089252066321933e-08
1946,9.466350903153398e-08,1.6705325123211878e-08
1947,1.3589792935420064e-07,2.5033829231801974e-08
1948,8.153915742603601e-08,1.0871888278529696e-08
1949,8.44262730836931e-08,6.8719057111366055e-09
1950,7.232045651228702e-08,2.3397795700930146e-08
1951,1.0021717544717035e-07,9.595261474260042e-09
1952,4.956057853000573e-08,7.381362632230548e-09
1953,6.787511352968068e-08,6.464296653518886e-09
1954,8.013479479984653e-08,1.4658803948464083e-08
1955,5.819076820401392e-08,5.631364707880948e-09
1956,6.976912914069544e-08,6.976913269340912e-09
1957,7.244730754196738e-08,6.184526224473075e-09
1958,6.70051740758737e-08,1.4062813857851353e-08
1959,5.115493717511299e-08,1.007597205671118e-08
1960,7.266874946232349e-08,2.7683333403416555e-09
1961,8.476754409514342e-08,2.08444772553662e-09
1962,6.976151878390624e-08,5.0735651235811474e-09
1963,6.207411196168522e-08,7.1126584622049904e-09
1964,8.335036483231306e-08,6.083968329129164e-10
1965,1.1108248298974388e-07,2.73602163147757e-09
1966,6.31454504240736e-08,5.539074754423723e-10
1967,1.0501614777780333e-07,1.9721342336964653e-09
1968,9.566715541975412e-08,1.1677681044375277e-08
1969,1.5305723244374292e-07,8.629339909305145e-09
1970,1.0163182229128154e-07,3.219107425067591e-09
1971,8.940811557778261e-08,1.0276794526475896e-08
1972,9.080359975044416e-08,4.104117490300041e-09
1973,5.568335681438441e-08,4.9618833486420044e-09
1974,5.738083264095195e-08,1.6876715580593782e-09
1975,4.740528680713396e-08,1.7134440533084216e-09
1976,4.685092136469393e-08,0.0
1977,5.2891036439461914e-08,1.1753563677885381e-09
1978,6.356432458165528e-08,4.752473081737207e-09
1979,7.139407509626494e-08,2.9259866751729646e-09
1980,6.026259802283107e-08,0.0
1981,4.9971840221374464e-08,1.8976649140967083e-09
1982,7.821452729928069e-08,4.345251602977385e-09
1983,3.347117549790113e-08,6.315316047889041e-10
1984,1.5773303019273044e-07,2.3196033982486597e-09
1985,5.414002224313208e-08,3.007779025843149e-09
1986,5.694761118224534e-08,4.196139880008332e-09
1987,7.577412919346216e-08,4.277571630240118e-09
1988,1.7449971423388888e-07,4.797242936227519e-09
1989,6.036934330211352e-08,1.0976244357863152e-09
1990,5.01275876363394e-08,5.44865097484859e-10
1991,5.2753187596010775e-08,1.1722930404189924e-09
1992,4.022259347813417e-08,2.7549720282848966e-09
1993,5.206854858386123e-08,5.539207426075166e-10
1994,8.703629061912466e-08,1.5824779264761446e-09
1995,4.500634120940816e-08,2.7112254663563817e-09
1996,3.790045521867569e-08,2.6690460952494277e-09
1997,5.130537150677128e-08,3.3564262480467733e-09
1998,7.724369233130801e-08,2.3840645013706308e-09
1999,6.626791382302599e-08,4.570201161957499e-09
2000,6.229424531767336e-08,4.4180314962005696e-10
2001,4.994581259687436e-08,6.133696661692056e-09
2002,3.7678504760663145e-08,3.504977197366088e-09
2003,5.1669843514901004e-08,2.9168461535000745e-09
2004,4.096455974433866e-08,1.3214374039449694e-09
2005,4.143449716664804e-08,5.854874363109275e-09
2006,4.2826053814337683e-08,1.2353669198716943e-09
2007,3.195583464510321e-08,1.997239706952314e-09
2008,3.576249274495069e-08,3.8316958494988285e-09
2009,4.7681923964759676e-08,0.0
2010,3.3066551718974324e-08,9.447586046817946e-10
2011,2.7914994704669738e-08,7.64794394481072e-10
2012,3.880847976311941e-08,2.0425516833455504e-09
2013,4.574164891302246e-08,2.510212593342942e-09
2014,4.980523859998698e-08,2.165445156521173e-09
2015,6.694057363976214e-08,2.6598904745434027e-09
2016,1.014956640954523e-07,1.2428040818690533e-09
2017,3.848885410384639e-08,1.7609279867603078e-09
2018,5.1629334807401506e-08,2.5814667070633845e-10
2019,5.96931135632417e-08,2.295888978931515e-09
