year,mes_DET yeux_NOUN,mes_DET dieux_NOUN
1879,8.705788218321686e-06,1.1118972054191545e-07
1880,8.999745915616586e-06,1.168048004984712e-07
1881,9.18348968070859e-06,8.088108854886755e-08
1882,8.80307820239068e-06,8.119569949727179e-08
1883,8.362381578308486e-06,9.099848408133937e-08
1884,8.215812073331108e-06,3.9610180913030035e-08
1885,6.788543686297999e-06,7.992588546557045e-08
1886,7.86677233577393e-06,5.291840365906353e-08
1887,7.745916036583367e-06,4.439668899181015e-08
1888,7.3145330929946795e-06,5.3261162369366843e-08
1889,7.63908127510149e-06,6.89165039480244e-08
1890,6.899147194872057e-06,6.554386366985909e-08
1891,7.355849987789043e-06,8.732681688883304e-08
1892,7.3680095908912335e-06,7.459529971498569e-08
1893,6.9466939578433085e-06,7.513268318604105e-08
1894,7.271345964454667e-06,4.096000627562546e-08
1895,7.390256712369592e-06,3.250051805459009e-08
1896,7.37600393563298e-06,5.189385643422639e-08
1897,6.913395793617383e-06,3.204692433644851e-08
1898,6.723257200746957e-06,2.4896761097181752e-08
1899,7.186404843650962e-06,4.36678710968863e-08
1900,7.016227300482569e-06,3.737558340599634e-08
1901,6.199587915034499e-06,7.041810912156166e-08
1902,5.683653427013269e-06,4.861180846749136e-08
1903,6.321498034367323e-06,5.238213707237094e-08
1904,6.116860816973713e-06,5.2671325967423854e-08
1905,6.651186254202912e-06,7.48310040599165e-08
1906,6.6406280154751585e-06,9.568183462205226e-08
1907,6.609582442251849e-06,6.119983453345412e-08
1908,6.807676470543811e-06,4.3220223178153105e-08
1909,7.284402528284772e-06,6.87622933592813e-08
1910,7.614345918227627e-06,5.6113583446482096e-08
1911,7.649101917195367e-06,6.863282608904342e-08
1912,7.912068895166158e-06,4.2196311944575626e-08
1913,7.967742135406297e-06,6.68176705076462e-08
1914,7.080467327114093e-06,5.357395016503119e-08
1915,6.2167081011921255e-06,3.180805774327666e-08
1916,7.178108944572159e-06,4.614734105956586e-08
1917,7.728039179255575e-06,5.1542195067533214e-08
1918,7.680939859255886e-06,4.824277954895706e-08
1919,8.688526008882036e-06,7.458357220713197e-08
1920,7.679757288769906e-06,7.950843494697324e-08
1921,8.151305507908546e-06,4.4679210553510984e-08
1922,8.751707127885311e-06,7.156597447988133e-08
1923,9.295324218783207e-06,1.2208340249841854e-07
1924,9.403151011611044e-06,9.53980197060389e-08
1925,9.479329776240775e-06,8.578578647444601e-08
1926,9.270243765513442e-06,7.133528345804052e-08
1927,1.0570580514013272e-05,7.469980300989221e-08
1928,8.211895647036727e-06,4.227635086451187e-08
1929,9.332318256838334e-06,7.798284595850191e-08
1930,8.036307178826974e-06,8.928063088831095e-08
1931,7.026840364687814e-06,5.1324104077821175e-08
1932,6.98670461929396e-06,3.726242447932293e-08
1933,6.354746659553712e-06,5.850037765320337e-08
1934,6.7012977638114535e-06,6.829500698302127e-08
1935,6.5490451959249185e-06,7.061287554677165e-08
1936,6.480660090346646e-06,6.7898401123756e-08
1937,6.078991987124027e-06,4.658713570471207e-08
1938,7.375910286100407e-06,6.093650872784906e-08
1939,6.738558681718132e-06,4.129393538221393e-08
1940,5.170461548686944e-06,2.25684674504123e-07
1941,7.142636320622842e-06,9.149658497520363e-08
1942,8.113482351745915e-06,9.709477910568864e-08
1943,8.808415884686838e-06,8.419382346858129e-08
1944,8.919805054574681e-06,8.675602281016381e-08
1945,8.981972371202573e-06,4.7927088520083316e-08
1946,9.934099580277689e-06,9.744773254993788e-08
1947,9.82160543117061e-06,7.152522574216391e-08
1948,8.54530401284137e-06,6.414414022160031e-08
1949,7.46681632790569e-06,5.890204901604079e-08
1950,8.71674211566642e-06,6.274863295629984e-08
1951,9.372438569243968e-06,8.3158931296623e-08
1952,7.297004344763991e-06,8.119499095293747e-08
1953,7.302500108608001e-06,6.033343291633742e-08
1954,9.135366894952313e-06,8.893007841237477e-08
1955,7.562922803572292e-06,4.223523664137474e-08
1956,8.049613882121776e-06,1.0029313113335547e-07
1957,7.095418652625085e-06,6.184526391006528e-08
1958,8.25900821155301e-06,8.189520883661316e-08
1959,7.508924454668886e-06,6.355613169084506e-08
1960,8.869048258475232e-06,5.12141678510325e-08
1961,8.532339165867597e-06,6.60075102909552e-08
1962,8.988455135749973e-06,5.834599958731701e-08
1963,8.216414073558553e-06,6.789355810887798e-08
1964,8.293057305763796e-06,6.44900627344569e-08
1965,8.62120441524894e-06,8.481667457260755e-08
1966,7.675495936609877e-06,7.034624838198056e-08
1967,8.859813078743173e-06,7.937840607041835e-08
1968,1.0162277703784639e-05,8.623518543693365e-08
1969,7.66512454219992e-06,4.768845651703657e-08
1970,7.704703875788255e-06,5.2885338469588206e-08
1971,8.745552520394995e-06,5.2925494875566415e-08
1972,7.724975262135558e-06,6.104874605838972e-08
1973,7.306648797111848e-06,5.5132038490057766e-08
1974,5.882660474298973e-06,4.781735918335528e-08
1975,6.461968837356835e-06,4.226495331494107e-08
1976,6.380866921062989e-06,4.627956817770951e-08
1977,6.3674929151602555e-06,3.70237254188055e-08
1978,6.730690046197196e-06,4.455443547435323e-08
1979,7.92357178625025e-06,4.6815788135035064e-08
1980,6.8886970439052675e-06,4.26386319585248e-08
1981,6.988466935808901e-06,3.668818726598744e-08
1982,6.565675278125127e-06,4.593551761189474e-08
1983,7.117992709027021e-06,4.547027465662268e-08
1984,7.313129742669844e-06,3.8853358530488435e-08
1985,6.841494354148381e-06,4.331201908236437e-08
1986,7.83958790862016e-06,4.855533330960782e-08
1987,7.424642575415419e-06,4.949761756023463e-08
1988,6.861856377327058e-06,4.6173464385290686e-08
1989,7.395244693952918e-06,7.902895760025785e-08
1990,6.852768422049849e-06,4.740326509100612e-08
1991,6.823331858640813e-06,3.575493795482387e-08
1992,6.9744873485433345e-06,4.848750889685505e-08
1993,7.823576481769123e-06,5.151463078334473e-08
1994,7.392282213913859e-06,3.692448591330333e-08
1995,7.869602939081233e-06,3.68726640331829e-08
1996,7.072438165778294e-06,4.644140116916162e-08
1997,7.119459155546792e-06,5.514128553762987e-08
1998,7.801136462148861e-06,3.1469653660742836e-08
1999,7.878112853632047e-06,3.7475651026852574e-08
2000,7.710348711498227e-06,4.064588832175531e-08
2001,7.4432406336200074e-06,3.8554664238965586e-08
2002,8.305043820655555e-06,3.7240381001169e-08
2003,7.929654202598613e-06,4.166923073256612e-08
2004,8.126399279717589e-06,6.210755565394521e-08
2005,8.000460979928903e-06,5.044199458126286e-08
2006,8.485735691010632e-06,4.406142339874464e-08
2007,9.349479000775318e-06,3.634976275534996e-08
2008,9.556674797295273e-06,4.640609319039868e-08
2009,9.672755481915374e-06,4.148327659159179e-08
2010,1.2447667018022912e-05,3.637320622473794e-08
2011,1.3432466630547424e-05,4.8182046352707175e-08
2012,1.624815797640622e-05,4.595741054380653e-08
2013,1.89769286862429e-05,5.773488798155313e-08
2014,2.0392647911648965e-05,7.275895486102968e-08
2015,2.1444258891278878e-05,7.492024600708191e-08
2016,2.3243335817824118e-05,8.368213633147548e-08
2017,2.527233527871431e-05,1.1269939159674891e-07
2018,2.85523128695786e-05,6.89251604679697e-08
2019,2.778484804366599e-05,7.142765756640301e-08
