year,deux_DET yeux_NOUN,deux_DET dieux_NOUN
1800,1.166484995707151e-06,5.659496160603794e-08
1801,1.673971325999446e-06,1.6430159632818686e-07
1802,1.1323471369451e-06,1.1189200677108602e-07
1803,1.924984864842827e-06,8.971560450099503e-08
1804,1.2433409821710484e-06,5.190886831485386e-08
1805,6.908192631271959e-07,1.0802934991005486e-07
1806,6.282038427229963e-07,2.881669214360727e-08
1807,6.491057611412998e-07,3.131650672116848e-08
1808,7.228775942280663e-07,9.74411822340926e-08
1809,1.1362923331148522e-06,6.099382510171836e-08
1810,7.933029806395098e-07,6.786367556799178e-08
1811,5.56571016829821e-07,1.0780430548251729e-07
1812,6.267939069992678e-07,1.600324939232678e-08
1813,5.463909253933252e-07,5.463909147351842e-08
1814,3.901879637169259e-07,2.5173417128598885e-08
1815,3.80308513125982e-07,2.1577788000826104e-08
1816,1.1495315490606117e-06,6.489290882427667e-08
1817,1.558430271941802e-06,9.185553295765203e-08
1818,1.4114673660969856e-06,1.3947778043643666e-07
1819,1.6251148053925135e-06,1.956348452125667e-07
1820,5.304317092225119e-07,1.0917162907020383e-07
1821,7.938498018944529e-07,1.4101928158538612e-07
1822,6.576804167934824e-07,1.373509377344817e-07
1823,7.046355960937944e-07,5.830785188010168e-08
1824,6.122148938914052e-07,8.336901302641309e-08
1825,9.93253998160526e-07,1.039042309969318e-07
1826,7.847914247349763e-07,1.0305341646699162e-07
1827,7.465991185284793e-07,8.019027575301152e-08
1828,6.604056608239262e-07,1.0731592620105701e-07
1829,1.3279850143987915e-06,1.2774032143170189e-07
1830,8.182479191987113e-07,5.84462813701947e-08
1831,8.466025072095817e-07,1.7929887619061446e-07
1832,1.3502909368412475e-06,1.6912462186269295e-07
1833,8.780390228224633e-07,1.5406225273295604e-07
1834,9.315861575487361e-07,1.0734710742532627e-07
1835,6.708459210358342e-07,1.0361430469174593e-07
1836,9.241031442286385e-07,1.1290860157942006e-07
1837,9.059173891046157e-07,7.444943150858307e-08
1838,9.253629258410001e-07,1.230871582436066e-07
1839,8.571548448799149e-07,6.292327769941153e-08
1840,7.235966101859503e-07,1.3376346430504782e-07
1841,5.29695270756747e-07,1.4125206604376217e-07
1842,6.044146800832095e-07,1.6032753791250798e-07
1843,7.300942233001706e-07,1.943373809099036e-07
1844,6.53687643570322e-07,1.5587514035075856e-07
1845,6.26101570588844e-07,9.877003837033271e-08
1846,7.523034408762896e-07,1.0421012719419309e-07
1847,4.217500899628135e-07,1.5424620336546013e-07
1848,4.786906921960821e-07,1.0297883967780308e-07
1849,5.404722855928412e-07,1.7345389480283302e-07
1850,6.958720817351605e-07,1.2152302808488002e-07
1851,5.262741797906756e-07,1.4511237544923006e-07
1852,6.491013921916533e-07,2.057332437743753e-07
1853,5.995819503112898e-07,1.6661689627994747e-07
1854,4.95146824874837e-07,1.2365681351100832e-07
1855,6.920246278241393e-07,1.7619031211779657e-07
1856,5.679376684497583e-07,1.7395355911276056e-07
1857,7.288092831458926e-07,1.2887183942211777e-07
1858,6.464546000728433e-07,1.3212925198402559e-07
1859,5.336597901361984e-07,1.4258085179186253e-07
1860,7.062594917783827e-07,1.441812926827879e-07
1861,6.456154384437696e-07,1.1837068680797813e-07
1862,6.397468812480156e-07,1.0255829077654433e-07
1863,7.312125065439545e-07,1.1987089765241876e-07
1864,6.779745485019362e-07,1.3521132569138672e-07
1865,8.495854153522941e-07,1.1202289407208355e-07
1866,7.011348301944054e-07,1.2601937449119305e-07
1867,7.720822807755212e-07,4.270473930034768e-08
1868,6.821966245240674e-07,1.3535254694829746e-07
1869,6.421827585256779e-07,1.596910754741998e-07
1870,9.208882190137047e-07,1.2557566719806346e-07
1871,5.820405242218385e-07,1.9011907270716222e-07
1872,5.678451735491308e-07,9.131482225921417e-08
1873,6.518759114726436e-07,1.2391029036162848e-07
1874,6.434654018505626e-07,3.465273290537141e-08
1875,7.63251740920623e-07,7.495200726737039e-08
1876,1.616099709167429e-06,1.0640986403132047e-07
1877,8.089739083061431e-07,6.184815948273581e-08
1878,6.944952222198708e-07,1.6426320925688742e-07
1879,7.490032878365582e-07,1.411254153538266e-07
1880,6.193221651074055e-07,9.947661361309201e-08
1881,7.014342635613957e-07,5.99635666120868e-08
1882,8.698588302991084e-07,1.1846585867836268e-07
1883,6.87544067901058e-07,8.088753844504026e-08
1884,7.215655060122117e-07,8.252121030949411e-08
1885,7.193329345511756e-07,8.766064363285864e-08
1886,7.189158779397076e-07,4.452890012274224e-08
1887,8.709585550548127e-07,7.18181736303336e-08
1888,8.236458413080072e-07,9.447516013949553e-08
1889,8.1321474176832e-07,5.513320411321132e-08
1890,7.773502446184466e-07,5.898947907923002e-08
1891,8.165375788848905e-07,4.525696306600935e-08
1892,6.682234463539771e-07,5.0774948689991106e-08
1893,6.928218603263758e-07,5.296238164698153e-08
1894,7.858019230866375e-07,4.4110774588546064e-08
1895,8.034850367266699e-07,5.476939146653592e-08
1896,9.057836685144594e-07,6.722613155041302e-08
1897,7.469846519114753e-07,5.5936448806193084e-08
1898,6.507107883635399e-07,4.809601694688581e-08
1899,8.252674277287042e-07,6.411990938204326e-08
1900,7.423205747869588e-07,4.775768980280759e-08
1901,8.506060424906536e-07,7.48891029744847e-08
1902,6.628882971426719e-07,4.517461049680094e-08
1903,6.993285026624108e-07,9.072369877571873e-08
1904,6.175444262623841e-07,4.729670255443352e-08
1905,7.013471634564894e-07,6.450948930591949e-08
1906,6.40965398090998e-07,7.459067263848596e-08
1907,6.64455342302972e-07,6.479982594953526e-08
1908,6.512502128686037e-07,7.956450565060891e-08
1909,7.519844729131364e-07,1.1277016209731983e-07
1910,7.604726661725181e-07,9.405705325704616e-08
1911,7.496407050666676e-07,6.171633826212997e-08
1912,7.51719483105262e-07,5.4177979436076384e-08
1913,7.843121672124198e-07,5.727228935548112e-08
1914,8.002608815615986e-07,6.36190673475312e-08
1915,6.420515035188146e-07,6.597226875904028e-08
1916,7.570361333364417e-07,4.9443579008823235e-08
1917,6.755317691897744e-07,3.618920030312722e-08
1918,7.213444206399799e-07,2.986457836584577e-08
1919,7.66093009474389e-07,3.0385898908136255e-08
1920,9.283556181571839e-07,7.875120600076002e-08
1921,8.436040417336699e-07,5.982470657750483e-08
1922,8.65431861285515e-07,5.681010173397283e-08
1923,9.522505308723339e-07,7.643482602404106e-08
1924,8.237747746164814e-07,8.895221081939297e-08
1925,9.93135458315919e-07,7.478760699619613e-08
1926,8.9503491551568e-07,9.474217677052366e-08
1927,9.454542748699168e-07,5.686104742608222e-08
1928,9.083702607881605e-07,7.198406271058388e-08
1929,8.756359157757743e-07,6.684243780696875e-08
1930,7.930220853324954e-07,7.45755848186036e-08
1931,7.265212005336252e-07,9.352392726924563e-08
1932,7.17849637510426e-07,7.781270938700402e-08
1933,6.630042825861437e-07,6.767690852171881e-08
1934,5.715213973189748e-07,9.345632712154384e-08
1935,7.396399688275324e-07,9.694310154628738e-08
1936,7.17783084525081e-07,1.0427254437672673e-07
1937,7.000661526035401e-07,8.058315947856443e-08
1938,7.999537388059252e-07,6.612259539906518e-08
1939,6.775264296265959e-07,5.6587988517264876e-08
1940,5.147639203784138e-07,1.3439649704238832e-07
1941,6.699910954921506e-07,8.264207496111453e-08
1942,7.555187409025166e-07,1.3957374789264065e-07
1943,8.506479396430677e-07,1.3935529463715568e-07
1944,9.446767492704566e-07,1.542329339798698e-07
1945,7.907969461484754e-07,1.4595977315678965e-07
1946,7.392106340375904e-07,9.327139949277807e-08
1947,8.261163486622536e-07,9.894323049763898e-08
1948,8.664894579624161e-07,9.458542371554302e-08
1949,7.549279672502962e-07,9.915178589281481e-08
1950,9.571825145826551e-07,1.1060776383686743e-07
1951,7.420335812469148e-07,7.462981521655365e-08
1952,6.875212434920286e-07,7.803154966623538e-08
1953,6.485843826453674e-07,1.4760143907111e-07
1954,7.251221987303325e-07,7.524852785323333e-08
1955,5.969246856807331e-07,9.667175993044452e-08
1956,7.805421660123102e-07,6.104799132877758e-08
1957,6.758804111939298e-07,1.2545753858006492e-07
1958,6.468894397926306e-07,8.768577797191313e-08
1959,4.991481503680006e-07,9.455912008959899e-08
1960,6.913912642403375e-07,1.4049292174078687e-07
1961,6.913418317822106e-07,1.1742388927871161e-07
1962,5.974123205021442e-07,9.449514815074167e-08
1963,6.621238597404044e-07,8.535189977010305e-08
1964,6.795792515390531e-07,1.1194501847722194e-07
1965,6.577396369777944e-07,9.028871161831376e-08
1966,6.425326617431892e-07,1.5897144267640329e-07
1967,7.218011290888171e-07,7.494109993677611e-08
1968,6.773055147846208e-07,1.0195513699962078e-07
1969,5.654488361983567e-07,8.402251894246149e-08
1970,6.028928325463312e-07,9.335411843558461e-08
1971,5.904018536284639e-07,6.474380898069398e-08
1972,5.089105634681346e-07,8.772550863511697e-08
1973,5.121766193383337e-07,1.0475087486305767e-07
1974,4.5285853289556144e-07,7.594521733711446e-08
1975,4.117977177031662e-07,6.453972689612897e-08
1976,4.919346743292863e-07,1.079856555286085e-07
1977,4.501614938590137e-07,8.22749428586178e-08
1978,5.019799651506673e-07,1.4970290140858822e-07
1979,4.7283944937248634e-07,7.666085422020075e-08
1980,4.963136603919338e-07,7.106438326687226e-08
1981,5.205927493534546e-07,7.084615805119654e-08
1982,6.28819986303597e-07,5.772976985340961e-08
1983,6.037442332740284e-07,6.946847652677945e-08
1984,4.830573949732297e-07,6.320919276880943e-08
1985,4.740259775815048e-07,7.820225167431971e-08
1986,5.868601533620676e-07,6.533989016510588e-08
1987,4.7481045939434807e-07,1.0571713238149982e-07
1988,4.779253508502279e-07,1.0194141486508101e-07
1989,4.434402747222066e-07,7.079677288857056e-08
1990,4.587763982044635e-07,8.663354988946992e-08
1991,4.2554237822400864e-07,8.03020716588776e-08
1992,4.716512265190431e-07,6.832330923245422e-08
1993,4.331660328205089e-07,6.14852027069901e-08
1994,5.037554942077804e-07,7.384897215967356e-08
1995,4.6253504137894197e-07,6.506940808392869e-08
1996,4.686844992107808e-07,5.711758443993631e-08
1997,4.7085864807172584e-07,8.439014598238259e-08
1998,4.772897455040948e-07,8.296544629082803e-08
1999,4.830702522440333e-07,9.963038327676088e-08
2000,4.5461545283842497e-07,1.0161472552283612e-07
2001,4.1621510860068156e-07,5.695575477915327e-08
2002,4.911349442693336e-07,8.236696391605847e-08
2003,5.004474346037568e-07,6.750415226797202e-08
2004,5.030271736927716e-07,8.369103099425956e-08
2005,4.3596297061299083e-07,7.29607423366474e-08
2006,5.394435760308625e-07,7.865169404652761e-08
2007,5.088966830157915e-07,8.747910040796114e-08
2008,5.666652072022771e-07,7.791114597921478e-08
2009,6.251100472809412e-07,6.150968445695071e-08
2010,7.439974254452864e-07,6.093693194486605e-08
2011,8.278899343849844e-07,7.533224777311887e-08
2012,1.0573608761887954e-06,7.251058420365553e-08
2013,1.2163374805140847e-06,5.29933741333366e-08
2014,1.2466467467220355e-06,6.777843530869632e-08
2015,1.2966966380645317e-06,7.71368227070468e-08
2016,1.3411926857997969e-06,9.383170418431064e-08
2017,1.124981338307407e-06,8.603390999617488e-08
2018,1.3134502125922154e-06,5.705041483672346e-08
2019,1.2614633959628918e-06,5.3825841561661036e-08
