year,mes_DET hivers_NOUN,mes_DET divers_ADJ
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,1.3310770263785798e-09,1.9966155395678697e-09
1883,4.423537092179686e-09,1.2638677659992936e-08
1884,6.601696966868076e-10,5.941527270181268e-09
1885,7.090199094506033e-09,1.2891271383708158e-09
1886,1.2906927748801422e-09,4.5174246565693466e-09
1887,1.3057849246322917e-09,1.4363633837888301e-08
1888,7.60873763994141e-09,1.268122939990235e-09
1889,6.265136742733546e-10,5.6386229019267375e-09
1890,6.554386478008212e-10,3.2771931834929546e-09
1891,2.5496880162734215e-09,5.736798147637501e-09
1892,3.1342561879199593e-09,1.8805537127519756e-09
1893,4.310891643655168e-09,3.079208221734575e-09
1894,0.0,2.520615716150587e-09
1895,7.22233739480771e-09,8.426059849853118e-09
1896,2.948514543632541e-09,7.076434549446731e-09
1897,5.826713556089658e-10,2.330685422435863e-09
1898,5.092519295146758e-09,4.52668391659472e-09
1899,3.3165470370022376e-09,4.9748205555033564e-09
1900,7.26747462209687e-09,4.671947717582725e-09
1901,3.912117296778206e-09,2.235495566438317e-09
1902,1.4730852093691738e-09,1.1293653123800595e-08
1903,1.0800440541913758e-09,2.1600881083827517e-09
1904,1.6123875568041512e-09,6.449550227216605e-09
1905,1.0321518084666081e-09,3.096455536422127e-09
1906,1.5432553013283723e-09,6.173021205313489e-09
1907,1.5428529565042481e-09,2.5714217422034835e-09
1908,7.367083831866239e-09,2.9468334439286537e-09
1909,5.500983557560346e-10,1.5402754627302784e-08
1910,2.137660271017694e-09,8.550641084070776e-09
1911,2.128149656499545e-09,7.980561100850991e-09
1912,1.0418842455450772e-09,1.2502610502451716e-08
1913,5.302989602995467e-09,7.954484182448596e-09
1914,1.3393487430235496e-09,6.027069510139427e-09
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,1.315970976634162e-08
1918,3.44591288836682e-09,1.1486376294556067e-08
1919,9.207848705727883e-09,1.5653341733923298e-08
1920,1.3630017114962811e-08,4.543339038320937e-09
1921,7.572747762196741e-09,5.300923255902035e-09
1922,5.164555005876537e-09,3.6889677978990676e-09
1923,1.6985516992917837e-08,7.431163684401554e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,1.0998177923937646e-09,1.2097995494286806e-08
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,8.919379901328739e-09
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,0.0,7.798284684668033e-09
1930,2.100720708497761e-09,5.2518016602221e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,3.4411986593596566e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,0.0
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,0.0,9.176430282309411e-09
1940,0.0,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,6.960552134671616e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,3.2615663503321457e-09,1.0871888278529696e-08
1949,6.8719057111366055e-09,4.908504269707237e-09
1950,3.190608444114673e-09,6.381216888229346e-09
1951,3.1984206394497505e-09,1.0661401539380222e-08
1952,4.2179215675730575e-09,9.490323193972472e-09
1953,8.619061908632375e-09,7.54167928107563e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,4.360570571293465e-09,8.72114158667614e-10
1957,3.534015080575159e-09,1.501956425897788e-08
1958,9.099467845885556e-09,4.9633461784992505e-09
1959,6.975673039200103e-09,3.100299128533379e-09
1960,5.536666680683311e-09,6.2287499602575735e-09
1961,4.16889545107324e-09,6.25334317660986e-09
1962,1.2683912808952869e-09,1.2683912586908264e-08
1963,1.2932106496776896e-09,1.0992290633282664e-08
1964,1.155953976983426e-08,8.517555549758526e-09
1965,3.830430195250756e-09,6.0192477668863376e-09
1966,8.308612464702492e-09,7.754704434148607e-09
1967,7.395503320850594e-09,4.930335695263466e-09
1968,7.186265305048067e-09,4.491415683816058e-09
1969,6.8126366770115965e-09,4.087581828571274e-09
1970,7.3579600190498695e-09,1.103694025061941e-08
1971,4.624557625731995e-09,4.1107179882260425e-09
1972,7.69522046084603e-09,7.69522046084603e-09
1973,1.0475087242056702e-08,3.859242703185828e-09
1974,6.18812873165453e-09,3.937900228123681e-09
1975,7.996072248772634e-09,3.998036124386317e-09
1976,9.141642998145016e-09,5.142174241967723e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,7.72276909088987e-09,6.534650598410963e-09
1979,9.363157582598092e-09,2.925986564150662e-09
1980,6.253665585376211e-09,5.685150683554241e-10
1981,5.060439622894819e-09,4.427884725544118e-09
1982,3.1037510339615437e-09,3.7245013739806154e-09
1983,1.2630632539867293e-08,5.68378455412244e-09
1984,2.8995041922996734e-09,6.958810416790584e-09
1985,6.015557940663996e-09,3.609334831011779e-09
1986,2.997242676272549e-09,3.5966913891627428e-09
1987,3.0554083707556856e-09,7.332980445085013e-09
1988,5.99655392008458e-09,8.994830658082265e-09
1989,3.841685636274406e-09,2.1952488715726304e-09
1990,8.172976073694826e-09,3.814055737905164e-09
1991,4.689172272698272e-09,5.2753188484189195e-09
1992,6.611932834577061e-09,2.7549720282848966e-09
1993,9.416652901883538e-09,3.323524566667402e-09
1994,6.329911705904578e-09,3.164955852952289e-09
1995,5.4224509327127635e-09,3.253470381991974e-09
1996,4.804283193493575e-09,2.135236876199542e-09
1997,3.3564262480467733e-09,3.835915585170824e-09
1998,5.72175506974304e-09,4.7681290027412615e-09
1999,3.656160929565999e-09,4.570201106446348e-09
2000,2.6508187866980393e-09,2.2090156370779823e-09
2001,2.190605918883648e-09,3.943090742808408e-09
2002,5.695587723675288e-09,6.571832411594869e-09
2003,2.9168460979889232e-09,3.333538334260311e-09
2004,5.726228824443069e-09,3.9643119897903034e-09
2005,4.053374524914943e-09,6.305249655724765e-09
2006,5.7650457740976435e-09,8.64756888319107e-09
2007,4.393927444112933e-09,5.592271090648637e-09
2008,1.1069342775726909e-08,7.2376473703172906e-09
2009,7.15228898329201e-09,6.198650481792356e-09
2010,9.919965737736902e-09,4.723792912386671e-09
2011,6.883149494818497e-09,4.206369030868018e-09
2012,1.2595734927289826e-08,9.531907707582832e-09
2013,8.088462843947042e-09,7.2517249982695375e-09
2014,8.661780848129297e-09,1.147685946278898e-08
2015,8.422986585987502e-09,1.219116452233493e-08
2016,1.1392370602436586e-08,9.113896304313585e-09
2017,1.2074934219175049e-08,8.553078245654433e-09
2018,9.035133752277602e-09,9.035133530232997e-09
2019,7.908062371608793e-09,8.16316081397872e-09
