year,plus_ADV écrit_VERB,plus_ADV décrit_VERB
1944,1.0924833304670756e-07,3.2131861615880553e-09
1945,8.06046500656521e-08,2.178504043826024e-09
1946,8.213451252458981e-08,0.0
1947,1.06095754404123e-07,4.7683483828109274e-09
1948,7.175445659868274e-08,1.0871887834440486e-09
1949,7.951776836989666e-08,9.817008317369869e-10
1950,6.7002780212988e-08,2.1270722960764488e-09
1951,7.249753508631329e-08,6.396841278899501e-09
1952,7.592258555177978e-08,2.1089607837865287e-09
1953,7.326202933199966e-08,6.464296653518886e-09
1954,1.0163437735855041e-07,2.9317608341017376e-09
1955,7.133061785680184e-08,7.508486277174597e-09
1956,7.151336234301198e-08,2.616342476002842e-09
1957,7.509782307124624e-08,3.534015080575159e-09
1958,6.948684472263267e-08,0.0
1959,8.138285068071127e-08,5.425523585955716e-09
1960,8.858666689093297e-08,6.920833350854139e-10
1961,9.032606840264634e-08,1.3896318540318475e-09
1962,1.0527647731350953e-07,2.5367825617905737e-09
1963,7.241979460559378e-08,8.405868889838075e-09
1964,8.882593505177283e-08,1.8251904432275978e-09
1965,8.208065338521919e-08,7.660860390501512e-09
1966,9.914943888134076e-08,4.985167390003653e-09
1967,9.416940827122744e-08,8.874604162656397e-09
1968,8.893003666798904e-08,7.186265360559219e-09
1969,6.767218962977495e-08,4.995933444718048e-09
1970,7.633883569724276e-08,5.058597540852361e-09
1971,8.015899766178336e-08,5.652237344833111e-09
1972,1.0568102482011454e-07,5.130146973897354e-09
1973,9.041654180919068e-08,5.513203671370093e-09
1974,7.369499144260772e-08,5.06301445213353e-09
1975,7.13935008889166e-08,3.998036124386317e-09
1976,8.227478787148357e-08,3.9994687561772935e-09
1977,7.698584170157119e-08,4.7014254711541525e-09
1978,7.900986531694798e-08,5.346532105932056e-09
1979,8.543881335754122e-08,8.192762912528906e-09
1980,8.129765660669364e-08,5.116635559687666e-09
1981,9.172046588901139e-08,9.488323904349727e-09
1982,8.13182765568854e-08,3.7245013739806154e-09
1983,8.083604541297973e-08,8.209910973278056e-09
1984,1.0380225035078183e-07,6.958810416790584e-09
1985,7.940536761452677e-08,9.02333674446254e-09
1986,1.0730128963132302e-07,7.792831269171074e-09
1987,9.471766304613993e-08,6.721898593298192e-09
1988,9.774382903060541e-08,4.797243047249822e-09
1989,1.218363081534335e-07,1.1525056464734007e-08
1990,9.208220319578686e-08,1.198703181159999e-08
1991,9.202500450555817e-08,8.20605094986604e-09
1992,9.036308767917944e-08,9.366905473484621e-09
1993,1.0025965480053856e-07,1.1078414630105726e-08
1994,9.072874007642895e-08,7.384897138251745e-09
1995,1.0194207789027132e-07,1.0844901865425527e-08
1996,1.0569422670414497e-07,1.1209993822092201e-08
1997,9.062350869726288e-08,7.671831170341648e-09
1998,9.917708609918918e-08,1.0489884516573511e-08
1999,1.0191548938109918e-07,9.597422412355172e-09
2000,9.763849817545633e-08,9.719669513685858e-09
2001,1.0646344605902414e-07,1.4019877703219663e-08
2002,1.0120621851683609e-07,1.5772396722013582e-08
2003,1.0917337789351222e-07,7.500461585152607e-09
2004,1.0791738702664588e-07,1.6738207264666016e-08
2005,7.431187043493992e-08,1.6213498099659773e-08
2006,8.647568705555386e-08,1.3589036562677848e-08
2007,8.628075676142544e-08,8.787854888225866e-09
2008,9.919834553784312e-08,1.0643598891135753e-08
2009,8.153609343253265e-08,1.2397300963584712e-08
2010,8.739016976733183e-08,1.5116137674908714e-08
2011,6.883149694658641e-08,1.185431308670104e-08
2012,8.612759216930499e-08,7.148930780687124e-09
2013,7.502746512955127e-08,7.80955033974351e-09
2014,1.0632335545324167e-07,5.630157673408576e-09
2015,8.555981168001381e-08,4.211493376260478e-09
2016,7.684671743390936e-08,7.871092222444531e-09
2017,7.446209338013432e-08,5.7859059765519305e-09
2018,7.305551008585098e-08,5.421080029321956e-09
2019,9.974362313869278e-08,5.612172948588068e-09
