year,plus_ADV écrit_VERB,plus_ADV décrit_VERB
1800,1.1947824418712116e-07,3.144164395507687e-08
1801,1.2144030847593967e-07,1.4287095950749062e-08
1802,1.2531904758361634e-07,2.2378401354217203e-08
1803,1.3067273130218382e-07,2.145373123596528e-08
1804,1.9033252840472414e-07,0.0
1805,1.7341554325867037e-07,2.842877711017877e-09
1806,1.9019016406218725e-07,0.0
1807,1.679703558465917e-07,0.0
1808,1.3143228727585665e-07,0.0
1809,1.3102376783535874e-07,0.0
1810,1.9891076874500868e-07,0.0
1811,9.777599530025327e-08,0.0
1812,8.268345652595599e-08,2.6672083208723052e-08
1813,1.4091133948568313e-07,8.627225156487839e-09
1814,1.604805390797992e-07,0.0
1815,1.2137506644194218e-07,0.0
1816,1.4137383175238938e-07,0.0
1817,1.3856173097792635e-07,0.0
1818,1.2398024296089716e-07,3.5763532135746345e-09
1819,8.280839836061205e-08,3.1053151161586356e-09
1820,2.2427649071232736e-07,0.0
1821,9.861488337037372e-08,0.0
1822,2.1154049534288788e-07,0.0
1823,1.096978223813494e-07,0.0
1824,7.663212642228245e-08,8.421112696055388e-10
1825,8.365170600654892e-08,0.0
1826,8.015265962058038e-08,1.7615968683770689e-09
1827,1.244331855332348e-07,0.0
1828,1.164882235116238e-07,0.0
1829,1.2002446680980938e-07,0.0
1830,1.1897992635567789e-07,0.0
1831,1.0446107978623331e-07,1.5591206103948707e-09
1832,9.606278439378002e-08,1.3529969367098715e-09
1833,7.18184978154568e-08,0.0
1834,1.2601616106167057e-07,2.8003592777992026e-09
1835,9.529490796467144e-08,2.2689263801112247e-09
1836,1.451682010156219e-07,0.0
1837,9.74104708006962e-08,6.957890930081589e-10
1838,1.0288823659720947e-07,6.312161904276081e-10
1839,1.0627042001942755e-07,5.5931801412612e-09
1840,1.1847620839944284e-07,0.0
1841,1.0593905130917847e-07,5.778493683550323e-09
1842,1.2745704225380905e-07,0.0
1843,1.4767277889404795e-07,0.0
1844,1.4325145514249016e-07,1.097712254427563e-09
1845,1.3448349989175767e-07,5.580227946389016e-10
1846,9.133022160767723e-08,1.1709002656346001e-09
1847,1.3213397664912918e-07,2.6966118227278457e-09
1848,1.3676877586021874e-07,0.0
1849,1.0641856817983353e-07,1.6758829879393033e-09
1850,6.653215933738466e-08,3.394498016007219e-09
1851,9.480675089434953e-08,8.384270167027807e-09
1852,1.1588770831849615e-07,5.208436348880241e-09
1853,1.1048074100017402e-07,2.388772735173461e-09
1854,1.028741536401867e-07,0.0
1855,1.1887539130839286e-07,1.0613874223963649e-09
1856,1.2684112959959748e-07,5.177189232874468e-10
1857,1.4742157361524733e-07,0.0
1858,8.563932851757272e-08,9.297984604472731e-09
1859,1.2679511485202966e-07,4.073738679721828e-09
1860,1.1397187904549355e-07,0.0
1861,9.950683477200073e-08,0.0
1862,1.161122469284237e-07,8.584174260306554e-09
1863,1.40348845434346e-07,9.989241656072068e-10
1864,7.240038968348017e-08,0.0
1865,8.84886759422443e-08,2.3534221238463715e-09
1866,8.563478814949121e-08,0.0
1867,6.599823620945244e-08,0.0
1868,8.842374654705054e-08,4.93987406535723e-10
1869,7.81363098667498e-08,2.441759683335931e-09
1870,1.2786928493824234e-07,4.013834153937523e-09
1871,7.222400455475508e-08,3.18635318130589e-09
1872,6.107812566824578e-08,1.8142017887967654e-09
1873,1.0176207609902121e-07,1.1972008939764578e-09
1874,7.169531102135807e-08,1.7923826867161097e-09
1875,1.1271408340007838e-07,2.2886108563824337e-09
1876,1.3361692197122466e-07,4.232210137899983e-09
1877,8.720590471966716e-08,7.421779191219002e-09
1878,1.0266450800600069e-07,3.0195443923020093e-09
1879,9.163987613192148e-08,3.665595160740054e-09
1880,8.792449079919606e-08,6.417846254436199e-10
1881,1.3875289539555524e-07,0.0
1882,9.916524135178406e-08,7.320923423037584e-09
1883,8.910267723649667e-08,1.2638677882037541e-09
1884,8.054070121943369e-08,1.2543224237049344e-08
1885,1.005519152386114e-07,0.0
1886,1.1035422886607194e-07,3.872078213618124e-09
1887,7.76942030711325e-08,3.264462256069578e-09
1888,8.179392807505792e-08,6.974675947901687e-09
1889,9.209750828631513e-08,6.265136742733546e-10
1890,7.406456603575862e-08,6.554386478008212e-10
1891,8.350228597464593e-08,0.0
1892,6.70730813112641e-08,1.2537024751679837e-09
1893,6.158416709922676e-08,0.0
1894,6.868678070759415e-08,1.2603078580752936e-09
1895,5.777869915846168e-08,3.0093072478365457e-09
1896,7.017464298542109e-08,4.1279202278587945e-09
1897,8.390467343133423e-08,2.9133566670225264e-09
1898,7.751945929612702e-08,1.13167097914868e-09
1899,8.45719512199139e-08,5.527578395003729e-10
1900,7.630848131157109e-08,5.191053142894475e-10
1901,8.941982088117584e-08,2.794369402536745e-09
1902,6.285163323127563e-08,2.9461704187383475e-09
1903,8.532347806067264e-08,0.0
1904,7.363236420587782e-08,1.0749250378694342e-09
1905,9.186150862205977e-08,2.580379465655369e-09
1906,8.796555306389564e-08,2.0576738091193647e-09
1907,7.30283744587723e-08,1.5428529565042481e-09
1908,5.6480974564010467e-08,2.4556945366072114e-09
1909,7.97642627503592e-08,0.0
1910,8.497199388557419e-08,1.068830135508847e-09
1911,9.151043656174807e-08,2.128149656499545e-09
1912,1.2815176830827113e-07,1.5628263128064646e-09
1913,8.909022852776616e-08,4.772690687104841e-09
1914,7.366418230958516e-08,4.68772043404897e-09
1915,3.534228554258334e-08,5.890381071793627e-09
1916,6.152978926365904e-08,9.888715624128963e-09
1917,8.224818515145671e-08,0.0
1918,7.925599732061528e-08,0.0
1919,7.458357487166722e-08,4.603924352863942e-09
1920,6.512119199442168e-08,1.514446346106979e-09
1921,8.708659748890568e-08,7.572747429129834e-10
1922,1.0845565157069359e-07,0.0
1923,8.386599148479945e-08,0.0
1924,1.1344629768927916e-07,3.867487219366694e-09
1925,1.077821423223213e-07,3.299453377181294e-09
1926,9.808601930672012e-08,1.1146138456652466e-09
1927,8.919379723693055e-08,4.4596899506643695e-09
1928,8.226749770301467e-08,0.0
1929,1.0249173953980062e-07,5.570202965543558e-09
1930,1.0293531715888093e-07,2.100720708497761e-09
1931,7.755642172924126e-08,3.4216069977333063e-09
1932,7.014103431401963e-08,7.6716757391182e-09
1933,7.914756849913829e-08,8.02946331646126e-09
1934,6.949316855298093e-08,9.585264137967897e-09
1935,6.343190506186147e-08,3.590485242455088e-09
1936,8.244806082302603e-08,1.2124714565686645e-09
1937,6.547381303789734e-08,2.5182236296217297e-09
1938,7.130867629712156e-08,6.482607339819424e-09
1939,8.717609034647467e-08,1.5294050470515685e-09
1940,6.339457314652464e-08,2.5357829169792012e-09
1941,7.969057236323351e-08,0.0
1942,6.978687139280737e-08,1.2136847082899749e-08
1943,9.580676163523094e-08,0.0
