year,les_DET août_NOUN,les_DET doutes_NOUN
1911,5.852411666396051e-09,1.5838754237051944e-06
1912,1.146072631241779e-08,1.558658830447257e-06
1913,4.242391882236518e-09,1.544760941385448e-06
1914,8.036092347118995e-09,1.5569929274761307e-06
1915,1.2958838335741518e-08,1.463170619331322e-06
1916,7.69122365795738e-09,1.5019860057918777e-06
1917,7.676497326691845e-09,1.5495557335043486e-06
1918,8.040463406189247e-09,1.2749877882356486e-06
1919,1.3811772281435708e-08,1.2200399126527373e-06
1920,1.2115570768855832e-08,1.5984981729388892e-06
1921,1.060184651180407e-08,1.3903563740313984e-06
1922,7.377935318242379e-09,1.384100684731493e-06
1923,8.492758496458919e-09,1.3131927971699042e-06
1924,6.4458122173149945e-09,1.4464402937619525e-06
1925,4.399271169575059e-09,1.3681733506132332e-06
1926,5.57306911730393e-09,1.363172678736646e-06
1927,4.4596899506643695e-09,1.4048023615487182e-06
1928,1.1426041224282812e-09,1.3722675760163838e-06
1929,4.4561625500705304e-09,1.3279364665663707e-06
1930,3.1510810627466412e-09,1.3486627281622532e-06
1931,5.7026783295555106e-09,1.263713564014779e-06
1932,4.38381475564853e-09,1.3250079931026448e-06
1933,2.2941324395731044e-09,1.3822147693076658e-06
1934,3.5944740517379614e-09,1.3623056602796169e-06
1935,2.393656828303392e-09,1.3308731467986945e-06
1936,4.849885826274658e-09,1.3616054843623715e-06
1937,6.295559185076627e-09,1.2502979842565765e-06
1938,2.5930428915188486e-09,1.3820918667306614e-06
1939,6.117620188206274e-09,1.1776418915587783e-06
1940,0.0,1.1512454918261028e-06
1941,0.0,1.0979589646353816e-06
1942,3.034211770724937e-09,1.2440268264413135e-06
1943,0.0,1.3761334471951159e-06
1944,6.4263723231761105e-09,1.2210106916654695e-06
1945,6.535512131478072e-09,1.0805379559997164e-06
1946,5.568441707737293e-09,1.2250571899130591e-06
1947,2.3841741914054637e-09,1.251691458037385e-06
1948,4.348755133776194e-09,1.2383079734945568e-06
1949,3.9268033269479474e-09,1.2811195801987196e-06
1950,1.0635361480382244e-09,1.1879698575967268e-06
1951,3.1984206394497505e-09,1.1738203866684671e-06
1952,5.272401959466322e-09,1.2274151401925337e-06
1953,0.0,1.1441804517176024e-06
1954,4.886268278880834e-09,1.2919292871060861e-06
1955,5.631364707880948e-09,1.1065631895235128e-06
1956,5.232684952005684e-09,1.10496858951592e-06
1957,1.7670075402875796e-09,1.084942667262112e-06
1958,1.6544486891589827e-09,1.0638105010229992e-06
1959,1.5501495642666896e-09,1.1378097823921962e-06
1960,2.0762500052562416e-09,1.1917674669348344e-06
1961,2.08444772553662e-09,1.1672907689330714e-06
1962,6.341956404476434e-10,1.2271685108089514e-06
1963,3.2330265131719216e-09,1.2990300390924858e-06
1964,2.4335873316516654e-09,1.2289616293514882e-06
1965,4.924838870046244e-09,1.4353170172398677e-06
1966,2.7695373772118614e-09,1.1787151237285798e-06
1967,3.451234853457663e-09,1.3760566872633717e-06
1968,4.49141579483836e-09,1.333950535808981e-06
1969,3.1792304344691047e-09,1.4874256919483742e-06
1970,1.3796175313274261e-09,1.406749987609146e-06
1971,0.0,1.2445199288890763e-06
1972,2.5650734314375256e-09,1.1137548767692351e-06
1973,2.205281512956958e-09,1.2024297504353854e-06
1974,3.3753431161187564e-09,1.1459289268600514e-06
1975,1.028066431985053e-08,1.0834678079163496e-06
1976,2.856763492431469e-09,1.0844274385135577e-06
1977,2.9383909194713453e-09,1.1330435043532816e-06
1978,0.0,1.0574252797823647e-06
1979,1.7555920051037788e-09,1.276900611912879e-06
1980,2.8425753972882717e-09,1.1626133371578362e-06
1981,6.325549528618524e-10,1.1480872430524869e-06
1982,1.8622506869903077e-09,1.2104629050213589e-06
1983,3.1576580239445207e-09,1.2333811980624887e-06
1984,2.319603453759811e-09,1.1522630103399933e-06
1985,6.015558051686298e-10,1.156190272411095e-06
1986,2.3977942409381114e-09,1.2810215253011847e-06
1987,1.2221633705067347e-09,1.260661477431313e-06
1988,2.99827696004229e-09,1.2676714220560825e-06
1989,1.6464366536794728e-09,1.2441572465604622e-06
1990,5.448650919337439e-09,1.237933474840247e-06
1991,2.344586136349136e-09,1.3416893551720932e-06
1992,3.856960917314467e-09,1.3929138873436386e-06
1993,4.431365996371284e-09,1.4540419499553536e-06
1994,1.0549853213248639e-09,1.4790894198313254e-06
1995,1.626735190995987e-09,1.403872516902993e-06
1996,2.6690460952494277e-09,1.491462953140399e-06
1997,1.917957792585412e-09,1.4940891617243324e-06
1998,2.86087753487152e-09,1.6326073932759755e-06
1999,2.7421206694189237e-09,1.5684930900761174e-06
2000,2.2090156370779823e-09,1.5237790336186663e-06
2001,3.5049694258049158e-09,1.5820555603340836e-06
2002,3.504977197366088e-09,1.6092227070885201e-06
2003,2.916846042477772e-09,1.680936691172974e-06
2004,4.404791170697919e-09,1.6350585667623818e-06
2005,0.0,1.771775131942377e-06
2006,2.47073389525454e-09,1.6286254975739212e-06
2007,2.3966876816494675e-09,1.8075019170282758e-06
2008,8.514879357157668e-10,1.772372158370672e-06
2009,4.76819250749827e-10,1.75755579334691e-06
2010,1.8895172648747405e-09,1.837555430483917e-06
2011,1.9119859584471044e-09,1.7330240495994076e-06
2012,1.702126356528666e-09,1.662296639892702e-06
2013,1.6734749697100426e-09,1.849468830528167e-06
2014,2.1654451842767486e-10,2.0080173186443062e-06
2015,6.649726325136385e-10,1.8958368883659205e-06
2016,8.285360453275104e-10,1.9217893054701563e-06
2017,5.282783682725167e-09,2.0675809651038435e-06
2018,2.323319980845895e-09,2.0876321400464803e-06
2019,5.1019755087367e-10,2.192063860206872e-06
