year,trois_DET années_NOUN,trois_DET damnés_NOUN
1800,2.3707000949002577e-06,3.144164484325529e-09
1801,2.419281614152169e-06,0.0
1802,2.6607919210164255e-06,0.0
1803,2.8650483869796517e-06,0.0
1804,2.264215574143691e-06,0.0
1805,2.677990757149473e-06,0.0
1806,3.100676039480277e-06,0.0
1807,3.3280906350796613e-06,0.0
1808,3.183834035525024e-06,0.0
1809,3.4133950066461693e-06,0.0
1810,3.273837407391511e-06,0.0
1811,3.1614238835686592e-06,3.259199843341776e-08
1812,3.6514081145355703e-06,2.6672082320544632e-09
1813,2.9160019181517782e-06,0.0
1814,2.961023234604454e-06,0.0
1815,3.120687644297959e-06,1.3486118000116676e-08
1816,2.825159043595704e-06,0.0
1817,2.736983397255699e-06,0.0
1818,2.917111991962429e-06,1.1921177378582115e-09
1819,3.4893389369017314e-06,0.0
1820,3.467385766953157e-06,9.493184904840746e-09
1821,2.786856640568658e-06,0.0
1822,2.7450135888784644e-06,0.0
1823,2.940099278703201e-06,0.0
1824,2.7166508971276926e-06,6.736890156844311e-09
1825,3.457897577163749e-06,0.0
1826,3.399001244019928e-06,0.0
1827,4.478672856578214e-06,9.217273166939322e-09
1828,3.865207844455654e-06,0.0
1829,3.827923144683609e-06,2.571952872898464e-09
1830,4.142380319649419e-06,0.0
1831,3.7933404399836945e-06,7.795603274018958e-09
1832,3.85198232777384e-06,1.3529969367098715e-09
1833,3.821439037210439e-06,0.0
1834,4.4768412550411085e-06,0.0
1835,3.7187704435837077e-06,2.2689263801112247e-09
1836,3.6648250230086887e-06,0.0
1837,3.92494617074135e-06,4.174734336004349e-09
1838,3.677465542750724e-06,0.0
1839,4.038275918105683e-06,9.788065469251706e-09
1840,4.18042650096595e-06,3.821813088222825e-09
1841,4.199680972760689e-06,0.0
1842,4.6139446823190156e-06,6.708265054555795e-10
1843,4.519377839073968e-06,1.1813822142769936e-09
1844,4.521476938634805e-06,0.0
1845,4.367086461343206e-06,0.0
1846,4.568267414128968e-06,0.0
1847,4.829092574709648e-06,0.0
1848,5.303410375745443e-06,3.218088684420195e-09
1849,4.70839340493967e-06,5.865590457787562e-09
1850,4.841232950525409e-06,1.0183494048021657e-08
1851,4.908667747827167e-06,0.0
1852,5.289818332698815e-06,6.510545436100301e-10
1853,4.271125845889401e-06,0.0
1854,4.0479420704286895e-06,0.0
1855,4.864338635002241e-06,0.0
1856,4.737128193710305e-06,6.212626857404757e-09
1857,4.285964848804724e-06,7.810414537345878e-09
1858,4.2075824353560165e-06,1.9574704079872163e-09
1859,4.1088744779926856e-06,5.601390462572908e-09
1860,4.162948684438561e-06,2.288591982591015e-09
1861,4.29671459301062e-06,0.0
1862,4.394645131355901e-06,0.0
1863,4.260910856146438e-06,0.0
1864,4.630748236422733e-06,0.0
1865,4.430081887107917e-06,1.882737743486018e-09
1866,4.025808195251557e-06,1.4596839292835284e-09
1867,5.348768738144827e-06,4.85281148598915e-10
1868,4.165795814969897e-06,4.93987406535723e-10
1869,4.079692047298522e-06,0.0
1870,4.467970981636427e-06,4.013834153937523e-09
1871,4.3791116013380815e-06,1.0621177271019633e-09
1872,4.42423345248244e-06,0.0
1873,4.14291368144859e-06,0.0
1874,4.562211543657213e-06,5.974609140757536e-10
1875,4.440477184175506e-06,5.721527140956084e-10
1876,4.690498457193826e-06,2.418405919968336e-09
1877,4.433276302506783e-06,3.0924081073635534e-09
1878,4.655533487607499e-06,3.019544336790858e-09
1879,4.473859071651987e-06,3.665595160740054e-09
1880,4.903876259731987e-06,1.9253538763308597e-09
1881,4.998590455329577e-06,0.0
1882,5.10734251690792e-06,1.9966155395678697e-09
1883,4.78121185665259e-06,6.319338941018771e-10
1884,4.951272600806078e-06,4.621187876807653e-09
1885,5.024372967454838e-06,1.2891271383708158e-09
1886,4.401907830242635e-06,3.2267319927115068e-09
1887,4.792883700588391e-06,1.9586774424595887e-09
1888,4.567779015474116e-06,1.268122939990235e-09
1889,4.685069384890994e-06,0.0
1890,5.0101730977303305e-06,0.0
1891,4.609198498428668e-06,2.5496880162734215e-09
1892,4.271991286941557e-06,0.0
1893,4.534442055614818e-06,6.158416554491453e-10
1894,4.774676142460521e-06,6.301539290376468e-10
1895,4.844984786700479e-06,3.0093072478365457e-09
1896,4.723519992921865e-06,7.666137447071009e-09
1897,4.842581617481301e-06,4.078699600285063e-09
1898,4.968601587052035e-06,7.355861253444118e-09
1899,4.794068601654544e-06,0.0
1900,4.6553362835766166e-06,2.07642125715779e-09
1901,4.694540649552437e-06,7.265360812969135e-09
1902,4.4477350940042015e-06,4.910283846193408e-10
1903,4.919060430097488e-06,4.320176216765503e-09
1904,4.570043586227257e-06,1.9886112312406112e-08
1905,4.6931942563332996e-06,0.0
1906,4.693554132018107e-06,3.600929110447737e-09
1907,4.546787764070359e-06,0.0
1908,4.329880496811711e-06,2.9468334439286537e-09
1909,4.55536442700577e-06,1.1001967115120692e-09
1910,4.512066340112142e-06,0.0
1911,4.304182638747989e-06,1.0640748282497725e-09
1912,4.1670158452689066e-06,1.5628263128064646e-09
1913,4.366481661577382e-06,1.060597942803554e-09
1914,4.384357907838421e-06,1.3393487430235496e-09
1915,3.7286110909917625e-06,0.0
1916,3.782983128530759e-06,1.0987462051303964e-09
1917,5.4941788505402656e-06,0.0
1918,5.80061981736435e-06,0.0
1919,5.142583191286576e-06,0.0
1920,4.332073672230763e-06,0.0
1921,4.053691611716204e-06,7.572747429129834e-10
1922,4.133119404059471e-06,7.377935484775833e-10
1923,4.151897357473899e-06,0.0
1924,3.873933124509676e-06,0.0
1925,3.973641710786069e-06,4.399271169575059e-09
1926,3.725039363189353e-06,1.1146138456652466e-09
1927,3.6625204700158065e-06,1.1149224876660924e-09
1928,3.9819752970515765e-06,1.1426041224282812e-09
1929,3.844554257170785e-06,2.2280812750352652e-09
1930,3.827513111787084e-06,1.0503603542488804e-09
1931,3.910896737124858e-06,5.7026783295555106e-09
1932,3.944337279904175e-06,0.0
1933,3.896584004792203e-06,0.0
1934,3.5189901410603852e-06,0.0
1935,3.483967432771351e-06,1.196828414151696e-09
1936,3.5598161360894665e-06,2.424942913137329e-09
1937,3.5670637288376383e-06,0.0
1938,3.6069227462576237e-06,1.2965214457594243e-09
1939,3.500808119838439e-06,0.0
1940,3.3827343628445306e-06,0.0
1941,3.1728653979712362e-06,2.9515025978810172e-09
1942,3.4984462047304987e-06,0.0
1943,2.9642031904586474e-06,0.0
1944,3.020394956365635e-06,0.0
1945,3.2721130622803685e-06,4.357008087652048e-09
1946,3.065427264914433e-06,9.744772988540262e-09
1947,3.0779689268456423e-06,1.1920870957027319e-09
1948,2.9375839858403197e-06,0.0
1949,3.597933456944702e-06,0.0
1950,3.443730079766283e-06,1.0635361480382244e-09
1951,3.2645211831550114e-06,3.1984206394497505e-09
1952,3.3226676947606393e-06,2.1089607837865287e-09
1953,3.1351837890269962e-06,0.0
1954,3.1887784786022166e-06,0.0
1955,3.229587704822734e-06,3.754243138587299e-09
1956,3.156181193730845e-06,0.0
1957,3.137321925805736e-06,1.7670075402875796e-09
1958,3.167442059748282e-06,0.0
1959,3.2320618146286506e-06,0.0
1960,2.9330491742030063e-06,2.7683333403416555e-09
1961,3.0085528806012007e-06,0.0
1962,3.002282142006152e-06,6.341956404476434e-10
1963,3.1108182838579523e-06,6.466053248388448e-10
1964,3.078487978314115e-06,6.083968329129164e-10
1965,2.9264487579894194e-06,4.924838870046244e-09
1966,2.856500742609569e-06,5.539074754423723e-10
1967,2.8157146374496733e-06,4.930335584241163e-10
1968,3.0802130908114123e-06,4.4914158503495116e-10
1969,3.22146874509599e-06,1.3625273131978588e-09
1970,3.317520324230827e-06,4.5987250119061684e-10
1971,3.0182946915147113e-06,0.0
1972,3.2853460254500533e-06,1.5390440033513642e-09
1973,2.9104203491669978e-06,5.513203782392395e-10
1974,3.1143164136437917e-06,5.625571675160757e-10
1975,3.0019539281056495e-06,5.711480177694739e-10
1976,3.0487379092392075e-06,1.7140580621521906e-09
1977,2.8802107436831648e-06,1.1753563677885381e-09
1978,2.787919612501355e-06,0.0
1979,2.6117356952681803e-06,0.0
1980,2.4736090864507787e-06,5.685150683554241e-10
1981,2.475187443451432e-06,6.325549528618524e-10
1982,2.62887716928617e-06,0.0
1983,2.5147587479068534e-06,0.0
1984,2.8542720258428744e-06,1.7397025486864948e-09
1985,2.902506764712598e-06,0.0
1986,2.546457480434583e-06,1.1988970927134801e-09
1987,2.5983192983858316e-06,1.2221633705067347e-09
1988,2.608500921041923e-06,5.996553809062277e-10
1989,2.6963144108549386e-06,0.0
1990,2.5674042944956454e-06,1.089730194969718e-09
1991,2.5614602918722085e-06,0.0
1992,2.5180445675232477e-06,0.0
1993,2.810593926483307e-06,6.647049133334804e-09
1994,2.6010662850239896e-06,5.274926606624319e-10
1995,2.775752534489584e-06,1.6267352465071383e-09
1996,2.5692237812791063e-06,2.6690460952494277e-09
1997,2.569104438521208e-06,9.58978896292706e-10
1998,2.556670864350963e-06,4.768129224785866e-10
1999,2.502642090007612e-06,4.570201161957499e-10
2000,2.5717362319710446e-06,4.4180314962005696e-10
2001,2.542417277595632e-06,1.7524847129024579e-09
2002,2.4166817382820227e-06,4.38122149670761e-10
2003,2.5472399016734926e-06,1.6667691671301554e-09
2004,2.5468502400372017e-06,8.809582507929292e-10
2005,2.5644350643005964e-06,2.251874686720612e-09
2006,2.424613569473877e-06,4.1178899179428186e-10
2007,2.3946904832428118e-06,0.0
2008,2.350106598214552e-06,1.7029758714315335e-09
2009,2.3864802898287962e-06,9.53638501499654e-10
2010,2.4162201412991635e-06,1.8895172093635892e-09
2011,2.0657096513332363e-06,7.64794394481072e-10
2012,2.0091899131102764e-06,1.3617011129785084e-09
2013,2.0374558289404376e-06,8.367375126105969e-10
2014,2.0920365386700723e-06,1.2992671105660492e-09
2015,1.969648891986253e-06,1.1082876977264178e-09
2016,2.095781795219409e-06,2.4856081637381067e-09
2017,1.8406728230502267e-06,7.546833991067814e-10
2018,1.7466203132698865e-06,7.744400121190154e-10
2019,1.8379866588702498e-06,5.1019755087367e-10
