year,vrais_ADJ yeux_NOUN,vrais_ADJ dieux_NOUN
1869,7.813630631403612e-09,1.6115612844203042e-08
1870,1.3188312664169644e-08,1.3761716655125156e-08
1871,2.1242354542039266e-09,2.3366589552153982e-08
1872,1.1489944995446422e-08,1.3908880158730597e-08
1873,1.1972009161809183e-08,4.190203295451056e-09
1874,8.961913877669758e-09,3.584765539965673e-09
1875,3.432916173551348e-09,2.8607636259891933e-09
1876,3.02300739996042e-09,1.3301232115736639e-08
1877,3.834585982076533e-08,9.27722387800145e-09
1878,1.2078177569208037e-08,3.6234530931267273e-09
1879,4.887460214320072e-09,2.443730107160036e-09
1880,6.417846254436199e-09,1.2835692508872398e-09
1881,1.8128519130300447e-08,4.8807553554297556e-09
1882,1.1979693681496428e-08,4.6587693702804245e-09
1883,2.5277355319985872e-08,3.159669414998234e-09
1884,9.242375753615306e-09,3.49889939244008e-08
1885,5.156508553483263e-09,6.445635802876382e-09
1886,9.034849313138693e-09,3.2267319372003556e-09
1887,3.264462256069578e-09,1.3710741653127911e-08
1888,4.4384300679212174e-09,6.340614699951175e-09
1889,4.385595886446936e-09,6.265136742733546e-10
1890,1.9663159989136147e-09,2.6217545912032847e-09
1891,2.2947192590550003e-08,1.529812809764053e-08
1892,1.6298132621272998e-08,9.402768563759878e-09
1893,2.6481190573690583e-08,5.542574843531156e-09
1894,1.764431090123253e-08,6.9316932194141145e-09
1895,9.027921521465032e-09,2.4074457982692365e-09
1896,8.845543852942228e-09,3.5382172747233653e-09
1897,1.4566784223291052e-08,8.740070334134487e-09
1898,1.5277558773618694e-08,5.658355006765703e-09
1899,6.080336234504102e-09,3.3165470370022376e-09
1900,1.4015843596837385e-08,2.07642125715779e-09
1901,7.824234593556412e-09,5.588738916095792e-10
1902,8.838511256215043e-09,2.455141923096704e-09
1903,1.4580594509538969e-08,1.7280704867062013e-08
1904,7.524475265086039e-09,1.289910045443321e-08
1905,3.6125313851442797e-09,8.773290538499623e-09
1906,1.5432553013283723e-08,4.115347507216427e-09
1907,8.228549397415463e-09,9.257118072092396e-09
1908,1.080505640516094e-08,5.893667109901912e-09
1909,9.351672325408344e-09,3.85068837926994e-09
1910,1.068830179917768e-08,9.085056262847502e-09
1911,1.3300935464144459e-08,5.320374252271165e-09
1912,8.856016364688912e-09,8.856016142644307e-09
1913,1.7499866444836698e-08,9.015082680363662e-09
1914,2.678697486047099e-09,6.027069510139427e-09
1915,1.295883844676382e-08,4.712304768617059e-09
1916,1.648119329900055e-08,2.197492410260793e-09
1917,9.869782324756216e-09,3.2899273305631027e-09
1918,2.067547733020092e-08,3.44591288836682e-09
1919,2.4861190439651182e-08,0.0
1920,9.086678076641874e-09,6.815008557481406e-09
1921,6.058197943303867e-09,1.5902769767706104e-08
1922,2.2871599725249325e-08,1.475587119159627e-08
1923,1.8047112249064412e-08,2.1231896241147297e-09
1924,9.02413699321869e-09,1.2891624434629989e-08
1925,1.4297631523163545e-08,5.499088961968823e-09
1926,4.458455382660986e-09,1.5604593617268847e-08
1927,1.5608915049369898e-08,1.1149224765638621e-08
1928,9.14083297942625e-09,1.0283436768787624e-08
1929,1.4482528065684619e-08,1.2254446790649354e-08
1930,1.2604324695075775e-08,6.3021621254932825e-09
1931,3.4216069977333063e-09,1.0264820993199919e-08
1932,7.6716757391182e-09,7.671675628095898e-09
1933,9.176529758292418e-09,6.882397318719313e-09
1934,1.677421224144382e-08,2.6359476379411717e-08
1935,1.4361940969820353e-08,7.180970484910176e-09
1936,7.274828739411987e-09,1.333718602225531e-08
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,1.6854778905894818e-08,1.5558256905023882e-08
1939,1.6823456405745674e-08,1.5294050470515685e-08
1940,7.607348528892999e-09,0.0
1941,0.0,3.24665290207804e-08
1942,3.3376331032286544e-08,2.4273694165799498e-08
1943,3.193558839598154e-08,1.7419411246777372e-08
1944,3.213186161588055e-08,1.927911696952833e-08
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,1.5313214696277555e-08
1947,1.7881307101674793e-08,1.5497132688224724e-08
1948,7.610321262063735e-09,6.523132922708896e-09
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,1.808011518278363e-08,7.444753036267571e-09
1951,1.0661401539380222e-08,5.3307008807124134e-09
1952,2.8470971358274255e-08,4.217921456550755e-09
1953,2.0470272588113403e-08,2.0470272144024193e-08
1954,1.7590565448699635e-08,1.2704296725729591e-08
1955,1.8771215692936494e-08,5.631364707880948e-09
1956,2.0058624983221307e-08,4.36057079333807e-09
1957,1.1485549400447326e-08,3.534015080575159e-09
1958,1.4890038535497752e-08,4.1361216673863055e-09
1959,1.705164542897819e-08,3.100299128533379e-09
1960,1.9378333604436193e-08,3.4604167309382206e-09
1961,1.80652133252579e-08,1.32015025577914e-08
1962,1.8391673961559718e-08,3.1709782577493684e-09
1963,1.4871922360271128e-08,3.879631949033069e-09
1964,2.3727476872181796e-08,3.6503808864551957e-09
1965,8.20806533852192e-09,6.566452104284082e-09
1966,2.1602390987141007e-08,8.30861190959098e-09
1967,8.381570104631919e-09,1.2818872408004722e-08
1968,1.527081394669949e-08,1.122853943158475e-08
1969,1.1354394757745467e-08,2.2708788738334817e-09
1970,1.4715920038099739e-08,5.518469958776251e-09
1971,8.735275613958038e-09,6.166076760294459e-09
1972,8.721249500354133e-09,6.669190977248718e-09
1973,6.615844760915479e-09,3.859242758696979e-09
1974,1.0688586016271984e-08,9.56347201430674e-09
1975,7.4249242310031605e-09,4.569184142155791e-09
1976,9.712995741040231e-09,2.8567634369203176e-09
1977,1.057820764316375e-08,8.815172591880582e-09
1978,7.128709622605811e-09,5.940591352171509e-09
1979,1.580032815695631e-08,3.5111840102075575e-09
1980,1.819248218737357e-08,1.1370301589153087e-08
1981,1.5813874654213578e-08,4.427884781055269e-09
1982,1.1173503899897241e-08,7.449002747961231e-09
1983,1.326216381158929e-08,1.2630632095778083e-09
1984,6.378909400694965e-09,4.639206796497319e-09
1985,6.617113967877231e-09,4.812446441349039e-09
1986,1.1988970705090196e-08,2.3977941854269602e-09
1987,5.49973533381376e-09,4.888653482026939e-09
1988,7.795519785247507e-09,2.9982768490199874e-09
1989,9.329808037250586e-09,4.939309850016116e-09
1990,7.628111475810329e-09,4.358920835390023e-09
1991,1.52398094144246e-08,1.1722930404189924e-09
1992,1.0468894195980738e-08,3.3059665005552574e-09
1993,1.1078414630105726e-08,8.308811083601597e-09
1994,6.329911705904578e-09,6.8574046441227665e-09
1995,7.0491861237087505e-09,2.1689803286761844e-09
1996,7.473328622609188e-09,5.33809241254346e-09
1997,8.151320507465698e-09,9.110299292736102e-09
1998,6.198567881199324e-09,4.7681290027412615e-09
1999,7.312321859131998e-09,6.8553016596695215e-09
2000,1.988114206596947e-08,5.743440834038438e-09
2001,6.133696661692056e-09,3.943090520763803e-09
2002,1.3581786362237835e-08,3.066854992184176e-09
2003,1.0000615446870142e-08,3.3335384452826133e-09
2004,8.80958239690699e-09,7.928624201625212e-09
2005,1.1259373877692269e-08,8.557124342445377e-09
2006,1.2353670086895363e-08,8.235779613841032e-09
2007,7.190063211481856e-09,3.1955836310437746e-09
2008,9.366367237362283e-09,6.811903485726134e-09
2009,1.192048149079028e-08,3.337734755248789e-09
2010,1.1809482280966677e-08,4.723792912386671e-09
2011,1.0324724186716594e-08,3.441574691898097e-09
2012,1.6340413466764403e-08,5.787229584441889e-09
2013,2.1755175438897822e-08,2.2313000336282585e-09
2014,2.793424336289263e-08,4.7639794331644225e-09
2015,1.994917830927534e-08,7.979671368119057e-09
2016,2.3406142801718488e-08,6.8354223670130665e-09
2017,2.3395186232733067e-08,5.7859061985965354e-09
2018,2.4265787601507327e-08,9.29327992338358e-09
2019,3.188734609693711e-08,5.3570743396846865e-09
