year,certaines_DET âmes_NOUN,certaines_DET ames_NOUN,certaines_DET dames_NOUN
1800,1.8864987794131594e-08,7.545995117652637e-08,6.288328968651058e-09
1801,1.6668277424969347e-08,9.28661236798689e-08,2.3811826510566902e-08
1802,8.951360541686881e-09,9.622712582313397e-08,1.5664880947952042e-08
1803,2.3404069793286908e-08,5.851017803593095e-08,2.1453731902099094e-08
1804,9.887403784603066e-09,7.909923027682453e-08,4.449331636457998e-08
1805,1.9900143755080535e-08,2.8428777332223376e-08,0.0
1806,3.1698359492793315e-08,7.204172902675055e-08,4.034336864577881e-08
1807,2.8469551160981155e-09,6.832692633906845e-08,1.7081731584767113e-08
1808,4.5321479902327155e-09,4.078933146800523e-08,3.6257183921861724e-08
1809,2.25903047379461e-08,8.358412628695078e-08,1.581321384946932e-08
1810,3.042164919975221e-08,3.25277625279341e-07,1.8721014072298203e-08
1811,2.5070768572277302e-08,2.2563691359778204e-08,1.2535383397960231e-08
1812,5.3344166417446104e-08,1.6536691305191198e-07,1.8670456736202823e-08
1813,4.3136125782439194e-08,4.026038169513413e-08,2.8757416004054903e-08
1814,5.664018942752591e-08,4.72001566720337e-08,0.0
1815,1.213750626671839e-07,2.1577788444915313e-08,1.0788894222457657e-08
1816,6.25753067140522e-08,5.0987285504788815e-08,9.270415546325239e-09
1817,9.808302792180257e-08,1.1676550570882682e-07,4.047870949541732e-08
1818,2.861082504246326e-08,6.199012148044858e-08,3.5763533023924765e-08
1819,1.2524770909294602e-07,6.521161566297451e-08,2.5877625375869684e-08
1820,7.001224044955734e-08,1.3409123766905395e-07,6.645229433388522e-08
1821,2.06105099209708e-07,1.2918549430196435e-07,3.155676331356716e-08
1822,1.4737655362750957e-07,9.323822780515911e-08,8.221005032282847e-08
1823,9.783859733492051e-08,1.1266263300058199e-07,6.324919610278812e-08
1824,8.58953512761218e-08,4.378978601948802e-08,4.463189728909356e-08
1825,8.541280038798504e-08,8.717388477741395e-08,2.7296874094417944e-08
1826,8.455664612938563e-08,7.574866600634778e-08,8.015265962058038e-08
1827,6.359918519605046e-08,4.885154680778214e-08,5.346018505658634e-08
1828,1.0639869191253482e-07,6.512333783348367e-08,4.035812484204371e-08
1829,6.429882015712707e-08,9.259029809527419e-08,4.9724421413710473e-08
1830,8.03636355239945e-08,9.706257486641334e-08,8.453836963795425e-08
1831,7.639690835503643e-08,1.3720261904381914e-07,2.8064171431196883e-08
1832,8.929779504729396e-08,7.170883975504694e-08,2.5706941464420652e-08
1833,6.023486953665724e-08,1.4016190164056752e-07,3.359252254142575e-08
1834,9.894603070215169e-08,1.23215812664057e-07,3.920503055532265e-08
1835,1.1193370141882042e-07,1.3991711966809817e-07,2.647080776796429e-08
1836,1.2030142748642447e-07,1.3508707857878832e-07,7.594447870573617e-08
1837,1.5446518553119404e-07,9.810625989370436e-08,6.679575248469405e-08
1838,1.8242148458469387e-07,7.258986300939796e-08,4.986607748946881e-08
1839,1.0836786845658253e-07,6.432156851587933e-08,1.3982950020086093e-08
1840,1.9109066329292546e-07,3.057450503884951e-08,3.6944192760568484e-08
1841,1.752809821731205e-07,5.072233255631886e-08,3.852329077957961e-08
1842,2.160061298717153e-07,6.842430622100437e-08,5.2324466537356784e-08
1843,2.3745782518069802e-07,1.949280581392543e-08,4.902736117085027e-08
1844,2.5082724341984886e-07,2.030767648486531e-08,4.8299339749924286e-08
1845,3.331396083439131e-07,3.4597412268411176e-08,3.4039389529283426e-08
1846,2.125183924395202e-07,5.269051195355701e-09,2.8101606375230404e-08
1847,1.5694280808276062e-07,1.5101026207275936e-08,3.343798571364687e-08
1848,2.107848149357494e-07,3.781254065415851e-08,3.137636372940733e-08
1849,2.4803067177892046e-07,2.513824526317876e-08,5.111443002192573e-08
1850,2.118166770870289e-07,2.5798184033476446e-08,2.104588769924476e-08
1851,1.7671462160251394e-07,1.4188765273814852e-08,2.9022474201667592e-08
1852,2.382859571881113e-07,4.9480144648228475e-08,3.190167241484687e-08
1853,2.5977904560825493e-07,7.763511167269144e-09,3.1054045113165785e-08
1854,4.50983665523097e-07,1.6626126697616428e-08,3.7408784347992e-08
1855,3.0143402440785394e-07,6.8990182455763716e-09,5.1477289986223695e-08
1856,3.898423566184306e-07,2.329735071526784e-08,4.089979621646478e-08
1857,2.8215122549468674e-07,6.834112886711097e-09,5.418475268470502e-08
1858,3.0047170529456935e-07,1.8106600552236785e-08,4.893675842332357e-08
1859,3.849683096746048e-07,1.4258085156981792e-08,3.666364722931803e-08
1860,3.423733501151105e-07,4.57718396518203e-09,3.432887946130947e-08
1861,3.3106064556420733e-07,9.431927239234028e-09,5.517677514887964e-08
1862,2.3674248161853484e-07,1.9427341541033982e-08,5.014964804539446e-08
1863,3.511218373830616e-07,5.9935449936432406e-09,4.2454277426884346e-08
1864,3.5864566072518755e-07,5.561884386384719e-08,4.363202488200102e-08
1865,3.9066807211440846e-07,1.223779544368142e-08,5.836487027011117e-08
1866,3.848699918762577e-07,7.784980660119345e-09,3.6005533943228585e-08
1867,3.649314184173136e-07,7.279217228983725e-09,3.8337212515671126e-08
1868,3.003443529436822e-07,6.421836395986702e-09,6.668830243583557e-08
1869,3.9214657832076227e-07,4.8835191446272574e-09,3.95565057376146e-08
1870,2.9587691230403834e-07,4.587239033071455e-09,4.587239033071455e-08
1871,2.5065978803695543e-07,5.3105884134652115e-09,4.248470997225695e-08
1872,3.1143796963561954e-07,7.256807155187062e-09,3.3865099835495016e-08
1873,2.9331421913525446e-07,1.7958012854535355e-09,4.6092234029515566e-08
1874,2.5750565768589695e-07,3.5847653734322193e-09,3.286035121785602e-08
1875,3.1582829329579454e-07,1.888104017577774e-08,3.4901315615343265e-08
1876,1.9951849417054746e-07,5.441413319928756e-09,5.501873534541346e-08
1877,2.715134331809921e-07,4.947852683123699e-09,4.886004667525867e-08
1878,2.5062217456905955e-07,3.0195443923020093e-09,3.865016695581147e-08
1879,2.694212368758997e-07,3.665595160740054e-09,6.048231959709938e-08
1880,2.387438842177403e-07,1.2835692508872398e-09,7.573058269372268e-08
1881,2.1475323208619557e-07,2.0917522713936876e-09,6.833057297761513e-08
1882,2.435870953831909e-07,4.658769592325029e-09,2.5290463057103807e-08
1883,2.3318360575785846e-07,3.791603364611262e-09,5.8769852540052625e-08
1884,2.0135175482494105e-07,2.6406787867472303e-09,4.951272813968899e-08
1885,2.2559724666137981e-07,1.933690763067375e-09,4.576401324563051e-08
1886,2.278072770423023e-07,5.1627709884982664e-09,4.3238207958484765e-08
1887,1.8933881085203552e-07,8.4876022321545e-09,4.7008255676939115e-08
1888,2.193852619569725e-07,4.438430289965822e-09,2.789870512387438e-08
1889,2.606296982676781e-07,6.265136742733546e-10,2.881962851697395e-08
1890,2.2809264965673037e-07,1.9663159434024635e-09,2.7528422485989523e-08
1891,2.224602786426999e-07,3.187110020341777e-09,2.2309770364437043e-08
1892,2.3757662415135883e-07,1.8805537127519756e-09,2.6954603438156255e-08
1893,2.315564566757189e-07,2.4633666773077323e-09,3.3871291771347956e-08
1894,2.375680381305756e-07,3.150769645188234e-09,4.537108311275517e-08
1895,2.906990665962894e-07,4.814891596538473e-09,1.8055843042930064e-08
1896,2.4767521811241977e-07,5.3073260231073505e-09,3.8920392630981127e-08
1897,2.4588731140084974e-07,6.992056045262984e-09,3.3212267491755654e-08
1898,2.3934841797412787e-07,1.2448380548590876e-08,4.696434552364792e-08
1899,2.542686043938147e-07,2.2110313580014918e-09,5.306475081567896e-08
1900,2.3307828378449358e-07,1.038210628578895e-09,3.4780054836147656e-08
1901,2.637884906064869e-07,4.470991132876634e-09,3.409130805431815e-08
1902,2.6122709329001736e-07,1.4730852093691738e-09,4.37015246768091e-08
1903,2.6083062465431794e-07,2.7001101354784396e-09,2.5381035495541937e-08
1904,2.91304681709903e-07,1.6123875568041512e-09,3.493506550711345e-08
1905,2.446199776073854e-07,1.0321518084666081e-09,4.076999682300908e-08
1906,3.1276642520339237e-07,5.144184411776109e-09,4.2182312531835464e-08
1907,3.1371344544339763e-07,5.142843262362362e-09,4.217131610584346e-08
1908,3.0647066751043894e-07,6.875944702500192e-09,4.813161247341213e-08
1909,2.8385074735126636e-07,2.750491723269022e-09,4.345777043779364e-08
1910,3.163737156697266e-07,2.6720753387721174e-09,4.970059974684915e-08
1911,3.676378437234007e-07,2.128149656499545e-09,4.309502932287046e-08
1912,3.177746883409327e-07,2.6047105583515417e-09,3.959160066457912e-08
1913,3.431034416578882e-07,1.5908969142053309e-09,4.560570993072943e-08
1914,2.852812794884585e-07,2.0090231145353243e-09,3.482306887292452e-08
1915,2.7449176398519626e-07,1.6493066468115103e-08,6.597226898108488e-08
1916,3.8675866420589955e-07,2.197492410260793e-09,2.8567400889301098e-08
1917,2.9609345197911807e-07,1.4256351654751143e-08,4.4962339296183984e-08
1918,3.5837492973200824e-07,1.1486376294556067e-09,3.790504266021344e-08
1919,2.863640844452675e-07,0.0,4.235610151503977e-08
1920,2.7638644795047185e-07,3.028892692213958e-09,3.7861159984942105e-08
1921,2.8700714072016353e-07,1.5145494858259667e-09,5.2251958315707725e-08
1922,3.172512217375356e-07,2.21338064543275e-09,4.0578645332800534e-08
1923,3.322791766180444e-07,3.1847844361720945e-09,5.520293022698297e-08
1924,3.132664714300404e-07,5.156649662829693e-09,3.480738675065709e-08
1925,3.5304150713955096e-07,7.698724546756353e-09,4.3992713472107425e-08
1926,2.9871650930601845e-07,4.458455382660986e-09,4.124071306677024e-08
1927,3.6903934663712334e-07,2.2298449753321847e-09,6.466550583894559e-08
1928,3.4735166387633853e-07,2.2852082448565625e-09,3.770593726137861e-08
1929,3.0970331010848895e-07,4.4561625500705304e-09,4.3447586417499906e-08
1930,2.33180005082545e-07,2.100720708497761e-09,3.676261250973312e-08
1931,2.1670177030586046e-07,5.7026783295555106e-09,4.790249796826629e-08
1932,2.9371558696311695e-07,3.2878609834696704e-09,3.397456449505398e-08
1933,2.6153110432858284e-07,3.4411986593596566e-09,2.1794258397989097e-08
1934,2.6838738875767376e-07,2.3963160344919743e-09,4.31336868444987e-08
1935,2.728768775384083e-07,5.98414207075848e-09,2.154291234290895e-08
1936,2.485566419352381e-07,2.424942913137329e-09,3.8799087498375684e-08
1937,2.7700458460344635e-07,1.2591118148108649e-09,6.043736788807763e-08
1938,2.969034085253952e-07,3.889564337278273e-09,5.8343466946553235e-08
1939,2.462342019171615e-07,3.058810094103137e-09,4.435274725267391e-08
1940,1.825763655816104e-07,0.0,2.789361186472661e-08
1941,1.977506762784742e-07,0.0,4.132103548215582e-08
1942,3.550027827259328e-07,3.034211770724937e-09,1.8205270402305018e-08
1943,2.6709764799903724e-07,2.9032352077962287e-09,3.7742058811574e-08
1944,2.570548911506876e-07,0.0,5.1410976809052045e-08
1945,2.832055390200594e-07,2.178504043826024e-09,5.446260153973981e-08
1946,3.062642850437669e-07,0.0,2.9234318965620787e-08
1947,3.957729255432696e-07,0.0,3.337843801354268e-08
1948,3.23982254357702e-07,0.0,3.913879575989654e-08
1949,2.6407753672685885e-07,5.890204768377316e-09,2.4542520460357764e-08
1950,2.839641517482505e-07,1.0635361480382244e-09,4.78591268837647e-08
1951,2.590720686868053e-07,1.0661401761424827e-09,1.5992102309070333e-08
1952,2.3620360778409122e-07,2.1089607837865287e-09,3.6906813827286555e-08
1953,1.9069674328520136e-07,1.0773827385790469e-09,3.5553629817997034e-08
1954,1.993597429361671e-07,1.9545072227344917e-09,3.9090144454689835e-08
1955,1.7175661692903077e-07,0.0,3.191106623390283e-08
1956,2.1366796243427189e-07,1.744228317335228e-09,4.27335944408469e-08
1957,1.6521520684875668e-07,0.0,2.9155623748611248e-08
1958,1.3566479006854593e-07,8.272243445794913e-10,3.3916198571848355e-08
1959,1.743918218721774e-07,7.750747821333448e-10,2.015194411342236e-08
1960,2.069329223530758e-07,6.920833350854139e-10,3.529625081100107e-08
1961,2.1191885224425278e-07,2.779263652552544e-09,5.558527460536311e-08
1962,1.5601212632887496e-07,0.0,5.010145454065196e-08
1963,1.6682417758318024e-07,0.0,3.362347644753072e-08
1964,2.1415567896809762e-07,6.083968329129164e-10,4.076258924845533e-08
1965,2.0301281011825267e-07,1.0944086747954884e-08,3.611548626825112e-08
1966,1.6894177434778612e-07,3.3234448526542337e-09,4.929776709072797e-08
1967,1.8045028538082875e-07,1.4791006197611978e-09,3.549841642858098e-08
1968,2.2097765306483552e-07,3.5931326525240337e-09,2.8745061775303782e-08
1969,1.312568009836923e-07,3.1792304344691047e-09,3.360900746596229e-08
1970,1.6233499522400052e-07,5.518469958776251e-09,3.954903529668208e-08
1971,1.5004121234341028e-07,4.1107178105903586e-08,2.620582717494102e-08
1972,1.282536770119691e-07,8.721249500354133e-09,3.539801357588246e-08
1973,1.0971275576920902e-07,3.3079223804577396e-09,2.425809580985927e-08
1974,9.282193280668594e-08,2.2502286700643026e-09,3.2065758270860556e-08
1975,7.767613130482687e-08,1.7134440533084216e-09,2.798625375888264e-08
1976,1.0512889203617704e-07,5.713526873840635e-10,3.142439863879076e-08
1977,1.0284368157087442e-07,5.289103655048422e-09,3.4085334998934513e-08
1978,9.029699077345299e-08,2.3762365408686037e-09,2.9108896848484278e-08
1979,6.846808719984665e-08,6.437170463335917e-09,1.9896709058109252e-08
1980,8.641429261047051e-08,5.685150683554241e-10,3.183684343932569e-08
1981,8.476236512677815e-08,2.5302198114474095e-09,3.479052224086843e-08
1982,1.0366528480076909e-07,1.2415004579935385e-09,3.227901235192121e-08
1983,8.967749032251504e-08,3.1576580239445207e-09,3.599730247216826e-08
1984,8.81449260248246e-08,4.639206796497319e-09,3.3054348591576854e-08
1985,8.54209272205253e-08,6.015558051686298e-10,3.9101127669027846e-08
1986,1.0790073989852544e-07,5.994485463567401e-10,2.8174081290188724e-08
1987,8.066278534002436e-08,2.4443267410134695e-09,2.3221104372694867e-08
1988,8.0353820486323e-08,0.0,4.4374497853993944e-08
1989,7.408964730615253e-08,0.0,3.128229597582077e-08
1990,9.153733682154552e-08,0.0,2.996758002860034e-08
1991,6.09592376576984e-08,0.0,4.4547135757966316e-08
1992,9.366904896168649e-08,2.7549720282848966e-09,4.1875573730809634e-08
1993,7.588714190376322e-08,1.1078414852150331e-09,4.209797754839428e-08
1994,1.2501575863410608e-07,1.0549853213248639e-09,2.690212580480633e-08
1995,8.73014593949506e-08,5.422450821690461e-10,2.8196743606656582e-08
1996,9.074756501803449e-08,5.338092190498855e-10,2.7758079390594048e-08
1997,8.295167575056439e-08,4.79489448146353e-10,4.315405122135019e-08
1998,9.58393968630844e-08,9.536258449571733e-10,3.576096885282709e-08
1999,8.68338254633727e-08,4.570201161957499e-10,4.0217770891359805e-08
2000,8.482620472705094e-08,1.3254094488601709e-09,4.9481953978691706e-08
2001,7.579496585918832e-08,8.762423564512289e-10,3.8554663239764864e-08
2002,8.718631061555016e-08,2.6287327870022636e-09,4.03072371035762e-08
2003,8.70886900372625e-08,2.9168460979889232e-09,3.62522278862798e-08
2004,8.148863583912203e-08,4.8452703238499595e-09,2.6428747107454242e-08
2005,7.476224439528778e-08,9.007499190971657e-10,3.963299732845371e-08
2006,9.100536590977981e-08,2.8825228870488218e-09,4.28260545914938e-08
2007,8.308517518429426e-08,7.988958938831558e-10,5.552326509672412e-08
2008,8.21685830487695e-08,0.0,4.3425886164794036e-08
