year,les_DET eaux_NOUN,les_DET do_NOUN
1871,3.967434554397187e-05,5.523012180930209e-08
1872,4.122652535443194e-05,5.98686606956278e-08
1873,5.254634288576199e-05,3.7711828770881084e-08
1874,4.5013302042207215e-05,5.197909969112402e-08
1875,4.4648510083789006e-05,4.062284381101122e-08
1876,4.7088783503568266e-05,4.474051040759264e-08
1877,4.5572196768262074e-05,6.43220853246973e-08
1878,4.281834753783187e-05,4.04618941129975e-08
1879,4.3463571500979015e-05,5.254019752598538e-08
1880,4.3280670297463075e-05,4.3641354086076944e-08
1881,4.544889452517964e-05,4.950480531062951e-08
1882,4.390091635286808e-05,5.191200425080922e-08
1883,4.515736327448394e-05,3.7916035033891404e-08
1884,4.18494773839484e-05,3.895001121634323e-08
1885,4.54339970019646e-05,5.929984708830105e-08
1886,4.119181630812818e-05,4.2592863014334625e-08
1887,4.354466136646806e-05,4.243800927339336e-08
1888,4.3317812469467754e-05,3.677556659198444e-08
1889,4.0451482846037834e-05,3.88438484710818e-08
1890,3.9446917980967555e-05,4.719158208654761e-08
1891,3.9439210240743705e-05,3.697047668005382e-08
1892,4.236260747347842e-05,3.008885851585319e-08
1893,3.896676594195014e-05,3.941386655936796e-08
1894,4.26444084951072e-05,3.3398158016950674e-08
1895,3.66443339316902e-05,3.1898656827067384e-08
1896,3.8180903629836394e-05,3.302336121224769e-08
1897,3.748616313714592e-05,2.7385553491576786e-08
1898,3.740908141480759e-05,3.112095148249949e-08
1899,3.880802159983432e-05,2.4874102777516782e-08
1900,3.731225183400966e-05,2.5436160733249835e-08
1901,3.640392628767586e-05,2.9620315589173885e-08
1902,3.319499182907748e-05,2.6024504551358518e-08
1903,4.051623409395688e-05,2.5381034385318912e-08
1904,3.729345053216093e-05,2.8485513503540005e-08
1905,3.7917643567197956e-05,3.354493277596404e-08
1906,3.8181166473805206e-05,3.4980454977073805e-08
1907,3.486436298771878e-05,3.137134524378027e-08
1908,3.541946421137254e-05,2.7012640346768535e-08
1909,3.316763081784302e-05,3.190570624367339e-08
1910,3.7492958654183894e-05,2.404867727179294e-08
1911,3.4798970318661304e-05,3.405039483705963e-08
1912,3.2226522080236464e-05,3.698689071685024e-08
1913,3.2867930485736e-05,2.7045248429669044e-08
1914,3.4012092100965674e-05,3.616241600612469e-08
1915,3.099282935181691e-05,4.594497160503863e-08
1916,2.7767514666265924e-05,4.1752355350865855e-08
1917,2.699824017327046e-05,3.838248707754843e-08
1918,2.5906372229655972e-05,4.5945505178224266e-08
1919,2.6458752699909382e-05,3.222746891573536e-08
1920,2.6571718080958817e-05,3.9375605442870665e-08
1921,2.8126698907726677e-05,3.3320087633459394e-08
1922,2.753593116722186e-05,2.5822774751826927e-08
1923,2.7326511826686328e-05,2.9724654293517005e-08
1924,2.9176324687796296e-05,2.062659898438568e-08
1925,3.1013762281872914e-05,3.4094352896474334e-08
1926,2.7692580943039502e-05,2.1177663067639685e-08
1927,2.8461742203944596e-05,1.6723837648058293e-08
1928,2.8264598768146243e-05,1.4853853924634564e-08
1929,2.93516281999473e-05,1.671060956276449e-08
1930,2.7889168450201396e-05,1.2604324362008867e-08
1931,2.7529109047463862e-05,1.4826963656844327e-08
1932,2.97343190140964e-05,1.5343351589258702e-08
1933,2.7928768531637616e-05,1.7205993296798283e-08
1934,2.6996897076969617e-05,1.677421224144382e-08
1935,2.5725827072164975e-05,1.795242532409702e-08
1936,2.6657397938834038e-05,2.0612014317578087e-08
1937,2.650808050930209e-05,1.0072894518486919e-08
1938,2.7645727413982968e-05,1.9447821131279852e-08
1939,2.8066112690794398e-05,1.070583532936098e-08
1940,3.060943595301069e-05,2.028626333583361e-08
1941,2.800090442178771e-05,1.1806010391524069e-08
1942,2.8175689749332378e-05,1.517105863158008e-08
1943,3.047816267098824e-05,3.483882360377777e-08
1944,2.251479622827901e-05,2.2492303131116387e-08
1945,2.1432122707665258e-05,2.6142049414090707e-08
1946,2.188536768699123e-05,2.0881656404014848e-08
1947,2.1142856098776974e-05,2.622591654954931e-08
1948,2.4086668418021873e-05,9.784699050996437e-09
1949,2.523756484151818e-05,2.2579119796084512e-08
1950,2.4971829134301515e-05,2.0207187478860078e-08
1951,2.5193958208546974e-05,1.2793682224732095e-08
1952,2.7510338895808673e-05,2.9525450306877588e-08
1953,2.7471106022858294e-05,1.7238123595220145e-08
1954,2.543204777794017e-05,2.1499579672124014e-08
1955,2.4735770011830027e-05,2.2525458831523792e-08
1956,2.3406671971315518e-05,5.232684729961079e-09
1957,2.666591149136366e-05,2.120408987282829e-08
1958,2.492426960998273e-05,1.654448705812328e-08
1959,2.3949811520651565e-05,2.1702094232800562e-08
1960,2.3416639351125923e-05,1.3841666979264033e-08
1961,2.3215190140035702e-05,2.5013373317062104e-08
1962,2.1953949726594146e-05,2.2196847526689822e-08
1963,2.184103391300596e-05,1.9398159301076134e-08
1964,2.1922363885096274e-05,1.4601524100932295e-08
1965,2.071277936011029e-05,1.7510538685705512e-08
1966,2.14644685456733e-05,1.8832854387085263e-08
1967,2.08952558296005e-05,1.4791006364145431e-08
1968,2.136027489996195e-05,1.392338905281676e-08
1969,2.1848579194738704e-05,2.6342194703321553e-08
1970,2.304237148109678e-05,1.8394899853335644e-08
1971,2.0255562617421674e-05,1.8498231169061796e-08
1972,2.0588305915225646e-05,2.616374944475197e-08
1973,2.0508015722953132e-05,3.1425261171058594e-08
1974,2.0304938061599387e-05,2.5315073370890673e-08
1975,1.9844537064273027e-05,2.4559364319998167e-08
1976,1.95579740420726e-05,2.285410699576218e-08
1977,2.0426518290150852e-05,2.1156414620193686e-08
1978,1.9726921550500265e-05,1.9603951795232888e-08
1979,1.9442010852799285e-05,2.3993091402552125e-08
1980,2.032498196058441e-05,2.6151693477416416e-08
1981,1.960793792932236e-05,2.4037087931194634e-08
1982,2.147733721358236e-05,1.8622507091947682e-08
1983,1.769235859683249e-05,2.3998200759933752e-08
1984,1.9131507997371955e-05,2.2616132466790617e-08
1985,1.9714788777491776e-05,2.1656009097092976e-08
1986,1.7413381215192203e-05,2.5776287271295217e-08
1987,1.8069073917104106e-05,2.566543078064143e-08
1988,1.697744278317259e-05,4.137622156008547e-08
1989,1.778974819899304e-05,2.08548647240292e-08
1990,1.9664726778501063e-05,2.3429199136337786e-08
1991,1.7314181832261966e-05,3.809952470179567e-08
1992,1.727147048313782e-05,1.542784378028017e-08
1993,1.6685200307620107e-05,1.8279384506048046e-08
1994,1.7116609683398565e-05,6.171664196363835e-08
1995,1.5510920434280706e-05,1.843633290476987e-08
1996,1.6415167351624405e-05,2.2419987200095193e-08
1997,1.4807592947363446e-05,2.5412940196645195e-08
1998,1.445076907202747e-05,2.288701983488295e-08
1999,1.5702297332609305e-05,2.605014651213544e-08
2000,1.5205097611215024e-05,1.8997535322640147e-08
2001,1.502711859302508e-05,1.401987778648639e-08
2002,1.43392993550151e-05,2.2344229910764568e-08
2003,1.465381808429811e-05,1.4167537920606321e-08
2004,1.3170325416922424e-05,1.3654853026068281e-08
2005,1.3489631157881377e-05,1.3060873937931206e-08
2006,1.4077830655878643e-05,1.317724734883896e-08
2007,1.3562456047111482e-05,1.078509459517818e-08
2008,1.5049197713778995e-05,1.0217855006544596e-08
2009,1.572406858940667e-05,6.675469288452973e-09
2010,1.5020716773506138e-05,1.2754241052181925e-08
2011,1.588592635926034e-05,8.41273828378064e-09
2012,1.623828507035796e-05,1.429786122830734e-08
2013,1.4199435554473894e-05,5.578250084070646e-09
2014,1.524733295354963e-05,9.31141447280126e-09
2015,1.5495413208554965e-05,3.54652054945781e-09
2016,1.8074306353810243e-05,1.1185236209465543e-08
2017,1.6079032775451196e-05,9.81088424389931e-09
2018,1.484988683841948e-05,1.1358453233523136e-08
2019,1.3831200817548961e-05,9.94885201999196e-09
