year,autres_ADJ essais_NOUN,autres_ADJ décès_NOUN
1903,4.849397816641954e-07,1.7820726228023887e-08
1904,4.283576267027911e-07,1.5586412160928376e-08
1905,3.8138008018329117e-07,1.4450125540577119e-08
1906,4.609189234727751e-07,1.6461390472954918e-08
1907,3.702847120035102e-07,2.4171363022240655e-08
1908,4.660908217157811e-07,1.1787333775714615e-08
1909,3.7846766609561655e-07,1.1552065082298668e-08
1910,4.879209427599562e-07,1.4963621453034648e-08
1911,3.867912088395542e-07,1.649316061502759e-08
1912,5.162536704794718e-07,1.3544495303108306e-08
1913,5.377231740433253e-07,2.2802855714765258e-08
1914,4.2323421656220717e-07,1.5402510655793122e-08
1915,3.840528455256731e-07,3.887651445211304e-08
1916,3.373150718744e-07,1.7579939726175553e-08
1917,3.465390158163828e-07,1.864292187292449e-08
1918,3.4573992380160234e-07,2.8715940736390166e-08
1919,4.428975026726789e-07,2.6702760891339494e-08
1920,4.3010277606114755e-07,1.2872794385998532e-08
1921,3.990837953438131e-07,1.060184651180407e-08
1922,5.076019653493802e-07,2.6560567079059183e-08
1923,4.671017208579542e-07,1.4862327368803108e-08
1924,4.5507434887070985e-07,1.1602462102189293e-08
1925,4.7182182916216675e-07,1.0998178368026856e-08
1926,4.480747570756449e-07,2.6750733184144337e-08
1927,3.980273347581331e-07,3.12178303207844e-08
1928,5.084588297066261e-07,3.999114284169991e-08
1929,4.3558988416236843e-07,1.4482528065684619e-08
1930,4.6005784604119526e-07,1.995684684175103e-08
1931,4.2884142104071543e-07,1.1405356659111021e-08
1932,5.424970597189827e-07,1.8631212128639163e-08
1933,5.792684314442909e-07,1.4911860191091364e-08
1934,5.223969044010346e-07,1.5576054224197833e-08
1935,5.85249093632001e-07,2.0346083040578833e-08
1936,5.674366487795623e-07,1.8187071404440758e-08
1937,6.547381472543634e-07,1.3850230295986421e-08
1938,5.912138041352932e-07,1.9447821131279852e-08
1939,6.484677541607198e-07,2.141166977054354e-08
1940,7.404486268569599e-07,2.7893611642682004e-08
1941,7.054091364366855e-07,2.066051862925633e-08
1942,6.705607855650442e-07,4.5513175450651033e-08
1943,5.6613086529822e-07,2.0322646676618206e-08
1944,4.980438461643644e-07,1.6065930807940276e-08
1945,6.513727033308214e-07,3.0499055725385915e-08
1946,4.886307687357316e-07,2.9234318077442367e-08
1947,5.48360054253294e-07,1.0728784083369192e-08
1948,5.642509881553792e-07,1.522064252412747e-08
1949,4.731798020074507e-07,1.8652315025846633e-08
1950,5.551658688318639e-07,8.508289184305795e-09
1951,4.946890435064688e-07,1.7058242818279723e-08
1952,6.369061704702972e-07,1.370824520563474e-08
1953,6.453522747307261e-07,1.6160740301529586e-08
1954,5.795113962037135e-07,1.07497895029951e-08
1955,6.344670673286146e-07,3.0972505893345215e-08
1956,6.505971725800919e-07,4.360570571293465e-09
1957,6.246371508922266e-07,2.1204090594473257e-08
1958,6.460622365977997e-07,2.3162280982091943e-08
1959,6.061084576458597e-07,3.022791617013354e-08
1960,6.083412493751439e-07,1.6609999209382664e-08
1961,5.621061118787907e-07,1.320150300188061e-08
1962,4.921358174314605e-07,1.7123282347597524e-08
1963,4.875404284732099e-07,2.0044765847160306e-08
1964,4.903678418877178e-07,2.3727476428092587e-08
1965,4.766149750423665e-07,1.3680108601477059e-08
1966,4.5198848841465633e-07,1.7171132071780448e-08
1967,4.2647403919460203e-07,1.3804939635875257e-08
1968,4.082697024898607e-07,1.5719955337445413e-08
1969,4.3646293601540265e-07,3.315483088073279e-08
1970,4.1894385849339244e-07,1.6095537902494073e-08
1971,4.7170490158343625e-07,1.849823050292798e-08
1972,4.216980724613961e-07,2.3085660938448882e-08
1973,4.2782459974688436e-07,1.7642252547744874e-08
1974,4.393571559901943e-07,2.0814615142583648e-08
1975,4.03801657000713e-07,1.9990180621931586e-08
1976,4.7250866108683454e-07,1.1427053969725876e-08
1977,4.6896719130273823e-07,2.4682482946403184e-08
1978,3.9801963058749834e-07,1.3663360332039076e-08
1979,4.1373451731274713e-07,1.9896710057309974e-08
1980,4.4798987297589576e-07,2.785723784981542e-08
1981,4.105281585786713e-07,3.289285777086093e-08
1982,4.655626790750489e-07,2.0484757667915687e-08
1983,4.187054525317535e-07,2.7787391054800992e-08
1984,4.4710354751842374e-07,2.609553906296469e-08
1985,4.4996373427252934e-07,3.067934595257782e-08
1986,4.429924695958931e-07,3.4768016243802435e-08
1987,4.729772267175747e-07,2.7498675891912683e-08
1988,4.959149744188096e-07,4.317518675911458e-08
1989,4.066698444660233e-07,1.701317808855407e-08
1990,4.429753150958504e-07,2.560866030343334e-08
1991,4.999830021112928e-07,1.8170542681605895e-08
1992,4.705492324674765e-07,1.8733810724924638e-08
1993,4.6141596499182924e-07,1.550978012687665e-08
1994,5.507023528306121e-07,1.846224317869627e-08
1995,5.449563240667032e-07,1.9520823790752928e-08
1996,5.615673037695501e-07,1.4412848692302305e-08
1997,5.202460481301685e-07,1.2946214766884623e-08
1998,5.244941999604791e-07,2.145658206664791e-08
1999,5.411118280118643e-07,1.2339543525863306e-08
2000,6.207334535268672e-07,1.9439339027371716e-08
2001,6.795259621661387e-07,1.621048362210331e-08
2002,6.260765477161812e-07,1.6210518871684343e-08
2003,6.829586538525945e-07,1.9584538435424292e-08
2004,6.796593046143329e-07,5.858372453815264e-08
2005,7.940110799964373e-07,1.2070048605039574e-07
2006,7.416319668385185e-07,5.229720301258567e-08
2007,8.184688604639945e-07,1.7575710498096697e-08
2008,6.760814192929843e-07,4.5554605421216365e-08
2009,6.475205469591572e-07,5.721831008997924e-08
2010,5.323714478144836e-07,2.0312310056169736e-08
2011,5.46445620752678e-07,1.7207874236646603e-08
2012,4.231486014916186e-07,1.9404239992582006e-08
2013,4.0191292960400915e-07,2.2870825011622742e-08
2014,3.148557197185653e-07,2.4036441198527214e-08
2015,3.7814774889177727e-07,2.3717356967267733e-08
2016,3.794694918290986e-07,2.237047169728612e-08
2017,3.7834795607594174e-07,2.264050280587071e-08
2018,3.851548346922584e-07,2.0135440537139004e-08
2019,3.114756135236263e-07,1.9132407658162265e-08
