year,six_DET essais_NOUN,six_DET décès_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-08,0.0
1803,3.315576613260873e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,0.0
1810,2.8081521108447305e-08,0.0
1811,6.016984244183732e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,5.175524897538253e-09,0.0
1820,0.0,0.0
1821,1.97229765852569e-09,0.0
1822,0.0,1.0025615893027862e-09
1823,1.680056804787e-08,0.0
1824,1.3473780313688621e-08,8.421112696055388e-10
1825,1.7610886082763955e-09,2.641632912414593e-09
1826,3.5231937367541377e-09,0.0
1827,2.7651818612639545e-09,0.0
1828,2.7516904310687096e-09,8.255071293206129e-09
1829,4.286587973467704e-09,0.0
1830,1.2524203008013046e-08,2.0873671680021744e-09
1831,1.5591206548037917e-08,1.2472964883158966e-08
1832,6.764984683549358e-09,0.0
1833,6.950177322551099e-09,6.139323005527331e-08
1834,8.401078055442213e-09,3.173740381612333e-08
1835,6.806779140333674e-09,2.3445572594482655e-08
1836,6.720750067579218e-10,3.36037508930076e-09
1837,1.3915782304252389e-08,3.478945576063097e-09
1838,5.680945491803868e-09,3.1560809521380406e-09
1839,5.5931801412612e-09,1.3982949909063791e-08
1840,7.0066574764382494e-09,6.369688665408546e-10
1841,3.852329122366882e-09,6.420548537278137e-10
1842,1.408735705865638e-08,5.366612043644636e-09
1843,8.269675610961258e-09,2.3627644285539873e-09
1844,7.683985947526395e-09,1.097712254427563e-09
1845,1.1160455892778032e-09,1.1718478631905782e-08
1846,5.854501328173001e-09,4.0981511517657054e-09
1847,5.3932236454556914e-09,4.314578916364553e-09
1848,2.413566457803995e-09,8.045221711050488e-10
1849,1.6758828991214614e-08,1.8434713311421547e-08
1850,5.431196825611551e-09,5.431196825611551e-09
1851,9.029214709244116e-09,8.384270611117017e-09
1852,6.510545436100301e-09,0.0
1853,2.269334054005867e-08,5.971931837933653e-10
1854,1.1430461910322265e-08,4.1565315633818045e-09
1855,1.4859423913549108e-08,7.960405667972736e-09
1856,6.2126271904716646e-09,3.1063134287023786e-09
1857,6.834112886711097e-09,3.4170564155999728e-09
1858,7.34051397444091e-09,2.9362056674919756e-09
1859,6.110608019582742e-09,5.092173349652285e-10
1860,2.746310290291376e-09,1.373155145145688e-09
1861,5.659156698811785e-09,2.357981809808507e-09
1862,9.035972525772706e-10,5.421583654241502e-09
1863,2.4973103585068657e-09,1.3485476735297652e-08
1864,1.2945765348604255e-08,2.8768367688059016e-09
1865,9.413688495385486e-09,9.413688495385486e-09
1866,6.811858188626729e-09,5.838735717134114e-09
1867,1.067618526917613e-08,6.308654931785895e-09
1868,1.5313609491585112e-08,6.421836173942097e-09
1869,3.027781758646597e-08,1.5138908793232986e-08
1870,8.027668307875047e-09,1.1468097582678638e-09
1871,7.434824311758348e-09,5.3105884134652115e-09
1872,6.652073114565837e-09,1.0885210843802895e-08
1873,1.0176207432266438e-08,8.3804060357906e-09
1874,1.6728905372076497e-08,1.1351757533972773e-08
1875,7.437985338754061e-09,2.0025344937835143e-08
1876,4.836811839936672e-09,7.255217537860403e-09
1877,1.855444720089139e-08,7.421779191219002e-09
1878,2.0532902045289347e-08,1.087035966795824e-08
1879,7.331190321480108e-09,6.720257683667796e-09
1880,5.776061628992579e-09,1.2193908105473383e-08
1881,8.367009141085902e-09,1.2550514016940184e-08
1882,9.317539184650059e-09,7.320923645082189e-09
1883,1.4534479619854324e-08,1.516641390253426e-08
1884,1.8484750619052193e-08,3.036780693577157e-08
1885,1.6114088952079442e-08,1.6758653131887513e-08
1886,6.4534639854230136e-09,2.3232470169887165e-08
1887,1.828098916689669e-08,1.4363634504022116e-08
1888,2.346027461186395e-08,8.242799331981132e-09
1889,1.44098142307314e-08,1.3783301056058406e-08
1890,1.5730527103130498e-08,2.687298517045633e-08
1891,2.2947192590550003e-08,1.0198752065093686e-08
1892,8.775917548220491e-09,1.629813217718379e-08
1893,8.621783342821487e-09,1.3548516530903498e-08
1894,1.827446372004715e-08,2.520615760559508e-08
1895,1.8055843042930064e-08,1.5046535573048914e-08
1896,1.415286948747152e-08,8.845543852942228e-09
1897,1.1653426668090106e-08,1.0488084400961384e-08
1898,4.526683805572418e-09,9.619203211741478e-09
1899,1.6582735185011188e-08,1.4371703827009696e-08
1900,2.38788451234484e-08,6.22926377147337e-09
1901,2.1796081550728985e-08,6.706486921359556e-09
1902,1.3748794547296939e-08,5.4013122863239005e-09
1903,1.0800440541913758e-08,6.480264325148255e-09
1904,9.674325340824907e-09,1.1824175416563776e-08
1905,1.1869745852877145e-08,9.289366165177171e-09
1906,2.726417824838734e-08,8.230695125455156e-09
1907,8.74283373475393e-09,1.0285686691258178e-08
1908,3.3397446586036494e-08,1.2769611368312894e-08
1909,3.190570385669389e-08,8.801573414540798e-09
1910,2.2979848246507117e-08,1.2825961626106164e-08
1911,2.340964555536118e-08,1.0640748615564632e-08
1912,2.2921452735857883e-08,1.6149205250837184e-08
1913,4.348451565494571e-08,7.954484737560108e-09
1914,3.616241617265814e-08,1.0714789944188396e-08
1915,9.424609426211816e-09,5.890381071793627e-09
1916,2.197492410260793e-09,0.0
1917,9.869782324756216e-09,7.676496771580332e-09
1918,6.89182577673364e-09,1.033773866510046e-08
1919,9.207848317149825e-09,4.603924186330488e-09
1920,1.1358347151713133e-08,2.2716695191604686e-09
1921,3.029098905038552e-08,6.058197998815018e-09
1922,1.9920426530539714e-08,8.115729421831475e-09
1923,1.2739137744688378e-08,5.307974060286824e-09
1924,5.156649662829693e-09,1.5469948877466777e-08
1925,1.759708534443405e-08,1.319781373076978e-08
1926,1.4489980104670508e-08,4.458455382660986e-09
1927,7.804457524684949e-09,1.8953682179301268e-08
1928,1.4853853258500749e-08,1.4853853147478446e-08
1929,1.4482528065684619e-08,6.684243603061191e-09
1930,9.453243188239924e-09,9.453243077217621e-09
1931,1.4826963656844327e-08,5.7026783295555106e-09
1932,3.068670206829438e-08,5.4797681947604815e-09
1933,2.982372193649496e-08,3.4411986593596566e-09
1934,1.4377896206951846e-08,3.5944740517379614e-09
1935,2.752705263731059e-08,3.590485242455088e-09
1936,2.5461900587941955e-08,6.0623572828433225e-09
1937,2.5182236296217297e-08,7.554670666820584e-09
1938,1.555825723809079e-08,9.075650231338273e-09
1939,2.5999885799876665e-08,1.6823456405745674e-08
1940,3.0429395447839624e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,5.158159943619012e-08,3.034211770724937e-09
1943,3.4838822493554744e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,2.6142048970001497e-08,6.535512131478072e-09
1946,3.062642850437669e-08,8.352662561605939e-09
1947,2.0265480848991047e-08,9.536696765621855e-09
1948,3.15284742757882e-08,5.435944139264848e-09
1949,2.9451024619042698e-08,1.1780409980843842e-08
1950,3.50966926632168e-08,2.1270722960764488e-09
1951,2.6653503404361345e-08,5.330700769690111e-09
1952,5.166953709334621e-08,5.272401959466322e-09
1953,2.6934568464476172e-08,7.541679059031026e-09
1954,2.7363101562372094e-08,3.9090144454689835e-09
1955,2.0648337262230143e-08,9.385608290557457e-09
1956,3.052399555336649e-08,6.104799110673298e-09
1957,3.799066289333908e-08,5.3010225653515874e-09
1958,4.218844251724363e-08,8.272243556817216e-09
1959,2.4027318468178294e-08,2.325224457422337e-09
1960,4.775374806698096e-08,2.076250060767393e-09
1961,2.848745239703021e-08,7.64297514166401e-09
1962,3.2343978162430176e-08,1.1415521528057582e-08
1963,3.4916685542896175e-08,1.0345684753332307e-08
1964,3.224503281051838e-08,9.734349215584359e-09
1965,3.064344317182943e-08,5.472043373977442e-09
1966,2.4925836172862148e-08,4.985167167959048e-09
1967,3.648448210213928e-08,9.860671168482327e-09
1968,3.2338193789449576e-08,4.491415656060482e-09
1969,4.405505157900613e-08,9.537691303407314e-09
1970,3.4950310118242456e-08,6.898087351325799e-09
1971,4.1621019852833285e-08,8.221436087474387e-09
1972,3.745007148836521e-08,7.695220183290274e-09
1973,3.3630542350948645e-08,3.307922269435437e-09
1974,2.5877630760451353e-08,6.18812873165453e-09
1975,3.8838065208324224e-08,4.569184142155791e-09
1976,4.1137394379830994e-08,2.285410749536254e-09
1977,3.702372508573859e-08,4.7014254711541525e-09
1978,3.6831666272441055e-08,2.3762365408686037e-09
1979,4.623058991182205e-08,7.60756546647201e-09
1980,1.989802722590639e-08,4.548120546843393e-09
1981,2.2139422850564472e-08,3.162774764309262e-09
1982,2.9175260429781247e-08,3.7245013739806154e-09
1983,3.157658079455672e-08,4.420721344544631e-09
1984,3.885335786435462e-08,8.69851302098823e-09
1985,5.1733799244502165e-08,2.4062232206745193e-09
1986,3.177077323446298e-08,9.591176963752446e-09
1987,4.5831126116446796e-08,4.277571630240118e-09
1988,2.878345867207699e-08,8.395175221664886e-09
1989,4.170972989214761e-08,9.329807704183679e-09
1990,3.1057309834992e-08,9.80757214330552e-09
1991,4.2202549899172936e-08,4.103025752488776e-09
1992,3.8018615422519275e-08,5.509944056569793e-09
1993,3.711268975470361e-08,1.0524494442609722e-08
1994,2.6902125416228273e-08,7.3848970827405935e-09
1995,3.741490894881849e-08,4.880205739521415e-09
1996,3.843426377159176e-08,6.939519625603907e-09
1997,3.1166813352356826e-08,2.8769365778558154e-09
1998,4.6250853147356e-08,6.675381136744818e-09
1999,3.427650865917009e-08,8.683382124452521e-09
2000,2.9159008652079876e-08,2.2090156370779823e-09
2001,3.811654261665076e-08,7.448060113102173e-09
2002,4.118348129189542e-08,4.8193434798449175e-09
2003,4.041915246943972e-08,1.250076897552077e-08
2004,3.435737278012496e-08,7.047666006343434e-09
2005,4.864049529818004e-08,7.656374534370514e-09
2006,4.159068822673362e-08,6.58862386870851e-09
2007,4.234148356929701e-08,1.0785094956000663e-08
2008,2.554463840453991e-08,6.3861593790903726e-09
2009,1.9549589280742907e-08,7.15228898329201e-09
2010,1.6533275637442557e-08,7.558068837454357e-09
2011,4.053410318505257e-08,6.118355155848576e-09
2012,2.9957423902660096e-08,3.4042526575461807e-09
2013,2.9564725778641332e-08,6.972812660599459e-09
2014,1.5591204771681078e-08,4.76397932214212e-09
2015,1.5737685404859647e-08,5.319780976842381e-09
2016,1.2220906508986218e-08,3.5212779914139958e-09
2017,1.3332739912108593e-08,2.515611330355938e-09
2018,1.884470712809616e-08,4.646640183736395e-09
2019,2.0152802704398454e-08,3.316284080678855e-09
