year,nos_DET eaux_NOUN,nos_DET dos_NOUN
1849,4.7678869941059077e-07,4.1897072478036534e-09
1850,2.0706437897644037e-07,6.788996032014438e-10
1851,3.3021126988330707e-07,3.2247193804124663e-09
1852,5.462347409945778e-07,0.0
1853,5.303075720775041e-07,0.0
1854,3.7720523471396206e-07,3.6369652289813814e-09
1855,3.0886374702276953e-07,1.1144567935161831e-08
1856,2.7335559593666403e-07,1.5531567143511893e-09
1857,3.8075769914769353e-07,2.9289055625270066e-09
1858,3.2445070619058214e-07,1.468102750479261e-09
1859,2.7344970776610467e-07,0.0
1860,3.7212506143191604e-07,4.577183909670879e-10
1861,3.437937690087267e-07,9.431927461278633e-10
1862,3.3930077683597126e-07,1.8071945051545413e-09
1863,4.1255567762021883e-07,0.0
1864,3.015883973667144e-07,4.794728170054441e-09
1865,3.751355008851931e-07,2.3534221238463715e-09
1866,3.5129725728388905e-07,1.4596839292835284e-09
1867,4.682963172797372e-07,3.396968040192405e-09
1868,4.954693952896605e-07,2.9639244392143382e-09
1869,3.750542578728755e-07,4.883519366671862e-09
1870,6.748975378556565e-07,0.0
1871,3.016414447110094e-07,0.0
1872,5.140238581446965e-07,9.675742873582749e-09
1873,4.561335344988038e-07,1.2570609442263958e-08
1874,4.098581971589965e-07,2.3898436563030145e-09
1875,5.321020166704216e-07,7.437985338754061e-09
1876,3.845265357238503e-07,9.069021977836655e-09
1877,4.490176337412777e-07,3.0924081073635534e-09
1878,3.2973425279081425e-07,1.4493813038640724e-08
1879,4.765273846629725e-07,6.720257905712401e-09
1880,3.5426511679759187e-07,1.2835692508872398e-09
1881,3.186436088320477e-07,4.8807553554297556e-09
1882,4.166271019290235e-07,4.658769592325029e-09
1883,3.791603362945928e-07,6.951273001654101e-09
1884,3.307450313627669e-07,4.621187876807653e-09
1885,5.143617218816843e-07,7.090199094506033e-09
1886,4.175391046246091e-07,1.2906927748801422e-09
1887,4.119751542130956e-07,6.528924734183761e-09
1888,4.6793736685479814e-07,5.07249175996094e-09
1889,3.6024536420597997e-07,5.012109394186837e-09
1890,4.155481057033228e-07,1.9663159989136147e-09
1891,3.129742042196071e-07,6.374220040683554e-10
1892,3.91782009945274e-07,2.5074049503359674e-09
1893,4.27394099777878e-07,7.3900996988562895e-09
1894,3.1444679748915405e-07,6.9316934414587195e-09
1895,3.141716815591167e-07,1.2037228991346183e-09
1896,3.408482802669255e-07,1.0614652268259306e-08
1897,3.589255677116654e-07,7.574727622916555e-09
1898,3.3271127719558535e-07,1.1882545614128048e-08
1899,3.742170449072546e-07,1.1607914629507832e-08
1900,3.389757836647078e-07,3.1146317747143826e-09
1901,3.576792846349264e-07,1.397184767881754e-08
1902,3.3439032454118944e-07,6.383369222096036e-09
1903,4.741393360152557e-07,1.1340462791054051e-08
1904,4.3158239471097204e-07,5.374625189347171e-09
1905,4.051195880983016e-07,5.676835002077496e-09
1906,3.8375617172903276e-07,7.201858387428928e-09
1907,3.455990824074995e-07,4.114274698707732e-09
1908,2.93209934998373e-07,1.0313916831705683e-08
1909,3.11905774097454e-07,1.7603147384193107e-08
1910,3.04082187874144e-07,3.3133735422019583e-08
1911,2.9262058276469105e-07,2.0217421514701073e-08
1912,2.938113508044182e-07,1.5628263572153855e-08
1913,5.531018267834753e-07,9.545381374209683e-09
1914,2.765755140465842e-07,1.2054138576189644e-08
1915,2.81560214587806e-07,3.5342285764627945e-09
1916,3.812649200796159e-07,3.0764893077517286e-08
1917,5.549011046213081e-07,1.6449636319748606e-08
1918,4.812791596364718e-07,2.2972752589112133e-08
1919,2.771562306325137e-07,2.394040587994084e-08
1920,2.3549641259279497e-07,1.1358347595802343e-08
1921,2.983662596989234e-07,3.7863738810983705e-09
1922,1.741192794391111e-07,9.591316185719734e-09
1923,1.85779090333682e-07,1.2739138188777588e-08
1924,2.2560342816113632e-07,3.2229061197597275e-08
1925,2.694553526971788e-07,1.9796720707176974e-08
1926,2.7642423017226747e-07,2.1177662290483568e-08
1927,1.6612345454802835e-07,3.9022286291157116e-08
1928,1.553941626486477e-07,1.1426041335305115e-08
1929,2.1723792831274125e-07,2.0052731031228177e-08
1930,2.405325290055771e-07,1.575540553577781e-08
1931,2.2354499051857601e-07,1.8248570654577634e-08
1932,2.2795836351896526e-07,8.767629289252454e-09
1933,1.3535381349072395e-07,1.0323596200123575e-08
1934,2.671892360694983e-07,1.0783422155213884e-08
1935,2.6330223867887526e-07,1.3165112555668657e-08
1936,2.303695834093844e-07,3.6374143697059935e-09
1937,2.669316977454983e-07,7.554670666820584e-09
1938,1.7243734884431206e-07,5.186085783037697e-09
1939,2.707046968808413e-07,9.176430282309411e-09
1940,2.738645619171365e-07,1.0143131667916805e-08
1941,2.597322330544216e-07,1.7709016475464523e-08
1942,1.8508691357332907e-07,2.1239483061208375e-08
1943,2.4967822320753896e-07,3.4838823381733164e-08
1944,2.6348126702657737e-07,9.639558484764166e-09
1945,2.2438591429363441e-07,1.742803235060819e-08
1946,3.020879564274992e-07,1.5313214696277555e-08
1947,2.4914621166161055e-07,3.099426448827103e-08
1948,1.9895554714821628e-07,1.6307831973705333e-08
1949,3.54393992818558e-07,6.8719057111366055e-09
1950,3.2437852026667713e-07,2.552486733087278e-08
1951,1.9936821149535433e-07,1.3859821956785368e-08
1952,2.2882223937870094e-07,1.3708244983590134e-08
1953,3.092088525225023e-07,2.2625037399137682e-08
1954,1.6320135864944518e-07,1.2704296947774196e-08
1955,1.3796843267854797e-07,8.447047061821422e-09
1956,2.206448850294862e-07,9.593255967388359e-09
1957,3.0834280984048945e-07,1.5019563925910973e-08
1958,1.6958099247066372e-07,1.0753916701577992e-08
1959,2.6740080061316007e-07,8.525822381422188e-09
1960,1.930912449932265e-07,1.4533749814749086e-08
1961,1.7022990411730277e-07,1.5980766210343944e-08
1962,1.636224816192744e-07,1.3318108615933966e-08
1963,1.4483959220878972e-07,2.32777911390869e-08
1964,1.782602789823784e-07,1.764350798794112e-08
1965,1.1764892937637939e-07,2.2435377999840966e-08
1966,1.2241355173969737e-07,4.431259803538978e-09
1967,1.6220804321953608e-07,8.381570104631919e-09
1968,1.7741092078749077e-07,1.1228539764651657e-08
1969,2.011998722628583e-07,1.6804504454626112e-08
1970,2.1338084646438382e-07,1.2416557920724713e-08
1971,1.7265015805900674e-07,1.7470551227916076e-08
1972,1.6929484125682848e-07,1.4364411327072446e-08
1973,1.5822894761097217e-07,2.8668660556618875e-08
1974,1.3838906975927046e-07,9.563471792262135e-09
1975,1.3936011811210847e-07,1.5420996035686585e-08
1976,1.3941006160589353e-07,1.314111219841152e-08
1977,1.1283420953134282e-07,1.351659784099013e-08
1978,1.44356371079013e-07,1.3663359998972169e-08
1979,1.293286091552659e-07,1.462993370893173e-08
1980,2.0693947977434846e-07,1.0233271119375331e-08
1981,1.3916208974062982e-07,1.3283653788054295e-08
1982,1.4711780194076596e-07,1.551875516980772e-08
1983,1.3514776053824562e-07,1.7682884490000106e-08
1984,1.7628986359596865e-07,1.333771937339634e-08
1985,1.906931972328607e-07,1.4437339213024813e-08
1986,1.1809136313267743e-07,1.3787316399671568e-08
1987,1.1732768312455732e-07,1.5277041853778428e-08
1988,1.007421059906477e-07,8.395175110642583e-09
1989,1.5202097858324493e-07,1.1525056464734007e-08
1990,1.1496653717912864e-07,9.262707045820662e-09
1991,1.1840159991338695e-07,1.0550637363770932e-08
1992,9.917899335132319e-08,1.4325855168806356e-08
1993,1.1521551146476128e-07,1.772546376344053e-08
1994,1.2079581757085123e-07,7.384897138251745e-09
1995,6.235818150734929e-08,1.843633334885908e-08
1996,8.434185394534666e-08,7.473328622609188e-09
1997,9.445941828722937e-08,1.1028256974299211e-08
1998,6.389293227826442e-08,1.239713631751016e-08
1999,9.231806299969669e-08,1.1425503043671625e-08
2000,7.819915959217383e-08,1.5463110347724296e-08
2001,7.754744640875444e-08,1.4457998687156248e-08
2002,7.448076444482865e-08,8.324320677211006e-09
2003,7.042099459120266e-08,1.12506919336397e-08
2004,8.325055622648847e-08,1.3654853081579432e-08
2005,7.070886676174837e-08,1.035862429166201e-08
2006,6.382729184073455e-08,2.388376074691223e-08
2007,9.347081686428282e-08,1.3581230362547103e-08
2008,1.0132706734777841e-07,1.3198063170127838e-08
2009,7.10460670294566e-08,1.2397300741540107e-08
2010,7.038451477203722e-08,2.4091344918986124e-08
2011,7.265547086188207e-08,2.3326229725562087e-08
2012,7.285101005782835e-08,2.995742343081531e-08
2013,6.666008856015537e-08,3.625862476930308e-08
2014,9.09486965322559e-08,3.6162935312944455e-08
2015,7.846676788880735e-08,4.743471465618043e-08
2016,1.0128852867552496e-07,3.2105771041734954e-08
2017,7.270116775259794e-08,3.7482607240235666e-08
2018,7.641141158698517e-08,4.311049561778191e-08
2019,7.372354449142193e-08,4.74483716761398e-08
