year,nombreux_ADJ hommages_NOUN,nombreux_ADJ dommages_NOUN
1908,4.911389073214423e-09,5.40252820258047e-09
1909,9.901770070541716e-09,2.7504918342913243e-09
1910,1.8170112525695004e-08,1.1757131268552712e-08
1911,2.128149656499545e-09,1.0640748726586935e-08
1912,8.335073964360618e-09,6.251305251225858e-09
1913,5.302989602995467e-09,6.893886794756554e-09
1914,1.1384464038144415e-08,6.027069510139427e-09
1915,7.068456930880984e-09,3.534228465440492e-09
1916,1.4283700444650549e-08,1.9777431248257926e-08
1917,1.864292187292449e-08,1.5352993543160665e-08
1918,3.44591288836682e-09,1.6080926812378493e-08
1919,3.6831393490643904e-09,8.287063479883727e-09
1920,3.786115865267448e-09,8.329454459499175e-09
1921,2.2718242842501013e-09,6.815472630705699e-09
1922,1.475587119159627e-08,1.2542490601674672e-08
1923,1.6985516992917837e-08,2.1231896241147297e-08
1924,7.734974438733389e-09,1.4180787211159895e-08
1925,7.698724324711748e-09,1.4297631523163545e-08
1926,7.802296586589819e-09,6.687683296036084e-09
1927,8.919379901328739e-09,7.804457524684949e-09
1928,7.998228745975666e-09,5.713020723163709e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,4.201441416995522e-09,0.0
1931,1.4826963656844327e-08,4.5621426636444085e-09
1932,8.767629289252454e-09,4.383814644626227e-09
1933,1.1470662641954732e-08,1.3764794637438627e-08
1934,1.4377896206951846e-08,4.7926320689839486e-09
1935,8.377798899061872e-09,1.0771455727365264e-08
1936,1.4549657478823974e-08,2.424942913137329e-09
1937,1.3850230295986421e-08,1.3850230295986421e-08
1938,1.8151300906765755e-08,1.1668692678767911e-08
1939,1.988226472349197e-08,1.5294050470515685e-08
1940,2.7893612752905028e-08,5.0715658339584024e-09
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504132643866e-08,1.089252066321933e-08
1946,4.1763312808029696e-09,1.6705325123211878e-08
1947,1.1920871401116528e-08,1.0728784083369192e-08
1948,1.195907639583993e-08,8.697510267552389e-09
1949,1.0798709482173763e-08,6.8719057111366055e-09
1950,1.3825969702452312e-08,7.444753258312176e-09
1951,1.2793682557799002e-08,5.330700769690111e-09
1952,1.1599284199803606e-08,1.4762725264461096e-08
1953,1.4005975934594517e-08,2.1547654771580937e-09
1954,6.840775057526116e-09,1.2704297169818801e-08
1955,9.385607846468247e-09,1.1262729415761896e-08
1956,2.0058624983221307e-08,1.3953826538681824e-08
1957,1.236905244894615e-08,1.3252556385623393e-08
1958,8.272243334772611e-09,1.3235589513271862e-08
1959,1.3951345856355601e-08,6.200598257066758e-09
1960,1.1073333361366622e-08,1.1073333361366622e-08
1961,1.181187059273725e-08,4.86371165564492e-09
1962,1.1415521861124489e-08,7.610347907416326e-09
1963,1.1638896069143811e-08,1.0345685197421517e-08
1964,1.034274621503073e-08,9.734349326606662e-09
1965,8.755269398363907e-09,8.20806533852192e-09
1966,6.6468897053084675e-09,7.200797291773142e-09
1967,9.860671390526932e-09,1.0846738618397467e-08
1968,6.737123747768692e-09,7.635406973349745e-09
1969,8.175163657142548e-09,7.72098829315837e-09
1970,6.898087434592526e-09,1.103694025061941e-08
1971,1.5929032315398217e-08,8.221435976452085e-09
1972,1.9494558856081312e-08,7.182205497002769e-09
1973,1.4885650045926013e-08,1.1577728109557484e-08
1974,1.2938814464291681e-08,6.750686232237513e-09
1975,7.996072248772634e-09,9.138368284311582e-09
1976,9.141642998145016e-09,7.998937512354587e-09
1977,6.464460078348111e-09,1.1753563455840776e-08
1978,1.7227714366185864e-08,1.2475242172627077e-08
1979,6.437170796402825e-09,1.6970723493159312e-08
1980,1.4781392110307934e-08,1.3075846183596695e-08
1981,1.5813874654213578e-08,1.0753434587229549e-08
1982,1.5518756057986138e-08,4.966001831974154e-09
1983,1.4525227243211702e-08,1.0736036948344463e-08
1984,2.7835241667162336e-08,8.69851302098823e-09
1985,9.02333674446254e-09,9.02333674446254e-09
1986,1.6784559520033326e-08,5.994485352545098e-09
1987,1.7721369260925712e-08,6.721898593298192e-09
1988,1.6190695006912392e-08,8.994830658082265e-09
1989,1.7013178421620978e-08,2.0854864501984594e-08
1990,1.5801088437683575e-08,1.198703181159999e-08
1991,1.1722930182145319e-08,1.2895223555631219e-08
1992,1.597883780846132e-08,9.91789939064347e-09
1993,1.772546376344053e-08,7.754890063438324e-09
1994,2.004472143823932e-08,1.476979427650349e-08
1995,1.626735190995987e-08,1.843633334885908e-08
1996,1.7081895009596337e-08,1.4946657245218375e-08
1997,2.205651483677684e-08,1.965906726297817e-08
1998,1.5258013519314773e-08,1.8118891276230897e-08
1999,1.5995704316651427e-08,1.7366764026860437e-08
2000,2.3415566374751506e-08,1.988114206596947e-08
2001,2.1467938537966802e-08,2.1029816110740285e-08
2002,2.8477940006155222e-08,1.6648641576466616e-08
2003,1.7084383685528337e-08,1.8751153518792307e-08
2004,2.642874719072097e-08,1.761916479381398e-08
2005,2.7923247714056743e-08,2.567137258324692e-08
2006,3.1295964930677656e-08,1.8530505130343045e-08
2007,2.157018919035636e-08,1.7176262190332636e-08
2008,2.171294255504108e-08,2.5118893631770334e-08
2009,2.9085974517784052e-08,2.62250594573743e-08
2010,2.5508482437430757e-08,2.220182793166714e-08
2011,2.4473420623394304e-08,2.9062187323347644e-08
2012,2.0425515501187874e-08,2.0765941854961056e-08
2013,1.2551062411603198e-08,1.5340187786705428e-08
2014,1.2992670939127038e-08,2.14379074492399e-08
2015,1.5959342292148904e-08,1.4851055496478693e-08
2016,1.0978101983027955e-08,2.6927420293532123e-08
2017,1.6603035390971854e-08,2.1131135952145996e-08
2018,1.7037679711506826e-08,2.581466773676766e-08
2019,1.403043281555938e-08,2.040790292312522e-08
