year,nos_DET eaux_NOUN,nos_DET do_NOUN
1874,4.098581971589965e-07,5.377148060148329e-09
1875,5.321020166704216e-07,1.1443054281912168e-09
1876,3.845265357238503e-07,1.209202959984168e-09
1877,4.490176337412777e-07,2.4739263970730008e-09
1878,3.2973425279081425e-07,1.2078177347163432e-09
1879,4.765273846629725e-07,6.10932526790009e-10
1880,3.5426511679759187e-07,2.5671385017744797e-09
1881,3.186436088320477e-07,4.880755410940907e-09
1882,4.166271019290235e-07,6.655385131892899e-10
1883,3.791603362945928e-07,3.791603475633565e-09
1884,3.307450313627669e-07,2.6406787867472303e-09
1885,5.143617218816843e-07,1.9336907075562237e-09
1886,4.175391046246091e-07,3.872078213618124e-09
1887,4.119751542130956e-07,3.9173548849191775e-09
1888,4.6793736685479814e-07,0.0
1889,3.6024536420597997e-07,0.0
1890,4.155481057033228e-07,1.9663159434024635e-09
1891,3.129742042196071e-07,3.824531802365527e-09
1892,3.91782009945274e-07,1.2537024751679837e-09
1893,4.27394099777878e-07,1.847525021858587e-09
1894,3.1444679748915405e-07,6.301539290376468e-10
1895,3.141716815591167e-07,0.0
1896,3.408482802669255e-07,1.7691086373616827e-09
1897,3.589255677116654e-07,1.1653427112179315e-09
1898,3.3271127719558535e-07,5.6583548957434e-10
1899,3.742170449072546e-07,1.1055156790007459e-09
1900,3.389757836647078e-07,1.5573159428683425e-09
1901,3.576792846349264e-07,2.794369458047896e-09
1902,3.3439032454118944e-07,9.820567692386817e-10
1903,4.741393360152557e-07,5.400220270956879e-10
1904,4.3158239471097204e-07,5.374625189347171e-10
1905,4.051195880983016e-07,2.0643036169332163e-09
1906,3.8375617172903276e-07,2.0576738091193647e-09
1907,3.455990824074995e-07,0.0
1908,2.93209934998373e-07,1.964555629285769e-09
1909,3.11905774097454e-07,2.2003934230241384e-09
1910,3.04082187874144e-07,3.206490406526541e-09
1911,2.9262058276469105e-07,2.6601871816467337e-09
1912,2.938113508044182e-07,0.0
1913,5.531018267834753e-07,3.181793939432964e-09
1914,2.765755140465842e-07,2.678697486047099e-09
1915,2.81560214587806e-07,2.3561523843085297e-09
1916,3.812649200796159e-07,2.197492410260793e-09
1917,5.549011046213081e-07,2.1932848870420685e-09
1918,4.812791596364718e-07,2.2972752589112133e-09
1919,2.771562306325137e-07,0.0
1920,2.3549641259279497e-07,7.572231730534895e-10
1921,2.983662596989234e-07,3.0290989716519334e-09
1922,1.741192794391111e-07,7.377935484775833e-10
1923,1.85779090333682e-07,1.0615948120573648e-09
1924,2.2560342816113632e-07,0.0
1925,2.694553526971788e-07,2.1996355847875293e-09
1926,2.7642423017226747e-07,4.458455382660986e-09
1927,1.6612345454802835e-07,2.2298449753321847e-09
1928,1.553941626486477e-07,0.0
1929,2.1723792831274125e-07,0.0
1930,2.405325290055771e-07,2.100720708497761e-09
1931,2.2354499051857601e-07,0.0
1932,2.2795836351896526e-07,1.0959536611565568e-09
1933,1.3535381349072395e-07,2.2941324395731044e-09
1934,2.671892360694983e-07,3.5944740517379614e-09
1935,2.6330223867887526e-07,0.0
1936,2.303695834093844e-07,1.2124714565686645e-09
1937,2.669316977454983e-07,2.5182236296217297e-09
1938,1.7243734884431206e-07,0.0
1939,2.707046968808413e-07,0.0
1940,2.738645619171365e-07,2.5357829169792012e-09
1941,2.597322330544216e-07,2.9515025978810172e-09
1942,1.8508691357332907e-07,0.0
1943,2.4967822320753896e-07,2.9032352077962287e-09
1944,2.6348126702657737e-07,0.0
1945,2.2438591429363441e-07,0.0
1946,3.020879564274992e-07,0.0
1947,2.4914621166161055e-07,0.0
1948,1.9895554714821628e-07,0.0
1949,3.54393992818558e-07,0.0
1950,3.2437852026667713e-07,1.0635361480382244e-09
1951,1.9936821149535433e-07,0.0
1952,2.2882223937870094e-07,0.0
1953,3.092088525225023e-07,1.0773827385790469e-09
1954,1.6320135864944518e-07,0.0
1955,1.3796843267854797e-07,0.0
1956,2.206448850294862e-07,8.72114158667614e-10
1957,3.0834280984048945e-07,2.6505113659425206e-09
1958,1.6958099247066372e-07,0.0
1959,2.6740080061316007e-07,0.0
1960,1.930912449932265e-07,6.920833350854139e-10
1961,1.7022990411730277e-07,0.0
1962,1.636224816192744e-07,0.0
1963,1.4483959220878972e-07,0.0
1964,1.782602789823784e-07,6.083968329129164e-10
1965,1.1764892937637939e-07,0.0
1966,1.2241355173969737e-07,0.0
1967,1.6220804321953608e-07,1.479100675272349e-09
1968,1.7741092078749077e-07,4.4914158503495116e-10
1969,2.011998722628583e-07,1.8167031212712459e-09
1970,2.1338084646438382e-07,4.5987250119061684e-10
1971,1.7265015805900674e-07,1.0276794970565106e-09
1972,1.6929484125682848e-07,2.0520587451500205e-09
1973,1.5822894761097217e-07,0.0
1974,1.3838906975927046e-07,1.1251143350321513e-09
1975,1.3936011811210847e-07,0.0
1976,1.3941006160589353e-07,1.142705374768127e-09
1977,1.1283420953134282e-07,0.0
1978,1.44356371079013e-07,5.940591352171509e-10
1979,1.293286091552659e-07,2.3407893401383717e-09
1980,2.0693947977434846e-07,5.685150683554241e-10
1981,1.3916208974062982e-07,6.325549528618524e-10
1982,1.4711780194076596e-07,1.2415004579935385e-09
1983,1.3514776053824562e-07,6.315316047889041e-10
1984,1.7628986359596865e-07,0.0
1985,1.906931972328607e-07,1.2031116103372597e-09
1986,1.1809136313267743e-07,0.0
1987,1.1732768312455732e-07,0.0
1988,1.007421059906477e-07,0.0
1989,1.5202097858324493e-07,0.0
1990,1.1496653717912864e-07,1.089730194969718e-09
1991,1.1840159991338695e-07,5.861465202094962e-10
1992,9.917899335132319e-08,0.0
1993,1.1521551146476128e-07,0.0
1994,1.2079581757085123e-07,3.164955852952289e-09
1995,6.235818150734929e-08,5.422450821690461e-10
1996,8.434185394534666e-08,5.338092190498855e-10
1997,9.445941828722937e-08,4.79489448146353e-10
1998,6.389293227826442e-08,0.0
1999,9.231806299969669e-08,4.570201161957499e-10
2000,7.819915959217383e-08,8.836062992401139e-10
2001,7.754744640875444e-08,0.0
2002,7.448076444482865e-08,0.0
2003,7.042099459120266e-08,4.1669229178253886e-10
2004,8.325055622648847e-08,0.0
2005,7.070886676174837e-08,4.5037495954858286e-10
2006,6.382729184073455e-08,2.0589449589714093e-09
2007,9.347081686428282e-08,0.0
2008,1.0132706734777841e-07,0.0
2009,7.10460670294566e-08,4.76819250749827e-10
2010,7.038451477203722e-08,0.0
2011,7.265547086188207e-08,1.911985902935953e-09
2012,7.285101005782835e-08,0.0
2013,6.666008856015537e-08,0.0
2014,9.09486965322559e-08,0.0
2015,7.846676788880735e-08,0.0
2016,1.0128852867552496e-07,4.1426800878596737e-10
2017,7.270116775259794e-08,1.509366853724714e-09
2018,7.641141158698517e-08,0.0
2019,7.372354449142193e-08,2.55098775436835e-10
