year,soyons_VERB en_ADP,soyons_VERB dans_ADP
1905,1.919802361527445e-07,5.160759064537501e-08
1906,1.903348261222959e-07,3.9095801263044905e-08
1907,2.170279973512379e-07,2.982849167665336e-08
1908,2.337821234377202e-07,4.714933377059083e-08
1909,2.013359949870619e-07,4.675835868495071e-08
1910,2.1857575571715415e-07,4.5425281092192904e-08
1911,1.9472569801060047e-07,6.490856641061526e-08
1912,2.1619097534397724e-07,7.084813180568972e-08
1913,1.9992271305113718e-07,5.6211690413476845e-08
1914,2.477795089106394e-07,7.90215795021254e-08
1915,2.2147832678953705e-07,6.479419267790831e-08
1916,2.1425550444931218e-07,9.449217497348172e-08
1917,2.544210451205231e-07,7.566832849192906e-08
1918,2.2513296915604997e-07,7.351281006151567e-08
1919,2.430871926528688e-07,5.340552100552287e-08
1920,2.407969752482586e-07,4.694783761749477e-08
1921,1.8326048156769303e-07,4.9980132255100784e-08
1922,2.0141763190650863e-07,8.263287448739831e-08
1923,1.8047112426700096e-07,6.263409479956294e-08
1924,2.5009750692639443e-07,5.285566118118368e-08
1925,1.9796719907816396e-07,5.389107116116065e-08
1926,2.0954740787004766e-07,5.684530468563764e-08
1927,1.9845620746750114e-07,5.909089240141441e-08
1928,1.965279059490399e-07,3.8848538497227025e-08
1929,2.161238823461531e-07,5.7930113150916895e-08
1930,1.9221594327323288e-07,4.621585714126297e-08
1931,1.6423713855573396e-07,3.649714130915527e-08
1932,2.2247858855184433e-07,4.9317913752844333e-08
1933,1.9156006514364776e-07,5.620624476954106e-08
1934,2.0967764768897723e-07,3.9539214569117576e-08
1935,1.8909889298868165e-07,3.4708022234042346e-08
1936,2.0612014317578087e-07,3.273672888326473e-08
1937,1.91384992742627e-07,3.777335588761588e-08
1938,1.9577473642229393e-07,3.500607925754906e-08
1939,2.2176373182247744e-07,5.352917753498332e-08
1940,2.0032684999726769e-07,5.325144059042941e-08
1941,2.1841119668408737e-07,4.132103770260187e-08
1942,2.2756587725325517e-07,2.1239483061208375e-08
1943,2.758073383013482e-07,4.064529335323641e-08
1944,2.0243072285097696e-07,7.069009200222354e-08
1945,2.2438591962270493e-07,6.317661416233022e-08
1946,2.2691399870211626e-07,5.8468637043063154e-08
1947,2.396095104550966e-07,8.106192472823182e-08
1948,2.522277862126998e-07,5.218506071713591e-08
1949,2.503337002135453e-07,4.515823670558916e-08
1950,2.1377077108475362e-07,3.19060831088791e-08
1951,2.388154022314737e-07,5.650542789226165e-08
1952,2.1195055133205187e-07,5.377849987553418e-08
1953,2.2086345552452258e-07,5.925604895651304e-08
1954,1.925189643259273e-07,5.863521579385633e-08
1955,2.4027156664274685e-07,5.631364530245264e-08
1956,2.075631635456432e-07,5.407107761534746e-08
1957,2.1292441010345442e-07,4.94762097957846e-08
1958,2.0266996925144554e-07,5.4596807075313336e-08
1959,2.123704962997408e-07,5.735553543217975e-08
1960,2.415370841113429e-07,4.636958245152201e-08
1961,3.05719015436523e-07,4.6552668164778765e-08
1962,2.3084721822996812e-07,4.6296280142854584e-08
1963,2.4829644207358115e-07,5.366824296082484e-08
1964,2.652610215925222e-07,6.814044783975959e-08
1965,2.303730237684931e-07,6.238129390823133e-08
1966,2.3097942225547285e-07,6.203763680545649e-08
1967,2.2334419846892217e-07,6.360132775995453e-08
1968,2.173845329300761e-07,4.715986576253606e-08
1969,2.130084340024041e-07,6.90347209397757e-08
1970,2.44652159198111e-07,5.150571952272642e-08
1971,2.230064506392182e-07,4.984245594030767e-08
1972,2.2008329664258142e-07,5.7970660716222255e-08
1973,2.0398854561065605e-07,5.8991279028308696e-08
1974,1.8283108049743646e-07,4.556712884795644e-08
1975,2.12467068383404e-07,4.740528680713396e-08
1976,1.9197450162877772e-07,4.513686291396368e-08
1977,1.9804755302388344e-07,4.936496655894018e-08
1978,2.269305920954423e-07,4.633661321307159e-08
1979,2.0013748391889408e-07,6.788288831049982e-08
1980,2.3138563254310185e-07,5.74200226255428e-08
1981,1.9166415343718768e-07,5.439972450282937e-08
1982,2.0422681967779965e-07,4.283176713304471e-08
1983,2.084054306905614e-07,5.620631204905635e-08
1984,2.1514321102422684e-07,4.755187088534285e-08
1985,1.8347451824496375e-07,5.534313529675927e-08
1986,2.0561085456449746e-07,4.615753934622546e-08
1987,1.7721368417156214e-07,3.5442738521851425e-08
1988,1.7449971689842414e-07,4.7972431305165486e-08
1989,2.0470695716312548e-07,4.939310116469642e-08
1990,1.6836330996028437e-07,4.8492991955306763e-08
1991,2.0163440961340484e-07,4.278869525364826e-08
1992,1.67502298031863e-07,4.79365149796962e-08
1993,1.833477645263315e-07,6.757833159731774e-08
1994,2.1363452118450255e-07,6.06616551435124e-08
1995,1.7189168577402825e-07,5.9104714900115596e-08
1996,1.9163750297757076e-07,6.45909130625455e-08
1997,2.0522148336254986e-07,6.952596820486434e-08
1998,1.754671603571012e-07,4.577404211225655e-08
1999,1.581289645891104e-07,6.946705544130793e-08
2000,1.4888765820231242e-07,5.6550801486032753e-08
2001,1.752484672934429e-07,5.213642192969381e-08
2002,2.0065994377205243e-07,5.6955880456399655e-08
2003,1.820945296771015e-07,5.833692218182307e-08
2004,1.5989392432302907e-07,5.505989159049207e-08
2005,1.576312351758702e-07,6.530437079987905e-08
2006,1.6883348230578576e-07,5.6415090543548985e-08
2007,1.6617035147881154e-07,6.710725558578545e-08
2008,1.8732733941817514e-07,5.321799631530233e-08
2009,1.6736355523683244e-07,8.153609143413121e-08
2010,2.1351543999514888e-07,8.172161580777271e-08
2011,1.8087387565479673e-07,9.254012023340863e-08
2012,1.9948921581303125e-07,1.0927651006298333e-07
2013,2.1002111116885658e-07,9.399351519334687e-08
2014,2.351673398237608e-07,1.0047665632839653e-07
2015,2.229874880299576e-07,1.1836512747720462e-07
2016,2.2577606539897488e-07,1.1558077561701907e-07
2017,2.4652991648110856e-07,1.3861017933436415e-07
2018,2.5840482154038114e-07,1.306222086050468e-07
2019,2.4821110522488254e-07,1.3214116112436614e-07
