year,quelques_DET hivers_NOUN,quelques_DET divers_ADJ
1918,3.445912710731136e-08,0.0
1919,7.366278698128781e-09,9.207848372660976e-10
1920,3.028892692213958e-09,0.0
1921,1.438822039290244e-08,7.572747429129834e-10
1922,1.8444838267850372e-08,7.377935484775833e-10
1923,1.1677542488541803e-08,0.0
1924,1.6759111320929776e-08,1.289162443462999e-09
1925,1.0998178145982251e-08,0.0
1926,1.4489979882625903e-08,2.229227691330493e-09
1927,2.2298449309232637e-08,1.1149224876660924e-09
1928,2.0566873981664457e-08,1.1426041224282812e-09
1929,1.4482528065684619e-08,3.342121912552898e-09
1930,7.352522701786768e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,8.02946331646126e-09,8.02946331646126e-09
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,8.377798899061872e-09,5.98414207075848e-09
1936,0.0,3.6374143697059935e-09
1937,8.813782481631449e-09,1.2591118148108649e-09
1938,6.482607117774819e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,0.0
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.3612020783048138e-08,2.9515025978810172e-09
1942,3.944475457373642e-08,3.034211770724937e-09
1943,2.9032352077962287e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,7.152522796260996e-09,1.1920870957027319e-09
1948,6.523132922708896e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,1.9634016634739737e-09
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,9.772536557761669e-09,2.9317608341017376e-09
1955,1.1262729415761896e-08,1.8771215692936494e-09
1956,6.976913269340912e-09,2.616342476002842e-09
1957,4.417518850718949e-09,7.951533653738352e-09
1958,5.790570356545288e-09,3.3088973783179654e-09
1959,3.8753737996444215e-09,3.1002992395556817e-09
1960,5.536666791705613e-09,3.460416619915918e-09
1961,4.1688955620955426e-09,6.94815938118154e-09
1962,6.341956293454132e-09,1.0781326054143392e-08
1963,5.819447923549603e-09,4.526237162849611e-09
1964,4.258777774879263e-09,2.4335873316516654e-09
1965,2.73602163147757e-09,1.0944086747954884e-09
1966,1.6063316343739587e-08,3.3234448526542337e-09
1967,1.3311906243984595e-08,3.451234853457663e-09
1968,9.881114926280077e-09,7.635406973349745e-09
1969,5.450109252791435e-09,7.2668124850849836e-09
1970,6.898087434592526e-09,5.518470125309705e-09
1971,4.110718099248345e-09,7.193756368373272e-09
1972,1.1799337507056862e-08,4.6171320100540925e-09
1973,1.0475087242056702e-08,2.7566018356850464e-09
1974,1.1813700351304135e-08,2.2502286700643026e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,4.570821499072508e-09,2.856763492431469e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,9.504946163474415e-09,1.1881182704343018e-09
1979,8.192762912528906e-09,5.851973128301324e-09
1980,1.0233271174886482e-08,4.548120546843393e-09
1981,6.3255494731073725e-09,4.427884725544118e-09
1982,2.483000915987077e-09,6.2075020679230875e-09
1983,5.683784443100137e-09,6.315316269933646e-09
1984,8.118611560803402e-09,4.059305780401701e-09
1985,8.42178138338312e-09,2.4062232206745193e-09
1986,8.991728306373403e-09,4.196139880008332e-09
1987,7.94406213033838e-09,4.277571630240118e-09
1988,1.3192418601981615e-08,1.798966087207532e-09
1989,4.939309850016116e-09,2.1952488715726304e-09
1990,1.2531897519707513e-08,3.2691906959314565e-09
1991,8.7921980806982e-09,4.103025752488776e-09
1992,8.815910668147353e-09,2.7549720282848966e-09
1993,1.5509781292610825e-08,7.200969598386564e-09
1994,4.219941229788304e-09,2.6374633033121597e-09
1995,5.9646960148818096e-09,3.79571546416102e-09
1996,1.5480467130402076e-08,2.135236876199542e-09
1997,4.315404922294874e-09,4.79489448146353e-10
1998,1.5258013741359377e-08,9.536258449571733e-10
1999,1.1882523326400829e-08,4.570201161957499e-10
2000,1.1486881890121481e-08,3.97622823555821e-09
2001,1.0514908055370142e-08,3.066848330846028e-09
2002,7.009954394732176e-09,2.6287327870022636e-09
2003,5.000307723435071e-09,2.083461403401543e-09
2004,1.0131019939629837e-08,1.3214374039449694e-09
2005,5.404499625605297e-09,9.007499190971657e-10
2006,6.176834765891925e-09,1.2353669198716943e-09
2007,3.994479552682506e-09,1.5977918155218873e-09
2008,9.366367403895737e-09,1.2772318758180745e-09
2009,7.629108234041837e-09,1.430457752249481e-09
2010,1.3226620521056276e-08,2.3618964561933353e-09
2011,1.4913490886669933e-08,1.529588788962144e-09
2012,1.05531832161887e-08,1.7021263842842416e-09
2013,1.3666712872506537e-08,2.2313000336282585e-09
2014,1.1260314569661034e-08,2.3819897165822113e-09
2015,1.3299452567006043e-08,1.10828768384863e-09
2016,1.2635174073682975e-08,6.21402013178951e-10
2017,1.2578056485246236e-08,7.546833991067814e-10
2018,1.7037680155596036e-08,1.290733298020541e-09
2019,1.0714148734880524e-08,1.02039510174734e-09
