year,diverses_ADJ âmes_NOUN,diverses_ADJ ames_NOUN,diverses_ADJ dames_NOUN
1800,0.0,0.0,0.0
1801,0.0,2.3811825844433088e-09,0.0
1802,0.0,0.0,0.0
1803,0.0,0.0,0.0
1804,0.0,0.0,4.943701892301533e-09
1805,0.0,0.0,0.0
1806,0.0,0.0,0.0
1807,0.0,0.0,0.0
1808,0.0,0.0,2.2660739951163578e-09
1809,0.0,0.0,0.0
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,0.0,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,1.8880564667256294e-08,2.697223555614414e-09,2.697223555614414e-09
1816,0.0,0.0,0.0
1817,0.0,0.0,4.670620223912181e-09
1818,0.0,1.3113295338484932e-08,1.1921176934492905e-08
1819,0.0,0.0,0.0
1820,0.0,8.306536791735653e-09,2.3732962262101864e-09
1821,0.0,0.0,0.0
1822,0.0,0.0,0.0
1823,0.0,9.882686891060644e-10,9.882686891060644e-10
1824,0.0,0.0,3.3684450784221553e-09
1825,1.1447076175841175e-08,0.0,0.0
1826,0.0,6.1655889282974385e-09,8.807984341885344e-10
1827,0.0,0.0,0.0
1828,0.0,9.172301251858528e-10,0.0
1829,1.714635211591542e-09,0.0,6.001223185059246e-09
1830,0.0,5.218417697960831e-09,0.0
1831,0.0,0.0,0.0
1832,0.0,4.058990921151917e-09,0.0
1833,1.6217079235048004e-08,2.3167257001688313e-09,0.0
1834,0.0,1.8669061851994684e-09,9.334531370086552e-09
1835,7.563087933704082e-10,0.0,7.563087933704082e-10
1836,0.0,4.032449929525228e-09,0.0
1837,5.5663127440652715e-09,0.0,6.957890930081589e-10
1838,0.0,1.8936485712828244e-09,0.0
1839,2.0974426639952526e-09,0.0,0.0
1840,5.732719632334238e-09,1.9109065441114126e-09,1.910906599622564e-09
1841,0.0,6.420548537278137e-10,6.420548537278137e-10
1842,2.683306021822318e-09,0.0,0.0
1843,1.2995204023980023e-08,0.0,0.0
1844,3.2931368743049916e-09,0.0,2.195424508855126e-09
1845,7.254296274794569e-09,0.0,0.0
1846,1.7563503984519002e-09,0.0,1.7563503984519002e-09
1847,5.9325460100012606e-09,0.0,0.0
1848,3.218088684420195e-09,0.0,8.045221711050488e-10
1849,2.513824481908955e-09,0.0,8.379414939696517e-10
1850,6.788996032014438e-09,0.0,6.788996032014438e-09
1851,1.2898877521649865e-09,0.0,1.9348316282474798e-09
1852,0.0,0.0,5.859490670445666e-09
1853,3.5831591027601917e-09,0.0,5.3747388761848924e-09
1854,9.352196350675968e-09,0.0,1.4028294081924741e-08
1855,2.653468555990912e-09,0.0,2.653468555990912e-09
1856,2.5885946719483854e-09,1.0354378465748937e-09,5.177189232874468e-10
1857,3.905207268672939e-09,0.0,2.4407544874094356e-09
1858,2.4468380654951716e-09,0.0,9.297984604472731e-09
