year,moins_ADV écrit_VERB,moins_ADV décrit_VERB
1867,4.561642796829801e-08,2.91168689159349e-09
1868,6.224241388963492e-08,5.433861360870651e-09
1869,5.323035878745941e-08,1.953407657850903e-09
1870,5.045962936378601e-08,5.734048791339319e-10
1871,2.442870794538976e-08,0.0
1872,2.2979889990892843e-08,5.442605477412599e-09
1873,3.4718826924518e-08,1.7958012854535355e-09
1874,2.6288279997288555e-08,4.182226565063729e-09
1875,3.4901315615343265e-08,2.2886108563824337e-09
1876,3.4462285469771814e-08,7.859819461941697e-09
1877,4.7004601100297805e-08,1.2369632429454214e-08
1878,5.6163525385954927e-08,2.4156354694326865e-09
1879,2.8102896010295808e-08,7.331190321480108e-09
1880,4.55667077403632e-08,6.417846254436199e-09
1881,4.671580100534811e-08,6.2752567586699115e-09
1882,3.1945848633085916e-08,3.3276925659464496e-09
1883,5.8769852984141835e-08,1.1374810426900694e-08
1884,4.357119820497246e-08,3.300848483434038e-09
1885,8.121500627567002e-08,3.86738152613475e-09
1886,6.840672028829431e-08,2.5813855497602844e-09
1887,5.941321390423582e-08,8.48760173255414e-09
1888,6.02358412038484e-08,6.340614699951175e-10
1889,4.698852507090123e-08,5.012109394186837e-09
1890,4.391439034634459e-08,8.520702365899524e-09
1891,3.4420789774003424e-08,3.1871101313640793e-09
1892,6.205826963423533e-08,5.641661360300532e-09
1893,4.187723234849727e-08,6.158416554491453e-10
1894,6.742646974089439e-08,6.9316934414587195e-09
1895,6.138986918813316e-08,1.8055843487019274e-09
1896,5.955999426987546e-08,4.717623180994224e-09
1897,3.26295968022805e-08,5.826713556089658e-10
1898,3.904265000187479e-08,0.0
1899,2.5979618456517528e-08,5.527578395003729e-10
1900,3.218453059616877e-08,5.191053142894475e-10
1901,3.800342440740678e-08,2.235495566438317e-09
1902,4.6647695484125506e-08,4.910283846193408e-10
1903,4.482182802689749e-08,1.6200660812870638e-09
1904,3.708491291831706e-08,2.1498500757388683e-09
1905,3.973784501454247e-08,2.0643036169332163e-09
1906,3.755254596171653e-08,1.5432553013283723e-09
1907,6.222840198688573e-08,7.199980611716228e-09
1908,4.0764529529724314e-08,5.893666887857307e-09
1909,4.8958753495753626e-08,6.60118004702781e-09
1910,5.50447509795049e-08,4.809735720812114e-09
1911,5.7992078694724114e-08,2.6601871816467337e-09
1912,6.147116948795883e-08,1.5628263128064646e-09
1913,4.1363318104004065e-08,2.121195885607108e-09
1914,4.68772043404897e-08,2.678697486047099e-09
1915,5.890380805340101e-08,0.0
1916,1.4283700444650549e-08,0.0
1917,3.947912929902486e-08,1.0966424435210342e-09
1918,6.776961924970237e-08,0.0
1919,6.353415216153735e-08,1.3811772170413406e-08
1920,4.921950491620919e-08,7.572231730534895e-10
1921,4.1650110915725236e-08,7.572747429129834e-10
1922,4.279202414636529e-08,7.377935484775833e-10
1923,5.520293200333981e-08,5.307974060286824e-09
1924,5.672314884463958e-08,0.0
1925,7.038833871320094e-08,3.299453377181294e-09
1926,4.2355324580967135e-08,3.343841648018042e-09
1927,6.243566019747959e-08,5.574612327308159e-09
1928,5.0274582719112004e-08,1.1426041224282812e-09
1929,2.6736975300423182e-08,1.1140406375176326e-09
1930,5.04172987803031e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,3.835837958376942e-08,6.575722188983946e-09
1933,5.391211388428019e-08,8.02946331646126e-09
1934,2.7557634396657704e-08,8.38710612072191e-09
1935,2.8723881939640705e-08,7.180970484910176e-09
1936,3.15242587589637e-08,4.849885826274658e-09
1937,2.6441348666139675e-08,2.5182236296217297e-09
1938,4.408173026604345e-08,2.5930428915188486e-09
1939,4.8940961505650193e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,0.0
1941,5.312704587367989e-08,0.0
1942,4.8547388331598995e-08,3.034211770724937e-09
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,5.0115975369635635e-08,5.568441707737293e-09
1947,6.198852986472048e-08,3.5762612871081956e-09
1948,2.5005341797168512e-08,1.0871887834440486e-09
1949,3.239612667016445e-08,8.835307596655184e-09
1950,3.403315673722318e-08,1.0635361480382244e-09
1951,4.157946520422229e-08,2.1322803522849654e-09
1952,4.74516177462192e-08,0.0
1953,3.770839640537815e-08,3.232148326759443e-09
1954,4.397641362174909e-08,9.772536113672459e-10
1955,4.3173795205575516e-08,9.385607846468247e-09
1956,6.01758785023776e-08,3.488456634670456e-09
1957,4.1524678806581505e-08,6.184526224473075e-09
1958,2.6471179026543723e-08,8.272243445794913e-10
1959,3.952881399982289e-08,7.750747821333448e-10
1960,3.0451666077624395e-08,1.3841666701708277e-09
1961,2.292892631317045e-08,1.042223907177231e-08
1962,2.5367825173816527e-08,2.5367825617905737e-09
1963,4.332255798544793e-08,2.5864212993553792e-09
1964,4.015419108327478e-08,3.6503808864551957e-09
1965,3.775710055720083e-08,8.755269398363907e-09
1966,3.9881339120029224e-08,2.215629901769489e-09
1967,4.6345153492666213e-08,2.465167847631733e-09
1968,5.973583228069401e-08,4.491415683816058e-09
1969,3.9967467557744385e-08,3.6334062425424918e-09
1970,3.4030566808951335e-08,3.219107425067591e-09
1971,4.162102129612322e-08,6.679916619845017e-09
1972,4.001514497531389e-08,5.130146973897354e-09
1973,3.6387145740945925e-08,2.205281512956958e-09
1974,2.5315072704756858e-08,3.3753431161187564e-09
1975,3.4268879289811593e-08,2.8557400888473694e-09
1976,4.056603941648973e-08,1.142705374768127e-09
1977,1.9393379346865913e-08,2.938390863960194e-09
1978,2.9108898402796513e-08,3.5643548113029055e-09
1979,4.037861600636461e-08,0.0
1980,3.865902442612423e-08,2.8425752862659692e-09
1981,3.795329561739891e-08,5.060439622894819e-09
1982,2.7313010519947056e-08,6.2075020679230875e-09
1983,3.34711742766558e-08,3.78918940668882e-09
1984,2.551563760277986e-08,4.059305780401701e-09
1985,2.5866899733273385e-08,2.4062232206745193e-09
1986,2.997242631863628e-08,5.395036861699509e-09
1987,3.422057304192094e-08,3.0554083707556856e-09
1988,3.1182079140990027e-08,4.797243047249822e-09
1989,2.3050112929468014e-08,6.585746614717891e-09
1990,2.397406362319998e-08,4.90378582185258e-09
1991,1.6998249918742658e-08,5.2753188484189195e-09
1992,2.8100714644097025e-08,5.509944056569793e-09
1993,3.76666093870881e-08,4.4313659408601325e-09
1994,3.2177052133874895e-08,1.5824779264761446e-09
1995,2.2232049090575856e-08,4.337960657352369e-09
1996,2.6156651955488996e-08,4.270473752399084e-09
1997,3.356426248046773e-08,5.753873377756236e-09
1998,2.5747898035888284e-08,7.152193948201102e-09
1999,2.970630674781205e-08,5.941261704833778e-09
2000,3.3135236776615784e-08,4.859834756842929e-09
2001,3.5487815353008045e-08,8.762423675534592e-09
2002,3.24210382984802e-08,8.762443215459825e-09
2003,2.4584844382502524e-08,7.083769126836614e-09
2004,2.99525808600265e-08,7.047666006343434e-09
2005,2.7923247714056743e-08,7.656374201303606e-09
2006,3.459027553276428e-08,1.1941880373456115e-08
2007,2.1969636776475454e-08,7.988958827809256e-09
2008,2.4693150635357597e-08,5.108927503272298e-09
2009,2.6701878041990312e-08,5.245011536203492e-09
2010,2.5508482437430757e-08,4.2514138876015295e-09
2011,1.7207874236646603e-08,5.7359579308524644e-09
2012,1.3617010630184723e-08,5.1063788752969685e-09
2013,2.147626254611623e-08,4.183687618564136e-09
2014,2.1221362445089653e-08,3.4647122948427977e-09
2015,2.549061761669691e-08,2.659890530054554e-09
2016,2.8170225263579596e-08,2.899876117012923e-09
2017,1.33327402451755e-08,4.024978128569501e-09
2018,1.884470712809616e-08,2.8396134332808742e-09
2019,2.3469088006322636e-08,3.3162841361900064e-09
