year,autres_ADJ années_NOUN,autres_ADJ damnés_NOUN
1800,6.476979024228058e-07,0.0
1801,7.19117167591321e-07,0.0
1802,3.20011139365306e-07,4.475680270843441e-09
1803,5.28541931998916e-07,0.0
1804,5.93244237734325e-07,2.7190360185613827e-08
1805,5.913185532335774e-07,0.0
1806,6.88718898800289e-07,5.76333825108577e-09
1807,6.547996918015997e-07,0.0
1808,5.461238288262393e-07,4.5321479902327155e-09
1809,7.951787210913608e-07,0.0
1810,6.365144713527116e-07,2.3401266702194334e-08
1811,8.34856564324582e-07,3.259199843341776e-08
1812,5.574465262725425e-07,2.6672082320544632e-09
1813,4.112310421078291e-07,0.0
1814,4.971749945070769e-07,0.0
1815,3.9379463601108e-07,2.697223555614414e-09
1816,6.141650032986945e-07,2.3176038865813098e-09
1817,5.589175771092414e-07,4.670620157298799e-08
1818,6.842755624347774e-07,1.0729059418679299e-08
1819,6.738533784300671e-07,5.175524897538253e-09
1820,5.707777290808735e-07,1.898636980968149e-08
1821,5.956338782198145e-07,1.676452932031225e-08
1822,5.955215556241455e-07,8.02049271442229e-09
1823,5.109349103804561e-07,1.087095569118901e-08
1824,5.414775614553946e-07,1.2631669044083083e-08
1825,6.287086193879077e-07,5.283265824829186e-09
1826,6.80857169754745e-07,7.0463874735082754e-09
1827,6.8392165530895e-07,3.6869092223668076e-09
1828,6.035374440216401e-07,7.337841001486822e-09
1829,6.41273572909995e-07,8.573175946935407e-09
1830,6.76306967761775e-07,5.218417697960831e-09
1831,6.08057064255263e-07,2.182768810143898e-08
1832,6.129076268734934e-07,6.764984572527055e-09
1833,6.857508196844719e-07,1.1583628500844156e-09
1834,7.271599429259368e-07,6.534171426153534e-09
1835,7.495020213355019e-07,1.1344631900556124e-08
1836,6.606497322536597e-07,1.008112526790228e-08
1837,7.646722224308178e-07,6.957891152126194e-09
1838,6.488902499768301e-07,4.418513555037862e-09
1839,8.795275903139554e-07,8.38977065598101e-09
1840,7.764650717945187e-07,1.8472096741106725e-08
1841,8.000003504093911e-07,1.5409316489467528e-08
1842,7.647421966794354e-07,5.366612043644636e-09
1843,8.062933716246334e-07,1.594865928211675e-08
1844,8.007810947674443e-07,7.1351298203126134e-09
1845,9.391523576596228e-07,1.562463758375543e-08
1846,9.373056855110917e-07,1.2879903366069811e-08
1847,8.337923986800888e-07,1.1865092020002521e-08
1848,8.447482855444832e-07,6.43617736884039e-09
1849,7.373885182460072e-07,8.379414495607307e-09
1850,7.834501616343914e-07,6.788996032014438e-10
1851,7.333011922128208e-07,1.0319102017319892e-08
1852,9.303569186158711e-07,1.8880582430824688e-08
1853,7.841146612008743e-07,1.4332636411040767e-08
1854,7.299908588720427e-07,3.16935526711859e-08
1855,7.27050405657792e-07,1.6451505047143655e-08
1856,5.891641308153339e-07,2.174419400091665e-08
1857,7.89339992479654e-07,2.3431244500216053e-08
1858,6.98816961630655e-07,2.300027723833864e-08
1859,8.091463428172574e-07,1.1202780925145817e-08
1860,7.140407092265377e-07,8.696649622663699e-09
1861,7.833215818209283e-07,2.452301117727984e-08
1862,6.411022468455485e-07,6.325180823552046e-09
1863,7.262178769451566e-07,2.097740825490746e-08
1864,6.664672014267126e-07,6.233146443435089e-09
1865,8.910056408240052e-07,5.177528628053096e-09
1866,6.607502314182057e-07,1.8489329178805747e-08
1867,6.798788945161505e-07,4.85281148598915e-09
1868,6.071105076443928e-07,1.0373735648272486e-08
1869,6.739256264154392e-07,9.767038733343725e-09
1870,7.333848657253839e-07,1.6628741050794815e-08
1871,6.680720616714098e-07,1.3807530230280918e-08
1872,6.591599799321557e-07,3.0236697590169115e-09
1873,6.351151000671962e-07,1.0176207432266438e-08
1874,7.480210797439213e-07,4.182226565063729e-09
1875,7.266339707712177e-07,5.721527140956084e-10
1876,7.805405175531632e-07,8.464420275799966e-09
1877,6.364175533235539e-07,4.9478527941460015e-09
1878,7.760228868392005e-07,4.831270938865373e-09
1879,7.184566470641585e-07,2.443730107160036e-09
1880,9.280205404138542e-07,1.9253539207397807e-08
1881,7.049205237308342e-07,2.091752326904839e-09
1882,5.716975692848791e-07,4.6587693702804245e-09
1883,6.622667001465743e-07,6.319338829996468e-09
1884,6.482866297119472e-07,3.9610181801208455e-09
1885,6.406962143046258e-07,1.933690763067375e-09
1886,7.427937021020625e-07,8.38950331427668e-09
1887,7.109998705345788e-07,3.9173548849191775e-09
1888,6.448404974435107e-07,6.974675947901687e-09
1889,7.449247618751542e-07,1.8795409673089125e-09
1890,6.593712669200613e-07,1.9663159989136147e-09
1891,6.291355134635523e-07,6.3742202627281586e-09
1892,6.83267842305213e-07,1.002961980134387e-08
1893,6.817367079747783e-07,5.542574843531156e-09
1894,7.561847041870351e-07,8.192000855444803e-09
1895,6.78297851663956e-07,3.0093072478365457e-09
1896,6.704921702294087e-07,2.948514543632541e-09
1897,7.417406209242472e-07,2.330685422435863e-09
1898,7.848138352528622e-07,5.092519295146758e-09
1899,7.064245437504724e-07,5.527578395003729e-09
1900,8.06689683940931e-07,3.633737311048435e-09
1901,7.868944180700055e-07,8.38310842965484e-09
1902,7.056077606648614e-07,3.437198747846537e-09
1903,7.241695243465074e-07,1.1880484152015924e-08
1904,6.906393537065014e-07,1.3436562973367927e-08
1905,6.724469017171941e-07,3.096455536422127e-09
1906,7.104118822098826e-07,2.211999294843281e-08
1907,7.945693027977541e-07,2.5714217422034835e-09
1908,6.979083764235838e-07,6.384805573134145e-09
1909,6.689195970466244e-07,1.7053048750881317e-08
1910,6.13508518654271e-07,2.137660359835536e-08
1911,6.639826892751444e-07,5.852411444351446e-09
1912,6.725362595716433e-07,2.6047106693738442e-09
1913,6.68707002660085e-07,1.3257474229533273e-08
1914,6.475751206380664e-07,2.8126324380650658e-08
1915,7.080237764967023e-07,1.1780761921542648e-09
1916,5.60360547297023e-07,3.2962386153911893e-09
1917,5.921868933000951e-07,2.1932848870420685e-09
1918,5.972915460006334e-07,4.594550517822427e-09
1919,6.509948775601515e-07,4.603924352863942e-09
1920,5.255128598946612e-07,4.543339038320937e-09
1921,4.816267278329178e-07,1.5902768879527684e-08
1922,4.5079184474161593e-07,3.6889677978990676e-09
1923,5.191198511056427e-07,7.431163684401554e-09
1924,5.156649649507017e-07,1.289162443462999e-09
1925,5.829034535054234e-07,5.499089184013428e-09
1926,5.840576591253921e-07,4.458455382660986e-09
1927,5.686104600499675e-07,1.1149224654616319e-08
1928,5.34738717306027e-07,5.713020723163709e-09
1929,6.049240823813307e-07,5.570202965543558e-09
1930,5.1677727697097e-07,6.302162347537887e-09
1931,5.896569632568571e-07,3.4216069977333063e-09
1932,4.997548899154935e-07,9.863582839386709e-09
1933,6.090921829127183e-07,5.735331320977366e-09
1934,5.930882025495521e-07,9.585264137967897e-09
1935,5.61312504032685e-07,0.0
1936,5.516745318345784e-07,1.2124714565686645e-09
1937,5.892643457627855e-07,0.0
1938,5.730624934585649e-07,0.0
1939,4.955272174811398e-07,4.588215141154706e-09
1940,5.325144343260035e-07,2.5357829169792012e-09
1941,5.696400080523745e-07,2.9515025978810172e-09
1942,5.249186187938903e-07,6.068423541449874e-09
1943,4.906467552245886e-07,2.9032352077962287e-09
1944,6.137185550869617e-07,1.6065930807940276e-08
1945,4.74913889547679e-07,2.178504043826024e-09
1946,4.914149940304924e-07,2.7842208538686464e-09
1947,4.518010143783613e-07,3.5762612871081956e-09
1948,4.761886884807609e-07,4.348755133776194e-09
1949,5.25209941315552e-07,8.835307596655184e-09
1950,5.424034270617994e-07,2.0207187034770868e-08
1951,5.650542789226165e-07,1.0661401761424827e-09
1952,6.031627890479285e-07,1.370824520563474e-08
1953,6.227272137948603e-07,7.54167928107563e-09
1954,6.195787705109979e-07,2.247683283940205e-08
1955,5.058842589278356e-07,9.385607846468247e-09
1956,5.808280434393964e-07,6.976913269340912e-09
1957,5.627919108519563e-07,4.417518795207798e-09
1958,5.989104465697892e-07,8.272243445794913e-10
1959,6.262604301809915e-07,7.750747599288843e-09
1960,6.436375201701594e-07,2.076250060767393e-09
1961,5.822557227475045e-07,6.94815938118154e-09
1962,5.967780793980637e-07,7.610347907416326e-09
1963,5.948768944108451e-07,5.819448034571906e-09
1964,6.120471880421974e-07,7.300761772910391e-09
1965,5.067112169854227e-07,1.094408652591028e-08
1966,5.505840476871526e-07,6.092982118843793e-09
1967,5.038803010393167e-07,8.874604162656397e-09
1968,5.816383463752572e-07,1.0779397818794223e-08
1969,7.739155307717738e-07,3.1792304344691047e-09
1970,5.992138767396682e-07,7.3579600190498695e-09
1971,5.688206101694959e-07,3.5968783507200897e-09
1972,5.350743208509812e-07,3.5911027485013847e-09
1973,5.673086889146362e-07,4.9618833486420044e-09
1974,5.828092071169522e-07,9.00091468025721e-09
1975,5.540135816772818e-07,9.138368284311582e-09
1976,5.644964744533354e-07,6.2848797277581525e-09
1977,5.876781870028935e-07,2.938390863960194e-09
1978,5.500987754203379e-07,4.752473081737207e-09
1979,5.547670980377006e-07,3.5111840102075575e-09
1980,5.747687623625097e-07,2.8425752862659692e-09
1981,5.800528697363916e-07,5.69299452024552e-09
1982,6.468217179644853e-07,7.449002747961231e-09
1983,5.873243935639039e-07,5.052252838311233e-09
1984,5.364082653613877e-07,1.6237223121606803e-08
1985,5.762904606854136e-07,1.0828004270990732e-08
1986,5.646805334436067e-07,5.395036861699509e-09
1987,5.872494739378453e-07,4.277571630240118e-09
1988,5.175025989956339e-07,7.795519785247507e-09
1989,6.004005399518064e-07,1.2622680678475717e-08
1990,4.5332777176554373e-07,6.538381391862913e-09
1991,5.152227799953835e-07,4.10302547493302e-09
1992,5.284036319608276e-07,1.1019888113139586e-08
1993,5.212394285081245e-07,1.717154241021035e-08
1994,4.3623643364298914e-07,7.912389854425328e-09
1995,4.348805475729023e-07,4.337960657352369e-09
1996,4.6868450453985133e-07,5.871901187504136e-09
1997,4.483226234697213e-07,4.315404922294874e-09
1998,4.6346215754056175e-07,3.814503379828693e-09
1999,4.4285249600761745e-07,5.941261704833778e-09
2000,4.550572327843838e-07,7.95245647111642e-09
2001,4.284825081413146e-07,1.270551397425379e-08
2002,4.6046636725805e-07,1.0514931148009055e-08
2003,4.496109795582015e-07,7.500461585152607e-09
2004,4.158122806074971e-07,8.369103632333008e-09
2005,3.503917298530723e-07,9.457874483587148e-09
2006,3.8131659607643087e-07,6.58862386870851e-09
2007,4.1262973127231817e-07,1.1184542181297275e-08
2008,3.4570410889500636e-07,7.2376473703172906e-09
2009,3.480780605968903e-07,4.76819250749827e-09
2010,3.2830362783897726e-07,6.140930874920514e-09
2011,3.3842152902252565e-07,1.414869643667771e-08
2012,3.138721069717576e-07,1.0212757750593937e-08
2013,3.0791940730523493e-07,8.925200134513034e-09
2014,3.1637154052077676e-07,1.2343037703033133e-08
2015,3.311563716579258e-07,7.314698624583116e-09
2016,3.090439406605583e-07,8.285359953674742e-09
2017,3.0866550559949246e-07,1.0565567976072998e-08
2018,3.092597182785539e-07,7.228107001822082e-09
2019,2.803535608109087e-07,6.887666881283394e-09
