year,mais_CONJ en_PRON,mais_CONJ dans_ADP
1800,1.597235609551717e-06,3.651003771665273e-05
1801,1.6239664546446875e-06,3.325559646327747e-05
1802,2.2691698404742056e-06,3.4639528166735545e-05
1803,1.5583210881686682e-06,3.799455771513749e-05
1804,1.8934378545054642e-06,3.7423823414428625e-05
1805,1.84218481535936e-06,3.7025640267529525e-05
1806,1.440834523691592e-06,3.181074589519994e-05
1807,1.4889574799781258e-06,3.522537554090377e-05
1808,1.6700965375093801e-06,3.455762816884089e-05
1809,1.6671644971211208e-06,3.604735047701979e-05
1810,1.9563460114113695e-06,3.368612397025572e-05
1811,1.2435100984475866e-06,3.246915184718091e-05
1812,2.109761680912925e-06,3.530583489919081e-05
1813,1.8778592902890523e-06,3.768659371417016e-05
1814,1.5796318848515511e-06,3.2580694096395746e-05
1815,1.761286966939224e-06,3.128779280814342e-05
1816,1.6084170795238606e-06,3.307915949335438e-05
1817,1.7577100948074076e-06,3.2465481581311906e-05
1818,1.8382455380105966e-06,3.3113454264821485e-05
1819,1.74311679757011e-06,3.35135955538135e-05
1820,1.7253864257327223e-06,2.9676881695195334e-05
1821,2.0620372538360243e-06,3.082405373788788e-05
1822,1.936948990532983e-06,3.1255861358658876e-05
1823,1.828297058636963e-06,2.826744866979425e-05
1824,1.872013399406569e-06,2.637660873006098e-05
1825,1.9521667695698852e-06,2.9073811219859635e-05
1826,1.837345564581483e-06,2.7912502446270082e-05
1827,2.1393290694504685e-06,2.960219399028574e-05
1828,2.106877616370184e-06,3.1616923024557764e-05
1829,1.9898341747648374e-06,3.081542490690481e-05
1830,1.96212516812011e-06,3.180312705808319e-05
1831,1.8054616930385237e-06,3.233304414607119e-05
1832,1.8062509070659871e-06,2.9955352601973573e-05
1833,1.7977791912926477e-06,3.2167736208066344e-05
1834,1.7838289068095037e-06,3.235815165680833e-05
1835,1.593542606315168e-06,3.1185637453745585e-05
1836,1.8058655655295297e-06,3.0340825560415396e-05
1837,1.8528863279243524e-06,3.08547678287141e-05
1838,1.6007642784643394e-06,2.9386900223471457e-05
1839,1.6395008515246445e-06,2.9304768759175204e-05
1840,1.7656776662988705e-06,3.1678371669841e-05
1841,1.7560199694344192e-06,3.1198729175230255e-05
1842,1.7072534319595434e-06,2.915210689025116e-05
1843,1.7844778312792187e-06,3.1047315133037046e-05
1844,1.8375703234596585e-06,3.230402489862172e-05
1845,2.022274543378444e-06,3.074705546168843e-05
1846,1.8564624042483047e-06,3.017410017491784e-05
1847,1.532214810140431e-06,2.809492070809938e-05
1848,1.8093703602062305e-06,2.7654645236907527e-05
1849,1.760515090154513e-06,2.87154175566684e-05
1850,1.7590288621249783e-06,2.7143763418280287e-05
1851,1.6852383737386845e-06,2.7332721401762683e-05
1852,1.6328447713931382e-06,2.8697182642645203e-05
1853,1.709166838281817e-06,2.832069230862544e-05
1854,1.7743194007380225e-06,2.702368919926812e-05
1855,1.672746577696671e-06,2.7857705390488263e-05
1856,1.7514431647214224e-06,2.872149252652889e-05
1857,1.767594426382857e-06,2.7435545689513674e-05
1858,1.7450848872613278e-06,2.7174583010491915e-05
1859,1.734903435135493e-06,2.827225580404047e-05
1860,1.6052183582360158e-06,2.7276354103378253e-05
1861,1.7986686202675628e-06,2.8639104584726738e-05
1862,1.7855081182460708e-06,2.8046302759321406e-05
1863,1.6262485473816923e-06,2.7308090011501918e-05
1864,1.7692546521175245e-06,2.813210812746547e-05
1865,1.8643810335561284e-06,2.81384577647259e-05
1866,1.756972835664783e-06,2.724499927353463e-05
1867,1.7125571503129322e-06,2.795656246235012e-05
1868,1.5165413174145215e-06,2.7971542294835672e-05
1869,1.6911626516957767e-06,2.8621816909435438e-05
1870,1.729962491481274e-06,2.908711030613631e-05
1871,1.6473445896281191e-06,2.5945411834982224e-05
1872,1.5015543795016129e-06,2.7729469820769737e-05
1873,1.4348452737067419e-06,2.755178229563171e-05
1874,1.4739360381099686e-06,2.7296794087305898e-05
1875,1.6506605788890738e-06,2.63030042333412e-05
1876,1.5018300700830878e-06,2.628807260407484e-05
1877,1.4812633821748022e-06,2.6229804007016355e-05
1878,1.5242659401337733e-06,2.5614189780753804e-05
1879,1.5597107676512678e-06,2.4652349566167686e-05
1880,1.6404014786530752e-06,2.4182444576581474e-05
1881,1.5311626953007362e-06,2.465269517415436e-05
1882,1.4788266184950771e-06,2.4823922103678342e-05
1883,1.4692463423671143e-06,2.458728340570815e-05
1884,1.5870479046498076e-06,2.4309429136337712e-05
1885,1.599806807917048e-06,2.4618461793579627e-05
1886,1.567546348724136e-06,2.3686793156230124e-05
1887,1.6126443824759917e-06,2.4237979687313782e-05
1888,1.5477440058475622e-06,2.352811816308531e-05
1889,1.4942351072022575e-06,2.4517986730643315e-05
1890,1.5914049527054885e-06,2.4412468519585673e-05
1891,1.529175420955653e-06,2.3790501472831238e-05
1892,1.4925327889159234e-06,2.3718797820038162e-05
1893,1.5168180311775359e-06,2.402952486590948e-05
1894,1.5300137476970121e-06,2.352364572288934e-05
1895,1.5744695360808691e-06,2.392639908066485e-05
1896,1.627579990781669e-06,2.403452117505367e-05
1897,1.5015440339993802e-06,2.4277002921735402e-05
1898,1.4598555821976333e-06,2.3744154987070942e-05
1899,1.616263972437082e-06,2.3203115688374965e-05
1900,1.499176136121605e-06,2.3620330466656014e-05
1901,1.6380593592657533e-06,2.390247709627147e-05
1902,1.3989398439662182e-06,2.2860807803226635e-05
1903,1.5790244560776046e-06,2.3698326458543306e-05
1904,1.4903835108270869e-06,2.422397346890648e-05
1905,1.4506893251109432e-06,2.3785422399669187e-05
1906,1.5628033054326806e-06,2.394617968093371e-05
1907,1.5593101352351368e-06,2.345290886296425e-05
1908,1.5618217616975016e-06,2.4081032734102337e-05
1909,1.5287233736671624e-06,2.4230182589235483e-05
1910,1.4717791145812953e-06,2.4593246507720323e-05
1911,1.5668501589516382e-06,2.379430907240021e-05
1912,1.6711823889181687e-06,2.4205575755331665e-05
1913,1.4652160018613358e-06,2.3714439976174617e-05
1914,1.6172636208011681e-06,2.392880378465634e-05
1915,1.4631706335421768e-06,2.2358708065439714e-05
1916,1.6118606822601578e-06,2.3926298126752954e-05
1917,1.3598366308542609e-06,2.4032919554883847e-05
1918,1.5150530146001984e-06,2.399159393462469e-05
1919,1.4189294574862288e-06,2.3494745164498454e-05
1920,1.462955168562985e-06,2.4738481442909688e-05
1921,1.5501413770380168e-06,2.4487992959620897e-05
1922,1.5722380624083598e-06,2.423799423922901e-05
1923,1.6582110617946455e-06,2.4005842988117365e-05
1924,1.6295013551825832e-06,2.4947872589109465e-05
1925,1.5034508749067754e-06,2.3472311113437172e-05
1926,1.6986714683753235e-06,2.493725514796097e-05
1927,1.5709258036622487e-06,2.5201708467648132e-05
1928,1.5505137866966834e-06,2.4899629352148622e-05
1929,1.653236353149623e-06,2.4277172997244634e-05
1930,1.6921305245887197e-06,2.6020576569862897e-05
1931,1.670884728355304e-06,2.4589948225184344e-05
1932,1.537623006697686e-06,2.47126586145896e-05
1933,1.3730382590892987e-06,2.4816777568048565e-05
1934,1.5623980402779125e-06,2.535062776587438e-05
1935,1.4445719500599807e-06,2.481623732819571e-05
1936,1.5034646594358492e-06,2.5642557829996804e-05
1937,1.4278327569172689e-06,2.4998406843224075e-05
1938,1.6854778834840545e-06,2.5781328076845966e-05
1939,1.477405277228172e-06,2.5314711820101365e-05
1940,1.5341486800934945e-06,2.4419589863100555e-05
1941,1.7443379647374968e-06,2.471883499310934e-05
1942,1.6900559387522662e-06,2.630054768815171e-05
1943,1.6780699354512763e-06,2.7479120944917668e-05
1944,1.542329329140557e-06,2.6952206098940223e-05
1945,1.694876146984825e-06,2.7436080017650966e-05
1946,1.7276090034101799e-06,2.720323027460836e-05
1947,1.8930342662315525e-06,2.674089864740381e-05
1948,1.7753793031261011e-06,2.7132970899401698e-05
1949,1.76411637653473e-06,2.6187851290160324e-05
1950,1.6878319115676277e-06,2.7269065867585596e-05
1951,1.8380256960881525e-06,2.7109812435810454e-05
1952,1.8738116409622307e-06,2.646007760631619e-05
1953,1.8110803239324014e-06,2.7161896468896884e-05
1954,1.8714407019615464e-06,2.825533283612458e-05
1955,1.778572737975992e-06,2.6960157811117824e-05
1956,1.7677754442502192e-06,2.7777707146015018e-05
1957,1.8739114580057503e-06,2.7057303668698296e-05
1958,1.910888300926672e-06,2.7185073122382164e-05
1959,1.8508785615267698e-06,2.766474335658131e-05
1960,1.9655166738630214e-06,2.7443180442787707e-05
1961,1.910048922582064e-06,2.8046244551660493e-05
