year,mais_CONJ en_PRON,mais_CONJ dans_ADP
1962,2.015473739902518e-06,2.8425282835087273e-05
1963,1.9475752992548223e-06,2.8086596103094053e-05
1964,2.025961464369175e-06,2.7470941859064624e-05
1965,2.0087871348550834e-06,2.8431095415726304e-05
1966,1.9868660956490203e-06,2.8123544325353578e-05
1967,2.1072254412501934e-06,2.888486415031366e-05
1968,2.0835677787545137e-06,2.871047854569042e-05
1969,1.874837636250959e-06,2.750125167949591e-05
1970,2.0091829355806112e-06,2.725664398894878e-05
1971,1.9690339172484528e-06,2.6715555577538908e-05
1972,1.92277909150107e-06,2.6551587325229775e-05
1973,1.8976447790919337e-06,2.6479918233235367e-05
1974,1.920570156244139e-06,2.6250041628372855e-05
1975,1.9613222548287013e-06,2.561541805334855e-05
1976,1.89860500654504e-06,2.6661602532840334e-05
1977,1.9616697954916162e-06,2.6950333449349273e-05
1978,2.099405037370161e-06,2.6619789423421025e-05
1979,2.0318051952017413e-06,2.7068303097621538e-05
1980,2.001173072585516e-06,2.7117600438941736e-05
1981,2.0855337083958148e-06,2.6705203708843328e-05
1982,1.9764687237966427e-06,2.820813188009197e-05
1983,1.9634317425243353e-06,2.7388893613533583e-05
1984,1.939188450705842e-06,2.761719861155143e-05
1985,1.9520485921020736e-06,2.6880520636041183e-05
1986,1.933820982458201e-06,2.706390296225436e-05
1987,1.920629728147105e-06,2.7216967282583937e-05
1988,1.977663458774259e-06,2.6625297323334962e-05
1989,1.9641988728835713e-06,2.5962659492506646e-05
1990,1.8928613201296685e-06,2.6231440642732196e-05
1991,1.958315522188059e-06,2.6501443244342227e-05
1992,1.9753150013457343e-06,2.666317050170619e-05
1993,1.978051017204052e-06,2.6856293516175356e-05
1994,1.9248207081545843e-06,2.6830914976017084e-05
1995,1.956962478288915e-06,2.5909012038027868e-05
1996,2.024204604822444e-06,2.6403805350128096e-05
1997,1.912203913434496e-06,2.7188490093976725e-05
1998,2.025501288471787e-06,2.74997091764817e-05
1999,2.023685112817475e-06,2.735859561653342e-05
2000,2.00401905203762e-06,2.74492304015439e-05
2001,2.055664594990958e-06,2.7004473849956412e-05
2002,2.0569834759953665e-06,2.6788102331920527e-05
2003,2.074710920396683e-06,2.7135001801070757e-05
2004,1.975989391667099e-06,2.670845242391806e-05
2005,1.9748941610941984e-06,2.6631121727405116e-05
2006,2.092299865807945e-06,2.7698986741597764e-05
2007,1.9529009591678914e-06,2.657926597748883e-05
2008,2.0035511738569767e-06,2.625179786264198e-05
2009,1.9864289697579807e-06,2.5794491193664726e-05
2010,2.0737451222885284e-06,2.5454158276261296e-05
2011,1.8997492929884174e-06,2.4050488718785346e-05
2012,1.896509189691642e-06,2.3928833343234146e-05
2013,1.9440201128873014e-06,2.416497954982333e-05
2014,1.9945915425978455e-06,2.462306019879179e-05
2015,1.964994055470015e-06,2.3326796963374363e-05
2016,1.937738659307797e-06,2.3874472390161827e-05
2017,1.9893454066277627e-06,2.3467383016395615e-05
2018,1.994441220176668e-06,2.359951031394303e-05
2019,1.8828840779860911e-06,2.3458373107132502e-05
