year,mes_DET années_NOUN,mes_DET damnés_NOUN
1885,1.0055191368429917e-07,1.2891271383708158e-09
1886,8.454037780936119e-08,0.0
1887,1.2013221439843846e-07,6.528924623161458e-10
1888,8.115986993573188e-08,2.53624587998047e-09
1889,1.0525430127472646e-07,0.0
1890,1.0945825429375944e-07,0.0
1891,1.1218627271603054e-07,6.374220040683554e-10
1892,9.152028335179807e-08,0.0
1893,1.114673375823827e-07,0.0
1894,1.1090709062244741e-07,0.0
1895,1.0592761445771259e-07,0.0
1896,1.5214335480351338e-07,0.0
1897,8.740070356338947e-08,1.1653427112179315e-09
1898,1.0581123532915626e-07,5.6583548957434e-10
1899,1.3984773694630803e-07,3.8693048765026106e-09
1900,1.5417427157160546e-07,1.5573159428683425e-09
1901,1.1904014152186448e-07,0.0
1902,1.4239822831996207e-07,0.0
1903,9.288379132499358e-08,5.400220270956879e-10
1904,1.3651548513848866e-07,2.6873125946735854e-09
1905,1.2334214272158306e-07,1.5482277682110634e-09
1906,9.825392410789391e-08,2.572092261399206e-09
1907,1.5119959684284368e-07,0.0
1908,1.497973620701032e-07,4.911389073214423e-10
1909,1.6833009119920916e-07,0.0
1910,2.0681863377447485e-07,0.0
1911,1.9525773575779226e-07,0.0
1912,1.5055227553517625e-07,0.0
1913,1.5696849464674756e-07,0.0
1914,1.3661357511907113e-07,6.696743715117748e-10
1915,8.010917784684324e-08,0.0
1916,1.604169463931271e-07,0.0
1917,9.760117691826053e-08,0.0
1918,1.3668788145793087e-07,0.0
1919,1.7034519972369822e-07,0.0
1920,1.9233468684376476e-07,0.0
1921,1.908332354361164e-07,7.572747429129834e-10
1922,2.427340799471267e-07,0.0
1923,1.4437688777846347e-07,0.0
1924,2.049768275114161e-07,0.0
1925,2.3646083135986373e-07,2.1996355847875293e-09
1926,1.6050439644033077e-07,4.458455382660986e-09
1927,1.828472946385773e-07,0.0
1928,2.765101996260455e-07,0.0
1929,2.2615025230265928e-07,0.0
1930,2.0166919156849872e-07,1.0503603542488804e-09
1931,1.573939218957321e-07,0.0
1932,1.97271658564091e-07,0.0
1933,1.6517753209654984e-07,0.0
1934,1.4377896029316162e-07,2.3963160344919743e-09
1935,1.496035562098541e-07,0.0
1936,2.012702609022199e-07,1.2124714565686645e-09
1937,1.5612986015156594e-07,1.2591118148108649e-09
1938,2.4374602602961204e-07,1.6854778905894818e-08
1939,1.6670514568772887e-07,0.0
1940,2.1300575880900396e-07,0.0
1941,2.1250818438289798e-07,0.0
1942,2.0025798175282716e-07,0.0
1943,2.5838794304178236e-07,2.9032352077962287e-09
1944,1.831516094341623e-07,3.2131861615880553e-09
1945,2.461709609491436e-07,0.0
1946,2.4779566132338005e-07,1.3921104269343232e-08
1947,2.849088112100162e-07,2.3841741914054637e-09
1948,2.8593065337645385e-07,0.0
1949,2.02230367563061e-07,1.9634016634739737e-09
1950,2.0207187212406552e-07,0.0
1951,2.7932873436498085e-07,3.1984206394497505e-09
1952,1.866430245911488e-07,0.0
1953,2.4995279801487413e-07,2.1547654771580937e-09
1954,2.501769316154423e-07,9.772536113672459e-10
1955,2.4778004359404804e-07,0.0
1956,2.2849391356771775e-07,4.36057079333807e-09
1957,1.917203213963603e-07,8.835037701437898e-10
1958,2.3824061656796403e-07,0.0
1959,2.3484766131787183e-07,2.325224457422337e-09
1960,2.3115583402955053e-07,1.3841666701708277e-09
1961,2.7445229733302767e-07,2.779263708063695e-09
1962,2.23236870766641e-07,0.0
1963,2.7157423332369035e-07,6.466053248388448e-10
1964,3.005480415652073e-07,1.8251904432275978e-09
1965,2.670357091005826e-07,0.0
1966,2.4981227397802286e-07,2.7695373772118614e-09
1967,2.051019603044324e-07,4.930335584241163e-10
1968,2.2996048443246764e-07,1.3474247273492779e-09
1969,2.3753392852654542e-07,4.5417578031781147e-10
1970,2.2395791532403564e-07,0.0
1971,2.476707514631471e-07,0.0
1972,1.8776338173154272e-07,1.0260293725750103e-09
1973,1.9075684676295168e-07,5.513203782392395e-10
1974,1.7551783848546165e-07,0.0
1975,2.1418050977217717e-07,3.4268881066168433e-09
1976,2.3996813069970813e-07,1.142705374768127e-09
1977,2.0980111870017026e-07,0.0
1978,2.3108900037982494e-07,5.940591352171509e-10
1979,1.9838189935228456e-07,0.0
1980,2.0125433231044099e-07,0.0
1981,2.3594300202489649e-07,6.325549528618524e-10
1982,2.619566039641086e-07,6.207502289967692e-10
1983,2.2861444826105526e-07,0.0
1984,2.3427994122471318e-07,5.799008495621649e-10
1985,2.574658815035491e-07,0.0
1986,2.511689345396917e-07,0.0
1987,2.609318734414501e-07,0.0
1988,2.164755947831054e-07,1.1993107618124554e-09
1989,2.7824779280649636e-07,0.0
1990,2.511828114393211e-07,0.0
1991,3.200360083610576e-07,5.861465202094962e-10
1992,2.650283121852226e-07,0.0
1993,3.3622988837578305e-07,5.539207426075166e-10
1994,3.360128388862904e-07,1.0549853213248639e-09
1995,3.3131176024880915e-07,5.422450821690461e-10
1996,3.2242076741795245e-07,0.0
1997,3.5817861743225876e-07,0.0
1998,3.065907137056456e-07,0.0
1999,3.8252582612585684e-07,0.0
2000,3.538843174055728e-07,0.0
2001,3.5487813931922574e-07,0.0
2002,3.8423312531676856e-07,0.0
2003,4.1085861113288047e-07,1.2500769308587678e-09
2004,4.329909941702681e-07,1.3214374039449694e-09
2005,3.8777285027435937e-07,9.007499190971657e-10
2006,4.28672350949455e-07,0.0
2007,4.6335962622379157e-07,1.1983438685803094e-09
2008,5.300512313510808e-07,8.514879357157668e-10
2009,5.483421148255729e-07,1.430457752249481e-09
2010,6.221235366865585e-07,9.447586046817946e-10
2011,7.196715401391884e-07,0.0
2012,6.897015936147e-07,1.0212758416727752e-09
2013,7.232201326701215e-07,1.1156500168141292e-09
2014,7.996988813374628e-07,2.165445156521173e-09
2015,7.824511172316306e-07,8.866301581811342e-10
2016,7.527249934469182e-07,1.657072062899445e-09
2017,8.792061834128617e-07,1.5093667704579872e-09
2018,9.042878019727141e-07,1.0325866828253538e-09
2019,8.818764740681218e-07,1.2754939326953263e-09
