year,deux_DET ans_NOUN,deux_DET dents_NOUN
1954,2.967430668832094e-05,5.541028027522543e-07
1955,3.0218841402529506e-05,4.683418257656058e-07
1956,2.8564355375237938e-05,4.674531925985548e-07
1957,2.7685474378813524e-05,4.991796433984064e-07
1958,2.8815533710258023e-05,4.6986344059973817e-07
1959,3.0154283535921422e-05,3.7591126078595494e-07
1960,2.7950478170168935e-05,3.702645909875457e-07
1961,2.8317917212916655e-05,4.363444068289368e-07
1962,2.8539438403640816e-05,3.7924898776964255e-07
1963,2.8809499553972273e-05,3.653319948782041e-07
1964,2.898706770793069e-05,3.534785539827112e-07
1965,2.7918912564928178e-05,3.0534002437576646e-07
1966,2.7853237270392128e-05,4.0324463768115493e-07
1967,2.82567400518019e-05,3.648448245741065e-07
1968,2.878683199014631e-05,3.117042481903809e-07
1969,2.9208952128101373e-05,3.315483088073279e-07
1970,2.94916239909071e-05,2.8788019168501933e-07
1971,2.9077164299451397e-05,2.635997864430806e-07
1972,2.9384454819592065e-05,2.801060094981267e-07
1973,2.9168707897042623e-05,3.159065808944206e-07
1974,3.0379213058040477e-05,2.7002743685500263e-07
1975,3.079972702835221e-05,3.2498323676577456e-07
1976,3.0367395879693504e-05,2.9196122985908346e-07
1977,2.945560663647484e-05,3.508438677357617e-07
1978,2.9466521709764493e-05,2.9465333994949106e-07
1979,2.8042656367688323e-05,2.5865721253737206e-07
1980,2.771567733361735e-05,3.6328112340555663e-07
1981,2.9305006364666042e-05,4.845371046613423e-07
1982,2.9563850603153696e-05,3.4637862356134974e-07
1983,3.001859249707195e-05,2.8292615894542905e-07
1984,3.0197757041605655e-05,3.4330131626347793e-07
1985,2.9871455808461178e-05,3.23637020294143e-07
1986,3.0494546535919653e-05,3.3629064510876105e-07
1987,2.9938114721517195e-05,3.8925902767772413e-07
1988,3.1518486593995476e-05,3.9277426733264065e-07
1989,3.1872269119048724e-05,2.0799983069252903e-07
1990,3.098811225754616e-05,2.141319770387895e-07
1991,3.103704398199625e-05,2.168742176955618e-07
1992,3.092235738222371e-05,2.9092505116068423e-07
1993,3.151255145894538e-05,2.127055624967511e-07
1994,3.140796889056219e-05,1.7090762494120781e-07
1995,3.1086910212252405e-05,2.3858783837482633e-07
1996,3.155079343741818e-05,2.0658416577390426e-07
1997,3.172781612192921e-05,1.9323425171080544e-07
1998,3.189639960510249e-05,1.7689759790329163e-07
1999,3.065827991122205e-05,1.8052294548098757e-07
2000,3.055157048947876e-05,1.449114335194679e-07
2001,3.080167039115622e-05,2.5498651190503097e-07
2002,3.058968832192477e-05,1.5465711644679914e-07
2003,3.0203524147509597e-05,1.9417860208648108e-07
2004,3.1639175404052367e-05,2.0350136242797134e-07
2005,3.0624595638073515e-05,1.7564622822874298e-07
2006,3.0840113595331786e-05,2.1042417008843017e-07
2007,3.0767078897042666e-05,1.8494440290339753e-07
2008,3.1596162898495095e-05,2.1244624637262177e-07
2009,2.983982540172292e-05,1.7356220016750967e-07
2010,2.999041703333205e-05,1.9745455226427566e-07
2011,2.901056268456159e-05,2.4091023131944667e-07
2012,2.9604743531308486e-05,2.7234022992317364e-07
2013,2.9754664637948736e-05,2.8253836070746274e-07
2014,3.193771794940403e-05,2.804251613142128e-07
2015,3.0203721735233557e-05,2.761852853083724e-07
2016,2.9458390372383292e-05,2.6016030663100764e-07
2017,3.022280566256086e-05,2.0728638006062283e-07
2018,2.9940882996015716e-05,2.4756266281400485e-07
2019,2.963125416499679e-05,2.2678280586774235e-07
