year,autres_ADJ ans_NOUN,autres_ADJ dents_NOUN
1800,2.5153315874604232e-08,4.401830153710762e-07
1801,9.524730337773235e-09,3.1907845254863787e-07
1802,4.475680270843441e-09,7.340115644183243e-07
1803,1.950339223455444e-09,3.21805970315836e-07
1804,2.4718509461507665e-09,2.5707248596518184e-07
1805,5.685755422035754e-09,4.3780318037534016e-07
1806,8.645007376628655e-09,1.7866348400730203e-07
1807,2.8469551160981155e-09,1.0533734240425474e-07
1808,4.5321479902327155e-09,1.9035022091884457e-07
1809,6.7770917766551975e-09,1.197286110254936e-07
1810,0.0,8.658469141664682e-08
1811,2.5070767684098882e-09,7.019814773912003e-08
1812,0.0,3.3873544680318446e-07
1813,5.751483289628823e-09,6.326631307729258e-08
1814,6.293354282149721e-09,3.776012533762696e-07
1815,5.394447111228828e-09,1.7531952778426785e-07
1816,0.0,1.367386346373678e-07
1817,4.670620334934483e-09,2.3353101141765364e-07
1818,4.768470951432846e-09,1.5616741677604296e-07
1819,1.3456364911235141e-08,2.908645058141701e-07
1820,1.4239777357261119e-08,1.5426425648001896e-07
1821,1.3806083387635226e-08,1.311577904061778e-07
1822,2.105379337535851e-08,2.315917271289436e-07
1823,4.941343334508019e-09,1.5515819029587874e-07
1824,3.3684450784221553e-09,1.1115868403521745e-07
1825,1.6730341556581152e-08,2.2453879466866056e-07
1826,4.403992281964975e-09,1.0217262058631604e-07
1827,5.530363722527909e-09,1.8618891317601083e-07
1828,2.2930752408001354e-08,1.733564971573287e-07
1829,6.001223074036943e-09,2.3919162117636006e-07
1830,7.305785310052215e-09,1.930814619299781e-07
1831,2.182768810143898e-08,1.933309619062129e-07
1832,6.764984683549358e-09,1.8130158707663213e-07
1833,4.6334514003376626e-09,3.1275797596208577e-07
1834,9.334531148041947e-09,2.1096039404255862e-07
1835,1.9664028627630614e-08,3.365574059444043e-07
1836,3.36037508930076e-09,2.130477838591105e-07
1837,3.4789454650407947e-09,2.456135632655787e-07
1838,3.1560809521380406e-09,1.0667553596022117e-07
1839,2.09744255297295e-09,2.530914002818463e-07
1840,8.280595042986505e-09,1.3312649116414832e-07
1841,5.1364388298225094e-09,1.6308193551139993e-07
1842,1.0062397137744483e-08,1.2410289684794407e-07
1843,1.1813822142769936e-09,1.447193227477328e-07
1844,1.6465684371524958e-09,1.427025893008249e-07
1845,3.348136878855712e-09,1.4843406859199604e-07
1846,2.9272506640865004e-09,1.4284982796652912e-07
1847,8.089835468183537e-09,1.0462854049819725e-07
1848,4.022610855525244e-09,8.608387247477367e-08
1849,8.379414495607307e-09,1.7512977024125576e-07
1850,2.0366988096043315e-09,1.1269733590779651e-07
1851,1.096404611544699e-08,9.545169632474426e-08
1852,1.2370036550635177e-08,1.666699631641677e-07
1853,2.9859659189668264e-09,2.47237977646364e-07
1854,9.352195906586758e-09,1.5742863013201713e-07
1855,1.3798036491152743e-08,1.7459822743148834e-07
1856,3.624032518523279e-09,1.0147290652184893e-07
1857,7.322263795295214e-09,7.810414359710194e-08
1858,1.468102750479261e-09,7.38945047373818e-08
1859,8.147477359443656e-09,1.3443337820717716e-07
1860,8.238931398230065e-09,1.6706721339687647e-07
1861,7.545542080045209e-09,1.169559027403011e-07
1862,1.445755604123633e-08,7.364317866631609e-08
1863,6.493007298491449e-09,3.596127129412707e-08
1864,9.109982990196386e-09,8.774352266982532e-08
1865,6.589581991178761e-09,9.272483225686301e-08
1866,4.865612801552288e-09,6.860513934725532e-08
1867,9.220341823379385e-09,1.2665837800795998e-07
1868,6.9158236915001225e-09,1.457262897019973e-07
1869,9.767038733343725e-09,1.0304225384061283e-07
1870,4.013834153937523e-09,1.3073631066617963e-07
1871,3.18635318130589e-09,8.815577245968598e-08
1872,3.0236697590169115e-09,1.5178821399786102e-07
1873,4.1902030178953e-09,1.735941310698763e-07
1874,9.559374625212058e-09,1.8581035021725256e-07
1875,5.149374426860476e-09,1.3731664694205392e-07
1876,9.06902175579205e-09,1.2938471627421677e-07
1877,1.0514186854493346e-08,2.962526934879861e-07
1878,6.039088784604019e-09,1.1655441056745985e-07
1879,1.649517855639715e-08,1.5762059035751008e-07
1880,1.4761046163158653e-08,1.739236381581577e-07
1881,6.275256869692214e-09,1.366611428466058e-07
1882,5.324307883469714e-09,1.630569386179559e-07
1883,6.319339107552224e-09,1.371296605157113e-07
1884,3.9610181801208455e-09,1.6504242239534506e-07
1885,7.734762830224895e-09,8.508239091042924e-08
1886,3.2267319372003556e-09,1.606912434226615e-07
1887,5.223139754040318e-09,2.0109088438857725e-07
1888,2.53624587998047e-09,1.1666730870274478e-07
1889,3.132568371366773e-09,9.02179664308278e-08
1890,3.2771931834929546e-09,1.1863439652870511e-07
1891,3.1871101313640793e-09,1.0581205600601606e-07
1892,1.0656470816883257e-08,1.2474339428081294e-07
1893,8.621783287310336e-09,1.2686338379808149e-07
1894,6.301539290376468e-09,1.518670984523851e-07
1895,3.611168697403855e-09,1.1736297977904542e-07
1896,4.717623180994224e-09,1.297346443607239e-07
1897,5.244042311502994e-09,8.79833734757085e-08
1898,2.26334195829736e-09,1.0015288154363589e-07
1899,4.9748205555033564e-09,1.0281296169978305e-07
1900,3.6337372000261325e-09,8.66905907059845e-08
1901,2.794369402536745e-09,1.4977820228523342e-07
1902,1.178468167495339e-08,2.013216402474427e-07
1903,4.860198243861191e-09,1.188048486255866e-07
1904,7.524475265086039e-09,1.279160812828195e-07
1905,6.708986810544104e-09,1.4708163575960498e-07
1906,5.144184633820714e-09,1.1059997007123457e-07
1907,4.6285588695127444e-09,1.4708531637097622e-07
1908,3.929111258571538e-09,1.4979737272824423e-07
1909,5.5009836685826485e-09,1.4687626048726088e-07
1910,6.412980702030779e-09,1.9078618151979754e-07
1911,7.44852390877071e-09,1.2396471049669344e-07
1912,1.5107321338359014e-08,1.203376314151683e-07
1913,9.015082513830208e-09,9.8105310541996e-08
1914,5.357394972094198e-09,9.777245679742919e-08
1915,2.3561523843085297e-09,1.6021836302115844e-07
1916,1.0987462051303964e-09,3.955486249651585e-08
1917,6.579854550103903e-09,1.0198774447189862e-07
1918,2.2972752589112133e-09,8.155327435588333e-08
1919,5.524709134618888e-09,6.629650783906982e-08
1920,1.514446346106979e-09,1.5295907473955594e-07
1921,3.7863738810983705e-09,1.1056211235427327e-07
1922,5.902348387820666e-09,1.1730917748309366e-07
1923,1.5923922180860473e-08,1.0297469543729676e-07
1924,3.867487330388997e-09,7.60605871619191e-08
1925,8.798542117105512e-09,1.0228305313830788e-07
1926,4.458455382660986e-09,1.0700293273657735e-07
1927,4.4596899506643695e-09,8.473411128306907e-08
1928,7.998228745975666e-09,9.255093402771308e-08
1929,4.4561625500705304e-09,8.132496986945625e-08
1930,3.1510810627466412e-09,9.663315125862937e-08
1931,3.4216069977333063e-09,8.668071416195744e-08
1932,6.575721966939341e-09,1.1726704229886309e-07
1933,3.4411986593596566e-09,1.089712924340347e-07
1934,9.585264137967897e-09,9.345632179247332e-08
1935,3.590485242455088e-09,1.4242257861951657e-07
1936,6.0623572828433225e-09,7.63857030960935e-08
1937,7.554670666820584e-09,1.0198805711070236e-07
1938,2.5930428915188486e-09,9.334954143014329e-08
1939,3.058810094103137e-09,8.105846660555471e-08
1940,3.0429395447839624e-08,1.0396709626547818e-07
1941,0.0,8.854507882460894e-08
1942,3.034211770724937e-09,1.1226583751522412e-07
1943,5.806470415592457e-09,2.0032322822771675e-07
1944,0.0,1.381670102773569e-07
1945,6.535512131478072e-09,1.1110370934375169e-07
1946,6.960552134671616e-09,1.0580039599972224e-07
1947,1.0728784083369192e-08,7.390939771312333e-08
1948,3.2615663503321457e-09,1.3916016428083822e-07
1949,2.945102384188658e-09,7.068246077324147e-08
1950,1.2762433776458693e-08,1.0848068399127442e-07
1951,7.462981121975076e-09,6.503454841322309e-08
1952,1.2653764702719172e-08,2.625656065902149e-07
1953,8.619062019654677e-09,1.1420257095551278e-07
1954,9.772535891627854e-09,1.270429663691175e-07
1955,6.569925492527773e-09,1.5861677127304574e-07
1956,5.232684952005684e-09,7.849027383599605e-08
1957,1.3252556385623393e-08,1.2722453845981363e-07
1958,3.3088974338291166e-09,1.0174859710332385e-07
1959,2.3252243464000344e-09,6.820658171591276e-08
1960,8.305000021024966e-09,6.990041612198183e-08
1961,9.727423089245235e-09,9.4494964741898e-08
1962,3.170978202238217e-09,1.2303395635626657e-07
1963,3.233026624194224e-09,9.828401204003967e-08
1964,3.0419841645645818e-09,7.909158483698775e-08
1965,9.84967779560364e-09,8.262785655688276e-08
1966,7.20079718075084e-09,1.1798228882753392e-07
1967,7.395503320850594e-09,8.923907302005318e-08
1968,1.2575964603023237e-08,3.952445837285268e-08
1969,9.991866833924945e-09,1.0309790354767756e-07
1970,7.81783243697376e-09,8.231717885109902e-08
1971,4.110718099248345e-09,8.324204259224643e-08
1972,5.643161493651405e-09,9.490771901710104e-08
