year,autres_ADJ ans_NOUN,autres_ADJ dents_NOUN
1973,2.756601946707349e-09,8.490334124644505e-08
1974,3.937900283634832e-09,4.894247496167736e-08
1975,4.569184142155791e-09,9.823745727999267e-08
1976,1.7140580066410394e-09,6.342014557958464e-08
1977,0.0,7.874887586467594e-08
1978,1.1881182704343018e-09,7.009897728949e-08
1979,6.437170796402825e-09,3.979342011461995e-08
1980,5.1166357817322705e-09,8.016062480464825e-08
1981,3.795329828193417e-09,4.933928465788995e-08
1982,4.345251602977385e-09,4.221101690404794e-08
1983,6.315316269933646e-09,4.9890996223211914e-08
1984,2.3196033982486597e-09,4.059305780401701e-08
1985,4.210890747202711e-09,5.8350913434424e-08
1986,4.196139880008332e-09,6.354154891141661e-08
1987,1.2221633705067347e-09,4.0942474299754394e-08
1988,2.398621523624911e-09,5.037105310634615e-08
1989,5.488122289953878e-09,3.0733485090195245e-08
1990,5.9935161278446e-09,5.285191306825254e-08
1991,1.1722930404189924e-09,3.458264430378222e-08
1992,3.3059665005552574e-09,3.03046938654461e-08
1993,3.323524566667402e-09,3.157348160698348e-08
1994,1.5824779819872958e-09,2.7429617688312646e-08
1995,2.7112254663563817e-09,2.1689803730851054e-08
1996,3.736664311304594e-09,2.829188794351012e-08
1997,8.151320507465698e-09,2.8769367332870388e-08
1998,4.7681290027412615e-09,2.193339376788117e-08
1999,3.1991408688814005e-09,3.519054914136177e-08
2000,3.97622823555821e-09,2.5624583344097118e-08
2001,1.3143635069212678e-09,3.0230360437144554e-08
2002,2.190610692842654e-09,1.3581786362237835e-08
2003,2.083461403401543e-09,3.166861262116072e-08
2004,5.726228824443069e-09,4.096455796798182e-08
2005,9.007499190971657e-10,2.7022498017004182e-08
2006,4.11788997345397e-09,4.776752149382446e-08
2007,7.988958938831558e-10,2.3167981311189578e-08
2008,1.2772318758180745e-09,2.554463840453991e-08
2009,9.53638501499654e-10,2.4794601927169424e-08
2010,4.723793023408973e-10,2.645324137517946e-08
2011,1.911985902935953e-09,3.74749262732621e-08
2012,6.808505426114664e-10,3.2680826933528806e-08
2013,1.6734750252211938e-09,2.2870825233667347e-08
2014,8.661780737106994e-10,3.204858955996315e-08
2015,1.329945265027277e-09,3.879006982288047e-08
2016,8.285360175719347e-10,2.941302845727023e-08
2017,1.509366853724714e-09,2.7671724467381864e-08
2018,1.5488800242380307e-09,3.252647928775332e-08
2019,2.04079020349468e-09,2.448948244193616e-08
