year,leurs_DET années_NOUN,leurs_DET damnés_NOUN
1845,2.2990539427780732e-07,3.348136878855712e-09
1846,2.687216191787911e-07,0.0
1847,2.5294218009008773e-07,0.0
1848,2.0998027938645691e-07,4.02261068899179e-09
1849,1.675882923546368e-07,0.0
1850,1.6700930238755518e-07,0.0
1851,1.7606967794847606e-07,6.449438760824933e-10
1852,1.992226892344462e-07,0.0
1853,2.436548163231578e-07,3.5831591027601917e-09
1854,2.140613690748694e-07,6.754363734984281e-09
1855,2.112160970568766e-07,5.306937111981824e-10
1856,2.1588879262068872e-07,0.0
1857,1.9233145387431705e-07,0.0
1858,1.9623641289712168e-07,4.893676019968041e-10
1859,1.7058780787948535e-07,5.092173349652285e-10
1860,2.1238132763556905e-07,2.746310290291376e-09
1861,1.6741671560183136e-07,3.772770984511453e-09
1862,1.572259267224041e-07,4.517986262886353e-10
1863,1.8180420280344833e-07,9.989241656072068e-10
1864,1.798022957189005e-07,0.0
1865,1.7791871842476326e-07,4.706844358715045e-10
1866,1.810007976832395e-07,0.0
1867,1.3684928390489404e-07,0.0
1868,1.817873620524324e-07,3.951899252285784e-09
1869,1.9582912447191347e-07,4.883519144627257e-10
1870,1.9495765357646633e-07,2.2936195165357276e-09
1871,2.580946096841785e-07,0.0
1872,1.3183199643052035e-07,0.0
1873,1.5024871014013286e-07,0.0
1874,1.8521288747130882e-07,4.779687312606029e-09
1875,1.7622303527531358e-07,5.721527140956084e-10
1876,1.3180312019578366e-07,6.04601479992084e-10
1877,1.6637155209053844e-07,1.2369631985365004e-09
1878,1.4071076637200974e-07,0.0
1879,2.0282959356521246e-07,0.0
1880,2.554302929169694e-07,6.417846254436199e-10
1881,1.8616595781617562e-07,0.0
1882,1.7037786204099348e-07,6.655385131892899e-10
1883,1.415531981630025e-07,0.0
1884,1.835271712380404e-07,6.601696966868076e-10
1885,1.695202169749166e-07,6.445635691854079e-10
1886,1.8392372602704654e-07,0.0
1887,1.5147104814872137e-07,4.570247291724172e-09
1888,1.9212062341011915e-07,0.0
1889,1.9108666948763897e-07,1.8795409673089125e-09
1890,1.5992702895317734e-07,0.0
1891,1.4405737525091666e-07,6.374220040683554e-10
1892,2.0184610072249143e-07,1.8805537127519756e-09
1893,1.4964952321783187e-07,4.310891643655168e-09
1894,1.613194118288419e-07,6.301539290376468e-10
1895,1.3963184919418836e-07,0.0
1896,1.6334770691628364e-07,5.89702897624278e-10
1897,1.8995085482309548e-07,5.826713556089658e-10
1898,1.54473091651397e-07,5.6583548957434e-10
1899,1.8849042682234085e-07,3.3165470370022376e-09
1900,1.7182386091718627e-07,0.0
1901,1.5704356581824896e-07,0.0
1902,1.7578816269292474e-07,9.820567692386817e-10
1903,2.1168863462150966e-07,5.400220270956879e-10
1904,1.8703695747745996e-07,0.0
1905,1.904320108270241e-07,2.0643036169332163e-09
1906,2.0782505288918784e-07,5.144184522798412e-10
1907,2.4788505958994733e-07,0.0
1908,2.386935022968828e-07,1.964555629285769e-09
1909,2.2939100752239483e-07,3.300590023513905e-09
1910,2.415556052959289e-07,4.275320542035388e-09
1911,2.394168410191355e-07,0.0
1912,3.0996057343024574e-07,0.0
1913,2.4764962613943453e-07,2.6514948014977335e-09
1914,2.7992388762498877e-07,2.678697486047099e-09
1915,2.603548450164084e-07,0.0
1916,2.175517437308372e-07,4.394984820521586e-09
1917,2.127486361525044e-07,0.0
1918,1.9526839878380997e-07,1.1486376294556067e-09
1919,3.139876412205922e-07,0.0
1920,2.763864497268287e-07,0.0
1921,2.5595887326312905e-07,0.0
1922,2.427340710653425e-07,2.2133805899215986e-09
1923,2.038262065795493e-07,3.1847844361720945e-09
1924,2.127118028383279e-07,1.289162443462999e-09
1925,2.430597361158249e-07,0.0
1926,1.5493132787813835e-07,0.0
1927,1.873069819247064e-07,0.0
1928,1.7938885199519916e-07,4.570416489713125e-09
1929,1.982992330340494e-07,0.0
1930,1.7751089309570034e-07,5.2518016602221e-09
1931,1.984532120857807e-07,0.0
1932,1.7535257890166633e-07,0.0
1933,1.869717891622713e-07,0.0
1934,2.0129054689732584e-07,1.1981580172459871e-09
1935,2.14232287021332e-07,1.196828414151696e-09
1936,1.697460021432562e-07,1.2124714565686645e-09
1937,2.4300857992543e-07,3.777335333410292e-09
1938,2.3467037502111765e-07,0.0
1939,1.9117563443415975e-07,0.0
1940,1.8004058688347868e-07,0.0
1941,1.741386483899987e-07,5.9030051957620344e-09
1942,1.4564217099000132e-07,3.034211770724937e-09
1943,1.9161352327046188e-07,2.9032352077962287e-09
1944,1.3495382056305516e-07,3.2131861615880553e-09
1945,2.527064566493209e-07,0.0
1946,1.781901355357718e-07,2.7842208538686464e-09
1947,2.396095104550966e-07,0.0
1948,1.6199113250792152e-07,0.0
1949,1.6590743934230545e-07,9.817008317369869e-10
1950,2.1164369190529442e-07,1.0635361480382244e-09
1951,1.8870680584814892e-07,0.0
1952,1.655534163091943e-07,2.1089607837865287e-09
1953,1.7776815852688088e-07,0.0
1954,2.0033698744370554e-07,1.9545072227344917e-09
1955,1.6330957963717196e-07,0.0
1956,1.8837666004856146e-07,8.72114158667614e-10
1957,1.6609871522632602e-07,1.7670075402875796e-09
1958,1.8033490345459313e-07,1.6544486891589827e-09
1959,1.6896629739804325e-07,0.0
1960,1.5087416005421517e-07,0.0
1961,1.7161952703403927e-07,1.3896318540318475e-09
1962,1.642566709314508e-07,2.5367825617905737e-09
1963,1.9398159789574265e-07,1.2932106496776896e-09
1964,1.7643508676279396e-07,1.2167936658258327e-09
1965,1.712749537752245e-07,5.472043373977442e-10
1966,1.72819138888336e-07,2.215629901769489e-09
1967,1.6368714828018938e-07,3.944268467392931e-09
1968,2.0615598994577766e-07,2.6948494546985557e-09
1969,2.039249283880551e-07,9.083515606356229e-10
1970,1.7383180694885425e-07,4.5987250119061684e-10
1971,1.6340104114220821e-07,0.0
1972,1.7852911748938993e-07,5.130146862875051e-10
1973,2.0068061545863713e-07,5.513203782392395e-10
1974,1.7495528142896788e-07,5.625571675160757e-10
1975,1.3536208554043583e-07,5.711480177694739e-10
1976,2.0168749825799637e-07,1.7140580066410394e-09
1977,1.4280579851977393e-07,1.7630346071939584e-09
1978,1.5742566839005434e-07,0.0
1979,1.4337334741654217e-07,4.096381456264453e-09
1980,1.512250050184072e-07,4.548120546843393e-09
1981,1.6066895636157597e-07,6.325549528618524e-10
1982,1.973985770398201e-07,2.483000915987077e-09
1983,1.6104055955423746e-07,6.315316047889041e-10
1984,1.6643153877282657e-07,1.1598016991243298e-09
1985,1.9911497095570496e-07,1.2031116103372597e-09
1986,1.840307106704131e-07,1.1988970927134801e-09
1987,1.7476935526561377e-07,6.110816852533674e-10
1988,1.7749799452460024e-07,5.996553809062277e-10
1989,1.553138577747859e-07,0.0
1990,1.9778602822206892e-07,5.44865097484859e-10
1991,1.711547890081988e-07,5.861465202094962e-10
1992,1.581353978874489e-07,0.0
1993,1.6562230564787228e-07,0.0
1994,1.8567742143815735e-07,5.274926606624319e-10
1995,1.6701148597420001e-07,5.422450821690461e-10
1996,1.8736704254784797e-07,1.067618438099771e-09
1997,2.167292376675789e-07,4.79489448146353e-10
1998,1.9978460841230117e-07,0.0
1999,2.0748713858154133e-07,9.140402323914998e-10
2000,2.204597704391631e-07,8.836062992401139e-10
2001,2.1117441328932784e-07,0.0
2002,2.010980644229221e-07,4.38122149670761e-10
2003,2.5293222161160145e-07,8.333845835650777e-10
2004,2.2640626939907094e-07,4.404791253964646e-10
2005,2.4185136027199405e-07,9.007499190971657e-10
2006,2.672510606149814e-07,1.2353669198716943e-09
2007,2.528505427257244e-07,1.1983438685803094e-09
2008,2.601295783222213e-07,8.514879357157668e-10
2009,2.9467430451290966e-07,1.907277002999308e-09
2010,2.7586950412938904e-07,2.3618964561933353e-09
2011,2.810619503801348e-07,1.911985902935953e-09
2012,2.6927639096285816e-07,2.7234021704458655e-09
2013,2.342864977578074e-07,1.3945624655065103e-09
2014,2.6180232692851746e-07,1.9489005964601347e-09
2015,2.963561183122465e-07,2.438232948875907e-09
2016,2.8045943256671535e-07,3.1070099826280284e-09
2017,3.147029898897813e-07,2.0124890642847504e-09
2018,2.9428719638957546e-07,4.3884935685412074e-09
2019,2.688740963208147e-07,1.02039510174734e-09
