year,vous_PRON écrivez_VERB,vous_PRON ecrivez_VERB,vous_PRON décrivez_VERB
1847,2.2651538955642536e-07,0.0,3.235934187273415e-08
1848,2.992822558667285e-07,0.0,2.735375304041554e-08
1849,2.8490011061421683e-07,2.513824481908955e-09,1.675882921325922e-08
1850,2.3150477090894128e-07,9.504594444820214e-09,1.6972490080036096e-08
1851,2.5991237606604045e-07,0.0,3.031236239792179e-08
1852,3.274804285524624e-07,1.9531636308300904e-09,3.125061742714763e-08
1853,4.2161839530763245e-07,5.971931837933653e-10,2.09017620989016e-08
1854,3.122594378623944e-07,6.754363734984281e-09,3.013485416758499e-08
1855,3.7838462318973143e-07,0.0,3.078023524949458e-08
1856,3.1270222322632435e-07,5.177189232874468e-10,2.692138423299184e-08
1857,3.30966312134251e-07,0.0,3.46587152311173e-08
1858,5.896879855527004e-07,4.893676019968041e-10,4.5511188151436954e-08
1859,3.926065801351797e-07,2.7497735421988523e-08,3.2080692102809394e-08
1860,4.600069729576717e-07,9.154367819341758e-10,4.6229557237875696e-08
1861,5.102672773205086e-07,4.715963730639317e-10,5.8006355274642374e-08
1862,6.921554742689295e-07,1.8071945051545413e-09,1.762014717465732e-08
1863,4.969647804387023e-07,4.994620828036034e-10,3.9956966846332875e-08
1864,4.5549916194431717e-07,1.4384183844029508e-09,3.7878351788478426e-08
1865,6.142431985267649e-07,0.0,4.377365181440496e-08
1866,3.960608978559321e-07,0.0,4.914269102762603e-08
1867,3.547405214021637e-07,1.94112459439566e-09,5.241036404868282e-08
1868,2.909585745669574e-07,2.9639244392143382e-09,5.532658908791177e-08
1869,4.7907321487628e-07,4.883519366671862e-09,4.688178378842167e-08
1870,3.5780463747414615e-07,5.734048791339319e-10,3.7844722466928715e-08
1871,3.324428483608699e-07,1.0621177271019633e-09,1.6993883633631413e-08
1872,3.549788161194556e-07,0.0,2.4794091224578096e-08
1873,3.4120225933520487e-07,0.0,2.8134220286801792e-08
1874,3.1725174665098166e-07,2.3898436563030145e-09,1.3741600746186577e-08
1875,3.08962459172335e-07,1.1443054281912168e-09,1.4875970677508121e-08
1876,4.3773147240244725e-07,0.0,1.632424040387548e-08
1877,3.914988582209844e-07,0.0,2.721319092291452e-08
1878,3.738195886171525e-07,3.6234530931267273e-09,3.744235010927355e-08
1879,3.0241159265642636e-07,6.10932526790009e-10,2.6270098985037293e-08
1880,5.859493796833704e-07,1.2835692508872398e-09,3.2089231272180996e-08
1881,4.650662575045317e-07,6.972507571312292e-10,2.6495528548942104e-08
1882,4.6521140717459275e-07,0.0,3.793569547383413e-08
1883,2.7552318471180115e-07,1.8958017378167824e-09,2.7173157501891865e-08
1884,3.4526875936080614e-07,6.601696966868076e-10,3.828984329601326e-08
1885,2.4364503659057846e-07,0.0,3.222817834824809e-08
1886,2.342607317018519e-07,0.0,2.452316216761119e-08
1887,2.396115270641985e-07,1.3057849246322917e-09,3.3297515855679194e-08
1888,3.068857452603879e-07,6.340614699951175e-10,3.61415040117663e-08
1889,2.9007583179918583e-07,0.0,2.8193115397812107e-08
1890,2.536547540898937e-07,6.554386478008212e-10,2.4906669005009263e-08
1891,2.2819707368171294e-07,0.0,3.250852165237461e-08
1892,2.7518769485368466e-07,6.268512375839919e-10,3.3223115369906964e-08
1893,2.7097032528899945e-07,0.0,2.1554457829697782e-08
1894,2.407188013364703e-07,0.0,2.3315694708259116e-08
1895,2.630134581238508e-07,0.0,2.5278180881826984e-08
1896,2.4767521722424135e-07,5.89702897624278e-10,3.420276900589769e-08
1897,2.7443820371786387e-07,0.0,4.078699333831537e-08
1898,2.738643729571777e-07,0.0,3.621346988946783e-08
1899,2.5592687435960215e-07,1.6582735185011188e-09,2.2110313580014918e-08
1900,2.2581081537964565e-07,0.0,2.38788451234484e-08
1901,2.3696252782201555e-07,0.0,1.956058609531297e-08
1902,2.23417913502999e-07,0.0,2.6024505217492333e-08
1903,2.7271112656990226e-07,0.0,2.1600880639738307e-08
1904,2.805554331075655e-07,5.374625189347171e-10,3.171028861714831e-08
1905,2.998401029685738e-07,0.0,3.560923822476525e-08
1906,2.82930152195604e-07,2.572092316910357e-09,4.166789313586605e-08
1907,3.234848549027447e-07,1.028568674676933e-09,3.085706046235259e-08
1908,3.202225684617588e-07,9.822778146428846e-10,3.14328898465277e-08
1909,3.317093124621806e-07,0.0,2.7504917454734823e-08
1910,3.5859252278669373e-07,2.137660271017694e-09,2.9927243794247715e-08
1911,2.8570409682515674e-07,0.0,2.3409645777405785e-08
1912,3.558034791240061e-07,0.0,2.969370060945664e-08
1913,2.916644419315162e-07,0.0,3.340883569791231e-08
1914,3.1407727618670833e-07,2.678697486047099e-09,2.9465671680384276e-08
1915,2.7449174666571707e-07,0.0,3.534228643076176e-08
1916,2.3513167946020985e-07,2.197492410260793e-09,2.0876177231343718e-08
1917,3.0376995141523366e-07,0.0,3.8382484079946266e-08
1918,3.28510367353374e-07,0.0,2.5270028736201766e-08
1919,3.020174261791908e-07,0.0,3.314825391953491e-08
1920,3.4075043942038974e-07,1.514446346106979e-09,5.5277292521083154e-08
1921,3.7485099113609976e-07,0.0,3.332008935430508e-08
1922,3.083977020423845e-07,0.0,2.360939421741648e-08
1923,3.2909437663874996e-07,2.1231896241147297e-09,2.866306125781648e-08
1924,3.2100145830327165e-07,0.0,6.445812406052909e-08
1925,3.585406105344191e-07,1.0998177923937646e-09,3.299453510408057e-08
1926,4.2689711676757724e-07,0.0,4.2355327800613907e-08
1927,4.660376049514525e-07,6.689535148041159e-09,2.6758140148075427e-08
1928,3.8848540384606167e-07,2.2852082448565625e-09,2.9707706405979195e-08
1929,3.3978238178633546e-07,0.0,5.01318300205611e-08
1930,3.529210914621217e-07,0.0,4.306477363602568e-08
1931,2.953987490172949e-07,1.1405356659111021e-09,2.9653927313688655e-08
1932,2.8933176565715257e-07,0.0,2.6302887201623548e-08
1933,2.8217829139975947e-07,1.1470662197865522e-09,3.211785437606807e-08
1934,2.935487160016237e-07,0.0,3.834105655187159e-08
1935,3.363087763830208e-07,0.0,1.6755597798123745e-08
1936,3.213049453165695e-07,0.0,3.152425742669607e-08
1937,3.487739732577211e-07,1.2591118148108649e-09,3.399601977704947e-08
1938,2.7615907072231494e-07,0.0,2.3337386689803452e-08
1939,2.768223126281555e-07,1.5294050470515685e-09,2.4470481641003516e-08
1940,2.814718982335762e-07,2.5357829169792012e-09,3.803674442082183e-08
1941,4.3682237560460635e-07,0.0,2.6563523380929155e-08
1942,2.8218169489946376e-07,6.068423541449874e-09,1.8205270846394228e-08
1943,2.6419440146696616e-07,2.9032352077962287e-09,2.6129116648121453e-08
1944,3.341713714632988e-07,0.0,5.462416652335378e-08
1945,2.8102702032128946e-07,0.0,1.9606535950345005e-08
1946,3.939672623687329e-07,0.0,3.480275978517966e-08
1947,5.102132689671635e-07,2.3841741914054637e-09,4.291513655552137e-08
1948,3.25069450468618e-07,0.0,4.240036233227329e-08
1949,2.9254685074420195e-07,0.0,2.1597418520258316e-08
1950,4.2647800313488915e-07,1.0635361480382244e-09,2.765194051512765e-08
1951,5.074827100770563e-07,0.0,6.183612955013018e-08
1952,4.302279918988461e-07,2.1089607837865287e-09,4.323369573455693e-08
1953,4.568102696111964e-07,6.464296653518886e-09,2.0470272588113403e-08
1954,3.615838508608249e-07,0.0,4.006739984241392e-08
1955,4.5426342154542e-07,3.754243138587299e-09,2.9095383879962355e-08
1956,4.2471958749956684e-07,8.72114158667614e-10,3.575668028332757e-08
1957,3.6135304526396794e-07,8.835037701437898e-10,3.5340149695528567e-08
1958,3.3088974760175915e-07,8.272243445794913e-10,3.639787121700877e-08
1959,4.340418797710299e-07,6.975672928177801e-09,3.797866554577922e-08
1960,4.069450127985874e-07,4.152500010512483e-09,5.813500081330858e-08
1961,3.856228474319323e-07,1.3896318540318475e-09,3.821487615240926e-08
1962,3.7988318268844523e-07,0.0,5.136984704279257e-08
1963,4.5327031727993017e-07,0.0,4.4615767524902594e-08
1964,5.645922556141159e-07,0.0,4.623815952342625e-08
1965,3.764765708069717e-07,7.1136563306595235e-09,4.48707546674143e-08
1966,3.9936728768452667e-07,3.3234448526542337e-09,6.092982118843793e-08
1967,4.575351297830821e-07,4.930335695263466e-09,5.916402701089396e-08
1968,4.015325814066273e-07,2.245707925174756e-09,5.7939265829531905e-08
1969,3.8287017645188826e-07,3.1792304344691047e-09,6.948889508251455e-08
1970,4.437769547394055e-07,2.759235007143701e-09,8.645602900259064e-08
1971,4.891754556979322e-07,4.1107179882260425e-09,5.652237167197427e-08
1972,4.935201403100109e-07,5.130146862875051e-10,6.566588117706829e-08
1973,4.620064899540921e-07,1.102640756478479e-09,6.836372534735347e-08
1974,5.119270340969706e-07,1.1251143350321513e-09,8.775892101908767e-08
1975,5.911382245926688e-07,1.7134440533084216e-09,7.367809473635134e-08
1976,5.410709817965653e-07,3.9994687561772935e-09,1.0341483669407125e-07
1977,6.346924124045472e-07,6.464460078348111e-09,1.1871099658833373e-07
1978,6.671284040749015e-07,5.346532105932056e-09,9.920787835682177e-08
1979,7.876756029645549e-07,1.521513048885481e-08,8.836479725715662e-08
1980,7.765915981394755e-07,3.411090521154847e-09,1.1540855915370685e-07
1981,8.792513597200013e-07,8.223214109648325e-09,1.0943200923207996e-07
1982,6.008861959116985e-07,1.2415004579935385e-09,1.018030348909349e-07
1983,6.877379377101533e-07,7.57837881337764e-09,1.2378019498271442e-07
1984,6.680458000118961e-07,1.1598016991243298e-09,1.5019431387486293e-07
1985,7.338980907434234e-07,6.617113967877231e-09,1.239204934222471e-07
1986,9.123606758976166e-07,1.7983456945813714e-09,1.2408584648682108e-07
1987,7.174098897166914e-07,6.110816741511371e-09,1.1549443801328607e-07
1988,6.152464209208119e-07,5.996553809062277e-10,1.445169450775552e-07
1989,5.894243315651693e-07,5.488122178931576e-10,1.4982573581789893e-07
1990,5.617559253323634e-07,5.993515905799995e-09,1.2422923845178957e-07
1991,6.16039997680673e-07,3.5168792322792797e-09,1.5943184905609087e-07
1992,5.058128635937464e-07,3.856960972825618e-09,1.0634192015857025e-07
1993,5.622295589091664e-07,2.7696036575264316e-09,1.218625653720551e-07
1994,5.765494819343076e-07,3.692448680148175e-09,1.7776502936328598e-07
1995,5.01576693068273e-07,0.0,1.3718800317974456e-07
1996,5.621011069933957e-07,8.007138285748283e-09,1.313170656658258e-07
1997,5.216845124778047e-07,1.917957792585412e-09,1.5966999100669454e-07
1998,5.087593990538153e-07,2.3840646123929332e-09,1.2540179739062296e-07
1999,5.475100977037073e-07,4.113181045761749e-09,1.3984815172563003e-07
2000,5.416506780875352e-07,3.092622158362701e-09,1.2503029367394447e-07
2001,5.708718902042165e-07,4.8193329327261836e-09,1.3318883951285443e-07
2002,5.49843292674268e-07,1.0514931592098264e-08,1.4282781357621843e-07
2003,5.967033587239712e-07,5.8336921959778465e-09,1.12506919336397e-07
2004,5.655752062239117e-07,2.642874724623212e-09,1.3522709174651482e-07
2005,6.31876076795379e-07,2.2518747977429143e-09,1.3015836408669657e-07
2006,6.979823723440859e-07,1.2353669198716943e-09,1.4124363012513186e-07
2007,6.447089759831215e-07,1.9972397624634652e-09,1.569830363479241e-07
2008,6.560714638226273e-07,4.257439678578834e-10,1.1793107734803243e-07
2009,6.608714926414905e-07,6.675469510497578e-09,1.544894399074792e-07
2010,7.411631059994761e-07,6.613310177261411e-09,1.3510048013642972e-07
2011,7.372617716328023e-07,1.529588788962144e-09,1.8240346300046895e-07
2012,8.558291142435337e-07,6.808505426114664e-10,1.8621262576345998e-07
2013,7.728665281092617e-07,0.0,1.7961965781410072e-07
2014,8.75706021474798e-07,0.0,1.782161369590085e-07
2015,7.210519754607958e-07,6.649726325136385e-10,1.7355785431050208e-07
2016,6.916204569051843e-07,6.21402013178951e-10,1.7440682498204296e-07
2017,7.881410226673324e-07,1.2578056374223934e-09,1.682944041903056e-07
2018,7.243595518957591e-07,7.744400121190154e-10,1.8354228004113793e-07
2019,8.647848659393276e-07,0.0,1.8851799055141782e-07
