year,des_DET essais_NOUN,des_DET décès_NOUN
1938,7.97749647318824e-06,1.8929212819429608e-07
1939,8.42396290323677e-06,1.3611705629301696e-07
1940,8.9031338390555e-06,1.6229010668666888e-07
1941,7.762451872395104e-06,2.0070217487955233e-07
1942,8.680879716393974e-06,2.1542903994031803e-07
1943,8.605188945409736e-06,1.82903818313207e-07
1944,7.319638292813124e-06,2.666944531881654e-07
1945,6.6531511393463916e-06,2.5052796104318986e-07
1946,7.3573036729612795e-06,1.7819013908848547e-07
1947,7.184708728402711e-06,1.6689218895749036e-07
1948,8.437672029515397e-06,1.3916016583515045e-07
1949,7.603272884182388e-06,1.7179763900365685e-07
1950,8.892225601186965e-06,1.5740335213010326e-07
1951,9.028075005801384e-06,2.803948677687629e-07
1952,9.679075674284832e-06,1.8769751441993776e-07
1953,8.838847946890382e-06,1.8746459318208508e-07
1954,8.764987690312864e-06,2.501769260643272e-07
1955,9.382791986922712e-06,2.440258133340478e-07
1956,8.91126281032939e-06,2.4680829646683833e-07
1957,9.220245239305314e-06,2.4473054560658625e-07
1958,9.259122098370653e-06,2.3245004110439282e-07
1959,9.114879532035047e-06,1.7981735345173888e-07
1960,8.288389899746562e-06,1.730208403216693e-07
1961,7.925070335090822e-06,2.4249075458726566e-07
1962,7.916664110041438e-06,2.0294260849595958e-07
1963,7.72499375756297e-06,2.0238746301082244e-07
1964,7.193075962419471e-06,1.1316181230958122e-07
1965,6.864678297802129e-06,2.298258232613648e-07
1966,6.803645689501536e-06,1.279526264941211e-07
1967,6.202362335727685e-06,1.8883185881612974e-07
1968,5.417096829773982e-06,1.3159848655242e-07
1969,5.727610613348588e-06,2.5888020149800184e-07
1970,5.54744202929669e-06,2.0648275622647816e-07
1971,5.49243308256564e-06,1.4952737381612735e-07
1972,5.7960399431067344e-06,1.8263322942857485e-07
1973,5.729321525649311e-06,1.891028876266354e-07
1974,6.125122389732951e-06,2.2052241499537217e-07
1975,5.879968860256213e-06,2.433090577902419e-07
1976,5.558690190810012e-06,2.0225885100089158e-07
1977,5.235037335182824e-06,2.2096700424967253e-07
1978,4.690096993442694e-06,2.6851471801592197e-07
1979,4.776965969455205e-06,2.8030953025393046e-07
1980,4.536750161321379e-06,2.495781052935797e-07
1981,4.841575815817123e-06,2.283523397039744e-07
1982,4.758050494046984e-06,2.0050232629742482e-07
1983,4.470612154250375e-06,2.2608831473647228e-07
1984,4.425803190599709e-06,2.4529807030049255e-07
1985,4.704166428837198e-06,2.0753674589979454e-07
1986,4.331615137687095e-06,2.691523912634608e-07
1987,4.396732755651556e-06,2.309888791351966e-07
1988,4.064464278030755e-06,3.262125281011663e-07
1989,3.6122819011552565e-06,2.250130082259716e-07
1990,3.8205940882107825e-06,2.0323468152838586e-07
1991,3.6141793557931123e-06,2.1335732691696307e-07
1992,3.3831057066890935e-06,2.3196864251673333e-07
1993,3.385563523750079e-06,2.0550459645107821e-07
1994,3.2140127430579923e-06,1.9886473934249693e-07
1995,3.2220203536326153e-06,2.3750334099403858e-07
1996,2.97705405216675e-06,1.852317956796412e-07
1997,2.8860469711844416e-06,2.2248310105332791e-07
1998,3.024424273689874e-06,2.1551943651942906e-07
1999,2.817071973026941e-06,2.5913039980451913e-07
2000,2.6304959988010523e-06,2.0190403660080847e-07
2001,2.7005788609812953e-06,2.1380313919294736e-07
2002,2.730815282347976e-06,1.8313506000566804e-07
2003,2.550573491078012e-06,2.1251306625558186e-07
2004,2.715994270374722e-06,2.400611207598047e-07
2005,2.7297225955180693e-06,2.427521090808682e-07
2006,2.712454026720934e-06,2.223660509059755e-07
2007,2.2460957893599698e-06,2.0971016834181455e-07
2008,2.3633048087390307e-06,2.3117897551827582e-07
2009,2.26155367499814e-06,2.1504548541884105e-07
2010,2.0439852548292947e-06,1.7572510735419655e-07
2011,2.1685745181798666e-06,1.537236675730469e-07
2012,1.9411048999273817e-06,1.5387221985463384e-07
2013,1.5641412947076105e-06,1.5172840228672158e-07
2014,1.5164613103024749e-06,1.0870534694618073e-07
2015,1.472249422818095e-06,1.1127208243699727e-07
2016,1.5008929636906032e-06,1.323586316104297e-07
2017,1.4726388410934987e-06,1.250258767626633e-07
2018,1.4755663517718176e-06,1.3036407109368042e-07
2019,1.3293197724806305e-06,1.2652899705756226e-07
