year,nos_DET âmes_NOUN,nos_DET ames_NOUN,nos_DET dames_NOUN
1800,4.244621951698946e-07,1.9651028466682874e-06,5.09354649125271e-07
1801,3.52415026272368e-07,2.6312067404887785e-06,5.190978029645521e-07
1802,7.00443933965289e-07,2.4907159854592464e-06,4.632329080322961e-07
1803,4.953861694190209e-07,2.1882807175188645e-06,4.4467735271780384e-07
1804,5.265042659630126e-07,2.3976955318971704e-06,6.451531184836767e-07
1805,3.1840231340396485e-07,1.9104138038184004e-06,7.874771323912455e-07
1806,6.541389154790522e-07,1.9508900095388526e-06,5.676888292782678e-07
1807,4.6120672259064577e-07,2.5053205163771963e-06,4.526658567982622e-07
1808,5.438577757033158e-07,1.7562073644228349e-06,4.894719749515275e-07
1809,5.624986236796303e-07,2.0805670220003236e-06,5.624986221253181e-07
1810,6.669361409805674e-07,2.532017060019598e-06,6.599157220676943e-07
1811,7.646584005982504e-07,1.7298829426692919e-06,4.4876674820670814e-07
1812,5.041023438678849e-07,1.4109531445427592e-06,1.1042241823133736e-06
1813,9.029828902384907e-07,8.253378585010296e-07,8.742254724580789e-07
1814,7.99255977845803e-07,1.2649642222584134e-06,7.520558531481925e-07
1815,9.79092098063461e-07,1.448409089555014e-06,9.116615853344001e-07
1816,1.253823697311418e-06,3.886621669835222e-06,5.214608691517242e-07
1817,1.436994203629638e-06,1.3731623966783957e-06,5.947256624949659e-07
1818,1.1039010523461457e-06,1.5843244403068724e-06,7.617632196144086e-07
1819,1.4046374730014577e-06,1.1810547797530546e-06,4.844291443539817e-07
1820,1.6530007940218638e-06,1.3112461871855885e-06,6.396033569444626e-07
1821,2.1853057816656474e-06,1.8618489345811895e-06,8.382264802264672e-07
1822,1.6442009638240052e-06,1.6051011186846154e-06,7.529237819881018e-07
1823,1.470543807613467e-06,1.9804904699549652e-06,6.987059784080429e-07
1824,1.2875881481022589e-06,1.5671690398733062e-06,6.400045755583506e-07
1825,1.9865078790815005e-06,1.4837170998482918e-06,5.908452331837566e-07
1826,1.4136814563414646e-06,1.2577801784541265e-06,4.747503581370438e-07
1827,1.2526274062452103e-06,1.2351145380895545e-06,5.152455555545998e-07
1828,1.7188892416086787e-06,1.666607166272982e-06,5.530897375649602e-07
1829,1.228536135045033e-06,1.231965394810075e-06,5.966930705092466e-07
1830,1.3891428274348527e-06,1.4841180631108841e-06,5.228854640382252e-07
1831,1.3533166622892168e-06,1.1272441660103993e-06,3.944575099890102e-07
1832,1.252875147628174e-06,1.185225365185616e-06,4.559599730002972e-07
1833,1.566106533346101e-06,1.7815620232397578e-06,6.116156061608535e-07
1834,1.4683217486322064e-06,1.487924237597582e-06,4.7326071839215444e-07
1835,1.8506875889556795e-06,1.6646356115757044e-06,5.43786050855033e-07
1836,2.201045539607094e-06,2.940328112543966e-06,4.187027418112166e-07
1837,1.3414813189172037e-06,1.0429878827267203e-06,3.4580717223064994e-07
1838,1.6903969388692985e-06,1.0326696564533222e-06,3.913540500555257e-07
1839,1.7136105121551282e-06,1.1906482058066103e-06,3.936200627663311e-07
1840,2.3529630936991452e-06,4.624394041030655e-07,3.739007290448626e-07
1841,2.9605149514111417e-06,6.304978463766986e-07,3.723918271525406e-07
1842,2.6417148930590884e-06,7.62058913750252e-07,3.293758199518493e-07
1843,3.1572440519767042e-06,6.899271989269096e-07,3.1247560361435944e-07
1844,3.5285961068609595e-06,6.031928672101117e-07,3.331556821528636e-07
1845,3.1935644315694844e-06,4.224232528216021e-07,2.7398918478471757e-07
1846,2.9781849235632762e-06,3.904952361466485e-07,2.839433048684725e-07
1847,2.2009745563877914e-06,2.5833540018282974e-07,2.437737025573483e-07
1848,1.997628572780741e-06,3.6927567403921557e-07,2.7514658551552884e-07
1849,2.4551685839924176e-06,2.8657598960535324e-07,2.2540625632672118e-07
1850,2.347634769250817e-06,2.7766992527489265e-07,1.799083895193121e-07
1851,2.3140586371539484e-06,2.16056205371018e-07,2.4443373458638007e-07
1852,2.6699747266434315e-06,3.157614443249912e-07,3.255272833513345e-07
1853,2.728575594801441e-06,1.6064497154744117e-07,2.824723779326632e-07
1854,4.3524081050350105e-06,4.037031189341178e-07,3.2005294414716445e-07
1855,3.061572058982165e-06,3.8952919112489326e-07,3.253152485171995e-07
1856,4.2494368628354096e-06,4.555926567118007e-07,3.48942551298137e-07
1857,3.1680992869098645e-06,2.948431574445465e-07,3.45610848384581e-07
1858,3.2621243590824633e-06,4.3309034136740365e-07,3.1466337091501373e-07
1859,2.9111954162885922e-06,1.950302341846566e-07,3.895512481477681e-07
1860,3.3331052549101514e-06,1.460121641372325e-07,3.1948743561827087e-07
1861,3.296930202623116e-06,3.225719265032012e-07,3.4002097049068425e-07
1862,3.210481153814726e-06,4.070705608150149e-07,2.9366909970462984e-07
1863,3.3983400129500296e-06,4.455201900732675e-07,2.5023050742589703e-07
1864,3.3275412789635084e-06,2.3350324540594158e-07,3.063831250926796e-07
1865,3.3564507120331655e-06,3.3983416969363134e-07,3.106517318940405e-07
1866,3.427337709638323e-06,2.0532886724211608e-07,3.1529171096167374e-07
1867,2.9650678001758024e-06,1.8489211583982978e-07,2.8243363381363906e-07
1868,2.7035931289276505e-06,2.0401679279302698e-07,3.625867606160682e-07
1869,2.8461150520797673e-06,1.4308711548949304e-07,3.0375488879741397e-07
1870,2.6365157204111256e-06,2.0757256713466177e-07,2.672066656828065e-07
1871,2.340907421682914e-06,2.3366589374518298e-07,2.8146118413729937e-07
1872,2.5120647109133643e-06,1.5118348750675636e-07,2.1770421021471975e-07
1873,2.3794368786411724e-06,1.2929769610536823e-07,2.5919399782026176e-07
1874,2.03913403140632e-06,1.2128456505777763e-07,2.1747577694242182e-07
1875,2.3452538755464047e-06,3.0209663792746255e-07,2.763497590763109e-07
1876,2.0157413942456515e-06,1.6384700174398859e-07,3.942001649548388e-07
1877,1.9754303188790345e-06,1.0204946088165912e-07,2.8573850574531434e-07
1878,1.597942912212602e-06,9.783323684509071e-08,2.2103064800660377e-07
1879,2.1578136859545793e-06,2.0893891727880032e-07,3.5800646003281145e-07
1880,1.579431973652845e-06,7.18798809362653e-08,3.414294171832921e-07
1881,1.7905399829487578e-06,6.135806718265968e-08,2.977260766812151e-07
1882,1.6871400916329549e-06,1.3310770263785798e-07,2.4225602057725837e-07
1883,1.4989472187920683e-06,8.088754155366473e-08,2.7173157146620497e-07
1884,1.804903938307234e-06,2.5416533944166986e-07,2.218170154222321e-07
1885,1.6333241283916777e-06,9.732910044579768e-08,2.0110382958904438e-07
1886,1.6411158476614673e-06,8.583107269366508e-08,1.8392372602704654e-07
1887,1.674669139362095e-06,2.742148442758108e-07,2.6050408763467203e-07
1888,1.6942122726959497e-06,9.193891536973808e-08,1.9846123322508902e-07
1889,1.7329367842933152e-06,1.2342319211100516e-07,1.5098979400107737e-07
1890,1.9971214726410835e-06,4.3258951976099524e-08,2.215382606252092e-07
1891,1.9913064264187597e-06,1.2493470968877318e-07,2.3775841562212463e-07
1892,1.931328679205535e-06,1.9996553834999986e-07,1.5608595216320964e-07
1893,1.5155862946869547e-06,1.4102774115176686e-07,1.6689309001449715e-07
1894,1.575384782626088e-06,2.7915819567070344e-07,1.594289420481232e-07
1895,1.8459090895817098e-06,3.7977457778559653e-07,1.6731747853881984e-07
1896,1.927738729534667e-06,7.076434815900257e-08,1.574506791612862e-07
1897,1.896012548741055e-06,2.6569813660337616e-07,1.3634509521409655e-07
1898,1.911958133149483e-06,2.8235190807635036e-07,1.6635563415690058e-07
1899,1.768272383628755e-06,4.477338499953021e-08,1.951235155672748e-07
1900,1.7078564340522462e-06,5.242963774243492e-08,1.7753401415632197e-07
1901,1.4849278819895062e-06,4.0238921084068124e-08,1.0115617676831334e-07
1902,1.615483380845717e-06,4.517460983066712e-08,1.1981092384871772e-07
1903,1.4602195577140265e-06,5.9402424978927115e-08,1.333854395824119e-07
1904,1.5484295374790236e-06,4.944655085381555e-08,1.1609190320172047e-07
1905,1.6571197249959368e-06,2.9416326707831786e-08,1.3314758628979462e-07
