year,nos_DET âmes_NOUN,nos_DET ames_NOUN,nos_DET dames_NOUN
1906,1.6358507011204892e-06,6.738881852541567e-08,1.6049855799948887e-07
1907,1.6174241963540226e-06,5.759984622599745e-08,1.810280920722107e-07
1908,1.7685912396814274e-06,8.987841981777933e-08,1.5667331521029837e-07
1909,1.8615327803672699e-06,3.740668819141035e-08,1.7493127835166433e-07
1910,1.7710515294311335e-06,4.0615546481603815e-08,2.5064066733193613e-07
1911,1.850426173177766e-06,5.320374263373395e-08,2.4473720827700163e-07
1912,1.7144205344266084e-06,4.948950271810304e-08,2.3390301073789033e-07
1913,2.084075042319e-06,3.871182463477396e-08,2.3068005816639925e-07
1914,2.116840619237337e-06,6.294938925677229e-08,2.4041310275890737e-07
1915,2.588233385836247e-06,5.0657275707521876e-08,1.6139643754797817e-07
1916,2.63479333284522e-06,4.6147340837521256e-08,1.6700942406799868e-07
1917,2.636328346738992e-06,2.3029491202919417e-08,1.5681986376137047e-07
1918,2.524705479345357e-06,5.398597036077035e-08,1.8722793360126389e-07
1919,2.68685018056658e-06,6.16925844854066e-08,1.3719693825464674e-07
1920,1.9771098109799823e-06,4.1647274073852714e-08,8.63234417280978e-08
1921,1.8212458101629636e-06,5.225195809366312e-08,1.4994039787552538e-07
1922,1.755948694892595e-06,5.754789655920689e-08,1.2468711219071338e-07
1923,1.7856024498996703e-06,6.688047538006003e-08,1.2102180990680722e-07
1924,2.0794189765638293e-06,9.15305322646276e-08,1.3407289367606268e-07
1925,1.6497266628334728e-06,1.1988014270158942e-07,1.8696902781556446e-07
1926,1.9461157982902932e-06,6.130376206670007e-08,2.195789328141018e-07
1927,1.6255569832424044e-06,4.7941667524753484e-08,2.296740309049028e-07
1928,1.2831444742289477e-06,4.913197582112616e-08,1.0511957704295583e-07
1929,1.4270860688725406e-06,8.578113241952678e-08,1.615358913298337e-07
1930,1.1785042630663156e-06,4.8316577849760733e-08,1.0923747773006198e-07
1931,1.3081944132409262e-06,1.2431838847248855e-07,1.7222088644075484e-07
1932,1.1058172653122256e-06,3.397456294074175e-08,1.2384276182331178e-07
1933,1.1447720495993963e-06,6.308864053394814e-08,1.0553009133218438e-07
1934,1.0783422244031726e-06,3.834105655187159e-08,1.2700475338078832e-07
1935,1.3404478025336175e-06,5.8644593181611526e-08,1.5798135066802388e-07
1936,1.3155315343738039e-06,3.516167312866969e-08,7.517322941907878e-08
1937,1.5096751013743415e-06,6.04373662227431e-08,1.422796334082932e-07
1938,1.0281415185886544e-06,9.205302520243208e-08,8.816345697937322e-08
1939,1.2219946867730869e-06,5.65879849645512e-08,1.3917586016987116e-07
1940,1.2222473948497736e-06,3.296517814277422e-08,7.353770459239684e-08
1941,1.5672478426154157e-06,6.493305670929317e-08,1.2396310999918114e-07
1942,1.3957374420670021e-06,3.641054280301148e-08,1.4564217099000132e-07
1943,1.6287149620097807e-06,4.93549991986697e-08,2.9032351855917682e-08
1944,1.4941316202055077e-06,1.927911696952833e-08,8.032965226334454e-08
1945,1.5924864626981616e-06,3.267756065739036e-08,8.714016175304096e-08
1946,1.3976788793002015e-06,6.960552045853774e-08,9.88398429768722e-08
1947,1.6057412892678258e-06,4.8875569591544377e-08,1.1563244761703118e-07
1948,1.3633347890618097e-06,3.913879775829798e-08,8.806229323532477e-08
1949,1.035694403128673e-06,5.399354596757888e-08,1.1878580252755455e-07
1950,1.2762434344892881e-06,8.189228051236341e-08,7.551106584458012e-08
1951,1.1237117760742876e-06,4.0513328247726577e-08,8.422507447036764e-08
1952,1.0597528117273214e-06,3.690681182888511e-08,1.0650251769384056e-07
1953,9.717992313085233e-07,3.5553628929818615e-08,7.433941151546719e-08
1954,1.002662255444875e-06,4.49536656788041e-08,9.577085346990089e-08
1955,1.044618109347084e-06,3.378818780319648e-08,9.197895645129961e-08
1956,1.0526418066092447e-06,3.9245136917998025e-08,7.93623895489759e-08
1957,9.5506759834052e-07,3.7107157180304995e-08,7.156380510409122e-08
1958,9.562713501054532e-07,6.865962004498627e-08,5.625125365504857e-08
1959,9.69618525914484e-07,1.0463509303448859e-07,1.364131625436471e-07
1960,9.876029345434745e-07,6.297958465850684e-08,1.2595916665247842e-07
1961,1.1158744293027212e-06,1.5494395122495064e-07,1.1881352524056865e-07
1962,1.0901823017661627e-06,1.2620493494708285e-07,1.2683912498090422e-07
1963,9.938323906055757e-07,3.879632104464292e-08,1.0281024387381876e-07
1964,1.2362623991180044e-06,3.005480402329397e-07,1.1559540080696706e-07
1965,1.2219072793584473e-06,1.2585699993294952e-07,1.411787184935065e-07
1966,1.0092194138167088e-06,8.696347408854166e-08,1.041346058272552e-07
1967,9.633875492909283e-07,2.1052533405452323e-07,1.1536984789728422e-07
1968,1.3460772905204976e-06,1.5630127236931912e-07,1.6842809014150362e-07
1969,1.103647182532086e-06,9.083515528640618e-08,8.901845172104572e-08
1970,9.795284370284207e-07,1.2186621001220033e-07,1.227859547370258e-07
1971,1.0482330665695372e-06,1.9988366695145032e-07,1.145862622564664e-07
1972,7.66956954834086e-07,1.610866062762284e-07,1.549304329273582e-07
1973,6.025931682529517e-07,8.876258306145246e-08,7.608221341826038e-08
1974,5.574941503994069e-07,8.550869012857731e-08,8.832147635473575e-08
1975,6.448261302693936e-07,5.311676476438265e-08,4.968987887821186e-08
1976,6.776242642558827e-07,9.14164268728257e-08,1.3712464408399683e-07
1977,5.600573143027532e-07,5.935549662883233e-08,8.227494463497464e-08
1978,6.540591215298264e-07,1.0277223383425849e-07,8.673263529601627e-08
1979,6.056792543063239e-07,5.442335104799412e-08,9.831315228581161e-08
1980,6.623200778932414e-07,9.32364733197133e-08,9.38049851129108e-08
1981,6.312898506166675e-07,8.033447684852035e-08,1.151250001996118e-07
1982,6.133012533382498e-07,6.76617775141608e-08,7.821452996381595e-08
1983,5.052252607384844e-07,5.1785590926556324e-08,7.325766615551288e-08
1984,7.64309326939383e-07,3.7693554499895754e-08,6.378909456206117e-08
1985,6.370475986727797e-07,4.3312019637475885e-08,5.0530688966432535e-08
1986,8.104544626519328e-07,5.0953125496633334e-08,9.830956271272839e-08
1987,7.137434057113978e-07,9.838415104823639e-08,6.23303328950442e-08
1988,5.798667324086182e-07,3.837794371186476e-08,4.9171740901243766e-08
1989,7.419941105979433e-07,3.4026358175509586e-08,7.518727307420647e-08
1990,6.391267586280946e-07,6.102489236159414e-08,5.830056437616804e-08
1991,7.25649382360416e-07,5.4511626323971996e-08,8.850812260874363e-08
1992,7.151907333025065e-07,5.7303420286647366e-08,6.060938551044615e-08
1993,7.561017874024856e-07,8.364202885857708e-08,1.0746062528710354e-07
1994,7.289948591449047e-07,4.1144427642691994e-08,5.485923826320516e-08
1995,8.209590554031365e-07,9.001268330699475e-08,6.723839129918474e-08
1996,8.370128270485111e-07,6.832757648567167e-08,7.953757208412071e-08
1997,7.844447331706306e-07,3.931813630231318e-08,4.842843281949172e-08
1998,8.606473169692208e-07,4.768129258092557e-08,7.438281812710557e-08
1999,7.536261534824007e-07,5.712751316444553e-08,8.180660193701783e-08
2000,7.846424043833622e-07,1.1486882112166086e-07,9.542947809748625e-08
2001,6.869740154513693e-07,5.213642073620406e-08,5.5641391050187394e-08
2002,8.140309333271034e-07,5.8708367944859674e-08,8.806255014093267e-08
2003,7.000430670700553e-07,4.875299741691208e-08,6.375392036517269e-08
2004,6.646830179590779e-07,1.0351259238650101e-07,8.192911593596364e-08
2005,7.345615813392214e-07,8.106748938807584e-08,9.367798892156998e-08
2006,7.671628736716229e-07,4.200247660790524e-08,8.35931666109957e-08
2007,8.032898222154472e-07,5.8718848894301345e-08,5.632216071305152e-08
2008,8.28497771721004e-07,4.725757940526876e-08,6.982201306016123e-08
2009,8.873606240911158e-07,3.194689024432762e-08,5.149647730462448e-08
2010,8.984654336074982e-07,2.125706777267311e-08,7.558068926272199e-08
2011,8.925150396521531e-07,9.55992968121322e-09,4.97116343645132e-08
2012,9.429780263303655e-07,1.9404241269338485e-08,6.536165164661156e-08
2013,1.0495477695826594e-06,1.3945624821598557e-08,9.8735029263608e-08
2014,1.1080582424938257e-06,4.547434831470021e-09,8.964943121192448e-08
2015,1.2862787102108086e-06,5.763096139199675e-09,1.2257662307391115e-07
2016,1.5209850161568284e-06,2.5063213948683938e-08,1.8020659098283431e-07
2017,1.2064872194628151e-06,1.2829617590526254e-08,5.961998827963555e-08
2018,1.2233570814146333e-06,1.264918708665519e-08,7.925103107098153e-08
2019,1.3721762925911207e-06,7.652963485149655e-09,8.316219934911828e-08
