year,quelques_DET années_NOUN,quelques_DET damnés_NOUN
1800,2.3549791535515396e-05,0.0
1801,2.4014226937651983e-05,2.3811825844433088e-09
1802,2.1306475218807464e-05,0.0
1803,2.3979420348041458e-05,5.851017448321727e-09
1804,2.164352656564006e-05,0.0
1805,2.2364918663697608e-05,0.0
1806,1.8641518067852303e-05,0.0
1807,2.2522261588164838e-05,2.8469551160981155e-09
1808,2.3945603061292786e-05,4.5321479902327155e-09
1809,2.5538340764796885e-05,0.0
1810,2.2441815190177294e-05,0.0
1811,2.5374124334121007e-05,3.5099073869560016e-08
1812,2.515444066375494e-05,2.6672082320544632e-09
1813,2.762437350156688e-05,0.0
1814,2.4754908622526273e-05,0.0
1815,2.264858585476759e-05,0.0
1816,2.0193282807667856e-05,0.0
1817,2.3460525540031085e-05,0.0
1818,2.127810887486703e-05,0.0
1819,2.39450844219391e-05,0.0
1820,2.179041928229708e-05,8.306536791735653e-09
1821,2.4619205419185164e-05,0.0
1822,2.3174211605692108e-05,9.023054303725075e-09
1823,2.1655931391251215e-05,0.0
1824,2.1771103092760313e-05,6.736890156844311e-09
1825,2.421937028884713e-05,0.0
1826,2.2865526602799946e-05,0.0
1827,2.346256815144443e-05,0.0
1828,2.3050909589983348e-05,0.0
1829,2.5055964329112612e-05,6.858540846366168e-09
1830,2.6338399152336933e-05,9.39315203396518e-09
1831,2.5154851414299628e-05,1.2472964883158966e-08
1832,2.5338927002849232e-05,0.0
1833,2.768950582776597e-05,0.0
1834,2.4077488205875852e-05,0.0
1835,2.2943382646190003e-05,0.0
1836,2.316508164312836e-05,0.0
1837,2.6075392725033453e-05,0.0
1838,2.639051785990887e-05,6.312161904276081e-10
1839,2.7686241764968145e-05,0.0
1840,2.511823117856693e-05,3.1848443882154243e-09
1841,2.7063896595791448e-05,0.0
1842,2.6331281105740345e-05,1.0733224087289273e-08
1843,2.815588163684879e-05,2.3627644285539873e-09
1844,2.8865440754088922e-05,0.0
1845,2.7175152808922576e-05,5.580227946389016e-10
1846,2.8104533839723445e-05,1.1709002656346001e-09
1847,2.781447233246581e-05,0.0
1848,2.7616027637122897e-05,8.045221711050488e-10
1849,2.6574476123641944e-05,0.0
1850,2.731484710238874e-05,0.0
1851,2.7125049882670282e-05,0.0
1852,2.786187951642205e-05,3.906327261660181e-09
1853,2.9650045007656445e-05,0.0
1854,2.874449410228408e-05,2.5978321716024766e-09
1855,3.16054636186891e-05,1.5920811335945473e-09
1856,3.025186924787704e-05,3.6240324075009767e-09
1857,3.015454558408237e-05,1.0251168802710708e-08
1858,3.0175873689586297e-05,0.0
1859,3.169827004967374e-05,6.110608019582742e-09
1860,3.1328535442298744e-05,0.0
1861,3.0156230877764756e-05,1.4147891747029462e-09
1862,3.0478335474981577e-05,1.8071945051545413e-09
1863,3.0239932357289945e-05,9.989241656072068e-10
1864,3.202302855243033e-05,0.0
1865,3.08368903461087e-05,0.0
1866,2.9880214697186602e-05,1.4596839292835284e-09
1867,3.282635793766531e-05,4.85281148598915e-10
1868,3.266096496190585e-05,0.0
1869,2.8637933610298205e-05,4.883519144627257e-10
1870,3.0390458277906873e-05,0.0
1871,2.692468353870936e-05,0.0
1872,3.0364899430423975e-05,0.0
1873,2.8935148066011607e-05,5.986004469882289e-10
1874,3.0162217171891825e-05,3.5847653734322193e-09
1875,3.0359566835613805e-05,5.721527140956084e-10
1876,3.13098926199018e-05,6.04601479992084e-10
1877,3.104406505372026e-05,3.710889595609501e-09
1878,3.270045772296726e-05,1.8117265465633636e-09
1879,3.232627295801649e-05,0.0
1880,3.32129950493254e-05,6.417846254436199e-10
1881,3.325258649056195e-05,0.0
1882,3.384795741112612e-05,1.3310770263785798e-09
1883,3.3205597446794854e-05,3.791603475633565e-09
1884,3.287446952526807e-05,0.0
1885,3.26290964949294e-05,6.445635691854079e-10
1886,3.342700506436813e-05,6.453463874400711e-10
1887,3.173971390424413e-05,6.528924623161458e-10
1888,3.326413207105361e-05,0.0
1889,3.351284226482676e-05,0.0
1890,3.3293660408162395e-05,0.0
1891,3.3522023159093806e-05,0.0
1892,3.266960561632004e-05,6.268512375839919e-10
1893,3.103595622633293e-05,6.158416554491453e-10
1894,3.1953216193869594e-05,0.0
1895,3.2637742606311804e-05,0.0
1896,3.1797370183994644e-05,1.7691086373616827e-09
1897,3.192281542396813e-05,2.9133566670225264e-09
1898,3.318342351121828e-05,1.6975064687230201e-09
1899,3.313506817903544e-05,0.0
1900,3.386487264833704e-05,0.0
1901,3.3369241009495454e-05,5.588738916095792e-10
1902,2.9716054996242747e-05,1.4730852093691738e-09
1903,3.2546587817705586e-05,4.320176216765503e-09
1904,3.284433614680893e-05,0.0
1905,3.3062401598726865e-05,2.0643036169332163e-09
1906,3.407147596590221e-05,1.0288369045596824e-09
1907,3.329734022372577e-05,2.5714217422034835e-09
1908,3.3919525321834954e-05,5.893666887857307e-09
1909,3.413690410525305e-05,5.500983557560346e-10
1910,3.3524389891681494e-05,0.0
1911,3.350771658006124e-05,0.0
1912,3.428945251471305e-05,0.0
1913,3.4207465205327026e-05,2.6514948014977335e-09
1914,3.258836454733682e-05,6.696743604095445e-09
1915,2.8340979042695835e-05,0.0
1916,2.8380615049172775e-05,0.0
1917,2.696534193091793e-05,0.0
1918,2.5990223321059602e-05,0.0
1919,2.6109775262739277e-05,0.0
1920,2.495277431080467e-05,1.514446346106979e-09
1921,2.5174084385071183e-05,3.0290989716519334e-09
1922,2.5218522068826132e-05,2.951174193910333e-09
1923,2.4216039491875563e-05,0.0
1924,2.4929824121500133e-05,0.0
1925,2.4523736556147924e-05,1.0998177923937646e-09
1926,2.5435487486902275e-05,1.1146138456652466e-09
1927,2.6541845272731734e-05,0.0
1928,2.6458141746843467e-05,5.713020723163709e-09
1929,2.6548702180662076e-05,0.0
1930,2.7694851723936154e-05,0.0
1931,2.7701330509444233e-05,0.0
1932,2.7239927931077546e-05,3.287861094491973e-09
1933,2.776244377855619e-05,0.0
1934,2.7074776426161407e-05,0.0
1935,2.7840622578878538e-05,0.0
1936,2.702598953874258e-05,6.0623572828433225e-09
1937,2.7694165055436315e-05,0.0
1938,2.695857119761058e-05,3.8895642262559704e-09
1939,2.5876003974190098e-05,0.0
1940,2.5636766167735914e-05,0.0
1941,2.392192777733726e-05,1.4757512545315876e-08
1942,2.6658584602046176e-05,0.0
1943,2.610589058349433e-05,0.0
1944,2.6226026193398866e-05,0.0
1945,2.4216250039899023e-05,0.0
1946,2.2836179823571e-05,0.0
1947,2.3394708705382072e-05,1.1920870957027319e-09
1948,2.273855398016167e-05,1.0871887834440486e-09
1949,2.4308875708811684e-05,0.0
1950,2.205773932928423e-05,0.0
1951,2.377066198278044e-05,1.0661401761424827e-09
1952,2.2876952698425157e-05,1.0544803918932644e-09
1953,2.4050413912846125e-05,2.1547654771580937e-09
1954,2.4584769789726124e-05,9.772536113672459e-10
1955,2.551195893829572e-05,1.8771215692936494e-09
1956,2.5097700927290134e-05,0.0
1957,2.59052131923454e-05,0.0
1958,2.5550478426339396e-05,2.4816730892496253e-09
1959,2.5857269974949304e-05,0.0
1960,2.5728198579599848e-05,0.0
1961,2.590412793779251e-05,2.779263708063695e-09
1962,2.568365448496479e-05,0.0
1963,2.658776361386117e-05,0.0
1964,2.552650664711109e-05,0.0
1965,2.6144328558075358e-05,5.472043373977442e-10
1966,2.632002133395872e-05,0.0
1967,2.63975100551761e-05,9.860671168482327e-10
1968,2.7671163024933776e-05,1.3474247273492779e-09
1969,2.59420658039744e-05,4.5417578031781147e-10
1970,2.559788288181153e-05,0.0
1971,2.6731485490927298e-05,7.707596338946132e-09
1972,2.6959948627336416e-05,2.565073486948677e-09
1973,2.6109429541065765e-05,1.6539611902288698e-09
1974,2.5393831265319022e-05,5.625571675160757e-10
1975,2.516649601602694e-05,1.7134440533084216e-09
1976,2.581542923962843e-05,0.0
1977,2.612934815715562e-05,5.876781838942691e-10
1978,2.6550285838311538e-05,0.0
1979,2.6755221711027843e-05,5.851973350345929e-10
1980,2.6970922817781684e-05,0.0
1981,2.686587367861648e-05,6.325549528618524e-10
1982,2.6081441319547594e-05,6.207502289967692e-10
1983,2.6511064788792282e-05,0.0
1984,2.676764347597782e-05,0.0
1985,2.6425143914821092e-05,1.2031116103372597e-09
1986,2.712324771891872e-05,5.994485463567401e-10
1987,2.681670821402804e-05,0.0
1988,2.7176381991012022e-05,5.996553809062277e-10
1989,2.7862647357324022e-05,0.0
1990,2.758107143563393e-05,3.814055737905164e-09
1991,2.7226505835642456e-05,5.861465202094962e-10
1992,2.6934260858979542e-05,5.509944167592096e-10
1993,2.713657750064158e-05,7.754890063438324e-09
1994,2.6905291406364995e-05,1.0549853213248639e-09
1995,2.7463628612167668e-05,3.795715741716776e-09
1996,2.7307009759169887e-05,5.3380921904988554e-09
1997,2.742631772889581e-05,4.79489448146353e-10
1998,2.781249850158929e-05,4.768129224785866e-10
1999,2.7774025738835917e-05,1.8280804647829996e-09
2000,2.8102215082981274e-05,8.836062992401139e-10
2001,2.7763301659433637e-05,2.6287270138425356e-09
2002,2.7901808152819285e-05,1.752488598683044e-09
2003,2.804964128699794e-05,1.2500769308587678e-09
2004,2.809816260196385e-05,1.7619165015858584e-09
2005,2.8163748311271775e-05,0.0
2006,2.8856524977527442e-05,8.235779835885637e-10
2007,2.8763448199242703e-05,1.1983438685803094e-09
2008,2.8660657562795677e-05,8.514879357157668e-10
2009,2.8137104663983337e-05,4.76819250749827e-10
2010,2.8069249992768164e-05,9.447586046817946e-10
2011,2.7747504645958543e-05,1.1471915639660324e-09
2012,2.7784489930127165e-05,1.0212758416727752e-09
2013,2.554503885221493e-05,5.578250084070646e-10
2014,2.6250392011206714e-05,6.496335691608124e-10
2015,2.518583801247587e-05,4.433150790905671e-10
2016,2.5726871399456286e-05,2.0713399884186856e-09
2017,2.511108482394775e-05,7.54683426862357e-10
2018,2.5466426677667187e-05,1.5488800242380307e-09
2019,2.549151122366311e-05,2.55098775436835e-10
