year,autres_ADJ août_NOUN,autres_ADJ doutes_NOUN
1957,0.0,1.3252556385623393e-08
1958,0.0,1.0753916868111446e-08
1959,0.0,1.6276571201956358e-08
1960,0.0,8.997083078554624e-09
1961,0.0,1.250668635321972e-08
1962,0.0,7.610347907416326e-09
1963,0.0,7.1126584622049904e-09
1964,6.083968329129164e-10,8.517555549758526e-09
1965,0.0,1.094408652591028e-08
1966,0.0,1.3293779410616935e-08
1967,0.0,7.888536934785861e-09
1968,0.0,1.3474247495537384e-08
1969,0.0,9.537691525451919e-09
1970,4.5987250119061684e-10,1.0117195081704722e-08
1971,0.0,6.166076982339064e-09
1972,5.130146862875051e-10,5.643161493651405e-09
1973,0.0,5.513203671370093e-09
1974,0.0,5.06301445213353e-09
1975,0.0,7.4249242310031605e-09
1976,0.0,1.7140580066410394e-09
1977,0.0,4.7014254711541525e-09
1978,0.0,5.346532105932056e-09
1979,5.851973350345929e-10,7.022368020415115e-09
1980,0.0,5.116635559687666e-09
1981,0.0,8.223214109648325e-09
1982,6.207502289967692e-10,9.311253101884631e-09
1983,0.0,4.4207211225000265e-09
1984,0.0,5.219107646059484e-09
1985,0.0,1.2031115659283387e-08
1986,0.0,7.1933827783254856e-09
1987,0.0,1.3443797186596385e-08
1988,0.0,8.395175221664886e-09
1989,0.0,6.036934507847036e-09
1990,0.0,4.90378582185258e-09
1991,0.0,5.8614650910726596e-09
1992,0.0,4.958949695321735e-09
1993,0.0,4.4313659408601325e-09
1994,0.0,8.439882570598911e-09
1995,0.0,9.21816667442954e-09
1996,0.0,6.939520069693117e-09
1997,0.0,5.753873377756236e-09
1998,0.0,5.2449422582867555e-09
1999,0.0,4.570201106446348e-09
2000,0.0,1.0603275590881367e-08
2001,0.0,1.0076787404500465e-08
2002,0.0,9.63868718173444e-09
2003,0.0,1.0417307017007715e-08
2004,4.404791253964646e-10,2.2023956547378987e-09
2005,9.007499190971657e-10,6.305249655724765e-09
2006,0.0,9.882935525507008e-09
2007,3.994479469415779e-10,5.592271090648637e-09
2008,8.514879357157668e-10,1.1069342997771514e-08
2009,0.0,1.0966842545201416e-08
2010,0.0,9.919965293647692e-09
2011,3.82397197240536e-10,8.412738061736036e-09
2012,0.0,1.191488419038933e-08
2013,0.0,1.2272150407000026e-08
2014,0.0,1.0827226226695075e-08
2015,0.0,8.422986752520956e-09
2016,2.0713400439298368e-10,8.492493819289848e-09
2017,0.0,1.2074934829797712e-08
2018,0.0,1.4972506789945328e-08
2019,7.65296326310505e-10,1.147944467261297e-08
