year,autres_ADJ août_NOUN,autres_ADJ doutes_NOUN
1800,0.0,5.345079756580162e-08
1801,0.0,1.6668277424969347e-08
1802,2.2378401354217203e-09,4.2518962573012686e-08
1803,0.0,2.5354410126965377e-08
1804,0.0,2.4718509461507665e-09
1805,0.0,3.1271653710973624e-08
1806,0.0,3.458002950651462e-08
1807,0.0,3.131650672116848e-08
1808,2.2660739951163578e-09,3.6257183921861724e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,7.254392642153107e-08
1811,0.0,5.515568801683912e-08
1812,2.6672082320544632e-09,2.9339290108509886e-08
1813,0.0,5.751483289628823e-09
1814,0.0,6.293354282149721e-09
1815,0.0,2.1577788444915313e-08
1816,0.0,9.270415546325239e-09
1817,1.556873407970727e-09,4.670620334934483e-09
1818,0.0,1.9073883805731384e-08
1819,0.0,1.449147024601416e-08
1820,0.0,3.2039499942015937e-08
1821,0.0,1.8736827200882544e-08
1822,0.0,2.8071724500478012e-08
1823,0.0,2.668325471688604e-08
1824,0.0,6.568468080558887e-08
1825,0.0,1.584979791857677e-08
1826,0.0,1.3211976401805714e-08
1827,0.0,3.594736597278825e-08
1828,0.0,2.8434133270138773e-08
1829,0.0,1.3717081692732336e-08
1830,0.0,8.349468672008697e-09
1831,0.0,3.4300654760954785e-08
1832,0.0,5.411987746839486e-09
1833,0.0,2.89590715851773e-08
1834,0.0,1.7735608537350345e-08
1835,0.0,9.832014313815307e-09
1836,0.0,2.8899226123257904e-08
1837,0.0,9.045257876039159e-09
1838,0.0,4.86036455527028e-08
1839,6.9914751765765e-10,6.9914749545318955e-09
1840,0.0,1.2102408852854296e-08
1841,0.0,3.146068650039524e-08
1842,6.708265054555795e-10,1.609983613093391e-08
1843,0.0,5.02087451614841e-08
1844,0.0,1.756339607084101e-08
1845,5.022205151750114e-09,1.0044410636567136e-08
1846,0.0,1.9319854160926297e-08
1847,0.0,8.629157832729106e-09
1848,0.0,9.65426583121598e-09
1849,0.0,6.7035317297126085e-09
1850,0.0,7.467895635215882e-09
1851,0.0,1.7413483988093503e-08
1852,0.0,1.0416872697760482e-08
1853,0.0,1.2541057081705276e-08
1854,0.0,1.1950028522278444e-08
1855,0.0,9.552486801567284e-09
1856,0.0,1.7602442614617075e-08
1857,0.0,1.2203773103180993e-08
1858,0.0,2.5447114637699997e-08
1859,5.092173349652285e-10,9.165912251418717e-09
1860,6.408057279250201e-09,1.327383358784573e-08
1861,0.0,1.8863854478468056e-08
1862,0.0,1.7168348520613108e-08
1863,0.0,2.2475793948206757e-08
1864,4.794727948009836e-10,2.589153069720851e-08
1865,0.0,3.7184070711404615e-08
1866,0.0,2.432806489593986e-08
1867,0.0,1.5043715606566366e-08
1868,0.0,1.4819621974027086e-08
1869,4.883519144627257e-10,3.076617016706251e-08
1870,5.734048791339319e-10,2.8096838633473453e-08
1871,0.0,1.5931766128574054e-08
1872,9.071008832961525e-09,1.0885210954825197e-08
1873,0.0,1.7359413462259e-08
1874,0.0,8.364453130127458e-09
1875,0.0,2.803548326824057e-08
1876,0.0,6.04601479992084e-09
1877,0.0,9.27722432209066e-09
1878,0.0,4.831270883354222e-09
1879,0.0,1.649517855639715e-08
1880,6.417846254436199e-10,8.343200130767059e-09
1881,0.0,9.761510710859511e-09
1882,1.3310770263785798e-09,7.986462158271479e-09
1883,3.159669414998234e-09,5.0554711528150165e-09
1884,0.0,1.8484752395409032e-08
1885,0.0,7.7347630522695e-09
1886,0.0,1.677900662855336e-08
1887,0.0,5.876032105334161e-09
1888,0.0,6.340614699951175e-09
1889,0.0,1.8795409673089125e-09
1890,6.554386478008212e-10,8.520702365899524e-09
1891,0.0,4.461953917456185e-09
1892,0.0,1.1283322720601063e-08
1893,6.158416554491453e-10,6.774258043407144e-09
1894,6.301539290376468e-10,7.561847148451761e-09
1895,0.0,1.8657704714541978e-08
1896,0.0,1.533227589334274e-08
1897,0.0,8.740070001067579e-09
1898,0.0,8.487532454637403e-09
1899,5.527578395003729e-10,6.080336234504102e-09
1900,0.0,1.142031713641245e-08
1901,0.0,1.0618603774048552e-08
1902,0.0,1.3748794991386148e-08
1903,5.400220270956879e-10,5.400220270956879e-09
1904,5.374625189347171e-10,2.6873125946735854e-09
1905,0.0,7.741138396966107e-09
1906,2.0576737536082135e-09,3.600929110447737e-09
1907,5.142843373384665e-10,1.0799970695529737e-08
1908,0.0,1.3260750719723546e-08
1909,5.500983557560346e-10,1.1001967059609541e-08
1910,0.0,4.809735720812114e-09
1911,5.320374141248863e-10,3.7242617878519013e-09
1912,5.209421227725386e-10,1.66701485393439e-08
1913,0.0,5.833288574397244e-09
1914,0.0,8.036092680185902e-09
1915,0.0,1.5314990164938536e-08
1916,0.0,5.493730803607377e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,0.0,4.594550517822427e-09
1919,0.0,1.8415696745321952e-09
1920,3.786115865267448e-09,1.1358347151713133e-08
1921,7.572747429129834e-10,7.572747540152136e-09
1922,0.0,8.115729421831475e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,5.156649773851996e-09
1925,1.0998177923937646e-09,7.698724324711748e-09
1926,0.0,1.4489979882625903e-08
1927,0.0,2.2298449753321847e-09
1928,0.0,5.713020723163709e-09
1929,0.0,5.570202965543558e-09
1930,0.0,1.7856125467119455e-08
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,0.0,2.1919073223131136e-09
1933,0.0,1.3764794637438627e-08
1934,0.0,5.990790086229936e-09
1935,0.0,5.98414207075848e-09
1936,1.2124714565686645e-09,8.487299751891442e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,6.117620188206274e-09
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,6.068423541449874e-09
1943,0.0,3.193558839598154e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,4.357008087652048e-09
1946,0.0,6.960552134671616e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,1.4133454406817236e-08
1949,1.9634016634739737e-09,8.835307596655184e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,6.396841278899501e-09
1952,0.0,1.4762725264461096e-08
1953,0.0,7.54167928107563e-09
1954,9.772536113672459e-10,7.818028890937967e-09
1955,0.0,2.815682353940474e-09
1956,0.0,7.849027205963921e-09
