year,autres_ADJ eaux_NOUN,autres_ADJ do_NOUN
1800,3.6157891258881136e-07,3.144164484325529e-09
1801,4.690929813477851e-07,0.0
1802,4.430923468135006e-07,4.475680270843441e-09
1803,4.661310697429144e-07,0.0
1804,3.1392505661642645e-07,2.4718509461507665e-09
1805,3.5251684948889306e-07,0.0
1806,2.507052272449073e-07,2.881669125542885e-09
1807,4.5551280436484376e-07,5.693910232196231e-09
1808,3.7163613342272583e-07,9.064295980465431e-09
1809,3.95330346236733e-07,6.7770917766551975e-09
1810,4.0250179722534085e-07,1.4040760554223652e-08
1811,3.93611060189869e-07,5.0141535368197765e-09
1812,2.0804223765935603e-07,8.00162425207418e-09
1813,2.3581081620704936e-07,2.8757416448144113e-09
1814,3.8704129678990284e-07,3.1466771410748606e-09
1815,5.475363877849304e-07,5.394447111228828e-09
1816,3.221469455638726e-07,4.6352077731626196e-09
1817,2.9424907665998035e-07,0.0
1818,2.944530876902718e-07,7.152706427149269e-09
1819,1.418093802385556e-07,2.070210003424222e-09
1820,2.75302369345809e-07,1.1866481131050932e-09
1821,1.64686852599516e-07,2.9584463767662328e-09
1822,4.3811940031446284e-07,4.010246357211145e-09
1823,1.7492355652848346e-07,1.9765373782121287e-09
1824,1.4652735558229324e-07,3.3684450784221553e-09
1825,1.6730341201309784e-07,4.4027217427355936e-09
1826,2.395771616647835e-07,7.0463874735082754e-09
1827,2.497880871032976e-07,1.8434546111834038e-09
1828,2.017906268747538e-07,1.8344602503717056e-09
1829,3.1720750826025323e-07,1.714635211591542e-09
1830,2.6092089910889626e-07,4.174734336004349e-09
1831,3.2117884529725416e-07,4.677361609140007e-09
1832,2.3948047100930125e-07,4.058990921151917e-09
1833,4.888291300630954e-07,4.6334514003376626e-09
1834,2.3616362909706368e-07,9.334530925997342e-10
1835,2.4201881387853064e-07,5.294161553592858e-09
1836,2.022945722046643e-07,4.032449929525228e-09
1837,3.4302402696084755e-07,2.7831563720326358e-09
1838,2.745790368408052e-07,6.943378316748294e-09
1839,2.195323247633496e-07,3.4957374772659477e-09
1840,1.745294753163762e-07,5.095750932326837e-09
1841,3.1332277217188675e-07,1.926164561183441e-09
1842,2.2875184413351235e-07,2.0124795163667386e-09
1843,1.8193286166479083e-07,5.906910960362666e-09
1844,2.952845932213677e-07,2.195424508855126e-09
1845,1.975400749643086e-07,4.464182357111213e-09
1846,2.494017508070101e-07,4.6836010625384006e-09
1847,1.3213397664912918e-07,3.775256551818984e-09
1848,2.156119478513574e-07,5.63165514222419e-09
1849,2.379753851755595e-07,8.379414939696517e-10
1850,1.4867900688386726e-07,1.0862393651223101e-08
1851,1.8703372006712016e-07,8.384270389072412e-09
1852,2.070353417593651e-07,7.812654523320361e-09
1853,2.0125409605498135e-07,1.3735443005202796e-08
1854,2.5043101459232275e-07,6.754363734984281e-09
1855,2.3987354325072374e-07,6.8990182455763716e-09
1856,2.619657664126862e-07,9.836659486950339e-09
1857,2.260138671772438e-07,4.881509030330022e-09
1858,2.0406629630542739e-07,7.3405139189297586e-09
1859,2.933091991508263e-07,4.073738679721828e-09
1860,2.7600418661677395e-07,4.119465657481669e-09
1861,1.9288292207875202e-07,7.073945429425521e-09
1862,1.8840002269371325e-07,7.228778020618165e-09
1863,1.62325179076106e-07,9.989241989138975e-09
1864,3.509740906793013e-07,6.712618905169165e-09
1865,1.6897571697427338e-07,6.589582213223366e-09
1866,2.228450739494292e-07,7.784980660119345e-09
1867,1.4558435168510186e-07,6.308654931785895e-09
1868,2.1834243568719103e-07,3.951899252285784e-09
1869,1.802018516627868e-07,2.930111597798657e-09
1870,1.9782468996254465e-07,5.734048791339319e-09
1871,1.7524942563795776e-07,7.434824311758348e-09
1872,1.5844028666833765e-07,6.652073114565837e-09
1873,2.5141218884527916e-07,5.387403856360606e-09
1874,1.9357733549441036e-07,6.572069999322139e-09
1875,1.6821289250401605e-07,5.149374260327022e-09
1876,1.7956664066787198e-07,6.650616057868319e-09
1877,1.9667714923343738e-07,3.710889595609501e-09
1878,1.2923649705953721e-07,1.0266450800600069e-08
1879,1.3135048959611595e-07,8.55305515301552e-09
1880,2.387438939877029e-07,1.0910338410496934e-08
1881,1.6176217343399912e-07,9.064259565150223e-09
1882,1.6705016037121823e-07,5.989846840748214e-09
1883,1.8262889511788671e-07,8.21514056781325e-09
1884,1.577805619490391e-07,6.601696966868076e-09
1885,2.6298192778995144e-07,8.379326621454908e-09
1886,2.1619104018100188e-07,1.4842966855610484e-08
1887,1.730165024582675e-07,9.140494583448344e-09
1888,2.1241059755539027e-07,6.974675947901687e-09
1889,1.5349584714385855e-07,7.51816386923565e-09
1890,1.4419650540276052e-07,3.2771931834929546e-09
1891,1.2557212869523937e-07,6.3742202627281586e-09
1892,1.9495072933750635e-07,3.761107425503951e-09
1893,1.9337427659138484e-07,6.15841644346915e-09
1894,1.7203201707616245e-07,4.411077725308132e-09
1895,1.474560491487864e-07,6.6204757231957956e-09
1896,1.9342255086485238e-07,6.486732040400511e-09
1897,1.3692776690277242e-07,7.574727511894253e-09
1898,1.9181823063263437e-07,8.487532454637403e-09
1899,2.4542447363273823e-07,5.527578395003729e-09
1900,1.4586859720111534e-07,4.671947717582725e-09
1901,1.654266696959894e-07,4.470991132876634e-09
1902,1.4436234607728693e-07,3.437198747846537e-09
1903,1.657867585436179e-07,5.940242298052567e-09
1904,1.6715084427687543e-07,2.1498500757388683e-09
1905,1.3882441862733685e-07,5.160758931310738e-09
1906,1.548399524153865e-07,6.173021205313489e-09
1907,1.594281400230102e-07,6.171411992550446e-09
1908,1.2327586773608346e-07,7.858222517143076e-09
1909,1.0671907801906855e-07,3.300590023513905e-09
1910,1.7101282878684287e-07,5.34415089958884e-09
1911,1.4897047151407605e-07,3.1922244847493175e-09
1912,1.672224243520759e-07,6.772247651554153e-09
1913,2.036348121237097e-07,3.181793939432964e-09
1914,1.2857748288297444e-07,5.357394972094198e-09
1915,1.2958838624399505e-07,8.246533234057551e-09
1916,1.2415831918133335e-07,6.592477230782379e-09
1917,1.6449637030291342e-07,6.579854550103903e-09
1918,1.1256648946300629e-07,4.594550517822427e-09
1919,1.1878124439590465e-07,4.603924352863942e-09
1920,1.2191293308205786e-07,6.057785384427916e-09
1921,1.2797943327313988e-07,7.572747762196741e-09
1922,1.2321152098593302e-07,4.426761346376651e-09
1923,1.2208340649522142e-07,6.369568872344189e-09
1924,1.3149457345207338e-07,2.578324886925998e-09
1925,1.033828738172815e-07,2.1996355847875293e-09
1926,9.808601930672012e-08,4.458455382660986e-09
1927,1.1929670051813446e-07,7.804457524684949e-09
1928,1.3254208397484035e-07,3.4278123672848437e-09
1929,1.4259720160225697e-07,1.1140406375176326e-09
1930,1.575540551357335e-07,1.0503603542488804e-09
1931,1.6651820544666407e-07,5.7026783295555106e-09
1932,1.6658495383126137e-07,1.0959536611565568e-09
1933,1.2961848483428184e-07,6.882397318719313e-09
1934,1.0783422510485252e-07,3.5944740517379614e-09
1935,8.976213194955562e-08,5.98414207075848e-09
1936,9.093535879856063e-08,4.849885826274658e-09
1937,8.687871400070435e-08,1.2591118148108649e-09
1938,2.618973269363778e-07,0.0
1939,1.4223466848761745e-07,0.0
1940,2.0539842182643042e-07,5.0715658339584024e-09
1941,9.149658097840074e-08,5.9030051957620344e-09
1942,6.978687139280737e-08,3.034211770724937e-09
1943,1.3645205854118103e-07,2.9032352077962287e-09
1944,9.318240046241044e-08,0.0
1945,6.317661416233022e-08,2.178504043826024e-09
1946,7.79581839083221e-08,4.1763312808029696e-09
1947,9.894323227399582e-08,1.1920870957027319e-09
1948,5.544662684542345e-08,1.0871887834440486e-09
1949,9.031647607571358e-08,9.817008317369869e-10
1950,8.933703554703243e-08,1.0635361480382244e-09
1951,1.1194472193665206e-07,3.1984206394497505e-09
1952,1.1810180211568877e-07,3.1634410646574906e-09
1953,8.726799904934524e-08,3.232148326759443e-09
1954,8.013479657620337e-08,1.9545072227344917e-09
1955,1.6800238711311977e-07,2.815682353940474e-09
1956,6.715278999536167e-08,0.0
1957,1.3075856486466364e-07,8.835037701437898e-10
1958,1.1829308022015539e-07,1.6544486891589827e-09
1959,1.007597205671118e-07,5.425523585955716e-09
1960,6.713208478004162e-08,3.4604166754270693e-09
1961,8.754680891343014e-08,6.948159270159238e-10
1962,1.179603899004178e-07,2.5367825617905737e-09
1963,6.595374202333915e-08,6.466053248388448e-10
1964,9.490990748872719e-08,2.433587276140514e-09
1965,1.0451602605598964e-07,5.472043373977442e-10
1966,7.92087675449693e-08,2.769537488234164e-09
1967,9.712761084301746e-08,2.9582012395223956e-09
1968,6.871866276014771e-08,2.6948494546985557e-09
1969,1.3125679743097862e-07,4.087581828571274e-09
1970,1.4026110761733435e-07,4.598724956395017e-09
1971,7.913131838677145e-08,2.569198631618974e-09
1972,8.516043692452513e-08,5.130146973897354e-09
1973,1.0530219185511669e-07,3.859242703185828e-09
1974,1.125114366118396e-07,3.3753431161187564e-09
1975,1.1137386479731504e-07,4.569184142155791e-09
1976,8.798831174772204e-08,1.7140580066410394e-09
1977,1.1812331734972759e-07,5.876781838942691e-10
1978,9.029698588847168e-08,4.158414057542359e-09
1979,8.777959692451986e-08,1.1703946700691858e-09
1980,1.5293055355414253e-07,5.685150683554241e-10
1981,8.982280519376218e-08,3.795329717171114e-09
1982,6.642027727821187e-08,2.483000915987077e-09
1983,7.957298464589257e-08,1.2630632095778083e-09
1984,9.162433656229041e-08,1.739702604197646e-09
1985,8.782714644439693e-08,5.4140022465176685e-09
1986,9.351397523005289e-08,1.1988970927134801e-09
1987,8.860684630462856e-08,2.4443267965246207e-09
1988,7.675588875599715e-08,3.5979322854373663e-09
1989,1.0043263642955935e-07,4.390497854167563e-09
1990,7.519138023326377e-08,3.269190529398003e-09
1991,6.388997064732393e-08,1.1722930404189924e-09
1992,7.107828281505135e-08,3.3059665560664087e-09
1993,6.370088811991081e-08,5.539207426075166e-10
1994,7.226649501035354e-08,3.1649559639745917e-09
1995,8.784370209014014e-08,1.626735190995987e-09
1996,8.274042784250923e-08,2.135236876199542e-09
1997,7.575933125281153e-08,2.397447240731765e-09
1998,5.149579607177657e-08,9.536258449571733e-10
1999,6.718195777466462e-08,5.0272213059088244e-09
2000,7.113030875416371e-08,1.7672125984802278e-09
2001,4.9945814595275806e-08,8.762423564512289e-10
2002,6.002273522653923e-08,4.38122149670761e-10
2003,6.250384387840313e-08,3.7502307925763034e-09
2004,4.492887129003975e-08,1.3214373761893938e-09
2005,7.16096195674254e-08,9.007499190971657e-10
2006,4.570857825569874e-08,4.1178899179428186e-10
2007,5.23276817432361e-08,3.994479469415779e-10
2008,5.364373834026992e-08,4.257439678578834e-10
2009,4.1483275481368764e-08,0.0
2010,5.0544585405987164e-08,9.447586046817946e-10
2011,4.244608931003313e-08,1.147191591721608e-09
2012,5.855314810787604e-08,2.0425516833455504e-09
2013,4.267361219945087e-08,2.789125042035323e-10
2014,4.850597079553154e-08,1.0827226060161621e-09
2015,4.255824848087286e-08,2.2165753954528356e-10
2016,5.0126427453278666e-08,1.035670049720494e-09
2017,4.5029441508859236e-08,7.546833991067814e-10
2018,4.1561612817986315e-08,7.744400121190154e-10
