year,sois_VERB en_PRON,sois_VERB dans_ADP
1871,1.0621177271019633e-09,5.735435792963983e-08
1872,1.2094678591978436e-09,1.1671365118814947e-07
1873,4.190203295451056e-09,8.320546118767425e-08
1874,9.559374625212058e-09,6.63181591309403e-08
1875,8.010138330405425e-09,7.781276661900094e-08
1876,3.627608879952504e-09,1.1245587283603697e-07
1877,9.27722432209066e-09,9.957553714912137e-08
1878,6.039088673581716e-10,6.401433916281007e-08
1879,1.588424503040642e-08,4.520900631632685e-08
1880,3.8507077526617195e-09,9.498412589792338e-08
1881,7.669758161910067e-09,8.29728415419062e-08
1882,7.320923423037584e-09,8.718554367348474e-08
1883,6.951272890631799e-09,6.066565411133595e-08
1884,5.281357573494461e-09,9.968562419970795e-08
1885,7.090199094506033e-09,8.121500649771463e-08
1886,5.162771099520569e-09,5.227305827082418e-08
1887,9.793386546164129e-09,4.439668899181015e-08
1888,8.876860135842435e-09,3.6141505121989326e-08
1889,9.397704836544563e-09,7.142256075454156e-08
1890,3.9326319978272295e-09,8.192982869914545e-08
1891,6.3742202627281586e-09,5.099375977035692e-08
1892,4.387958441043338e-09,5.7670312303415017e-08
1893,8.621783287310336e-09,4.126139080407043e-08
1894,3.150769645188234e-09,7.624862208288619e-08
1895,0.0,4.513960716323595e-08
1896,4.1279202278587945e-09,4.363801486828578e-08
1897,1.7480140668268973e-09,6.58418617405232e-08
1898,2.8291773368493978e-09,5.035935757291554e-08
1899,3.3165470370022376e-09,6.964748422433331e-08
1900,1.038210628578895e-09,5.606337438734954e-08
1901,5.588738916095792e-10,4.52687843321975e-08
1902,9.820567692386817e-10,3.977329826598819e-08
1903,1.0800440541913758e-09,5.1842114823230645e-08
1904,2.1498500757388683e-09,5.159640270591126e-08
1905,5.160759042333041e-10,6.296125737437208e-08
1906,3.600929110447737e-09,3.446603713541663e-08
1907,1.028568674676933e-09,5.0399865614281225e-08
1908,5.893666887857307e-09,6.777716987649285e-08
1909,1.1001967115120692e-09,7.536347634840013e-08
1910,2.137660271017694e-09,5.71824116946118e-08
1911,2.128149656499545e-09,5.479985332179638e-08
1912,5.2094213387476884e-09,5.990834384128618e-08
1913,4.772690687104841e-09,5.09087019207044e-08
1914,6.696743715117748e-10,4.352883264946428e-08
1915,3.534228465440492e-09,2.3561524176152204e-08
1916,1.0987462051303964e-09,5.273981784625903e-08
1917,0.0,3.838248474608008e-08
1918,1.1486376294556067e-09,4.824278221349232e-08
1919,7.366278698128781e-09,3.867296172188617e-08
1920,3.028892692213958e-09,6.057785384427916e-08
1921,7.572747429129834e-10,5.073740894090406e-08
1922,7.377935484775833e-10,5.828569005217332e-08
1923,2.1231896241147297e-09,9.978990878067862e-08
1924,1.289162443462999e-09,5.801231128810258e-08
1925,4.399271169575059e-09,4.619234839076114e-08
1926,1.1146138456652466e-09,6.35329868714507e-08
1927,1.1149224876660924e-09,6.020581289067906e-08
1928,0.0,3.884854038460617e-08
1929,1.1140406375176326e-09,6.238627747734427e-08
1930,2.100720708497761e-09,6.30216245856019e-08
1931,5.7026783295555106e-09,4.1059284860978096e-08
1932,5.4797681947604815e-09,4.055028668403793e-08
1933,9.176529758292418e-09,3.441198770381959e-08
1934,2.3963160344919743e-09,6.350237491403732e-08
1935,5.98414207075848e-09,5.505410882733486e-08
1936,0.0,4.243650186808168e-08
1937,6.295559185076627e-09,5.9178255185088346e-08
1938,1.2965214457594243e-09,4.148868626430158e-08
1939,1.5294050470515685e-09,7.18820407641374e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,8.559357667081713e-08
1942,0.0,4.5513175450651033e-08
1943,2.9032352077962287e-09,8.419382169222445e-08
1944,0.0,8.354284375400312e-08
1945,2.178504043826024e-09,6.317661416233022e-08
1946,5.568441707737293e-09,9.32713959400644e-08
1947,0.0,8.583027044650748e-08
1948,1.0871887834440486e-09,5.7621006410712994e-08
1949,0.0,6.773735428122762e-08
1950,0.0,5.317680873417885e-08
1951,0.0,7.143139102439022e-08
1952,2.1089607837865287e-09,5.1669537426413115e-08
1953,2.1547654771580937e-09,6.141081554389416e-08
1954,0.0,8.502106396690579e-08
1955,2.815682353940474e-09,4.598947711542678e-08
1956,3.488456634670456e-09,5.232685040823526e-08
1957,3.534015080575159e-09,4.152467597551279e-08
1958,1.6544486891589827e-09,6.865961976743051e-08
1959,2.325224457422337e-09,5.968075811324525e-08
1960,4.844583401109048e-09,6.297958166090467e-08
1961,0.0,8.059864731180255e-08
1962,5.0735651235811474e-09,6.849313011203506e-08
1963,2.5864212993553792e-09,6.98333779691751e-08
1964,5.475571551727398e-09,6.570686028606332e-08
1965,7.1136563306595235e-09,7.223096903929971e-08
1966,2.215629901769489e-09,5.982200823595463e-08
1967,3.944268467392931e-09,8.135053897184719e-08
1968,4.4914158503495116e-10,7.321007486349451e-08
1969,4.541757636644661e-09,5.9497027971033845e-08
1970,4.1388523719376735e-09,6.62216437241625e-08
1971,3.083038491169532e-09,8.015900165858625e-08
1972,6.156176013405457e-09,4.206720372046391e-08
1973,6.064523994098181e-09,6.395316631824244e-08
1974,5.625571564138454e-09,5.1755260577213136e-08
1975,3.4268881066168433e-09,4.512069295969923e-08
1976,5.713526873840635e-10,4.627956839975411e-08
1977,2.3507127355770763e-09,5.7592463242883696e-08
1978,3.5643548113029055e-09,5.108908696094261e-08
1979,1.1703946700691858e-09,6.495690463292902e-08
1980,5.6851505725319385e-09,5.002932601527732e-08
1981,2.5302198114474095e-09,4.427884547908434e-08
1982,2.483000915987077e-09,5.8350521414674006e-08
1983,3.157658134966823e-09,4.610180570630007e-08
1984,2.3196033982486597e-09,5.103127476147051e-08
1985,3.0077789148208467e-09,5.895246923959263e-08
1986,4.7955883708539204e-09,4.915478074574153e-08
1987,6.110816852533674e-10,5.1330862782528186e-08
1988,1.798966087207532e-09,6.176450279005152e-08
1989,0.0,5.872290709252326e-08
1990,5.44865097484859e-10,5.557624010998907e-08
1991,2.344586080837985e-09,6.682070063934731e-08
1992,4.958949695321735e-09,5.4548447536717504e-08
1993,2.7696036575264316e-09,7.256361733709582e-08
1994,3.6924485691258724e-09,6.593658219422593e-08
1995,2.7112254663563817e-09,6.994961559980695e-08
1996,3.2028553142993132e-09,5.444854056513293e-08
1997,5.274384040632185e-09,6.616954273397369e-08
1998,3.337690568372409e-09,5.769436262070826e-08
1999,1.8280804647829996e-09,5.529943339355192e-08
2000,2.2090156370779823e-09,6.936309171479138e-08
2001,1.3143635069212678e-09,7.535684587445246e-08
2002,3.9430991805033955e-09,7.535700818905866e-08
2003,4.166922806803086e-09,7.792146172747039e-08
2004,3.523833003171717e-09,7.267905322017043e-08
2005,3.1526248278623825e-09,6.935774710115084e-08
2006,4.117890028965121e-09,7.000412605151496e-08
2007,5.592271090648637e-09,7.0702285581703e-08
2008,4.6831836186811415e-09,9.919834231819635e-08
2009,6.675469510497578e-09,1.0251614224188188e-07
2010,1.0864724231396394e-08,1.4407568649232871e-07
2011,1.1089518636708817e-08,1.6596037943905628e-07
2012,1.1574459612972987e-08,1.7055306189561747e-07
2013,1.3945625099154313e-08,2.1253132587162327e-07
2014,1.9489005964601347e-08,2.005202239807602e-07
2015,1.8619234154471087e-08,2.072497968796938e-07
2016,2.278474120487317e-08,2.1935491201219293e-07
2017,1.9873329648589788e-08,2.7218915032989344e-07
2018,2.452393310647949e-08,2.904149942750678e-07
2019,3.290774230890747e-08,3.247407320827733e-07
