year,dix_DET essais_NOUN,dix_DET décès_NOUN
1971,3.0316544830100156e-08,3.083038491169532e-09
1972,4.001514497531389e-08,2.0520586896388693e-09
1973,3.6387145740945925e-08,3.3079223804577396e-09
1974,2.41899580366578e-08,3.3753429495853027e-09
1975,2.6843956391076063e-08,2.8557400888473694e-09
1976,1.65692282116936e-08,1.7140580621521906e-09
1977,1.880570188461661e-08,2.3507127355770763e-09
1978,2.0792069399533375e-08,0.0
1979,1.6970722604980892e-08,3.511183899185255e-09
1980,2.4446148660928202e-08,4.548120546843393e-09
1981,2.277197808098208e-08,1.897664858585557e-09
1982,9.311253545973841e-09,3.103751144983846e-09
1983,1.89459470334441e-08,6.315316158911344e-09
1984,1.797692572580445e-08,4.639206907519622e-09
1985,2.045289804186723e-08,3.6093347199894765e-09
1986,3.2969669661042644e-08,2.3977941854269602e-09
1987,2.138785948346822e-08,3.6664902225425067e-09
1988,2.3386560021876335e-08,5.99655392008458e-09
1989,1.4269117443177493e-08,2.1952488715726304e-09
1990,1.961514373149953e-08,1.089730194969718e-09
1991,1.2895223777675824e-08,2.344586080837985e-09
1992,1.2121877279724913e-08,3.30596661157756e-09
1993,2.2156829260211452e-08,3.323524400133948e-09
1994,1.2659823855898367e-08,1.5824779264761446e-09
1995,1.6809597935818488e-08,6.506940930517402e-09
1996,1.3879039251207814e-08,3.736664311304594e-09
1997,2.3015493511024943e-08,1.438468344439059e-09
1998,3.242327828445468e-08,5.72175506974304e-09
1999,2.102292562256025e-08,9.597422412355172e-09
2000,2.7391794610309717e-08,9.277866475088103e-09
2001,4.030714784164502e-08,4.8193329327261836e-09
2002,2.8039817578928705e-08,5.695587723675288e-09
2003,2.5834921757450502e-08,5.000307723435071e-09
2004,1.9381081628466745e-08,6.607186908702545e-09
2005,2.432024803766808e-08,2.251874686720612e-09
2006,3.047238550379916e-08,1.2353669753828456e-09
2007,1.5977917655618512e-08,7.988958827809256e-09
2008,1.575252639440805e-08,4.257439734089985e-09
2009,1.0013204487790972e-08,2.860915504498962e-09
2010,1.6060896168568206e-08,1.4171379625338432e-09
2011,1.8355064801411913e-08,3.441574775164824e-09
2012,1.2255309433939487e-08,5.1063788752969685e-09
2013,1.5061275338013047e-08,2.7891250975464743e-09
2014,1.342575983720451e-08,4.980523993225461e-09
2015,2.21657536769726e-08,2.438232948875907e-09
2016,1.7606390123603433e-08,2.48560808047138e-09
2017,1.1320250958846145e-08,4.528100561174142e-09
2018,1.3939920329164579e-08,2.581466596041082e-09
2019,1.7601815560652767e-08,2.806086474294034e-09
