year,dix_DET essais_NOUN,dix_DET décès_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,3.131650672116848e-08,8.540865792383556e-09
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.0351050350188018e-08,0.0
1820,2.3732962262101864e-09,0.0
1821,6.903041693817613e-09,0.0
1822,0.0,0.0
1823,3.9530747564242574e-09,0.0
1824,0.0,0.0
1825,1.7610886970942374e-08,5.283265824829186e-09
1826,0.0,7.0463874735082754e-09
1827,0.0,0.0
1828,0.0,0.0
1829,1.714635211591542e-09,0.0
1830,1.1480519646056564e-08,7.305785310052215e-09
1831,0.0,0.0
1832,6.764984572527055e-09,2.3000948701223933e-08
1833,2.548398292390175e-08,5.6759780875381693e-08
1834,0.0,2.0535967593104942e-08
1835,3.025235173481633e-09,7.563087933704082e-10
1836,4.704525213838906e-09,6.048674894287842e-09
1837,1.0436836284100082e-08,6.957891152126194e-09
1838,0.0,0.0
1839,1.3982950353153e-09,6.9914751765765e-10
1840,1.2739377330817092e-09,1.2739377330817092e-09
1841,2.5682194149112547e-09,0.0
1842,2.683306021822318e-09,0.0
1843,3.5441467538532834e-09,0.0
1844,4.9397050894128824e-09,2.195424508855126e-09
1845,3.348136878855712e-09,1.1160455892778032e-09
1846,9.367202125076801e-09,6.439951683034906e-09
1847,3.235934187273415e-09,7.011190739092399e-09
1848,8.045221711050488e-10,4.02261068899179e-09
1849,2.513824481908955e-09,4.1897072478036534e-09
1850,1.1541293254424545e-08,4.073397619208663e-09
1851,1.9348316282474798e-09,0.0
1852,1.3021090872200602e-09,6.510545436100301e-10
1853,1.3735443005202796e-08,0.0
1854,4.676098175337984e-09,4.1565315633818045e-09
1855,2.653468555990912e-09,1.2205955357558196e-08
1856,3.1063134287023786e-09,5.694908100650764e-09
1857,6.345961978126979e-09,4.881508974818871e-09
1858,5.3830437884982985e-09,1.1255455234504552e-08
1859,3.5645213447565993e-09,2.036869339860914e-09
1860,5.492620580582752e-09,5.492620580582752e-09
1861,6.6023493339173456e-09,1.8863854922557266e-09
1862,9.035972525772706e-10,4.517986429419807e-09
1863,3.995696662428827e-09,2.4973103585068657e-09
1864,3.835782358407869e-09,1.4384183844029508e-09
1865,1.4120533631256649e-09,2.3534221238463715e-09
1866,4.379051787850585e-09,1.4596839292835284e-09
1867,4.85281148598915e-10,4.367530337390235e-09
1868,2.4699371437009177e-09,5.433861360870651e-09
1869,2.9301114867763545e-09,2.441759683335931e-09
1870,1.1468097582678638e-08,4.013834153937523e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,7.256807155187062e-09
1873,3.591602570907071e-09,8.380406590902112e-09
1874,2.0313670745508716e-08,1.1949217948448165e-08
1875,1.7736734747586524e-08,1.0870901512305409e-08
1876,4.232210137899983e-09,1.209202959984168e-09
1877,6.803297591950752e-09,0.0
1878,6.0390887290928674e-09,1.0870359723469392e-08
1879,2.443730107160036e-09,9.774920428640144e-09
1880,5.134277003548959e-09,1.1552122813895949e-08
1881,1.3945014920579979e-08,6.9725074602899895e-09
1882,1.1979692793318009e-08,3.3276925659464496e-09
1883,5.687405213450347e-09,1.0742875922176154e-08
1884,2.6406787867472303e-09,1.4523733327109767e-08
1885,1.7403216867606375e-08,5.156508553483263e-09
1886,1.0325541976996533e-08,9.034849701716752e-09
1887,1.3057849024278312e-08,1.5016527132871715e-08
1888,4.7554610915767626e-08,6.340614699951175e-10
1889,3.571127837886934e-08,8.144677599020156e-09
1890,1.9663159989136147e-09,1.3764211992395303e-08
1891,1.529812720946211e-08,8.92390783491237e-09
1892,8.775916882086676e-09,1.3790727226847821e-08
1893,1.5396040997650573e-08,1.046930819814662e-08
1894,2.520615716150587e-08,8.192001299534013e-09
1895,1.6852119699706236e-08,1.4444675011660024e-08
1896,1.887049250193229e-08,9.435246361988447e-09
1897,1.2818770045441852e-08,8.157399200570126e-09
1898,1.1882545614128048e-08,4.52668391659472e-09
1899,8.291367592505594e-09,3.3165470370022376e-09
1900,1.2977633190303095e-08,6.22926377147337e-09
1901,1.4530721514915967e-08,2.235495566438317e-09
1902,1.1293653123800595e-08,1.0311596021495006e-08
1903,2.430099144135056e-08,9.720396931811592e-09
1904,1.3974025492302644e-08,4.837162670412454e-09
1905,1.4450125207510212e-08,5.676835002077496e-09
1906,1.6461390472954918e-08,1.9547901075611662e-08
1907,1.7485667136440952e-08,5.657127544189677e-09
1908,9.822777702339636e-09,9.331639461152008e-09
1909,1.3202360704678284e-08,7.701377036095636e-09
1910,2.7789583301185417e-08,4.809735498767509e-09
1911,1.4365010514438836e-08,5.320374141248863e-10
1912,1.5628264016243065e-08,5.730363183964471e-09
1913,2.969674239849951e-08,1.590896969716482e-09
1914,1.0045115239609714e-08,6.6967438816512015e-09
1915,1.4136913861761968e-08,4.712304768617059e-09
1916,4.394984820521586e-09,0.0
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,4.594550517822427e-09,4.594550517822427e-09
1919,2.578197527691728e-08,7.366278698128781e-09
1920,6.815008557481406e-09,1.514446346106979e-09
1921,3.786373714564917e-09,2.2718242842501013e-09
1922,1.3280283539529592e-08,0.0
1923,1.9108706617032567e-08,2.1231896241147297e-09
1924,2.3204924204378585e-08,7.734974660777993e-09
1925,2.1996355625830688e-08,6.598906754362588e-09
1926,3.343841648018042e-09,3.343841648018042e-09
1927,1.0034302277972529e-08,3.3447675740205796e-09
1928,1.1426041002238208e-08,7.998228745975666e-09
1929,1.4482527843640014e-08,1.7824650422326727e-08
1930,1.8906486376479847e-08,9.453243521306831e-09
1931,1.1405356659111021e-08,4.5621426636444085e-09
1932,1.0959536500543265e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,2.2765002327673756e-08,4.7926320689839486e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,1.333718602225531e-08,8.487300195980652e-09
1937,2.2664012444550963e-08,5.0364472592434595e-09
1938,9.075650231338273e-09,9.075650453382877e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,2.0286263113789005e-08,1.0143131667916805e-08
1941,2.9515025090631752e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,2.264965548448572e-08,2.3841741914054637e-09
1948,2.0656586885436923e-08,2.174377566888097e-09
1949,9.817008095325264e-09,3.9268033269479474e-09
1950,1.808011518278363e-08,5.317680518146517e-09
1951,1.8124383771578323e-08,3.1984206394497505e-09
1952,2.4253048902522778e-08,5.272402070488624e-09
1953,3.016671668021331e-08,6.464296653518886e-09
1954,1.3681550559141442e-08,8.795282724349818e-09
1955,1.5016972110259985e-08,5.631364707880948e-09
1956,1.4825941141438648e-08,3.488456634670456e-09
1957,1.4136060766389846e-08,1.7670075402875796e-09
1958,1.4062814246429411e-08,2.4816730892496253e-09
1959,2.6352543258667538e-08,3.8753737996444215e-09
1960,3.5296249478733444e-08,1.3841666701708277e-09
1961,1.8065213991391715e-08,0.0
1962,1.7123282014530616e-08,2.5367825617905737e-09
1963,2.7804028412958814e-08,3.879632060055371e-09
1964,2.1902285762820384e-08,4.258777774879263e-09
1965,1.3132903653456651e-08,5.472043540510896e-09
1966,1.4955502058988657e-08,2.215629901769489e-09
1967,1.4297972972254769e-08,1.9721342336964653e-09
1968,1.6169096617169032e-08,4.0422742653145605e-09
1969,1.816703121271246e-08,2.725054598640142e-09
1970,2.1614007916781475e-08,4.1388523719376735e-09
