year,tes_DET yeux_NOUN,tes_DET dieux_NOUN
1866,1.5331545739627472e-06,1.4110277390955162e-08
1867,1.3364642796886983e-06,1.5043715606566366e-08
1868,1.3080786409602752e-06,1.432563445646906e-08
1869,1.584213599414852e-06,2.1487483792270723e-08
1870,1.1892417148828827e-06,6.880858549607183e-09
1871,1.235242944375159e-06,2.7615060016472626e-08
1872,1.2342618944671813e-06,9.675742651538144e-09
1873,1.0307899529493625e-06,5.9860045809045914e-09
1874,1.0879763649995766e-06,1.3144139776599673e-08
1875,1.3542854233605794e-06,1.773673358185235e-08
1876,1.3264956137959416e-06,9.06902175579205e-09
1877,1.5672323385729214e-06,1.855444864418132e-08
1878,1.169771493891858e-06,1.5097721739465442e-08
1879,1.2884567226478794e-06,2.5659165459046562e-08
1880,1.3644341620988598e-06,5.134277003548959e-09
1881,1.1232710050990136e-06,1.8128519629900808e-08
1882,1.1547092952923776e-06,9.983077919883954e-09
1883,1.1438003824082443e-06,3.791603475633565e-09
1884,1.2747876994012586e-06,2.3105939384038265e-08
1885,1.0557951455325565e-06,1.0957580620640783e-08
1886,1.182919916686842e-06,5.808117542471791e-09
1887,1.0896775037849693e-06,3.917354773896875e-09
1888,1.2795360859740867e-06,1.5851536305788727e-08
1889,1.1715805641188126e-06,5.638623068460191e-09
1890,1.1293207862195231e-06,2.5562107985876992e-08
1891,1.1199504328374132e-06,1.4660705982549871e-08
1892,1.2085691381003016e-06,6.8953636134239105e-09
1893,1.1639407446750738e-06,1.1700991287000306e-08
1894,1.1676752649236732e-06,1.1972924651715289e-08
1895,1.1971024491685966e-06,9.629782971032341e-09
1896,1.243683428242548e-06,3.538217385745668e-09
1897,1.211956451641072e-06,6.992056045262984e-09
1898,1.105642489562797e-06,9.619203544808386e-09
1899,1.2940061395738667e-06,7.185851913504848e-09
1900,1.3475973332788271e-06,5.1910532539167775e-09
1901,1.1160711750335395e-06,9.500856101851696e-09
1902,1.0159377410445813e-06,2.5042448115186744e-08
1903,1.3052332832330649e-06,8.640352433531007e-09
1904,1.143182764451467e-06,8.599400302955473e-09
1905,1.3159935008388857e-06,7.225062881310862e-09
1906,1.3282284214710671e-06,1.1317205839134203e-08
1907,1.5675386748625897e-06,1.0799970695529737e-08
1908,1.4699786987648622e-06,3.437972351250096e-09
1909,1.725108404571074e-06,1.4852655549901783e-08
1910,1.786549532312165e-06,8.550640862026171e-09
1911,1.5482288517887355e-06,1.0108710757350536e-08
1912,1.7055644860874963e-06,1.1460727034062757e-08
1913,1.5834727662422665e-06,1.4318072061314524e-08
1914,1.4297547323849358e-06,1.406316130214691e-08
1915,9.153652058557782e-07,1.295883844676382e-08
1916,1.230595771062326e-06,8.789969641043172e-09
1917,1.49911026881e-06,1.2063066989753679e-08
1918,1.6804568048200963e-06,2.1824115847834946e-08
1919,1.729233972014299e-06,1.3811772670013767e-08
1920,1.6143998209372512e-06,7.572231730534895e-09
1921,1.968157050669106e-06,1.2116395886607734e-08
1922,1.8644043393578613e-06,2.0658219135327727e-08
1923,2.4565303533563565e-06,2.0170301429089932e-08
1924,2.4661677002768556e-06,9.024136882196387e-09
1925,2.1501436719972844e-06,2.4195991876752032e-08
1926,1.985127255466068e-06,1.5604594061358057e-08
1927,1.925471096342335e-06,8.919380012351041e-09
1928,1.6876263089216081e-06,1.1426041002238208e-08
1929,1.7267630028072745e-06,2.339485316582568e-08
1930,1.521972194495902e-06,1.3654684494213143e-08
1931,1.3492536368175934e-06,2.167017765231094e-08
1932,1.2044530990351632e-06,6.575721855917038e-09
1933,1.15280157331199e-06,2.2941324395731044e-09
1934,1.3539186056732433e-06,8.38710612072191e-09
1935,1.3560065923456932e-06,1.0771455727365264e-08
1936,1.3228063977521742e-06,8.487300195980652e-09
1937,1.2679256116143733e-06,7.554670666820584e-09
1938,1.702332710351584e-06,9.075649898271365e-09
1939,1.2005830001271534e-06,4.588215141154706e-09
1940,1.1334949761021562e-06,1.2678914806940611e-08
1941,1.9037191805182374e-06,1.1806010391524069e-08
1942,2.0389903596651493e-06,1.2136846860855144e-08
1943,2.5780728378776985e-06,1.1612940831184915e-08
1944,2.339199596690378e-06,9.639558484764166e-09
1945,2.1654329316334042e-06,4.357008087652048e-09
1946,2.241297778482476e-06,1.6705325123211878e-08
1947,2.2292027921366753e-06,9.536696765621855e-09
1948,1.9699860303035166e-06,1.1959077061973744e-08
1949,1.4588074179755495e-06,6.8719059331812105e-09
1950,2.323826507222293e-06,1.2762433332369483e-08
1951,1.6034747716275888e-06,9.595261474260042e-09
1952,1.7198575221755164e-06,8.435843135146115e-09
1953,1.6613242053153954e-06,5.386913692895234e-09
1954,1.7522157236271596e-06,1.1727043114362345e-08
1955,1.4885574586287476e-06,6.569925492527773e-09
1956,1.6230044508347419e-06,9.593255967388359e-09
1957,1.5620346829336995e-06,7.951533931294108e-09
1958,1.7156633447257263e-06,9.099467956907858e-09
1959,1.6695111355602421e-06,1.4726420971555854e-08
1960,2.0181150119924496e-06,3.4604167309382206e-09
1961,1.852379227784695e-06,2.779263708063695e-09
1962,2.083966847976626e-06,7.610347740882872e-09
1963,2.093061368668714e-06,3.879631726988464e-09
1964,2.0156187048314678e-06,6.083968384640315e-09
1965,1.934367304556872e-06,1.4774517276272547e-08
1966,1.889378410169229e-06,1.273987182415226e-08
1967,2.326625292425888e-06,8.874604162656397e-09
1968,2.7038324503791955e-06,9.88111459321317e-09
1969,1.8117071931555984e-06,9.99186730576973e-09
1970,1.8183358463375043e-06,7.357959852516416e-09
1971,2.4967473564174725e-06,1.3359833683779243e-08
1972,1.6308737400549944e-06,1.2825366990654175e-08
1973,1.714055002821624e-06,4.961883570686609e-09
1974,1.4874011782239904e-06,6.750685843659454e-09
1975,1.5917895694883555e-06,6.8537762132336866e-09
1976,1.466662361337967e-06,2.8567633814091664e-09
1977,1.4292333787579992e-06,7.639816446136649e-09
1978,1.9134644162477343e-06,8.316827893040113e-09
1979,1.5800327588522123e-06,7.02236779837051e-09
1980,1.5622794222736047e-06,2.8425752862659692e-09
1981,1.6788008849744074e-06,4.427884781055269e-09
1982,1.7256856637004603e-06,1.3035754586887549e-08
1983,1.8428092545264008e-06,2.5261264191556165e-09
1984,1.7576794704154963e-06,8.118612115914914e-09
1985,1.514115993472842e-06,3.6093347199894765e-09
1986,1.7276106802910363e-06,3.5966913891627428e-09
1987,1.5032609681497888e-06,3.6664902225425067e-09
1988,1.3264377471955413e-06,2.9982769045311386e-09
1989,1.5092335701183401e-06,3.841685525252103e-09
1990,1.515269843821443e-06,4.903785932874882e-09
1991,1.4301975284070068e-06,1.1722930404189924e-09
1992,1.4215656420901723e-06,9.366905029395411e-09
1993,1.5487624267507272e-06,2.2156829704300662e-09
1994,1.4595722035437575e-06,6.8574046441227665e-09
1995,1.705360773485154e-06,1.138714633697191e-08
1996,1.5822104870721887e-06,7.473329288743003e-09
1997,1.5434765572308606e-06,7.671831392386252e-09
1998,1.595416080135692e-06,7.1521940592234046e-09
1999,1.5817466305634298e-06,5.484241283326696e-09
2000,1.6019782549392403e-06,1.1486882112166086e-08
2001,1.6022091529066529e-06,1.0953029372373635e-08
2002,1.7678228942941132e-06,8.324320677211006e-09
2003,1.5300940674478625e-06,5.8336921959778465e-09
2004,1.4861765151863437e-06,7.488145215006625e-09
2005,1.5682056186960835e-06,4.503749706508131e-09
2006,1.638508408063899e-06,4.529679020759403e-09
2007,1.966482216175791e-06,6.7906151812735516e-09
2008,2.152987221393232e-06,5.9604156055215185e-09
2009,2.262984068579499e-06,1.0013204265746367e-08
2010,2.793651106003381e-06,8.030448306328708e-09
2011,2.7345223259089835e-06,4.971163480860241e-09
2012,3.5662952484472044e-06,1.3957435651690275e-08
2013,3.7904210046235676e-06,1.199323773626304e-08
2014,4.074501617878923e-06,1.6024293891803154e-08
2015,4.217034529574448e-06,1.3521110286962568e-08
2016,4.481965788727393e-06,1.7192122059306314e-08
2017,6.119224508438492e-06,4.3268515881322855e-08
2018,4.946606509292906e-06,9.551427204712581e-09
2019,4.526217708189506e-06,1.3265136600271177e-08
