year,plus_ADV eu_VERB,plus_ADV dû_VERB
1800,6.382653623404622e-07,1.8864987794131594e-08
1801,8.857999205247324e-07,7.143547975374531e-08
1802,9.689847502158955e-07,5.370816325012129e-08
1803,7.547812970187806e-07,7.411289004721766e-08
1804,7.909923169791e-07,2.175228814849106e-07
1805,9.324638767793658e-07,8.52863308864471e-08
1806,6.656655955339374e-07,8.645007198992971e-08
1807,8.512395766047121e-07,7.971474502710407e-08
1808,9.562832019582856e-07,4.078933102391602e-08
1809,1.070780513146019e-06,9.487928309681593e-08
1810,9.313704367741593e-07,7.956430891908894e-08
1811,1.0153661378353718e-06,6.518399686683551e-08
1812,9.735309731695452e-07,9.601949813031752e-08
1813,1.1502966117404867e-06,8.339650747757332e-08
1814,7.898159424257756e-07,3.1466772298927026e-08
1815,1.1652006151052774e-06,4.045835311217161e-08
1816,9.502176112619054e-07,7.416332437060191e-08
1817,9.590339686837979e-07,2.80237220096069e-08
1818,1.0097237463924102e-06,4.530047448270125e-08
1819,9.057168881554389e-07,8.487860725381324e-08
1820,9.88477836472157e-07,4.9839222526770754e-08
1821,9.930519127010484e-07,8.283650032581136e-08
1822,8.712260068932665e-07,7.920236555492011e-08
1823,1.0485530310688773e-06,8.103803139647425e-08
1824,8.783220550867554e-07,7.579001248814166e-08
1825,9.589127785147866e-07,1.0390422744421812e-07
1826,8.78156015460263e-07,4.227832306469281e-08
1827,9.632050250729662e-07,6.267745789045875e-08
1828,1.0337183766750968e-06,7.796455747666187e-08
1829,1.0176360092373216e-06,8.830371456269859e-08
1830,9.372278668706713e-07,9.497520636614354e-08
1831,9.167629286821466e-07,7.483778574624012e-08
1832,9.268028975384368e-07,4.7354891563600177e-08
1833,9.417490218766034e-07,5.21263281427764e-08
1834,9.297193059865094e-07,8.307732457524253e-08
1835,9.408481673744973e-07,7.941242330389287e-08
1836,1.0034079878096236e-06,4.704525125021064e-08
1837,1.0235057743557263e-06,5.0096815584765864e-08
1838,8.319429412040336e-07,4.292270006089893e-08
1839,1.0095690186062711e-06,5.033862038317238e-08
1840,1.0573683084658114e-06,3.821813265858509e-08
1841,1.1409314311094931e-06,5.264849889385914e-08
1842,1.0236811931463308e-06,5.702025163145663e-08
1843,9.557381872582482e-07,4.784597962270709e-08
1844,8.6938808863124e-07,8.342613000422716e-08
1845,8.911624149732233e-07,4.743193926515232e-08
1846,8.816879244477605e-07,4.9177810268474786e-08
1847,9.448928040001192e-07,3.829188699455699e-08
1848,1.034615479511558e-06,5.873011943435813e-08
1849,1.0139092410099693e-06,5.1952373070207614e-08
1850,9.647163778936374e-07,6.517436190733861e-08
1851,1.1060787983296905e-06,7.352360142931502e-08
1852,1.0241087693430018e-06,4.8829090104618444e-08
1853,1.0856972494366346e-06,7.76351143372267e-08
1854,1.0271828614349943e-06,7.273930435758302e-08
1855,9.579021025274415e-07,4.5108965451845506e-08
1856,1.029225245474663e-06,3.831119954611495e-08
1857,1.1129840231660637e-06,4.3445432140742923e-08
1858,9.753096037456999e-07,5.676664116549546e-08
1859,1.0403309715911746e-06,7.587338046732839e-08
1860,9.364918014398427e-07,5.1722178540103414e-08
1861,1.0096878213516902e-06,4.6688040100661965e-08
1862,9.415483646080247e-07,5.46676339752139e-08
1863,9.734516197568155e-07,4.6449972757045543e-08
1864,1.0706627335821395e-06,5.753673448793961e-08
1865,9.907906814987655e-07,5.271665770578693e-08
1866,1.105467276829586e-06,3.405929049904444e-08
1867,1.0472367648617364e-06,3.2513838732484146e-08
1868,9.138767040894891e-07,3.309715523869272e-08
1869,1.0338410447729984e-06,3.613804011592947e-08
1870,1.1043778158636997e-06,3.096386436141074e-08
1871,1.0674283430489595e-06,2.8677177965619194e-08
1872,1.0679601700758212e-06,3.084143074261192e-08
1873,9.691341347206617e-07,5.207823861042016e-08
1874,1.093950913855224e-06,3.345781252050983e-08
1875,1.0052723382614204e-06,3.3757011408397375e-08
1876,8.651847451801586e-07,5.562333527109331e-08
1877,9.029831176121661e-07,3.958282235316801e-08
1878,1.0417428484288394e-06,4.046189516770937e-08
1879,9.243408953807375e-07,3.9710613464194466e-08
1880,1.019795718093519e-06,3.529815373326528e-08
1881,9.55233531385602e-07,2.4403776777148778e-08
1882,9.284262318942638e-07,2.994923420374107e-08
1883,1.0351077435188927e-06,2.9068958795619437e-08
1884,9.612070925868466e-07,3.895001299270007e-08
1885,9.301052159571555e-07,2.513797880965285e-08
1886,9.62856802289025e-07,3.6784744139595205e-08
1887,1.016553596855374e-06,3.7867764035581786e-08
1888,1.0614188568069949e-06,1.7119660356001987e-08
1889,1.0387597058070241e-06,4.8868066926388565e-08
1890,9.294120104641479e-07,4.129263331265065e-08
1891,1.0491966122572194e-06,3.569563133964948e-08
1892,9.734999366628472e-07,3.6984221907232495e-08
1893,9.915050895870081e-07,3.1407925149551374e-08
1894,1.0271509154335945e-06,4.222031435574536e-08
1895,1.0027011967395083e-06,3.069493459406658e-08
1896,1.0490814474906074e-06,2.6536630670648265e-08
1897,1.0097694485011743e-06,4.136966680334808e-08
1898,9.738029120853753e-07,4.0174320758978865e-08
1899,1.0143106692339643e-06,3.427098604902312e-08
1900,1.0106980425916845e-06,3.945200433008722e-08
1901,9.590276022208855e-07,3.297355988252093e-08
1902,8.023403665902151e-07,1.718599307309887e-08
1903,9.099371141019219e-07,3.726151831529023e-08
1904,1.0088170938615804e-06,2.0961039126632386e-08
1905,9.862210390565451e-07,4.489860216949637e-08
1906,9.064053188012622e-07,2.82930141537463e-08
1907,8.938261544244597e-07,2.5199932807140613e-08
1908,9.130272360380332e-07,2.9959473124563374e-08
1909,9.285660098612425e-07,3.5756393401698006e-08
1910,9.27744565615285e-07,3.046165986120286e-08
1911,8.108250426630548e-07,3.298632123005518e-08
1912,8.882063298187859e-07,4.271725373428126e-08
1913,9.248414016838069e-07,2.8105844762649212e-08
1914,8.123150223582343e-07,3.0135346662518714e-08
1915,9.318582669948228e-07,2.709575319670421e-08
1916,1.0449076626173337e-06,4.8344833913915863e-08
1917,1.0944492032649578e-06,3.3995917192441993e-08
1918,1.010801156553498e-06,2.5270027848023346e-08
1919,9.419628668183577e-07,1.9336480860943084e-08
1920,8.041710088946274e-07,2.5745588771997063e-08
1921,9.208461051457562e-07,1.9689142760626055e-08
1922,8.809254836705804e-07,4.500540740082215e-08
1923,8.981091923487838e-07,3.503262746562541e-08
1924,9.320644380750309e-07,2.9650736976805092e-08
1925,9.249467893823748e-07,5.0591619782380803e-08
1926,8.816595595817489e-07,4.458455293843144e-08
1927,1.0379928880865918e-06,3.3447673075670536e-08
1928,1.0786183111122227e-06,2.399468712610542e-08
1929,9.580749065207783e-07,2.8965056131369238e-08
1930,8.717991022422211e-07,2.4158287814657342e-08
1931,8.474179935546999e-07,3.763767608688795e-08
1932,7.923745215521194e-07,3.06867029564728e-08
1933,8.006522307368868e-07,2.1794258842078307e-08
1934,8.554848136554938e-07,4.7926320689839486e-08
1935,7.851194254726579e-07,2.5133395809007197e-08
1936,7.105082886482705e-07,1.6974599503782883e-08
1937,8.083497959887609e-07,5.288269733227935e-08
1938,6.923424393789901e-07,3.241303758727554e-08
1939,8.029376772356045e-07,1.6823456405745674e-08
1940,8.494872645314899e-07,2.2822046474857416e-08
1941,7.614876835759787e-07,3.246652724442356e-08
1942,8.617161597612721e-07,2.1239483061208375e-08
1943,7.432282131958345e-07,2.6129116648121453e-08
1944,8.354284091183217e-07,2.8918675454292497e-08
1945,9.062576964424807e-07,4.1391576388605245e-08
1946,7.684449769840285e-07,3.6194869323935563e-08
1947,7.915458581919665e-07,1.7881307101674793e-08
1948,7.153702199502732e-07,3.261566305923225e-08
1949,7.735802682873327e-07,1.8652315247891238e-08
1950,6.806631063227542e-07,3.616023036556726e-08
1951,8.347877837877604e-07,4.371174711081949e-08
1952,7.634437793058169e-07,2.6362009464264702e-08
1953,7.767929446345079e-07,1.8315507332999914e-08
1954,7.036226179479854e-07,4.0067398288101685e-08
1955,6.128801715021837e-07,1.9709776921672528e-08
1956,6.93330775902723e-07,2.52913103793162e-08
1957,6.705793680339411e-07,2.2087593976038988e-08
1958,7.808997679603635e-07,2.6471179026543723e-08
1959,6.20834896380984e-07,3.1778064624177205e-08
1960,5.993441618556972e-07,3.460416664324839e-08
1961,6.100484029047948e-07,2.570818935510033e-08
1962,6.811260959693755e-07,3.424656469519505e-08
1963,6.685899052172317e-07,2.5864213881732212e-08
1964,6.120471880421974e-07,4.137098486012292e-08
1965,5.898862696085416e-07,2.5171399187229326e-08
1966,6.259154474719253e-07,2.2710207048248776e-08
1967,6.97642462910153e-07,3.4019315364730573e-08
1968,6.108325578679796e-07,1.7965662735264232e-08
1969,6.222207957762294e-07,2.634219598007803e-08
1970,6.258864573283063e-07,1.9314645882673176e-08
1971,5.70875954508665e-07,1.9012070140433934e-08
1972,5.812456151943479e-07,2.4624704053621826e-08
1973,5.34229457116453e-07,1.9847533394568018e-08
1974,4.98988185881899e-07,2.8690415376786405e-08
1975,4.86046985770372e-07,2.798625331479343e-08
1976,5.302152885633404e-07,2.2282755196556536e-08
1977,4.871852183896408e-07,2.4682483612537e-08
1978,5.150492938810203e-07,2.4356424432880885e-08
1979,5.489151249093993e-07,3.4526642878063285e-08
1980,5.764742923020094e-07,2.3309118191150446e-08
1981,5.256531494524097e-07,3.352541355639005e-08
1982,5.79780703446886e-07,1.6760255405756652e-08
1983,5.658523036800034e-07,1.894594880980094e-08
1984,5.369881819206057e-07,2.4355836458767044e-08
1985,5.317753561939753e-07,3.428868211585723e-08
1986,6.084403025852225e-07,2.6375735373562748e-08
1987,5.542510734812822e-07,2.749867533680117e-08
1988,5.378908554121153e-07,2.5785181989590455e-08
1989,5.866802439413732e-07,3.128229764115531e-08
1990,5.230704687164689e-07,2.397406362319998e-08
1991,5.193257948121754e-07,2.7548885839223658e-08
1992,5.317095883583534e-07,2.4794749364787094e-08
