year,nos_DET yeux_NOUN,nos_DET dieux_NOUN
1800,1.3702268873316825e-05,2.2952400513531757e-07
1801,1.178209149088616e-05,4.786177001392389e-07
1802,9.240042260216796e-06,2.394488944901241e-07
1803,1.0352400678925733e-05,3.9006785534922983e-07
1804,1.034716825643045e-05,6.500968012801422e-07
1805,1.0720491424365264e-05,2.5870187414511747e-07
1806,1.086389291060641e-05,2.5358688660048756e-07
1807,9.508830103754917e-06,2.1067467770308212e-07
1808,1.1658950370474486e-05,2.719288865193903e-07
1809,8.905097843125986e-06,4.5632416956209454e-07
1810,1.2830914585038045e-05,9.711525974509527e-07
1811,8.218197663723004e-06,4.462596741028335e-07
1812,8.932480156431666e-06,2.6672082054091106e-07
1813,1.0576977913956398e-05,6.642963263914226e-07
1814,1.0604302318029113e-05,3.0522768623697516e-07
1815,1.0440952635804024e-05,1.7262231066794698e-07
1816,1.0628531470047164e-05,1.7150268760701692e-07
1817,1.1243739422184262e-05,6.772399014920438e-07
1818,1.1334655880546052e-05,5.328766334855572e-07
1819,1.095555158769912e-05,1.0734039364024284e-06
1820,1.0494716008224714e-05,6.170569939456527e-07
1821,1.274202922729728e-05,4.5067001308574106e-07
1822,1.0748462756282606e-05,6.386317181750201e-07
1823,9.387563906670948e-06,5.899963806399455e-07
1824,1.1414818217758693e-05,5.237932088064667e-07
1825,1.110894731937151e-05,5.292071243445662e-07
1826,1.049383278939331e-05,2.994714773940643e-07
1827,9.785057443423284e-06,2.6822263876624675e-07
1828,1.0599511199416156e-05,6.145441560079234e-07
1829,1.0458417335712511e-05,3.480709467318377e-07
1830,1.1697605714289239e-05,7.524958860471997e-07
1831,1.0639438997372963e-05,7.171954905516031e-07
1832,1.1097281159777594e-05,5.966716538630124e-07
1833,1.2620363676774105e-05,3.463504834044784e-07
1834,1.164856138302639e-05,4.144531704497467e-07
1835,1.1613877489935476e-05,3.4790203784496043e-07
1836,1.0860060143613737e-05,3.2797260107741977e-07
1837,1.0456318179308255e-05,2.5605038800335933e-07
1838,1.00666353972656e-05,3.0992716482103333e-07
1839,1.0630538305633763e-05,4.1109873727407376e-07
1840,1.0036718137484968e-05,3.299498647635346e-07
1841,1.2080261640790013e-05,2.7672564506531216e-07
1842,1.2005782224377981e-05,3.56208885499143e-07
1843,1.2522651289259557e-05,3.9812581942300085e-07
1844,1.2167591151523993e-05,2.3875241783599677e-07
1845,1.1453417599227578e-05,2.873817459558836e-07
1846,1.170549030860002e-05,2.540853607513327e-07
1847,1.0977367459474863e-05,2.3945913163458954e-07
1848,1.1494208294493546e-05,2.1963455787421537e-07
1849,1.2313549888176567e-05,1.7094006987683485e-07
1850,1.184476163018644e-05,2.4304605616976005e-07
1851,1.0849245882127434e-05,3.553640623987775e-07
1852,1.1594630684896856e-05,3.261783181329747e-07
1853,1.1530606279563926e-05,1.887130491873279e-07
1854,1.3347662203955224e-05,3.5018778099527026e-07
1855,1.2729749883533259e-05,3.8316085237966035e-07
1856,1.291915818057987e-05,2.479873701943802e-07
1857,1.1972877388188863e-05,3.3780041697184515e-07
1858,1.2492086867155194e-05,3.1417401480382523e-07
1859,1.2371435218483384e-05,2.9279996294206967e-07
1860,1.2894384795458791e-05,2.833276866454071e-07
1861,1.3321182748882165e-05,3.022932641982834e-07
1862,1.2249164186073358e-05,3.243914084016808e-07
1863,1.304644928268317e-05,3.066697233933269e-07
1864,1.3764704846153109e-05,3.8885244002528907e-07
1865,1.3062905210858844e-05,2.8099859950003747e-07
1866,1.1889612153481721e-05,2.3646878499761215e-07
1867,1.2295083038793564e-05,3.033007143216082e-07
1868,1.2181729601934421e-05,1.9759496794335973e-07
1869,1.2334792458545962e-05,2.70546957281681e-07
1870,1.2445753000633886e-05,2.3050875697094853e-07
1871,1.201786186300069e-05,2.835854431282314e-07
1872,1.2294845859628367e-05,2.1105214731420574e-07
1873,1.1223159617657075e-05,1.664109223753485e-07
1874,9.806723163308106e-06,2.2345037375970378e-07
1875,1.0738161847712036e-05,2.1341296196908388e-07
1876,1.1007979537680512e-05,1.6687001114235045e-07
1877,1.0630461630967147e-05,7.79905278136539e-07
1878,9.942152033204366e-06,2.6632380567548353e-07
1879,1.0678489267945679e-05,2.1688104823169851e-07
1880,9.911721733146805e-06,2.1435606001318774e-07
1881,1.0269109537830445e-05,2.4612951321500987e-07
1882,1.0130161683719052e-05,2.023237062331873e-07
1883,9.624353204173985e-06,1.4471286835515684e-07
1884,9.695912282836616e-06,1.3137377141703155e-07
1885,9.253999522229606e-06,1.9465819445230181e-07
1886,9.192313996209123e-06,1.8134233581434955e-07
1887,8.772916409327536e-06,1.4233055534162986e-07
1888,8.855302311872038e-06,2.2509182517893578e-07
1889,9.90267488276686e-06,1.3344741045528963e-07
1890,8.333246704239627e-06,2.956028399836441e-07
1891,8.677225402209388e-06,1.3895799710894607e-07
1892,8.850512870139937e-06,1.247433925044561e-07
1893,9.15879742535708e-06,9.607129936028969e-08
1894,9.001118513651818e-06,1.0838647890309971e-07
1895,9.148293955263398e-06,9.750155527399329e-08
1896,9.203493092968529e-06,1.4034928774719901e-07
1897,8.67655924707833e-06,1.0080214352115036e-07
1898,8.696891427462106e-06,1.1429876689561524e-07
1899,8.640158057460212e-06,1.5145564802310219e-07
1900,8.815446747689748e-06,1.2925722581158539e-07
1901,8.385344294481456e-06,1.4642496282135653e-07
1902,7.416492834977362e-06,1.438713157497773e-07
1903,8.470785459735453e-06,1.2852524200468451e-07
1904,8.585963442442335e-06,9.67432542964275e-08
1905,8.184963483870433e-06,1.24374295751295e-07
1906,8.367530661246292e-06,8.950881102975927e-08
1907,8.19460632328628e-06,1.393710578057039e-07
1908,8.695614482689962e-06,1.601112895599499e-07
1909,8.584834574776323e-06,1.4522597213684207e-07
1910,8.559192082202571e-06,9.031614478516303e-08
1911,8.907902184773775e-06,1.532267734916104e-07
1912,8.978958121019787e-06,1.3127741294027828e-07
1913,9.10152148492216e-06,1.6492297794101773e-07
1914,8.823629272569633e-06,1.0312985310179101e-07
1915,8.644723536122001e-06,9.660224442598064e-08
1916,9.62062222242821e-06,1.0438089148578911e-07
1917,9.812756900373643e-06,1.0527767457801929e-07
1918,9.832338051296574e-06,1.2405286220484868e-07
1919,9.184828712704984e-06,1.2614751998540896e-07
1920,9.478919949401643e-06,1.317568329994856e-07
1921,8.81543545006025e-06,1.3933854803305223e-07
1922,9.007720976228484e-06,1.2616269984278006e-07
1923,8.983215664670752e-06,1.295145661828201e-07
1924,9.0202692888397e-06,1.8692856063040608e-07
1925,8.975613127404358e-06,1.59473577010516e-07
1926,8.610392384866827e-06,1.337536574830267e-07
1927,8.767750401261765e-06,1.6054884444116624e-07
1928,8.118201989759655e-06,1.656776031921936e-07
1929,8.275094188547882e-06,1.6153588600076318e-07
1930,7.80207643202857e-06,1.3444612800839195e-07
1931,7.849166237861027e-06,8.32591053878673e-08
1932,7.5302974948954216e-06,1.216508567214447e-07
1933,7.602754919844301e-06,1.3764794637438627e-07
1934,7.63106849177575e-06,1.461752816567241e-07
1935,7.551987522447234e-06,7.540019275609211e-08
1936,7.590071305685342e-06,1.188222018555507e-07
1937,7.3041076760205215e-06,8.687871400070435e-08
1938,7.464074172958135e-06,1.102043245548856e-07
1939,7.460437970507883e-06,9.635251441153514e-08
1940,6.704609909036208e-06,8.621662117569429e-08
1941,7.124927186907826e-06,1.475751272295156e-07
1942,8.149893261588659e-06,1.88121125344054e-07
1943,8.280026918328076e-06,2.0322646587800364e-07
1944,8.505304180062012e-06,2.0564390901256502e-07
1945,9.670379526482975e-06,1.350672511613027e-07
1946,8.466815728525035e-06,1.58700586894156e-07
1947,8.95734285677463e-06,1.5735549308004693e-07
1948,8.227845071928641e-06,1.489448568925411e-07
1949,7.115367480992063e-06,9.424327984675074e-08
1950,8.054159067683031e-06,1.1379836672986698e-07
1951,7.762566767155477e-06,1.2473839916538054e-07
1952,6.6811879122496975e-06,8.857635069858816e-08
1953,7.559994841699336e-06,1.2497639911845937e-07
1954,7.83268775705892e-06,1.1727043380815871e-07
1955,7.783484548440356e-06,9.479464191386455e-08
1956,7.3868069705440575e-06,8.459507316871395e-08
1957,6.826833754303152e-06,1.2457403286703084e-07
1958,6.7939937267169626e-06,1.5634540151410192e-07
1959,6.37188993835025e-06,9.99846481164468e-08
1960,7.019801145702331e-06,1.7786541928188626e-07
1961,7.676326291061741e-06,1.5008024512042084e-07
1962,7.448627741268865e-06,1.0844745368387976e-07
1963,7.558816079722419e-06,1.2867446130826465e-07
1964,7.12311029360535e-06,1.2593814435746253e-07
1965,8.326261109914412e-06,1.1874333871730869e-07
1966,6.952646430136156e-06,1.606331698766894e-07
1967,7.381205449519257e-06,1.331190606634891e-07
1968,8.217494340101439e-06,1.702246557044873e-07
1969,6.979773317539184e-06,1.1626900153771658e-07
1970,7.182748532841288e-06,1.2048659803198802e-07
1971,7.380280479196699e-06,1.4849969387498163e-07
1972,7.078063688936709e-06,1.6467771324357727e-07
1973,6.50613158370561e-06,1.0199426814239132e-07
1974,5.945666565310148e-06,8.38210167941611e-08
1975,5.897674405730413e-06,1.1023156654133004e-07
1976,5.9557802742915555e-06,9.598724926007662e-08
1977,6.507948135947572e-06,9.696689939886483e-08
1978,6.297620792850012e-06,8.554451724762657e-08
1979,6.562403136456396e-06,1.1294308288611887e-07
1980,6.261056391565489e-06,1.284844075577496e-07
1981,6.0712625185033176e-06,1.1322733772800575e-07
1982,6.534017046533336e-06,1.284953001778888e-07
1983,6.366470188368112e-06,7.073154062453568e-08
