year,nouveaux_ADJ yeux_NOUN,nouveaux_ADJ dieux_NOUN
1800,1.2576657937302116e-08,1.2891074518961432e-07
1801,2.1430643926123594e-08,5.0004835161487904e-08
1802,1.1189200677108602e-08,9.175144555229053e-08
1803,7.021220937986072e-08,1.0336797617860327e-07
1804,3.460591457837836e-08,8.651478289323222e-08
1805,4.264316544322355e-08,6.822906328807221e-08
1806,5.76333825108577e-09,3.458002950651462e-08
1807,2.2775640928784924e-08,1.0533734240425474e-07
1808,4.5321478125970316e-08,9.064295802829747e-08
1809,2.25903047379461e-08,6.099382510171836e-08
1810,5.3822915901946544e-08,8.65846905284684e-08
1811,1.2535384286138651e-08,1.2033968488367464e-07
1812,2.1337665856435706e-08,3.200649700829672e-08
1813,1.7254450312975678e-08,3.163315653864629e-08
1814,3.1466771410748606e-09,1.4789382873914292e-07
1815,2.697223555614414e-09,5.664169577812572e-08
1816,3.7081662185300956e-08,4.8669681618207505e-08
1817,2.3353100786493997e-08,7.005930147130357e-08
1818,3.814776761146277e-08,5.245317979962749e-08
1819,4.0369094733705424e-08,4.347441073804248e-08
1820,3.085285271708926e-08,4.9839222526770754e-08
1821,1.4792232327920374e-08,5.22658885060423e-08
1822,2.8071724500478012e-08,6.015369535816717e-08
1823,2.174191138237802e-08,7.807322921493665e-08
1824,3.705289586264371e-08,6.652679029883757e-08
1825,2.289415235168235e-08,9.862096517210261e-08
1826,3.082794464148719e-08,8.807984475112107e-08
1827,1.6591091167583727e-08,1.106072756718035e-07
1828,1.7427371545863934e-08,6.695780030430143e-08
1829,1.800366966620004e-08,4.372319750700626e-08
1830,3.026682549034376e-08,6.992680168238508e-08
1831,4.677361609140007e-09,1.091384405071949e-07
1832,1.2176972319366541e-08,7.441483340642208e-08
1833,6.950177322551099e-09,1.5406225806202656e-07
1834,2.240287422239362e-08,5.880754638809549e-08
1835,3.7059130875150004e-08,9.605121675804185e-08
1836,2.352262562510532e-08,7.258410406052462e-08
1837,2.1569462660409044e-08,4.800944797267448e-08
1838,2.1461350030449466e-08,5.5547026533986354e-08
1839,4.894032734625853e-09,6.921560125050519e-08
1840,7.64362617644565e-09,7.83471718612816e-08
1841,3.852329122366882e-09,7.704657978280238e-08
1842,1.2074877098200432e-08,5.56785999528131e-08
1843,1.7130041385371442e-08,1.9197461664788307e-07
1844,1.5367971784030487e-08,5.817875026181696e-08
1845,1.3392547515422848e-08,8.649353522294234e-08
1846,3.0443406018321184e-08,7.669396984155696e-08
1847,8.629157832729106e-09,6.094342541729247e-08
1848,8.84974404868899e-09,6.19482070085553e-08
1849,1.8434713311421547e-08,1.106082763158156e-07
1850,1.0183494048021657e-08,4.684407439725646e-08
1851,6.449438760824933e-09,7.287865844141095e-08
1852,1.9531636752390114e-08,8.528814521291395e-08
1853,1.0749477752369785e-08,4.2400716493418145e-08
1854,1.4028294081924741e-08,8.468933271332801e-08
1855,1.4859423913549108e-08,9.977041415254462e-08
1856,1.2942972915652717e-08,4.659470143053568e-08
1857,1.3180074809326925e-08,5.467290198346575e-08
1858,1.2234189661342043e-08,9.053300820127674e-08
1859,5.092173349652285e-09,9.420520519221043e-08
1860,1.5104706818647173e-08,4.851814860984405e-08
1861,1.650587222457034e-08,6.885307124449014e-08
1862,9.487771457372673e-09,6.867339413796358e-08
1863,1.8480097452311384e-08,8.091285802480641e-08
1864,1.1507347075223606e-08,9.397666922428272e-08
1865,6.118897832863013e-09,7.06026660468595e-08
1866,5.352174259343201e-09,6.082016312802807e-08
1867,1.067618526917613e-08,5.5322049163919473e-08
1868,1.0373735648272486e-08,5.631456456711703e-08
1869,1.3185501579471293e-08,7.96013623904912e-08
1870,8.027668307875047e-09,4.185855440042019e-08
1871,1.274541272522356e-08,5.098165090089424e-08
1872,9.071008832961525e-09,4.7169245842582086e-08
1873,5.387403856360606e-09,3.29230228635069e-08
1874,1.1351757756017378e-08,3.943242177228967e-08
1875,1.2587359599081083e-08,6.465325697035951e-08
1876,1.3301232115736639e-08,4.413590981577897e-08
1877,1.4843558382438005e-08,5.628182431216544e-08
1878,2.2344627481629686e-08,3.2611077338540184e-08
1879,1.4662380642960215e-08,4.8263671170722944e-08
1880,1.4119262203848848e-08,6.161132271031988e-08
1881,3.4862537301449947e-09,4.183504487276224e-08
1882,1.8635077481121698e-08,4.858430990850593e-08
1883,8.847074184359371e-09,4.423537203201988e-08
1884,6.601696966868076e-09,5.149323634157099e-08
1885,8.379326565943757e-09,6.316723155652681e-08
1886,1.355227396970804e-08,6.840671828989286e-08
1887,5.223139698529167e-09,5.810742820244741e-08
1888,6.340614699951175e-09,3.2337134747706386e-08
1889,7.51816386923565e-09,4.510898621301607e-08
1890,9.176140736144589e-09,3.277193122430688e-08
1891,5.099376032546843e-09,2.2309770031370135e-08
1892,6.268512375839919e-09,4.0118478539241664e-08
1893,3.079208221734575e-09,3.6950499715526774e-08
1894,3.780923574225881e-09,5.293292915098391e-08
1895,1.1435367319734269e-08,2.4074458870870785e-08
1896,5.89702897624278e-10,2.240870955461105e-08
1897,6.992056267307589e-09,3.5542952803169214e-08
1898,7.921697076085366e-09,1.867257115595322e-08
1899,7.738609753005221e-09,3.371822643316591e-08
1900,1.4015843596837385e-08,2.4917055641004993e-08
1901,8.941982265753268e-09,3.12969384297368e-08
1902,3.928227076954727e-09,2.6024504773403123e-08
1903,5.940242076007962e-09,3.132127579519306e-08
1904,5.912087708281888e-09,5.482117693134114e-08
1905,1.4966200723165457e-08,4.85111357750867e-08
1906,8.230695236477459e-09,2.3148830130548248e-08
1907,1.5428529565042481e-09,2.8285638220548748e-08
1908,7.367083831866239e-09,3.094175138329547e-08
1909,9.901770070541716e-09,2.9705311987981986e-08
1910,2.3514262537105424e-08,2.5651922808123118e-08
1911,1.2236860413850081e-08,2.0749458817803657e-08
1912,8.335073964360618e-09,4.3238195412964586e-08
1913,1.6969567084856862e-08,2.7575545846758587e-08
1914,8.036092680185902e-09,3.21443702766544e-08
1915,5.890381071793627e-09,2.591767644943843e-08
1916,3.2962386153911893e-09,2.0876177231343718e-08
1917,3.289927441585405e-09,4.6058981073571204e-08
1918,2.8715941624568586e-08,2.6418664589300533e-08
1919,8.287063479883727e-09,5.7088660909698774e-08
1920,6.815008557481406e-09,4.391894492528081e-08
1921,2.2718241510233383e-08,5.679560621807411e-08
1922,9.591316185719734e-09,2.2133806787394406e-08
1923,8.492758496458919e-09,4.564857825073432e-08
1924,1.675911143195208e-08,4.640984796466796e-08
1925,1.0998178368026856e-08,3.739380538547721e-08
1926,1.2260752413340015e-08,4.9043008987226244e-08
1927,1.4493992672726108e-08,2.1183528042811872e-08
1928,3.4278122562625413e-09,7.426927073339584e-08
1929,1.1140405931087116e-08,4.3447585973410696e-08
1930,7.352522590764465e-09,3.466189113510154e-08
1931,2.2810713318222042e-09,5.47457119637329e-08
1932,5.4797681947604815e-09,4.383814578012846e-08
1933,1.1470662641954732e-08,4.129438391231588e-08
1934,1.0783422155213884e-08,3.9539214569117576e-08
1935,8.377798899061872e-09,3.590485420090772e-08
1936,8.487299751891442e-09,3.758661559771781e-08
1937,5.0364472592434595e-09,4.280980003823487e-08
1938,1.1668692678767911e-08,4.148868537612316e-08
1939,9.176430282309411e-09,3.5176316082186077e-08
1940,7.607348528892999e-09,3.550096039361961e-08
1941,2.9515025978810172e-09,5.9030050625352715e-08
1942,1.8205270180260413e-08,3.337632947797431e-08
1943,2.0322646676618206e-08,6.387117701400769e-08
1944,1.2852744646352221e-08,8.675602458652065e-08
1945,1.742803235060819e-08,5.2284097051824574e-08
1946,1.8097434661967782e-08,5.0115976257814054e-08
1947,1.7881307101674793e-08,5.96043550071812e-08
1948,1.9569398546082084e-08,3.261566394741067e-08
1949,1.2762110479513922e-08,7.460926365610021e-08
1950,1.1698897850465073e-08,8.827350295170788e-08
1951,1.2793682557799002e-08,4.6910167639246936e-08
1952,1.370824520563474e-08,4.95605774197827e-08
1953,2.0470272588113403e-08,3.878577969906871e-08
1954,1.5636057781875934e-08,6.254423179363755e-08
1955,2.1586897602787758e-08,3.4726747699664884e-08
1956,1.3081712602058815e-08,2.8779767458075867e-08
1957,7.068030161150318e-09,7.421431363896502e-08
1958,6.617794756635931e-09,5.542402958802484e-08
1959,9.300897829689347e-09,4.0303889337067744e-08
1960,1.1765417085030094e-08,7.336083429620999e-08
1961,4.86371165564492e-09,5.141637915428987e-08
1962,1.5220695814832652e-08,5.7077607029665245e-08
1963,8.405868889838075e-09,6.983337452748373e-08
1964,1.1559539991878864e-08,5.293052529609099e-08
1965,1.3132904541635071e-08,4.9795594758705874e-08
1966,7.754704434148607e-09,7.090015741173517e-08
1967,1.3311906243984595e-08,4.979638790203467e-08
1968,1.4372530721118437e-08,5.389699053726105e-08
1969,1.725867981861029e-08,8.038910981333913e-08
1970,9.197449912790034e-09,6.760125648153092e-08
1971,1.284599360218408e-08,6.52576468418431e-08
1972,1.0773308467548759e-08,6.002271923932767e-08
1973,1.268036875501366e-08,5.4029397178467775e-08
1974,7.875800456247362e-09,4.106667406134079e-08
1975,9.709516746170266e-09,6.168398725137081e-08
1976,1.1427053969725876e-08,4.970768302525741e-08
1977,3.526069214387917e-09,6.053085405133274e-08
1978,5.940591130126904e-09,7.544550939542205e-08
1979,9.363157360553487e-09,4.974177447714112e-08
1980,7.390696055153967e-09,5.571447814212149e-08
1981,1.0120879245789638e-08,5.566483507468689e-08
1982,6.2075020679230875e-09,5.9592022760845964e-08
1983,8.841442245000053e-09,4.7996403296224344e-08
1984,7.538710988796993e-09,5.103127370675864e-08
1985,1.0226449020933615e-08,6.617113645912553e-08
1986,1.2588419195935785e-08,6.833713184217771e-08
1987,4.888653482026939e-09,6.538574037762146e-08
1988,1.139345240375178e-08,7.435726662174957e-08
1989,1.2073869015694072e-08,5.982053308262181e-08
1990,9.80757164370516e-09,5.993515928004456e-08
1991,7.033758464558559e-09,4.982245443985178e-08
1992,7.162927584403178e-09,7.107827970642688e-08
1993,5.539207315052863e-09,5.539207492688547e-08
1994,5.802419433820205e-09,6.329911811375766e-08
1995,9.760411145975922e-09,4.609083159579086e-08
1996,8.007138063703678e-09,5.765139610147685e-08
1997,1.6782131240233866e-08,5.7059243441237584e-08
1998,1.0966696883940585e-08,5.817117554318685e-08
1999,1.2339542720951613e-08,8.820488561767093e-08
2000,1.0161472552283612e-08,6.803768803909094e-08
2001,7.0099388516098315e-09,7.22899913263575e-08
2002,1.0953053575235572e-08,7.009954677839048e-08
2003,1.3334153337041244e-08,6.083707498882873e-08
2004,8.80958239690699e-09,7.047665723236562e-08
2005,7.656374201303606e-09,7.656374523268283e-08
2006,1.7706927479821388e-08,6.218014103609448e-08
2007,1.997239706952314e-08,6.271332822493925e-08
2008,2.0009967016676455e-08,4.385163032694095e-08
2009,1.6211854969583328e-08,6.770833560487688e-08
2010,2.3146585093059002e-08,6.188168710785646e-08
2011,1.9502257586623273e-08,7.38026624258481e-08
2012,3.029784778618705e-08,6.263824892105418e-08
2013,3.904775169871755e-08,7.335398533037107e-08
2014,3.8761470477766125e-08,9.029906405944033e-08
2015,3.103205514776164e-08,6.71622342740541e-08
2016,3.5627049754793916e-08,8.016086017192947e-08
2017,3.848885299362337e-08,7.244960303909309e-08
2018,4.1561612817986315e-08,7.099033344504235e-08
2019,4.1581099452514536e-08,6.32644970854912e-08
