year,serez_VERB en_PRON,serez_VERB dans_ADP
1800,0.0,1.6978488304175698e-07
1801,0.0,2.6669243879950955e-07
1802,0.0,1.8350289110458107e-07
1803,0.0,2.945012340660469e-07
1804,0.0,3.0403765549635864e-07
1805,0.0,4.1790300997490704e-07
1806,0.0,3.659719709503406e-07
1807,0.0,2.4768510797912313e-07
1808,0.0,2.039466551195801e-07
1809,0.0,2.439753075123008e-07
1810,0.0,3.7208016578915704e-07
1811,0.0,2.0307321335621964e-07
1812,0.0,2.4805035536701325e-07
1813,0.0,2.530652523091703e-07
1814,0.0,2.5488085952929396e-07
1815,0.0,2.589334542335564e-07
1816,0.0,4.704735943050764e-07
1817,6.227493631882908e-09,2.319741412293297e-07
1818,0.0,2.3365507217931736e-07
1819,0.0,2.1116142079335987e-07
1820,0.0,2.7055577334067493e-07
1821,1.97229765852569e-09,4.447531125606474e-07
1822,0.0,3.4989398045581765e-07
1823,0.0,3.073515699725249e-07
1824,2.5263338088166165e-09,2.5094917077694845e-07
1825,8.805443041381977e-10,2.8001309715364187e-07
1826,0.0,2.994714805026888e-07
1827,0.0,2.433360180020827e-07
1828,9.172301251858528e-10,2.7700349392034695e-07
1829,0.0,2.0232695874256024e-07
1830,2.0873671680021744e-09,2.5674614789750194e-07
1831,0.0,2.2607248695294402e-07
1832,2.705993873419743e-09,2.1647950632086577e-07
1833,2.3167257001688313e-09,2.641067169406597e-07
1834,0.0,2.3242982649662736e-07
1835,0.0,3.002545838626247e-07
1836,6.048674894287842e-09,2.8159942644379043e-07
1837,2.0873671680021744e-09,2.574419681877771e-07
1838,0.0,2.4743675908212026e-07
1839,4.894032734625853e-09,2.4470162429679476e-07
1840,0.0,2.8918387329213147e-07
1841,0.0,2.3049769026783906e-07
1842,0.0,2.072853959589338e-07
1843,0.0,2.433647239286074e-07
1844,1.097712254427563e-09,2.5412037985006464e-07
1845,0.0,2.4329793291144597e-07
1846,0.0,2.4764540285104886e-07
1847,0.0,1.9739198364732147e-07
1848,0.0,2.4779282625786436e-07
1849,0.0,2.647895200880157e-07
1850,0.0,1.8601849660626613e-07
1851,6.449438760824933e-10,1.7220001780060556e-07
1852,0.0,2.441454398649512e-07
1853,1.7915795513800958e-09,2.2633621199474874e-07
1854,5.195664454227256e-10,3.2317032605533313e-07
1855,1.0613874223963649e-09,2.3722009245830122e-07
1856,0.0,3.1477310358241084e-07
1857,1.4644527812635033e-09,2.660422353528702e-07
1858,4.893676019968041e-10,2.1776858716293646e-07
1859,0.0,2.0623302532385424e-07
1860,0.0,2.8378539695950167e-07
1861,0.0,2.452301259836531e-07
1862,1.3553959066214816e-09,2.0647196663503564e-07
1863,2.4973103585068657e-09,2.4873210691112035e-07
1864,4.794727948009836e-10,2.7425843995843024e-07
1865,2.3534221238463715e-09,2.6876080028159777e-07
1866,0.0,2.8123241690991563e-07
1867,0.0,1.9362717296189658e-07
1868,9.87974813071446e-10,2.069807294446946e-07
1869,0.0,2.0706120551494678e-07
1870,1.1468097582678638e-09,2.528715583594021e-07
1871,0.0,1.8374636567841662e-07
1872,0.0,2.068190099180356e-07
1873,2.9930022904522957e-09,2.1669336547347484e-07
1874,0.0,1.350261698007671e-07
1875,5.721527140956084e-10,1.8594963080431626e-07
1876,0.0,1.7775283822629717e-07
1877,0.0,1.261702493593475e-07
1878,1.2078177347163432e-09,1.3769121665063722e-07
1879,0.0,1.7106110306031042e-07
1880,0.0,1.8419218861254194e-07
1881,6.972507571312292e-10,2.1196423460878577e-07
1882,6.655385131892899e-10,1.5240831885421358e-07
1883,0.0,1.5798347874351748e-07
1884,0.0,1.5910089246062853e-07
1885,0.0,9.603996886653476e-08
1886,0.0,1.413308581277306e-07
1887,0.0,1.5408262754590396e-07
1888,0.0,1.2300792207042832e-07
1889,6.265136742733546e-10,1.4159209626996017e-07
1890,0.0,1.3698667089556693e-07
1891,0.0,1.338586201882208e-07
1892,0.0,1.1346007511292555e-07
1893,0.0,1.1577822789377024e-07
1894,0.0,1.1846893954725601e-07
1895,0.0,9.930713673611535e-08
1896,0.0,1.0850533271877794e-07
1897,0.0,1.019674868985021e-07
1898,4.52668391659472e-09,9.958704794144069e-08
1899,5.527578395003729e-10,1.2989809761165816e-07
1900,0.0,1.396393258801254e-07
1901,0.0,9.389081156996326e-08
1902,0.0,8.740305190713116e-08
1903,5.400220270956879e-10,1.1124453891397934e-07
1904,0.0,1.1340458883069005e-07
1905,1.0321518084666081e-09,1.3366366147238296e-07
1906,0.0,9.722509020093639e-08
1907,0.0,1.3217108119079057e-07
1908,0.0,1.2524041892447713e-07
1909,0.0,1.2047154029914964e-07
1910,0.0,1.052797671263761e-07
1911,5.320374141248863e-10,9.949099677442064e-08
1912,1.0418842455450772e-09,9.949994250746386e-08
1913,5.30298971401777e-10,1.2302936625019356e-07
1914,0.0,1.3192584447097033e-07
1915,0.0,1.3547875710173685e-07
1916,0.0,1.0438088793307543e-07
1917,1.0966424435210342e-09,1.3927359532317496e-07
1918,0.0,8.729645628591243e-08
1919,0.0,7.366278964582307e-08
1920,0.0,9.919623522591792e-08
1921,7.572747429129834e-10,8.632932235741464e-08
1922,0.0,8.337067214370109e-08
1923,0.0,8.386599148479945e-08
1924,0.0,9.926550603722717e-08
1925,2.1996355847875293e-09,1.0008341888578798e-07
1926,1.1146138456652466e-09,8.805449169813073e-08
1927,0.0,1.1595194138180887e-07
1928,0.0,9.02657291135256e-08
1929,0.0,7.464072382390441e-08
1930,0.0,9.978423065604147e-08
1931,0.0,4.904303452235581e-08
1932,0.0,7.233294496700182e-08
1933,0.0,4.932384811695556e-08
1934,0.0,6.82950087593781e-08
1935,0.0,7.77938495843955e-08
1936,0.0,7.032334536916096e-08
1937,0.0,4.784624962894668e-08
1938,0.0,4.926781471681352e-08
1939,0.0,5.6587985852729616e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,7.969057236323351e-08
1942,0.0,6.371844563091145e-08
1943,0.0,6.67744117777147e-08
1944,0.0,7.390327994016843e-08
1945,0.0,7.189063211399116e-08
1946,0.0,8.909506732379668e-08
1947,0.0,9.05986183852292e-08
1948,0.0,8.371353743541476e-08
1949,0.0,6.184715317658629e-08
1950,0.0,8.189228140054183e-08
1951,0.0,8.848963517493758e-08
1952,0.0,7.381363076319758e-08
1953,0.0,7.649417455013463e-08
1954,0.0,6.743049851820615e-08
1955,9.385607846468247e-10,8.72861534162439e-08
1956,0.0,9.244410392739155e-08
1957,0.0,5.212672249399475e-08
1958,0.0,8.934022588391599e-08
1959,7.750747821333448e-10,7.363210130506559e-08
1960,0.0,8.37420870425376e-08
1961,0.0,9.380015342230763e-08
1962,0.0,9.132417488899591e-08
1963,0.0,8.599850787049945e-08
1964,0.0,9.430151237665996e-08
1965,0.0,8.536387952062796e-08
1966,5.539074754423723e-10,7.477751040596559e-08
1967,4.930335584241163e-10,6.409436537069269e-08
1968,0.0,7.815063440830272e-08
1969,4.5417578031781147e-10,8.901844950059967e-08
1970,0.0,4.736686776141141e-08
1971,0.0,6.320228607137324e-08
1972,0.0,7.28480884504279e-08
1973,0.0,6.450448353234606e-08
1974,5.625571675160757e-10,4.106667361725158e-08
1975,0.0,6.054168721902897e-08
1976,0.0,6.51342091373408e-08
1977,0.0,5.406639402849578e-08
1978,0.0,5.762373689321976e-08
1979,0.0,5.676414005506558e-08
1980,0.0,5.855705254020904e-08
1981,0.0,5.756250232025195e-08
1982,0.0,5.7729771185677237e-08
1983,0.0,6.883694680936969e-08
1984,0.0,6.494889248642721e-08
1985,0.0,5.113224332831123e-08
1986,0.0,6.29420995323926e-08
1987,0.0,5.866384356068011e-08
1988,0.0,5.336933028843305e-08
1989,0.0,6.3113404280557e-08
1990,0.0,7.028759796412487e-08
1991,0.0,4.7477868747591856e-08
1992,0.0,6.667032437235321e-08
1993,0.0,5.705383543386233e-08
1994,0.0,6.277162611922904e-08
1995,0.0,6.615390191200277e-08
1996,0.0,6.886138947947984e-08
1997,0.0,7.52798428038659e-08
1998,4.768129224785866e-10,5.054216956068558e-08
1999,0.0,5.895559596069688e-08
2000,0.0,8.350079383490083e-08
2001,0.0,5.52032695111393e-08
2002,0.0,6.089897652827858e-08
2003,0.0,7.25044557725596e-08
2004,0.0,7.003617952250352e-08
2005,0.0,7.296074500118266e-08
2006,0.0,8.235780057930242e-08
2007,0.0,9.027523617533006e-08
2008,4.257439678578834e-10,9.238644338438462e-08
2009,0.0,1.2111209457543737e-07
2010,0.0,1.1667768973211423e-07
2011,0.0,1.7552031295053894e-07
2012,6.808505426114664e-10,2.239998337927318e-07
2013,8.367375126105969e-10,2.0360613461889443e-07
2014,0.0,2.042014841663331e-07
2015,2.2165753954528356e-10,2.1877599465369713e-07
2016,6.214020409345267e-10,2.4711087576179125e-07
2017,0.0,3.2602324040453823e-07
2018,2.5814667070633845e-10,2.457556433910213e-07
2019,1.2754939326953263e-09,2.3265008053385827e-07
