year,tels_ADJ yeux_NOUN,tels_ADJ dieux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,3.8043282302169246e-08,0.0
1803,5.851017448321727e-09,0.0
1804,2.9662210465630778e-08,0.0
1805,0.0,0.0
1806,2.5935023018064385e-08,2.881669125542885e-09
1807,1.7081731584767113e-08,8.540865792383556e-09
1808,4.5321479902327155e-09,0.0
1809,2.0331274441787173e-08,0.0
1810,0.0,9.360507036149102e-09
1811,3.760615285841595e-08,0.0
1812,0.0,0.0
1813,2.5881675469463516e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,0.0,0.0
1816,9.270415546325239e-09,4.6352077731626196e-09
1817,2.9580593974287694e-08,6.227493631882908e-09
1818,0.0,7.152706427149269e-09
1819,0.0,0.0
1820,2.254631326081835e-08,3.5599443393152796e-09
1821,1.97229765852569e-09,0.0
1822,1.1028177482330648e-08,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,4.0505039322624725e-08,2.641632912414593e-09
1826,1.8496766784892316e-08,0.0
1827,0.0,0.0
1828,1.3758452155343548e-08,0.0
1829,8.57317605795771e-10,1.714635211591542e-09
1830,0.0,0.0
1831,4.677361609140007e-09,1.5591206103948707e-09
1832,0.0,0.0
1833,0.0,0.0
1834,1.0267983796552471e-08,0.0
1835,1.9664028627630614e-08,7.563087933704082e-10
1836,1.3441500135158435e-09,0.0
1837,4.174734336004349e-09,1.3915781860163179e-09
1838,8.2058102535143e-09,1.2624323808552163e-09
1839,9.788065469251706e-09,6.9914751765765e-10
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,1.0914932957462042e-08,0.0
1842,6.708265054555795e-10,0.0
1843,3.5441467538532834e-09,1.00417489878879e-08
1844,1.3172547497219966e-08,6.586273748609983e-09
1845,5.580227835366713e-09,1.6182660544927785e-08
1846,1.2294452567118697e-08,1.3465353054797902e-08
1847,5.393223645455691e-10,0.0
1848,8.84974404868899e-09,0.0
1849,1.256912263158938e-08,0.0
1850,2.2403686017469226e-08,0.0
1851,2.257303499675345e-08,1.9348316282474798e-09
1852,1.3021090872200602e-09,5.208436348880241e-09
1853,1.0152284346531815e-08,1.1346670270029335e-08
1854,6.754363734984281e-09,3.117398783558656e-09
1855,6.8990182455763716e-09,4.2455496895854594e-09
1856,3.6240324075009767e-09,0.0
1857,2.9289054737091647e-08,4.881509085841174e-10
1858,6.361778659424999e-09,6.851146261421803e-09
1859,1.5276519604867644e-08,0.0
1860,1.4189270203246451e-08,3.204028764525191e-09
1861,2.6409397335669382e-08,1.1789909493131745e-08
1862,9.939570055905733e-09,1.671654947799084e-08
1863,9.489779628779615e-09,7.491931519609807e-09
1864,7.671564716815737e-09,7.671564716815737e-09
1865,1.2237795665726026e-08,2.3534221238463715e-09
1866,1.4110277390955162e-08,0.0
1867,7.279217228983725e-09,7.279217228983725e-09
1868,4.939874287401835e-09,2.9639244392143382e-09
1869,1.2208797528501236e-08,7.325278605918584e-09
1870,1.7202147262196377e-08,1.7202146374017957e-09
1871,3.18635318130589e-09,2.2304471603007414e-08
1872,1.5118347462816928e-08,6.047339295989218e-10
1873,1.4366410283628284e-08,6.584604861359367e-09
1874,1.1351757756017378e-08,0.0
1875,5.149374260327022e-09,1.1443054281912168e-09
1876,8.464420275799966e-09,1.209202959984168e-09
1877,1.2369632429454214e-08,1.8554447978047506e-09
1878,6.6429977074733415e-09,3.6234530931267273e-09
1879,4.27652757650776e-09,0.0
1880,9.626769603698904e-09,0.0
1881,1.8128519130300447e-08,6.972507571312292e-10
1882,1.6638463051776853e-08,3.3276925659464496e-09
1883,1.1374810426900694e-08,9.479008356017005e-09
1884,5.281357573494461e-09,6.601696966868076e-10
1885,7.090199094506033e-09,0.0
1886,1.4842966855610484e-08,0.0
1887,1.9586773092328258e-08,0.0
1888,3.804368819970705e-09,0.0
1889,1.0024218788373673e-08,0.0
1890,1.6385966361553983e-08,6.554386478008212e-10
1891,8.286486163910922e-09,0.0
1892,7.522214851007902e-09,1.002961980134387e-08
1893,1.3548516086814288e-08,4.310891643655168e-09
1894,2.9617234886814003e-08,0.0
1895,7.824199066419624e-09,0.0
1896,3.2433661090180976e-08,0.0
1897,2.2724183423861177e-08,5.826713556089658e-10
1898,1.3580051749784161e-08,1.6975064687230201e-09
1899,8.291367592505594e-09,5.527578395003729e-09
1900,1.6092265298084385e-08,0.0
1901,1.2295225282343836e-08,5.588738916095792e-10
1902,4.910283735171106e-09,1.4730852093691738e-09
1903,1.3500550899436803e-08,5.400220270956879e-10
1904,1.0749250378694342e-08,5.374625189347171e-10
1905,1.8062657147766004e-08,3.6125313851442797e-09
1906,1.2860461140462576e-08,5.144184522798412e-10
1907,1.6457098794830927e-08,0.0
1908,3.3397444809679655e-08,0.0
1909,2.0903737407707013e-08,5.500983557560346e-10
1910,3.046165986120286e-08,5.344150677544235e-10
1911,1.8621308939259507e-08,5.320374141248863e-10
1912,2.7088990606216612e-08,0.0
1913,1.6969567084856862e-08,2.121195885607108e-09
1914,1.0045115850232378e-08,0.0
1915,3.534228465440492e-09,0.0
1916,1.9777431248257926e-08,5.493730803607377e-09
1917,2.9609346086090227e-08,0.0
1918,1.722956355365568e-08,0.0
1919,1.9336480860943084e-08,2.762354567309444e-09
1920,1.2872794385998532e-08,3.786115865267448e-09
1921,2.574734203619755e-08,7.572747429129834e-10
1922,3.9840852394945614e-08,2.951174193910333e-09
1923,2.441668023323018e-08,0.0
1924,2.836157442231979e-08,0.0
1925,2.4195990988573612e-08,2.1996355847875293e-09
1926,1.671920735191179e-08,5.573069339348535e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,1.4853853258500749e-08,3.4278122562625413e-09
1929,2.6736975300423182e-08,6.684243825105796e-09
1930,2.10072066408884e-08,1.0503603542488804e-09
1931,1.1405356659111021e-08,0.0
1932,2.4110979879310435e-08,2.1919073223131136e-09
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,2.2765002327673756e-08,3.5944740517379614e-09
1935,1.0771455727365264e-08,5.98414207075848e-09
1936,2.424942913137329e-08,2.424942913137329e-09
1937,1.1332006444320086e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,1.988226472349197e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,6.535512131478072e-09
1946,2.7842208538686464e-08,4.1763312808029696e-09
1947,2.26496545963073e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,5.435944139264848e-09
1949,3.043272656100271e-08,3.9268033269479474e-09
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,2.1322803078760444e-08,2.1322803522849654e-09
1952,1.8980646387944944e-08,3.1634410646574906e-09
1953,9.69644453618912e-09,5.386913803917537e-09
1954,3.322662323057557e-08,5.863521668203475e-09
1955,1.8771215692936494e-08,1.8771215692936494e-09
1956,1.4825940475304833e-08,2.616342476002842e-09
1957,1.6786572132332367e-08,5.3010225653515874e-09
1958,1.6544486669545222e-08,8.272243445794913e-10
1959,1.007597205671118e-08,1.0851046838844525e-08
1960,1.9378333604436193e-08,4.844583401109048e-09
1961,2.709782087606527e-08,6.948159103625784e-09
1962,1.6489087428794846e-08,6.341956404476434e-10
1963,2.2631185814248056e-08,3.2330267352165265e-09
1964,1.6426714211092985e-08,3.0419841090534305e-09
1965,1.7510538796727815e-08,5.472043373977442e-10
1966,1.6617224929404983e-08,2.7695373772118614e-09
1967,1.9721342781053863e-08,1.9721342336964653e-09
1968,1.6169096284102125e-08,1.3474247273492779e-09
1969,1.544197658631674e-08,1.3625273409534344e-09
1970,1.5175793066646293e-08,1.3796175313274261e-09
1971,1.284599360218408e-08,4.110718099248345e-09
1972,1.898154344814884e-08,3.0780880067027283e-09
1973,8.269805285010534e-09,5.513203782392395e-10
1974,1.0688586016271984e-08,1.1251143350321513e-09
1975,9.138368284311582e-09,0.0
1976,1.199840671262109e-08,5.713526762818333e-09
1977,9.990529292736028e-09,5.876781838942691e-10
1978,1.0099005187669263e-08,0.0
1979,8.777959692451986e-09,2.9259866751729646e-09
1980,7.390696055153967e-09,5.685150683554241e-10
1981,1.4548763971333756e-08,4.427884614521815e-09
1982,1.3035754697909852e-08,0.0
1983,1.515675762675528e-08,1.2630632095778083e-09
1984,1.2177918229383522e-08,5.799008495621649e-10
1985,1.2031115659283387e-08,1.8046674155058895e-09
1986,1.2588419195935785e-08,1.7983456945813714e-09
1987,7.944062296871834e-09,3.6664902225425067e-09
1988,1.2592763276586538e-08,2.398621523624911e-09
1989,1.0427432250992297e-08,1.0976244357863152e-09
1990,1.6345952147389653e-08,1.089730194969718e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,1.322386644631024e-08,0.0
1993,1.4401939196773128e-08,2.2156829704300662e-09
1994,1.2659823411809157e-08,1.5824779819872958e-09
1995,1.1929391696696712e-08,5.422450821690461e-10
1996,2.3487604750016544e-08,1.6014276571496566e-09
1997,1.7741109914481967e-08,9.58978896292706e-10
1998,1.6688451509594415e-08,4.768129224785866e-10
1999,1.2339542720951613e-08,3.1991407301035224e-09
2000,1.4579503826439577e-08,8.836062992401139e-10
2001,9.638665865452367e-09,1.7524846851468823e-09
2002,8.762443215459825e-09,2.1906108038649563e-09
2003,1.7084383685528337e-08,2.083461403401543e-09
2004,7.928623979580607e-09,2.2023956547378987e-09
2005,9.007498746882447e-09,1.8014998381943315e-09
2006,1.6471560115860484e-08,2.4707338397433887e-09
2007,1.757570977645173e-08,7.988958938831558e-10
2008,1.6178271167177627e-08,2.554463751636149e-09
2009,1.43045770784056e-08,4.76819250749827e-10
2010,1.2281861749841028e-08,1.8895172093635892e-09
2011,2.600300952337875e-08,1.529588788962144e-09
2012,3.43829533733242e-08,3.404252713057332e-10
2013,3.3190588055731496e-08,1.1156500168141292e-09
2014,3.291476602385046e-08,8.661780875884872e-10
2015,4.0563328695952805e-08,8.866301581811342e-10
2016,3.50056481579486e-08,2.0713399884186856e-09
2017,3.8740413543791874e-08,5.031222660711876e-10
2018,3.5624239558273985e-08,5.162933414126769e-10
2019,3.3162841361900064e-08,5.1019755087367e-10
