year,pas_ADV écrit_VERB,pas_ADV ecrit_VERB,pas_ADV décrit_VERB
1874,1.384316988151113e-06,1.7923826867161097e-09,8.782675564589226e-08
1875,1.623197249500663e-06,1.1443054281912168e-09,1.0870901689941093e-07
1876,1.4540665915774298e-06,6.04601479992084e-10,1.305939179019333e-07
1877,1.3637519487019745e-06,6.184815992682502e-10,1.2493327972151747e-07
1878,1.3014235946684494e-06,1.2078177347163432e-09,8.333942247418236e-08
1879,1.3794856386084575e-06,2.443730107160036e-09,1.478456681525131e-07
1880,1.4773881957808044e-06,5.134277003548959e-09,1.1744658934276231e-07
1881,1.3045561217950308e-06,2.7890030285249168e-09,1.1225737495124122e-07
1882,1.4435530601986102e-06,0.0,1.271178575734666e-07
1883,1.364977265438938e-06,1.2638677882037541e-09,1.1564389978957479e-07
1884,1.3282614190757158e-06,1.3203393933736152e-09,1.1420935663863929e-07
1885,1.2504533515311778e-06,7.090199094506033e-09,1.2504533231094683e-07
1886,1.2287395065868623e-06,0.0,9.809264867044476e-08
1887,1.3436526842269814e-06,6.528924623161458e-10,1.351487384226857e-07
1888,1.3321631513463217e-06,2.53624587998047e-09,1.1730136861842766e-07
1889,1.433463239663979e-06,6.265136742733546e-10,1.202906219077704e-07
1890,1.504231704529957e-06,2.6217545912032847e-09,7.996351314432104e-08
1891,1.3302997103892267e-06,1.9122659011827636e-09,1.5808065256806003e-07
1892,1.316387624683557e-06,5.014809900671935e-09,1.0907211844823905e-07
1893,1.2747922255584854e-06,4.310891643655168e-09,1.2316833419845352e-07
1894,1.3390771300691995e-06,5.041231432301174e-09,1.2918155789520824e-07
1895,1.3126598332746653e-06,1.2037228991346183e-09,1.1736297977904542e-07
1896,1.298525830861763e-06,2.948514543632541e-09,1.297346443607239e-07
1897,1.247499426426657e-06,4.078699600285063e-09,1.0138481343346939e-07
1898,1.493805712016183e-06,5.6583548957434e-10,1.1316709702668959e-07
1899,1.5499330174861825e-06,1.6582735185011188e-09,9.452158877820693e-08
1900,1.327352265434456e-06,2.595526460424935e-09,1.0434016672888902e-07
1901,1.2636138535526698e-06,6.147612641171918e-09,1.2574662378028734e-07
1902,1.186815552500775e-06,1.4730852093691738e-09,1.389610275737141e-07
1903,1.3835364143233164e-06,1.0800440541913758e-09,8.802359019455253e-08
1904,1.3081837550998898e-06,5.374625189347171e-10,1.0534265015849087e-07
1905,1.3562474805439706e-06,4.64468330463319e-09,1.274707415177545e-07
1906,1.4851260630166507e-06,1.5432553013283723e-09,8.847997179373124e-08
1907,1.4261104297474958e-06,7.199980611716228e-09,1.1159970370044903e-07
1908,1.6384393575208378e-06,0.0,1.0559486440797627e-07
1909,1.5732813380964217e-06,9.351672325408344e-09,1.083693774717176e-07
1910,1.7400554952473613e-06,5.34415089958884e-09,1.143648233892236e-07
1911,1.4854484788884292e-06,1.0640748282497725e-09,1.6652771250846854e-07
1912,1.5940828461680212e-06,3.646594803896619e-09,1.146072676760923e-07
1913,1.7059718402379076e-06,2.6514948014977335e-09,1.0075680734189518e-07
1914,1.5469478285012883e-06,1.3393487430235496e-09,1.3929226838627073e-07
1915,1.1368434797986993e-06,1.1780761921542648e-09,1.2134184146361804e-07
1916,1.4909985566191608e-06,4.394984820521586e-09,8.570220444426013e-08
1917,1.4651143374067033e-06,3.289927441585405e-09,6.908847183240141e-08
1918,1.4679588957733358e-06,1.1486376294556067e-09,6.891825421462272e-08
1919,1.5091663954081014e-06,1.8415696745321952e-09,1.3167223755772284e-07
1920,1.3630017292598495e-06,1.514446346106979e-09,1.0449679876955997e-07
1921,1.541811343486188e-06,1.5145494858259667e-09,9.465934169838874e-08
1922,1.5928962966427207e-06,6.640141769764796e-09,8.484625624305409e-08
1923,1.7452618976676604e-06,4.246379248229459e-09,1.0722107646188306e-07
1924,1.924719526869012e-06,1.2891624656674594e-08,1.1602462279824977e-07
1925,1.8300968349649338e-06,2.5295809891190402e-08,1.077821423223213e-07
1926,1.7967574876820436e-06,1.1146138456652466e-09,1.4712902896008018e-07
1927,2.087134816974867e-06,1.1149224876660924e-09,1.0814748208076708e-07
1928,1.835022203522385e-06,0.0,1.1883082606800599e-07
1929,1.8882989252233529e-06,0.0,8.243900850857244e-08
1930,1.8118715843229438e-06,0.0,8.40288265635536e-08
1931,1.4952422588976333e-06,1.1405356659111021e-09,1.2089678591564734e-07
1932,1.5222796037051012e-06,5.4797681947604815e-09,1.249387224788734e-07
1933,1.4762741784579703e-06,1.1470662197865522e-09,1.0782422776856038e-07
1934,1.5983428056642879e-06,1.1981580172459871e-09,1.1502316965561477e-07
1935,1.4804767261011875e-06,1.196828414151696e-09,1.2207650001982984e-07
1936,1.5604507552779978e-06,1.2124714565686645e-09,1.2852197528445686e-07
1937,1.3988732234793133e-06,5.0364472592434595e-09,1.2087473066912935e-07
1938,1.5260056898114271e-06,1.2965214457594243e-09,1.5428605593115208e-07
1939,1.5584637367282994e-06,1.2235240376412548e-08,1.0399953964679298e-07
1940,1.5366844081654563e-06,1.2678914806940611e-08,1.4453962648985907e-07
1941,1.5406843658638536e-06,2.9515025978810172e-09,1.269146139293298e-07
1942,1.7689454807623406e-06,1.8205270180260413e-08,1.365395263519531e-07
1943,1.7709734265736188e-06,2.9032352077962287e-09,1.335488235554294e-07
1944,1.6065930594777456e-06,0.0,1.4780655988033686e-07
1945,1.9192621039110236e-06,2.178504043826024e-09,1.2199622290154366e-07
1946,1.6148480881383875e-06,1.3921104269343232e-09,1.4060314867947454e-07
1947,1.8572717408460448e-06,2.3841741914054637e-09,1.2278496797080152e-07
1948,1.6449166651000269e-06,3.2615663503321457e-09,1.3263702669519262e-07
1949,1.53439839323255e-06,0.0,1.3449300695356214e-07
1950,1.6389092252211412e-06,1.0635361480382244e-09,1.1592543813776501e-07
1951,1.8103060028806794e-06,4.264560704569931e-09,1.3433366063964058e-07
1952,1.6028102436393965e-06,3.1634410646574906e-09,1.3075556637431873e-07
1953,1.5794430510140955e-06,2.1547654771580937e-09,1.1743471617364776e-07
1954,1.6994440557027701e-06,3.9090144454689835e-09,1.5440606659922196e-07
1955,1.7757570276444312e-06,2.815682353940474e-09,1.6330957919308275e-07
1956,1.5157344250837923e-06,1.744228317335228e-09,1.063979269133597e-07
1957,1.589423277437163e-06,2.6505113659425206e-09,1.095544703844098e-07
1958,1.5105116517588613e-06,8.272243445794913e-10,1.4393702940651565e-07
1959,1.529222572571598e-06,6.975672928177801e-09,1.4028853456693469e-07
1960,1.6388532912969822e-06,2.076250060767393e-09,1.0865708333085422e-07
1961,1.474399368817103e-06,5.55852741612739e-09,1.4243725843243737e-07
1962,1.6641293996144668e-06,2.5367825617905737e-09,1.2620493805570732e-07
1963,1.5790102452228894e-06,5.1728425987107585e-09,1.319074840466783e-07
1964,1.5355935829575174e-06,3.041984220075733e-09,1.155953981424318e-07
1965,1.7149384348158492e-06,3.6662690661160013e-08,1.3953710720215895e-07
1966,1.4661931118098437e-06,3.8773522170743036e-09,1.390307744486563e-07
1967,1.551576588099124e-06,2.9582012395223956e-09,1.4150063520901313e-07
1968,1.736381364025874e-06,9.431973424511852e-09,1.4776757950585306e-07
1969,1.2916759715153603e-06,5.904285060864822e-09,1.4124866254405788e-07
1970,1.4941257404643693e-06,8.277704743875347e-09,1.2968403950708307e-07
1971,1.4834553212494939e-06,4.1107179882260425e-09,1.4541664938860777e-07
1972,1.4292588730313582e-06,5.643161493651405e-09,1.231235273735365e-07
1973,1.4791925195822841e-06,5.513203671370093e-09,1.234957665019465e-07
1974,1.150991920439992e-06,2.2502286700643026e-09,1.0688586371543352e-07
1975,1.3776090099781868e-06,1.1422960355389478e-09,1.3022174982779688e-07
1976,1.3095403801344219e-06,3.4281160132820787e-09,1.5940740638598072e-07
1977,1.275261638511438e-06,8.22749424145286e-09,1.4163043715598178e-07
1978,1.3229696378402878e-06,4.752473081737207e-09,1.306930101918624e-07
1979,1.4109107269177912e-06,2.5163485517509798e-08,1.5683288268064643e-07
1980,1.3689842717212741e-06,7.390696055153967e-09,1.2848440178458986e-07
1981,1.3789698414257145e-06,2.1506869174459098e-08,1.246133223276047e-07
1982,1.3184734370952356e-06,4.345251713999687e-09,1.8436281834510737e-07
1983,1.4417867078009294e-06,8.841442245000053e-09,1.4651533319920418e-07
1984,1.2346089306447539e-06,2.3196033982486597e-09,1.443953152602262e-07
1985,1.2464236078812974e-06,5.233535560478231e-08,1.371547284634289e-07
1986,1.4842346445220755e-06,5.395036861699509e-09,1.4326819552934467e-07
1987,1.3236028735263972e-06,3.0554083707556856e-09,1.429931160146225e-07
1988,1.256277982975007e-06,2.398621523624911e-09,1.5950833187616809e-07
1989,1.2973920320291654e-06,2.359892548042808e-08,1.4049592778064834e-07
1990,1.3507205949281342e-06,3.2691906959314565e-09,1.5201736403014365e-07
1991,1.383891913064872e-06,1.2309077312977479e-08,1.6177644113213319e-07
1992,1.3141217323209275e-06,2.8651710337612712e-08,1.608903659189309e-07
1993,1.4961399301682832e-06,4.985286850001103e-09,1.2740177623982163e-07
1994,1.3730633554587257e-06,2.637463358823311e-09,1.2396077408993733e-07
1995,1.342598807241302e-06,2.7112254663563817e-09,1.3393453457410942e-07
1996,1.3179749203118263e-06,1.5480466686312866e-08,1.3985801672333764e-07
1997,1.2653727026190609e-06,2.3015493511024943e-08,1.4192887931585574e-07
1998,1.37417487167113e-06,2.86087753487152e-09,1.3493806250153284e-07
1999,1.3440961765809334e-06,4.113180906983871e-09,1.5630088512352813e-07
2000,1.4416036719921976e-06,1.8113929911578452e-08,1.267975022756218e-07
2001,1.5102036741154734e-06,3.066848330846028e-09,1.5027556798941077e-07
2002,1.3520449329007533e-06,2.3220474432150695e-08,1.3275101196086325e-07
2003,1.4009194728714647e-06,7.91715315529018e-09,1.4917584678642015e-07
2004,1.4227475730876904e-06,7.047666006343434e-09,1.5681057163874357e-07
2005,1.3966127880848944e-06,7.656374201303606e-09,1.562801088539345e-07
2006,1.540090806884109e-06,1.0294725072412803e-08,1.4124361769063398e-07
2007,1.4164423873808119e-06,8.38840730210677e-09,1.5059187319366174e-07
2008,1.3836679499945603e-06,6.811903485726134e-09,1.3240637031231017e-07
2009,1.427596885150706e-06,7.629108011997232e-09,1.2349619282758795e-07
2010,1.4261131582316011e-06,1.0392344762522043e-08,1.1998434956694837e-07
2011,1.390396164424601e-06,2.2943831279320648e-09,1.093656010198174e-07
2012,1.4399988685909193e-06,1.0212758416727752e-09,1.0689353757697972e-07
2013,1.4969234598538605e-06,8.367375126105969e-10,9.789828681050494e-08
2014,1.7373366745232488e-06,6.496335691608124e-10,1.2061529730544862e-07
2015,1.5442881249327911e-06,1.994917786518613e-09,8.134831830375333e-08
2016,1.5609618913003942e-06,6.214020409345267e-10,8.678915008886179e-08
2017,2.102044845742057e-06,1.509366853724714e-09,8.200893120147157e-08
2018,1.5803739188413601e-06,0.0,9.65468558433713e-08
2019,1.6415606296504848e-06,5.1019755087367e-10,1.0459049804012466e-07
