year,ces_DET années_NOUN,ces_DET damnés_NOUN
1800,8.143385947789739e-07,3.144164484325529e-08
1801,1.0167650152936858e-06,1.666827853519237e-08
1802,7.742926584342058e-07,0.0
1803,7.099234515806074e-07,2.145373123596528e-08
1804,7.514427000643309e-07,7.4155526164076946e-09
1805,9.552068931384383e-07,2.55858996212055e-08
1806,7.348256119144025e-07,1.152667650217154e-08
1807,5.893197299045028e-07,5.693910232196231e-09
1808,6.412989321802343e-07,2.2660739951163578e-09
1809,1.3237918494724e-06,1.581321384946932e-08
1810,5.826915732143334e-07,1.6380887313260928e-08
1811,7.471088938615367e-07,3.760615285841595e-08
1812,6.748036653903e-07,4.000812481308458e-08
1813,7.476928516325643e-07,5.751483289628823e-09
1814,8.842162593225567e-07,3.776012391654149e-08
1815,8.873865411374027e-07,3.776112933451259e-08
1816,7.23092419718796e-07,4.4034472068688046e-08
1817,1.0104108483233176e-06,3.269434145636296e-08
1818,9.131621645508403e-07,2.6226589788791443e-08
1819,1.3425311564674303e-06,2.2772310259711048e-08
1820,9.10159091205287e-07,2.0173018810965004e-08
1821,7.583484205042623e-07,4.043210122262053e-08
1822,7.378853439377053e-07,3.0076847679083585e-08
1823,6.374333203496008e-07,4.150728560858852e-08
1824,5.861094649617371e-07,6.905312321947576e-08
1825,6.648109511786515e-07,4.754939197937347e-08
1826,5.963005520470688e-07,2.290075995503571e-08
1827,6.737826847569295e-07,3.6869093555935706e-08
1828,6.640745837671602e-07,3.66892045633449e-08
1829,8.59889574655881e-07,3.686465693819585e-08
1830,8.140732177253085e-07,7.097048371207393e-08
1831,7.514961595234126e-07,2.6505050376712802e-08
1832,6.832634760201017e-07,1.0553375906496854e-07
1833,7.320853079306744e-07,8.57188530156705e-08
1834,8.475753823233845e-07,8.12104199443553e-08
1835,9.15133661294476e-07,8.168134968400409e-08
1836,9.449374545056344e-07,4.9061474882705625e-08
1837,9.247036771853345e-07,6.81873275620859e-08
1838,8.552979124942794e-07,3.7241756345451904e-08
1839,8.24294900780842e-07,3.216078514611809e-08
1840,9.044957813841847e-07,5.860113683198165e-08
1841,9.091496622204431e-07,7.126808965196574e-08
1842,8.251166256911802e-07,4.762868055507852e-08
1843,1.2924321026730468e-06,6.32039478531965e-08
1844,1.130094766210732e-06,9.440325676735029e-08
1845,9.776559153351627e-07,7.086889164398258e-08
1846,1.0807409509538957e-06,8.313391930414582e-08
1847,1.000442956922143e-06,3.883121024728098e-08
1848,8.640567958906331e-07,7.401604207313284e-08
1849,9.762018322589938e-07,4.524884067436119e-08
1850,9.898355948223525e-07,5.702756578074286e-08
1851,1.1441303975345818e-06,6.062472368562055e-08
1852,1.3522402326771044e-06,5.599068941819496e-08
1853,1.4410271660381113e-06,4.1206330125831414e-08
1854,1.146163530307831e-06,6.754363646166439e-08
1855,1.4742671083922687e-06,8.597237766139187e-08
1856,1.2047319017938207e-06,9.215396712392021e-08
1857,1.314590360124157e-06,7.956860104130214e-08
1858,1.1172261942249406e-06,8.71074365971225e-08
1859,1.4278454472105295e-06,8.758538072584088e-08
1860,1.2747456992201478e-06,8.742421098162367e-08
1861,1.2629350862880528e-06,7.734180407226177e-08
1862,1.2410908638571527e-06,6.641439842525187e-08
1863,1.2376670568414738e-06,7.092361542504477e-08
1864,1.3338933548823206e-06,5.0824115027658934e-08
1865,1.3499229467583973e-06,9.36662001294053e-08
1866,1.3093364685801134e-06,7.736324736384859e-08
1867,1.4946658808412394e-06,5.580733386523207e-08
1868,1.1855698289764405e-06,5.977247452548795e-08
1869,1.2995044080810203e-06,7.325278739145347e-08
1870,1.4484207468967725e-06,7.339582275278644e-08
1871,1.1842612934742647e-06,6.691341880582513e-08
1872,1.1804405772863902e-06,7.861541284626128e-08
1873,1.21575746092617e-06,4.309923218315248e-08
1874,1.3156089302412965e-06,5.197910057930244e-08
1875,1.2856272029182492e-06,4.1194995858973016e-08
1876,1.5647086115677666e-06,7.07383716047616e-08
1877,1.3581855640154572e-06,4.2675230016442356e-08
1878,1.7259715150430566e-06,3.804625947623208e-08
1879,1.252411635732642e-06,4.948553433692382e-08
1880,1.1956447423244754e-06,4.8775631533715114e-08
1881,1.2292530797708423e-06,8.367009129983671e-08
1882,1.4515394433090023e-06,5.657077406517885e-08
1883,1.4288024843267522e-06,3.917990110124947e-08
1884,1.4173843467801817e-06,5.6114423330200225e-08
1885,1.525037376381988e-06,4.1896631997051514e-08
1886,1.4326690092048011e-06,6.453463896605172e-08
1887,1.2607353241378405e-06,5.223139787347009e-08
1888,1.4399536070186514e-06,5.072491826574321e-08
1889,1.6514900735842275e-06,5.262714708464955e-08
1890,1.3475818185781918e-06,4.3914388847543506e-08
1891,1.428462667263375e-06,2.358461337337303e-08
1892,1.395997713871111e-06,5.328235541668391e-08
1893,1.2938833222619905e-06,4.3724758036489675e-08
1894,1.3233232110110293e-06,2.9617234886814003e-08
1895,1.3716422522236371e-06,5.2963808450101624e-08
1896,1.4465412192521399e-06,4.953504351146165e-08
1897,1.3651989476670678e-06,4.19523360495333e-08
1898,1.477962264573307e-06,4.5266839610036413e-08
1899,1.4968682648941467e-06,3.6482015630667775e-08
1900,1.6024781288592749e-06,6.281174158573322e-08
1901,1.5179015449007238e-06,3.3532433940663964e-08
1902,1.366040969230653e-06,2.6024503885224703e-08
1903,1.4386186606429874e-06,4.536185138626081e-08
1904,1.4823216289983066e-06,3.278521276683932e-08
1905,1.6349284734928915e-06,2.683594790831023e-08
1906,1.5921250735573267e-06,5.5042773450253435e-08
1907,1.7557666964762575e-06,3.3428481316377656e-08
1908,1.7789051085514984e-06,3.634427980792054e-08
1909,1.651945417791012e-06,3.5756394289876425e-08
1910,1.770517101817859e-06,5.825124371749979e-08
1911,1.7557235167942054e-06,3.6178544604581475e-08
1912,1.956658572055403e-06,5.4177979436076384e-08
1913,1.7383200656695408e-06,4.772690775922683e-08
1914,1.8355774713540995e-06,3.75017652487486e-08
1915,1.6705120273741159e-06,4.358881955379701e-08
1916,1.8184250052399875e-06,9.339342987857435e-08
1917,2.0507213775999844e-06,3.1802629529842363e-08
1918,2.3535585569334216e-06,5.168869243732388e-08
1919,2.8885020313396126e-06,6.537572261322566e-08
1920,2.270912261792546e-06,4.240449946735225e-08
1921,2.0931074828922647e-06,6.058198032121709e-08
1922,2.245105783060808e-06,6.27124503438381e-08
1923,2.252704078387069e-06,5.09565505346643e-08
1924,2.4042879829266894e-06,5.5433986068109675e-08
1925,2.3976027847538717e-06,4.9491802656120853e-08
1926,2.57698722805344e-06,7.46791268824154e-08
1927,2.5275293324966697e-06,5.1286434654684854e-08
1928,2.578857582591354e-06,6.855625023227674e-08
1929,2.5957147329336294e-06,5.681607273544387e-08
1930,2.848577238978578e-06,5.77698184844877e-08
1931,2.6574480287422375e-06,3.307553519960038e-08
1932,3.216623937873919e-06,3.1782656950696264e-08
1933,3.068402051553676e-06,7.685343739183281e-08
1934,2.8803719658299087e-06,4.7926322466196325e-08
1935,2.9477883316531006e-06,5.8644592293433107e-08
1936,2.8784073009546773e-06,5.2136272632452574e-08
1937,3.0143136200422305e-06,6.043736866523375e-08
1938,2.897725536854523e-06,3.759912092782258e-08
1939,2.9716340463892266e-06,3.8235125288110794e-08
1940,2.944043970387611e-06,3.803674530900025e-08
1941,3.040047587887784e-06,6.198155411141215e-08
1942,3.3588725329991576e-06,5.76500234217292e-08
1943,3.7683992246684284e-06,7.83873517207212e-08
1944,3.6887377774519337e-06,7.711646610175649e-08
1945,4.6576417247479185e-06,7.406913882235244e-08
1946,4.024591390816568e-06,6.960552489942984e-08
1947,3.6835490959674644e-06,7.986983541208303e-08
1948,3.597507671315725e-06,4.892349503293758e-08
1949,3.6882499188095608e-06,6.381055372983724e-08
1950,3.340567019449736e-06,6.381216777207044e-08
1951,3.1653700887090963e-06,6.076998992909921e-08
1952,3.184530697808441e-06,7.381362632230548e-08
1953,3.646940541557342e-06,5.9256050954914485e-08
1954,3.86308362010368e-06,5.277169456974207e-08
1955,4.7763360271346755e-06,3.0972505449256005e-08
1956,3.7596842332732194e-06,6.36643324725128e-08
1957,3.5887922962274388e-06,5.1243217225049875e-08
1958,3.443734911456886e-06,3.8052319073500485e-08
1959,4.628746665957806e-06,5.4255236081601765e-08
1960,3.8071503070113977e-06,5.052208207345643e-08
1961,3.6443095012828053e-06,4.655266661046653e-08
1962,3.8806430069371345e-06,7.864025786119555e-08
1963,4.3063916308483385e-06,6.724695378323986e-08
1964,3.820732032977503e-06,5.597250796185449e-08
1965,4.056972784383106e-06,4.760677718707029e-08
1966,4.05737203834633e-06,6.646889616490625e-08
1967,3.994064954326859e-06,6.754559755961509e-08
1968,3.775035082753675e-06,7.276093594299482e-08
1969,3.533033506641914e-06,6.040537803286838e-08
1970,3.792108728362109e-06,4.184839630383408e-08
1971,3.7767220675277713e-06,3.699646189403438e-08
1972,3.6783153376518385e-06,7.541315616421684e-08
1973,3.7269256836225395e-06,4.9618834818687674e-08
1974,3.931711972882113e-06,3.994155983733094e-08
1975,4.008316679460222e-06,5.197447094928975e-08
1976,4.353707552695596e-06,3.256710234822435e-08
1977,4.485159820433182e-06,3.467301401549605e-08
1978,4.8148492624022765e-06,3.8613842234802576e-08
1979,4.841922702780721e-06,3.745262810994632e-08
1980,5.034769230860547e-06,3.979605539550235e-08
1981,5.147099813029854e-06,6.00927192451195e-08
1982,5.76118290496197e-06,4.096951389254144e-08
1983,5.546741931539145e-06,4.736487024814551e-08
1984,5.924847187088744e-06,7.480720887187431e-08
1985,6.12865036941912e-06,4.511668549866954e-08
1986,5.968109690002166e-06,4.675698628275882e-08
1987,6.17436941752203e-06,4.7053291041265766e-08
1988,6.7755059376395366e-06,4.677312004375267e-08
1989,6.7267913550494995e-06,4.664903840989609e-08
1990,6.8887292741237616e-06,4.3044340980458173e-08
1991,7.084753093522522e-06,3.985796226402272e-08
1992,7.099011895661533e-06,4.683452559106627e-08
1993,7.11732764102635e-06,3.545092752688106e-08
1994,7.311048420888255e-06,4.958431132351393e-08
1995,7.50575622987526e-06,3.307694984577836e-08
1996,7.795216021122542e-06,3.469759835006414e-08
1997,7.64258211916058e-06,4.123609231854175e-08
1998,7.718647367482845e-06,4.5297226858309614e-08
1999,7.522093881107139e-06,3.656161062792762e-08
2000,7.773968206947757e-06,4.550572496597738e-08
2001,7.806442937408065e-06,4.600272229815516e-08
2002,7.878750466261408e-06,5.0822168251585254e-08
2003,8.064245548666804e-06,5.0419766139953026e-08
2004,8.267792907190596e-06,5.373845368694674e-08
2005,8.268433475677739e-06,4.548786991520615e-08
2006,8.577976331025639e-06,5.5179723457143837e-08
2007,8.930457823908e-06,4.913209750156966e-08
2008,9.156049969760716e-06,6.25843643575763e-08
2009,9.082452720576839e-06,5.912558709297855e-08
2010,9.987987795057052e-06,6.424358645062966e-08
2011,8.787487388417503e-06,7.074348351565618e-08
2012,9.311652490850975e-06,7.965951365207502e-08
2013,9.440351561806892e-06,8.367374881856904e-08
2014,1.0285864647130438e-05,8.986597332949486e-08
2015,9.178616892313585e-06,1.0063252098291287e-07
2016,8.745404471710572e-06,9.714585047504443e-08
2017,1.059323929553102e-05,6.968243582150535e-08
2018,1.0512764589520884e-05,8.49302548289188e-08
2019,1.0242471347510218e-05,9.004986800675852e-08
